Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Marketable Securities,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
01/31/1992,714.150024,56.837997,17.028999,39.808998,212.259003,,,0.0,,,,,45.161999,,,,,,,314.259003,122.099998,,,124.543999,,,153.246994,,,,153.246994,399.890991,,53.521999,53.521999,,,46.799999,,,,,,42.329003,,,42.329003,142.651001,0.0,,,,,27.84,,,,,,27.84,27.84,170.491001,0.0,117.514,,,-6.887,,433.031989,543.658989,0.0,543.658989,714.14999,
04/30/1992,962.664001,274.319994,13.476,260.843994,271.862,,,0.0,,,,,21.864,,,,,,,568.046021,123.496002,260.984009,-137.488007,117.066002,,,154.056,,,,154.056,394.618004,,75.727997,75.727997,,,101.332001,,,,,,150.747009,,,150.747009,327.807007,0.0,,,,,21.143999,,,,,,21.143999,21.143999,348.951006,0.0,121.837997,,,-82.501999,,574.376999,613.712997,0.0,613.712997,962.664003,
07/31/1992,724.164001,180.597004,24.160999,156.436005,108.206001,,,0.0,,,,,30.348,,,,,,,319.151001,123.494003,,,122.503998,,,159.014999,,,,159.014999,405.013,,57.269001,57.269001,,,0.0,,,,,,83.363995,,,83.363995,140.632996,0.0,,,,,23.042999,,,,,,23.042999,23.042999,163.675995,0.0,120.193001,,,-104.144997,,544.44001,560.488014,0.0,560.488014,724.164009,
10/31/1992,707.453003,149.238999,55.598,93.640999,112.135002,,,0.0,,,,,48.841,,,,,,,310.214996,123.221001,,,109.690002,,,164.326996,,,,164.326996,397.237999,,71.137001,71.137001,,,0.0,,,,,,58.366005,,,58.366005,129.503006,0.0,,,,,23.792999,,,,,,23.792999,23.792999,153.296005,0.0,106.383003,,,-62.082001,,509.855988,554.15699,0.0,554.15699,707.452995,
01/31/1993,1041.317017,55.850001,30.134001,25.716,530.609009,,,0.0,,,,,42.209999,,,,,,,628.669006,142.360001,,,106.374001,,,163.914001,,,,163.914001,412.648003,,122.987999,122.987999,,,315.604004,,,,,,60.178993,,,60.178993,498.770996,0.0,,,,,24.657,,,,,,24.657,24.657,523.427996,0.0,102.268997,,,-74.234001,,489.853996,517.888992,0.0,517.888992,1041.316988,
04/30/1993,1005.833984,334.763985,43.417,291.346985,228.690994,,,0.0,,,,,26.483,,,,,,,589.937988,148.386002,320.829987,-172.444,104.762001,,,162.748001,,,,162.748001,415.896004,,132.320999,132.320999,,,0.0,,,,,,197.604996,,,197.604996,329.925995,0.0,,,,,25.42,,,,,,25.42,25.42,355.345995,0.0,102.126999,,,-95.396004,,643.757027,650.488022,0.0,650.488022,1005.834017,
07/31/1993,798.648987,191.397007,41.799,149.598007,141.130997,,,0.0,,,,,34.792,,,,,,,367.320007,154.699005,,,106.533997,,,170.095993,,,,170.095993,431.328995,,91.848,91.848,,,0.0,,,,,,101.418998,,,101.418998,193.266998,0.0,,,,,27.438,,,,,,27.438,27.438,220.704998,0.0,101.250999,,,-133.089996,,609.782989,577.943992,0.0,577.943992,798.64899,
10/31/1993,745.726013,149.400002,39.793999,109.606003,68.431999,,,0.0,,,,,201.494003,,,,,,,419.325989,141.136002,,,109.405998,,,75.858002,,,,75.858002,326.400002,,96.016998,96.016998,,,0.0,,,,,,52.070008,,,52.070008,148.087006,0.0,,,,,29.070999,,,,,,29.070999,29.070999,177.158005,0.0,95.566002,,,-0.102,,473.104014,568.568016,0.0,568.568016,745.726021,
01/31/1994,1131.687012,92.824001,36.012001,56.812,636.145996,,,0.0,,,,,39.183998,,,,,,,768.153992,157.703995,,,99.938004,,,105.890999,,,,105.890999,363.532998,,130.746002,130.746002,,,357.369995,,,,,,72.07901,,,72.07901,560.195007,0.0,,,,,28.667999,,,,,,28.667999,28.667999,588.863006,0.0,93.511002,,,-108.499001,,557.811989,542.82399,0.0,542.82399,1131.686996,
04/30/1994,1074.703979,514.385998,41.342999,473.042999,165.858002,,,0.0,,,,,19.551001,,,,,,,699.794983,165.223999,357.704987,-192.481003,105.705002,,,103.980003,,,,103.980003,374.909004,,160.591995,160.591995,,,0.0,,,,,,175.620011,,,175.620011,336.212006,0.0,,,,,30.617001,,,,,,30.617001,30.617001,366.829007,0.0,91.640999,,,-103.489998,,719.724007,707.875008,0.0,707.875008,1074.704015,
07/31/1994,917.434021,371.626999,32.054001,339.572998,141.459,,,0.0,,,,,26.4,,,,,,,539.486023,167.936996,,,107.014999,,,102.996002,,,,102.996002,377.947997,,119.950996,119.950996,,,47.132,,,,,,96.724011,,,96.724011,263.807007,0.0,,,,,34.382,,,,,,34.382,34.382,298.189007,0.0,92.406998,,,-164.434006,,691.272019,619.245011,0.0,619.245011,917.434018,
10/31/1994,901.064026,313.115013,34.191002,278.924011,163.375,,,0.0,,,,,35.539001,,,,,,,512.028992,179.953995,,,103.894997,,,105.185997,,,,105.185997,389.034989,,123.866997,123.866997,,,63.75,,,,,,60.168998,,,60.168998,247.785995,0.0,,,,,37.618999,,,,,,37.618999,37.618999,285.404994,0.0,88.589996,,,-130.796997,,657.865967,615.658966,0.0,615.658966,901.06396,
01/31/1995,877.991028,169.748001,59.998001,109.75,263.802002,,,0.0,,,,,31.872,,,,,,,465.421997,201.628998,,,101.002998,,,109.936996,,,,109.936996,412.568992,,121.630997,121.630997,,,90.624001,,,,,,64.023017,,,64.023017,276.278015,0.0,,,,,41.034,,,,,,41.034,41.034,317.312015,0.0,88.838997,,,-156.886993,,628.726989,560.678993,0.0,560.678993,877.991008,
04/30/1995,1078.037964,353.486992,64.467003,289.019989,260.197998,,,0.0,,,,,21.823,,,,,,,635.507996,227.447998,454.503998,-227.056,91.494003,,,123.587997,,,,123.587997,442.529998,,145.908997,145.908997,,,49.421001,,,,,,163.381001,,,163.381001,358.710999,0.0,,,,,33.462002,,,,,,33.462002,33.462002,392.173001,0.004,141.667007,,,-156.229004,,700.422974,685.864977,0.0,685.864977,1078.037978,
07/31/1995,940.328979,206.540001,38.637001,167.903,258.326996,,,0.0,,,,,37.141998,,,,,,,502.009003,253.755005,,,82.556999,,,102.008003,,,,102.008003,438.320007,,118.185997,118.185997,,,43.868999,,,,,,80.727002,,,80.727002,242.781998,0.0,,,,,35.551998,,,,,,35.551998,35.551998,278.333996,0.004,143.104004,,,-154.369003,,673.256027,661.995028,0.0,661.995028,940.329024,
10/31/1995,852.487976,69.204003,29.304001,39.900002,258.826996,,,0.0,,,,,58.831001,,,,,,,386.862,288.170013,,,64.343002,,,113.112999,,,,113.112999,465.626014,,128.070007,128.070007,,,60.723999,,,,,,59.0,,,59.0,247.794006,0.0,,,,,36.275002,,,,,,36.275002,36.275002,284.069008,0.004,141.580002,,,-208.072998,,634.907989,568.418993,0.0,568.418993,852.488001,
01/31/1996,1028.605957,97.422001,60.681,36.741001,344.898987,,,0.0,,,,,51.585999,,,,,,,493.907013,344.450012,,,0.0,,,190.248993,,,,190.248993,534.699005,,157.669998,157.669998,,,244.539001,,,,,,72.793992,,,72.793992,475.002991,0.0,,,,,37.779999,,,,,,37.779999,37.779999,512.78299,0.004,140.638,,,-216.024994,,591.205994,515.823,0.0,515.823,1028.60599,
04/30/1996,1755.890991,728.612,339.054993,389.557007,333.734009,,,0.0,,,,,59.911999,,,,,,,1122.258057,399.574005,714.768982,-315.195007,17.080999,,,216.977997,,,,216.977997,633.633001,,201.320007,201.320007,,,72.651001,,,,,,204.276001,,,204.276001,478.247009,0.0,,,,,84.921997,,,,,,84.921997,84.921997,563.169006,153.128998,505.78299,,,-213.406006,,747.216004,1192.721986,0.0,1192.721986,1755.890992,
07/31/1996,1561.829956,444.871002,151.154999,293.716003,357.040009,,,0.0,,,,,62.804001,,,,,,,864.715027,435.075989,,,18.313,,,243.725998,,,,243.725998,697.114987,,166.645004,166.645004,,,112.109001,,,,,,65.652001,,,65.652001,344.406006,0.0,,,,,92.358002,,,,,,92.358002,92.358002,436.764008,0.004,504.183014,,,-190.738007,,664.37201,977.821017,147.244995,1125.066012,1561.83002,
10/31/1996,1455.787964,301.037011,211.514008,89.523003,416.970001,,,0.0,,,,,74.165001,,,,,,,792.171997,432.328003,,,32.625,,,198.662994,,,,198.662994,663.615997,,172.257996,172.257996,,,183.360001,,,,,,20.172012,,,20.172012,375.790009,0.0,,,,,73.966003,,,,,,73.966003,73.966003,449.756012,0.004,503.764008,,,-189.869003,,556.419998,870.319003,135.712997,1006.032,1455.788012,
01/31/1997,1718.812,269.921005,199.539001,70.382004,680.086975,,,0.0,,,,,97.733002,,,,,,,1047.741,433.015991,,,31.759001,,,206.296005,,,,206.296005,671.070997,,175.106995,175.106995,,,461.019989,,,,,,51.976016,,,51.976016,688.103,0.0,,,,,74.225998,,,,,,74.225998,74.225998,762.328998,0.004,503.524994,,,-189.121002,,509.191009,823.599001,132.884003,956.483004,1718.812002,
04/30/1997,1707.057983,518.834011,457.07901,61.755001,407.44101,,,0.0,,,,,553.815002,,,,,,,1480.089966,65.065002,207.959,-142.893997,20.273001,,,141.630005,,,,141.630005,226.968008,,164.871994,164.871994,,,269.618988,,,,,,234.51799,,,234.51799,669.008972,0.0,,,,,38.952,,,,,,38.952,38.952,707.960972,0.004,503.397003,,,-188.375,,684.071014,999.097017,0.0,999.097017,1707.057989,
07/31/1997,1876.362061,324.189013,303.920013,20.268999,518.739014,,,0.0,,,,,602.22699,,,,,,,1445.155029,66.082001,,,35.582001,,,329.542999,,,,329.542999,431.207001,,152.102997,152.102997,,,657.208984,,,,,,85.302032,,,85.302032,894.614014,0.0,,,,,40.098,,,,,,40.098,40.098,934.712013,0.004,502.617004,,,-186.449997,,625.478989,941.649996,0.0,941.649996,1876.362009,
10/31/1997,1888.521973,216.208997,216.102997,0.106,645.565979,,,0.0,,,,,598.583008,,,,,,,1460.358032,63.404999,,,25.813,,,338.946014,,,,338.946014,428.164013,,81.146004,81.146004,,,568.401978,,,,,,43.538017,,,43.538017,693.085999,249.649994,,,,,41.409,,,,,,41.409,291.058994,984.144993,0.004,497.355011,,,-154.639008,,561.657013,904.377016,0.0,904.377016,1888.522009,
01/31/1998,2466.519,1139.255974,107.556999,1031.698975,779.169006,,,0.0,,,,,111.153999,,,,,,,2029.579,76.408997,,,13.566,,,346.964996,,,,346.964996,436.939993,,132.959,132.959,,,631.840027,,,,,,313.536973,,,313.536973,1078.336,249.662994,,,,,41.431999,,,,,,41.431999,291.094993,1369.430993,0.004,496.438995,,,-149.001007,,749.646027,1097.088015,0.0,1097.088015,2466.519008,
04/30/1998,2904.083008,1247.014008,900.856018,346.15799,793.237,,,0.0,0.0,0.0,0.0,,103.026001,,,,,,,2143.2771,77.320999,244.386002,-167.065002,289.096008,,,394.389008,288.579987,,,105.809021,760.806015,,114.875,114.875,,,643.002014,,,,,,519.014954,,,519.014954,1276.891968,249.675003,,,,,35.883999,,,,,,35.883999,285.559002,1562.45097,0.0,433.424011,,,-77.821999,,986.030006,1341.632019,0.0,1341.632019,2904.082989,
07/31/1998,2527.345947,835.86702,696.210022,139.656998,813.697021,813.697021,,0.0,0.0,0.0,0.0,,123.362999,,,,,,,1772.927002,72.901001,,,277.368988,,,404.148987,295.803009,295.803009,0.0,108.345978,754.418976,,97.879997,97.879997,,,765.502991,,,,,,239.186958,,,239.186958,1102.569946,249.688004,,,,,38.365002,,,,,,38.365002,288.053005,1390.622952,0.0,433.253998,,,-227.078995,961.530029,-30.98204,1136.722992,0.0,1136.722992,2527.345943,
10/31/1998,2569.110107,456.694016,307.94101,148.753006,1357.029053,1357.029053,,0.0,0.0,0.0,0.0,,153.313004,,,,,,,1967.036011,75.084,,,123.438004,,,403.552002,295.44101,295.44101,0.0,108.110992,602.074005,,86.524002,86.524002,,,1235.989014,,,,,,141.608932,,,141.608932,1464.121948,249.957993,,,,,38.341,,,,,,38.341,288.298992,1752.42094,0.0,411.872986,,,-468.980011,905.383972,-31.587952,816.688995,0.0,816.688995,2569.109936,
01/31/1999,2075.499,279.922,188.34,91.582,896.363,896.363,,0.0,0.0,0.0,0.0,,94.477,,,,,,,1270.762,100.597,,,221.069,,,483.071,355.987,355.987,0.0,127.084,804.737,,135.394,135.394,,,805.985,,,,,,81.877,,,81.877,1023.256,249.692,,,,,43.269,,,,,,43.269,292.961,1316.217,0.0,412.517,,,-484.055,857.837,-27.017,759.282,0.0,759.282,2075.499,
04/30/1999,1910.176025,250.121006,193.240005,56.881001,743.301025,,,0.0,0.0,0.0,0.0,,94.0,,,,,,,1087.421997,114.222,307.770996,-193.548996,170.528,,,538.004028,405.533997,,,132.470032,822.754028,,168.641006,168.641006,,,71.939003,,,,,,313.24897,,,313.24897,553.828979,249.725006,,,,,44.634998,,,,,,44.634998,294.360004,848.188984,0.0,421.747009,,,-467.269012,,1107.509003,1061.987,0.0,1061.987,1910.175983,
07/31/1999,2322.518066,543.021992,500.666992,42.355,853.35199,,,0.0,0.0,0.0,0.0,0.0,101.938004,,,,,,,1498.312012,110.230003,,,166.057007,,,547.919006,406.604004,,,141.315002,824.206017,,127.231003,127.231003,,,757.03302,,,,,,135.173965,,,135.173965,1019.437988,249.738007,,,,,46.858002,,,,,,46.858002,296.596008,1316.033997,0.0,420.393005,,,-459.192993,,1045.283997,1006.484009,0.0,1006.484009,2322.518005,
10/31/1999,2273.514893,212.013008,168.182007,43.831001,727.737976,727.737976,,0.0,0.0,0.0,0.0,0.0,169.197998,,,,,,,1108.948975,135.695007,,,218.102997,,,810.768005,659.166016,659.166016,0.0,151.60199,1164.56601,,108.314003,108.314003,,,682.023987,,,,,,77.870018,,,77.870018,868.208008,352.597992,,,,,104.051003,,,,,,104.051003,456.648994,1324.857002,0.0,420.5,,,-453.062988,997.533997,-16.312988,948.65802,0.0,948.65802,2273.515022,
01/31/2000,5921.370117,281.564007,248.490005,33.074001,3633.850098,,,0.0,0.0,0.0,0.0,0.0,163.121002,,,,,,,4078.534912,219.593994,,,294.791992,,,1328.448975,1149.546021,,,178.902954,1842.834961,,2288.983887,2288.983887,,,2155.145996,,,,,,87.342285,,,87.342285,4531.472168,356.28299,,,,,108.342003,,,,,,108.342003,464.624992,4996.09716,0.0,418.399994,,,-439.109985,,945.982971,925.27298,0.0,925.27298,5921.37014,
04/30/2000,5712.869141,442.27,379.901001,62.368999,3292.101074,,,0.0,0.0,0.0,0.0,0.0,145.740997,,,,,,,3880.112061,299.498993,525.466003,-225.966995,239.296997,,,1293.96106,1095.073975,1095.073975,0.0,198.887085,1832.75705,,2792.562012,2792.562012,,,351.774994,,,,,,389.631012,,,389.631012,3533.968018,872.395996,,,,,87.916,,,,,,87.916,960.311996,4494.280014,0.0,421.683014,,,-454.177002,,1251.083008,1218.58902,0.0,1218.58902,5712.869034,
07/31/2000,5389.220215,284.153999,219.718002,64.435997,3080.981934,,,0.0,0.0,0.0,0.0,0.0,196.404007,,,,,,,3561.540039,291.949005,,,256.98999,,,1278.740967,1071.052979,1071.052979,0.0,207.687988,1827.679962,,2592.011963,2592.011963,,,710.65802,,,,,,192.911072,,,192.911072,3495.581055,869.93103,,,,,91.660004,,,,,,91.660004,961.591034,4457.172089,0.0,423.779999,,,-666.572998,,1174.841003,932.048004,0.0,932.048004,5389.220093,
10/31/2000,5308.5,302.761002,247.679001,55.082001,2994.863037,2994.863037,,0.0,0.0,0.0,0.0,0.0,136.552994,,,,,,,3434.177002,248.406998,,,224.554001,,,1401.362061,1070.051025,1070.051025,0.0,331.311035,1874.323059,,2465.726074,2465.726074,,,958.0,,,,,,113.373047,,,113.373047,3537.099121,840.072998,,,,,96.800003,,,,,,96.800003,936.873001,4473.972122,0.0,421.09201,,,-674.69397,1122.159058,-34.029083,834.528015,0.0,834.528015,5308.500137,
01/31/2001,5542.522949,431.896,380.917999,50.978001,2985.784912,,,0.0,0.0,0.0,0.0,0.0,182.149002,,,,,,,3599.830078,245.059006,,,227.416,,,1470.218018,1069.302002,,,400.916016,1942.693024,,1921.541992,1921.541992,,,1677.224976,,,,,,149.889038,,,149.889038,3748.656006,869.249023,,,,,100.328003,,,,,,100.328003,969.577026,4718.233032,0.0,420.605988,,,-672.974976,,1076.658966,824.289978,0.0,824.289978,5542.52301,
04/30/2001,4113.705,242.04,187.616,54.424,1676.108,1676.108,,0.0,0.0,0.0,0.0,0.0,345.139,,,,,,,2263.287,288.847,613.134,-324.287,270.159,,,1291.412,1051.826,649.617,402.209,239.586,1850.418,,1058.0,1058.0,,,51.763,,,,,,870.72,,,870.72,1980.483,870.974,,,,,88.507,,,,,,88.507,959.481,2939.964,0.0,422.136,,,-654.65,1449.022,-42.767,1173.741,0.0,1173.741,4113.705,
07/31/2001,4034.839111,429.702011,251.850006,177.852005,1540.170044,1540.170044,,0.0,0.0,0.0,0.0,0.0,244.466003,,,,,,,2214.337891,278.601013,,,250.251999,,,1291.647949,1043.333008,1043.333008,0.0,248.314941,1820.500961,,1256.010986,1256.010986,,,425.763,,,,,,314.800964,,,314.800964,1996.574951,870.549011,,,,,93.973,,,,,,93.973,964.522011,2961.096962,0.0,418.800995,,,-691.982971,1390.578003,-43.654053,1073.741974,0.0,1073.741974,4034.838936,
10/31/2001,4199.630859,626.351986,588.760986,37.591,1248.469971,1248.469971,,0.0,0.0,0.0,0.0,0.0,425.654999,,,,,,,2300.477051,276.006989,,,300.72699,,,1322.420044,1073.734009,1073.734009,0.0,248.686035,1899.154022,,857.348999,857.348999,,,932.447021,,,,,,554.059937,,,554.059937,2343.855957,849.28302,,,,,92.739998,,,,,,92.739998,942.023018,3285.878975,0.0,460.197998,,,-858.489014,1332.932983,-20.889984,913.751984,0.0,913.751984,4199.630959,
01/31/2002,5066.467773,661.957975,640.224976,21.733,2152.437012,2152.437012,,0.0,0.0,0.0,0.0,0.0,329.274994,,,,,,,3143.669922,287.812012,,,281.13501,,,1353.850952,1116.675049,734.463013,382.212036,237.175903,1922.797974,,1213.338013,1213.338013,,,1692.024048,,,,,,220.098877,,,220.098877,3125.460938,874.643982,,,,,100.950996,,,,,,100.950996,975.594978,4101.055916,0.0,468.141998,,,-811.039978,1333.494019,-25.184052,965.411987,0.0,965.411987,5066.467903,
04/30/2002,4230.791,464.515,436.145,28.37,1212.883,1212.883,,0.0,0.0,0.0,0.0,0.0,567.745,,,,,,,2245.143,286.5,697.385,-410.885,380.631,,,1318.517,1106.941,723.856,383.085,211.576,1985.648,,903.201,903.201,,,59.656,,,,,,916.845,,,916.845,1879.702,868.387,,,,,113.282,,,,,,113.282,981.669,2861.371,0.0,470.231,,,-912.641,1767.702,44.128,1369.42,0.0,1369.42,4230.791,
07/31/2002,3925.721924,402.499004,377.992004,24.507,990.591003,990.591003,,0.0,0.0,0.0,0.0,0.0,545.062012,,,,,,,1938.151978,277.86499,700.599976,-422.734985,415.653015,,,1294.052002,1077.365967,706.637024,370.728943,216.686035,1987.570007,,1102.468994,1102.468994,,,217.285004,,,,,,281.960968,,,281.960968,1601.714966,868.702026,,,,,109.242996,,,,,,109.242996,977.945023,2579.659988,0.0,473.671997,,,-934.124023,1729.154053,77.359985,1346.062012,0.0,1346.062012,3925.722,
10/31/2002,3979.023926,282.628008,260.915009,21.712999,924.955994,924.955994,,0.0,0.0,0.0,0.0,0.0,772.195007,,,,,,,1979.779053,293.171997,737.843018,-444.67099,402.230011,,,1303.843018,1081.718018,721.955994,359.762024,222.125,1999.245026,,1198.426025,1198.426025,,,534.435974,,,,,,205.992981,,,205.992981,1938.85498,829.603027,,,,,108.609001,,,,,,108.609001,938.212029,2877.067009,0.0,495.279999,,,-1131.759033,1659.337036,79.098999,1101.957001,0.0,1101.957001,3979.02401,
01/31/2003,4249.23584,455.282999,436.917999,18.365,1011.445984,1011.445984,,0.0,0.0,0.0,0.0,0.0,895.505981,,,,,,,2362.235107,294.221985,756.61499,-462.393005,290.816986,,,1301.962036,1076.525024,724.758972,351.766052,225.437012,1887.001007,,1262.906006,1262.906006,,,640.171997,,,,,,249.661987,,,249.661987,2152.73999,828.900024,,,,,100.106003,,,,,,100.106003,929.006027,3081.746017,0.0,500.493988,,,-1115.20105,1759.479004,22.718018,1167.48996,0.0,1167.48996,4249.235977,
04/30/2003,4767.308,875.353,875.353,0.0,920.234,,,0.0,0.0,0.0,0.0,0.0,829.644,,,,,,,2625.231,288.594,774.202,-485.608,264.337,,,1589.146,1056.08,714.215,341.865,533.066,2142.077,,862.694,862.694,,,55.678,,,,,,978.824,,,978.824,1897.196,822.302,,,,,384.101,,,,,,384.101,1206.403,3103.599,0.0,498.572,,,-1093.593,2221.868,36.862,1663.709,0.0,1663.709,4767.308,
07/31/2003,4405.194824,674.679016,674.679016,0.0,848.489014,,,0.0,0.0,0.0,0.0,0.0,1000.387024,,,,,,,2523.554932,274.539001,777.984009,-503.445007,,,,1607.100952,1054.365967,723.617004,330.748962,552.734985,1881.639954,,947.015991,947.015991,,,55.217999,,,,,,740.360981,,,740.360981,1742.594971,822.505005,,,,,236.444,,,,,,236.444,1058.949005,2801.543976,0.0,501.579987,,,-1160.72998,2200.087891,62.713135,1603.651031,0.0,1603.651031,4405.195007,
