Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1993,215.876999,,-171.850006,,44.026993,,-29.849001,,,,14.178,-1.992,,2.046,,0.0,,-0.054,12.186,-5.429,6.757,0.0,,,6.757001,0.0,6.757,0.0,,6.757,6.757,,118.400002,0.055,0.055,,118.400002,0.055,0.055,0.055,
06/30/1993,226.610001,,-182.362,,44.248001,,-32.875,,,,11.373,-1.602,,2.193,,0.0,,-0.591,9.771,-3.98,5.791,0.0,,,5.791,0.0,5.791,0.0,,5.791,5.791,,118.400002,0.05,0.05,,118.400002,0.05,0.05,0.05,
09/30/1993,225.966003,,-169.132004,,56.834,,-33.901001,,,,22.933001,-9.399,,2.001,,0.0,,7.398,13.534001,-7.867,5.667,0.0,,,5.667001,0.0,5.667,0.0,,5.667,5.667,,118.400002,0.05,0.0,,118.400002,0.05,0.0,0.0,
12/31/1993,234.320999,,-356.757996,,-122.436997,,-73.739998,,,,30.433001,-9.885,,3.558,,-1.018,,7.345,20.548001,-11.286,9.262,0.0,,,9.262001,0.0,5.211,0.0,,5.211,5.211,,118.407998,0.035,0.035,0.035,118.407998,0.035,0.035,0.035,
03/31/1994,241.800995,,-185.085007,,56.715988,,-35.321999,,,,21.393999,-2.051,,2.552,,0.0,,-0.501,19.342999,-8.587,10.756,0.0,,,10.755999,0.0,10.756,0.0,,10.756,10.756,,118.778,0.08,0.08,,118.778,0.08,0.08,0.08,
06/30/1994,269.921997,,-203.729004,,66.192993,,-35.933998,,,,30.259001,-4.125,,4.374,,0.0,,-0.249,26.134001,-10.802,15.332,0.0,,,15.332001,0.0,15.332,0.0,,15.332,15.332,,126.489998,0.125,0.125,,126.489998,0.125,0.125,0.125,
09/30/1994,282.572998,,-219.675003,,62.897995,,-36.744999,,,,26.153,4.639,,4.309,,0.0,,-8.948,30.792,-11.302,19.49,0.0,,,19.49,0.0,19.49,0.0,,19.49,19.49,,132.742004,0.15,0.15,,132.742004,0.15,0.15,0.15,
12/31/1994,286.626007,,-226.860992,,59.765015,,-43.540001,,,,16.225,-3.113,,3.249,,0.719,,-0.855,13.112,-7.412,5.7,0.0,,,5.7,0.0,5.7,0.0,,5.7,5.7,,132.419998,0.04,0.04,,132.419998,0.04,0.04,0.04,
03/31/1995,313.256989,,-246.326004,,66.930984,,-37.944,,,,28.987,-3.2,,3.604,,0.0,,-0.404,25.786999,-11.179,14.608,0.0,,,14.608,0.0,14.608,0.0,,14.608,14.608,,132.242004,0.11,0.11,,132.242004,0.11,0.11,0.11,
06/30/1995,319.704987,,-254.511002,,65.193985,,-41.060001,,,,24.134001,-3.072,,3.49,,0.0,,-0.418,21.062001,-8.596,12.466,0.0,,,12.466001,0.0,12.466,0.0,,12.466,12.466,,132.481995,0.095,0.095,,132.481995,0.095,0.095,0.095,
