Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1992,814.600021,592.400024,1083.900024,1083.900024,,-491.5,222.199997,,,,,,222.199997,-81.199997,733.400024,-563.099976,0.0,563.099976,170.300003,0.0,0.0,170.300003,-46.299999,,124.0,0.0,,,124.000004,0.0,124.0,-6.0,,118.0,118.0,,467.399994,0.25,0.25,,467.399994,0.25,0.25,0.25,
06/30/1992,847.09996,601.399963,1045.199951,1045.199951,,-443.799988,245.699997,,,,,,245.699997,-95.300003,751.799957,-511.799988,0.0,511.799988,240.0,0.0,0.0,240.0,-76.5,,163.5,0.0,,,163.5,0.0,163.5,-6.0,,157.5,157.5,,469.0,0.34,0.34,,469.0,0.34,0.34,0.34,
09/30/1992,845.000015,613.700012,1024.900024,1024.900024,,-411.200012,231.300003,,,,,,231.300003,-84.699997,760.300018,-522.900024,0.0,522.900024,237.399994,0.0,0.0,237.399994,-76.5,,160.899994,0.0,,,160.899994,0.0,160.899994,-6.0,,154.899994,154.899994,,471.0,0.33,0.33,,471.0,0.33,0.33,0.33,
12/31/1992,867.200043,641.200043,1044.800049,1044.800049,,-403.600006,226.0,,,,,,226.0,-77.199997,790.000046,-572.599976,0.0,572.599976,217.399994,0.0,0.0,217.399994,-73.699997,,143.699997,0.0,,,143.699997,0.0,143.699997,-6.0,,137.699997,137.699997,,472.600008,0.29,0.29,0.29,472.600008,0.29,0.29,0.29,
03/31/1993,876.682017,654.125015,1047.402023,816.504028,230.897995,-393.277008,222.557002,0.186,,,,191.300003,31.070999,-55.851002,820.831016,-535.041992,0.0,535.041992,285.789001,0.0,0.0,285.789001,-95.915001,,189.871094,0.0,,,189.874001,0.0,189.873993,-6.007,,183.866993,183.866993,,475.85199,0.385,0.385,,475.85199,0.385,0.385,0.385,
06/30/1993,927.424984,674.161987,1065.010986,844.109985,220.901001,-390.848999,253.262997,4.23,,,,191.854996,57.178001,-59.576,867.848984,-569.830994,0.0,569.830994,298.018005,0.0,0.0,298.018005,-101.129997,,196.888,0.0,,,196.888008,0.0,196.888,-4.45,,192.438001,192.438001,,479.063995,0.405,0.405,,479.063995,0.405,0.405,0.405,
09/30/1993,931.698973,672.358978,1050.958984,838.367981,212.591003,-378.600006,259.339994,29.702999,,,,201.938995,27.698,-49.879002,881.819971,-590.797974,0.0,590.797974,291.022003,29.41,-29.41,320.432003,-119.629997,,200.802002,0.0,,,200.802006,0.0,200.802002,-4.2,,196.602002,196.602002,,481.644012,0.41,0.41,,481.644012,0.41,0.41,0.41,
12/31/1993,944.894006,678.354005,1050.528016,836.218018,214.309998,-372.174011,266.540001,34.681,,,,129.606003,102.252998,-46.394001,898.500005,-570.729004,0.0,570.729004,327.770996,-148.110001,148.110001,179.660995,-57.325001,,122.335999,0.0,,,122.335994,0.0,122.335999,-4.415,,117.920999,117.920999,,481.224,0.245,0.245,0.245,481.224,0.245,0.245,0.245,
03/31/1994,894.668014,668.112015,1044.990005,827.669006,217.320999,-376.877991,226.555999,8.928,,,,176.199997,41.428001,-36.792,857.876014,-542.827026,0.0,542.827026,315.049011,0.0,0.0,315.049011,-106.412003,,208.636993,0.0,,,208.637009,0.0,208.636993,-4.0,,204.636993,204.636993,,483.85199,0.425,0.425,,483.85199,0.425,0.425,0.425,
06/30/1994,907.794978,680.319977,1102.607971,880.401978,222.205994,-422.287994,227.475001,2.289,,,,183.541,41.645,-35.027,872.767977,-538.716003,0.0,538.716003,334.052002,0.0,0.0,334.052002,-112.287003,,221.764999,0.0,,,221.764999,0.0,221.764999,-4.0,,217.764999,217.764999,,489.645996,0.445,0.445,,489.645996,0.445,0.445,0.445,
