Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Adjustments,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
12/31/2012,,-755.0,0.0,-146.0,15995.0,,,18150.0,88.126722,,,,,,,,,,,
03/31/2013,,,,,,,,,,,,,,,,,,,,
06/30/2013,,-661.0,,-127.0,15387.0,-625.0,,17565.0,87.600342,,,,,,,,,,,
09/30/2013,,-724.0,0.0,-126.0,14985.0,-502.0,,17538.0,85.443038,,,,,,,,,,,
12/31/2013,21907.691849,-594.0,0.0,-87.0,12723.0,,33949.691849,16999.0,74.845579,0.37476,3.487385,19.911843,30.807343,13.527951,15.051318,20714.75,32756.75,103.44048,,
03/31/2014,21897.845695,-435.0,0.0,-89.0,12513.0,,33886.845695,16960.0,73.779481,0.369258,3.445536,18.994869,28.524281,13.609538,15.061264,21906.4,33895.4,103.248995,,
06/30/2014,22941.584604,-545.0,0.0,-87.0,12314.0,,34623.584604,17061.0,72.176309,0.355654,3.420627,18.982228,28.403269,14.410124,16.031468,22950.5,34632.5,105.493533,,
09/30/2014,24251.1257,-543.0,0.0,-40.0,12064.0,,35732.1257,16814.0,71.749732,0.337623,3.463422,18.562143,27.33904,14.937167,16.845542,24309.81,35790.81,108.871112,,
12/31/2014,25688.836586,-566.0,0.0,-38.0,11692.0,,36776.836586,16406.0,71.26661,0.317918,3.501889,15.98298,21.982568,22.121945,26.373543,25750.83,36838.83,112.05347,,
03/31/2015,29248.139975,-547.0,0.0,-40.0,11430.0,,40091.139975,16052.0,71.20608,0.2851,3.733576,16.19844,21.967748,22.534358,27.345215,29264.56,40107.56,121.802585,,
06/30/2015,27204.274196,-511.0,0.0,-36.0,11190.0,,37847.274196,16259.0,68.823421,0.295662,3.442852,14.244364,20.82954,18.544498,23.135592,27246.95,37889.95,114.984782,,
09/30/2015,22652.145714,-628.0,0.0,-34.0,10816.0,,32806.145714,15996.0,67.616904,0.329694,2.917658,10.141003,16.120956,12.487743,15.756522,22687.66,32841.66,99.669109,,
12/31/2015,7043.869642,-609.0,0.0,-34.0,10453.0,,16853.869642,16404.0,63.722263,0.620214,1.495198,5.128993,8.138035,5.763482,7.119595,7062.0,16872.0,153.61138,,
