company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2009.0,FY,,2009-12-31,2011-02-22 16:14:02+00:00,19133000.0,115107000.0,104959000.0,10341000.0,106728000.0,,590430000.0,12610000.0,25188000.0,148705000.0,63907000.0,4281000.0,110425000.0,199946000.0,10000.0,3813000.0,18283000.0,18890000.0,4301000.0,19631000.0,11266000.0,824256000.0,119603000.0,,808527000.0,514569000.0,376338000.0,256305000.0,514569000.0,514579000.0,293948000.0,808527000.0,232243000.0,37643000.0,-914759000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2010.0,FY,,2010-12-31,2012-02-17 16:45:32+00:00,22669000.0,120080000.0,118598000.0,13467000.0,156915000.0,0.0,651442000.0,13983000.0,26203000.0,149112000.0,55752000.0,3418000.0,127885000.0,201725000.0,46000.0,4627000.0,18661000.0,29508000.0,4433000.0,29964000.0,11045000.0,965540000.0,129862000.0,,897144000.0,574235000.0,460591000.0,285112000.0,574235000.0,574281000.0,322863000.0,897144000.0,234828000.0,37751000.0,-1060647000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2010.0,Q3,,2010-09-30,2010-10-22 15:59:12+00:00,25273000.0,120454000.0,108184000.0,11429000.0,133512000.0,,636283000.0,10714000.0,24902000.0,148597000.0,57554000.0,3639000.0,131555000.0,200610000.0,38000.0,8156000.0,20491000.0,19488000.0,4391000.0,25625000.0,12426000.0,929169000.0,126762000.0,,862297000.0,546614000.0,429911000.0,270933000.0,546614000.0,546652000.0,315645000.0,862297000.0,231776000.0,44712000.0,-1034658000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2010.0,Q2,,2010-06-30,2010-07-23 14:01:41+00:00,23190000.0,127138000.0,99629000.0,2924000.0,117975000.0,,623145000.0,13681000.0,23433000.0,143252000.0,57873000.0,3856000.0,122032000.0,196714000.0,16000.0,4740000.0,17940000.0,19974000.0,4798000.0,25344000.0,11722000.0,894475000.0,134700000.0,,833735000.0,524261000.0,410552000.0,271200000.0,524261000.0,524277000.0,309458000.0,833735000.0,226469000.0,38258000.0,-1001081000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,FY,,2011-12-31,2013-02-19 16:52:21+00:00,36551000.0,141275000.0,141383000.0,15443000.0,183895000.0,0.0,717186000.0,15028000.0,25637000.0,172610000.0,69209000.0,2501000.0,133099000.0,216777000.0,14000.0,10823000.0,23288000.0,40321000.0,,47991000.0,17730000.0,1127326000.0,243917000.0,,1030814000.0,539579000.0,524227000.0,436879000.0,539579000.0,539593000.0,491221000.0,1030814000.0,289810000.0,54342000.0,-1320376000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q3,,2011-09-30,2011-10-21 15:44:16+00:00,31032000.0,134923000.0,136799000.0,18709000.0,181499000.0,0.0,704111000.0,13635000.0,27253000.0,150018000.0,50607000.0,2735000.0,137143000.0,213868000.0,26000.0,8102000.0,20746000.0,29934000.0,4654000.0,43954000.0,15279000.0,1089316000.0,154903000.0,,969199000.0,585942000.0,510752000.0,336369000.0,585942000.0,585968000.0,383231000.0,969199000.0,244579000.0,46862000.0,-1230848000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q2,,2011-06-30,2011-07-22 12:03:55+00:00,29888000.0,149314000.0,121898000.0,26468000.0,159398000.0,0.0,689977000.0,12913000.0,26891000.0,154191000.0,53044000.0,2966000.0,133934000.0,210163000.0,37000.0,6555000.0,21152000.0,24034000.0,4622000.0,39606000.0,12954000.0,1050809000.0,133438000.0,,950575000.0,608774000.0,493571000.0,298137000.0,608774000.0,608811000.0,341764000.0,950575000.0,246841000.0,43627000.0,-1163102000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q1,,2011-03-31,2011-04-21 11:21:38+00:00,23334000.0,137551000.0,107650000.0,19587000.0,153459000.0,,674891000.0,14119000.0,25990000.0,152498000.0,54715000.0,3194000.0,127054000.0,202748000.0,40000.0,4514000.0,20008000.0,21387000.0,4742000.0,34076000.0,12284000.0,1002152000.0,127467000.0,,909478000.0,596868000.0,465441000.0,272570000.0,596868000.0,596908000.0,312570000.0,909478000.0,241289000.0,40000000.0,-1104504000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,FY,,2012-12-31,2014-02-18 16:47:35+00:00,35288000.0,138324000.0,137746000.0,15954000.0,223986000.0,0.0,771860000.0,20192000.0,27714000.0,174994000.0,62833000.0,1394000.0,140946000.0,245177000.0,34000.0,12692000.0,23028000.0,38567000.0,,51061000.0,23898000.0,1305593000.0,213107000.0,,1103602000.0,636223000.0,569537000.0,406333000.0,636223000.0,636257000.0,467345000.0,1103602000.0,288888000.0,61012000.0,-1457184000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q3,,2012-09-30,2012-10-19 12:26:59+00:00,31728000.0,141374000.0,134664000.0,14579000.0,221441000.0,0.0,756629000.0,16494000.0,25430000.0,174614000.0,63363000.0,1776000.0,147474000.0,231639000.0,28000.0,14656000.0,20650000.0,35055000.0,,52961000.0,22888000.0,1262239000.0,232960000.0,,1093351000.0,617507000.0,570774000.0,415846000.0,617507000.0,617535000.0,475816000.0,1093351000.0,290938000.0,59970000.0,-1415940000.0
