company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,rdexpense,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2010.0,Q1,2010-01-01,2010-03-31,2011-04-21 11:21:38+00:00,0.57,0.57,,0.55,,15088000.0,44416000.0,33028000.0,33028000.0,33026000.0,2000.0,126164000.0,268525000.0,,16709000.0,32808000.0,126164000.0,142361000.0,365000.0,53000.0,93933000.0,48428000.0,-312000.0,48116000.0,268525000.0,57900000.0,58033000.0,60029000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q4,2011-10-01,2011-12-31,,0.68,0.68,,0.67,,16698000.0,52209000.0,37998000.0,37998000.0,38010000.0,-12000.0,148320000.0,307201000.0,,20203000.0,31170000.0,148320000.0,158881000.0,1109000.0,506000.0,103582000.0,55299000.0,-603000.0,54696000.0,307201000.0,56800000.0,56790000.0,58214000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,FY,2011-01-01,2011-12-31,2014-02-18 16:47:35+00:00,2.85,2.85,,2.78,,72668000.0,204850000.0,161754000.0,161754000.0,161786000.0,-32000.0,572183000.0,1218689000.0,,76042000.0,129389000.0,572183000.0,646506000.0,3547000.0,1744000.0,410281000.0,236225000.0,-1803000.0,234422000.0,1218689000.0,56800000.0,56790000.0,58214000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q3TTM,2010-10-01,2011-09-30,,2.81,2.81,,2.72,,70056000.0,199198000.0,160136000.0,160136000.0,160147000.0,-11000.0,562849000.0,1195245000.0,,73318000.0,128150000.0,562849000.0,632396000.0,3112000.0,1574000.0,400666000.0,231730000.0,-1538000.0,230192000.0,1195245000.0,56600000.0,56699000.0,58007000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q3YTD,2011-01-01,2011-09-30,,2.17,2.17,,2.11,,55970000.0,152641000.0,123756000.0,123756000.0,123776000.0,-20000.0,423863000.0,911488000.0,,55839000.0,98219000.0,423863000.0,487625000.0,2438000.0,1238000.0,306699000.0,180926000.0,-1200000.0,179726000.0,911488000.0,56600000.0,56699000.0,58007000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q3,2011-07-01,2011-09-30,2012-10-19 12:26:59+00:00,0.68,0.68,,0.66,,17122000.0,50682000.0,38496000.0,38496000.0,38507000.0,-11000.0,142287000.0,300954000.0,,19406000.0,32483000.0,142287000.0,158667000.0,928000.0,450000.0,102571000.0,56096000.0,-478000.0,55618000.0,300954000.0,56600000.0,56699000.0,58007000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q2TTM,2010-07-01,2011-06-30,,2.73,2.73,,2.65,,67482000.0,193002000.0,156355000.0,156355000.0,156334000.0,21000.0,547983000.0,1163919000.0,,71115000.0,126371000.0,547983000.0,615936000.0,2871000.0,1260000.0,390488000.0,225448000.0,-1611000.0,223837000.0,1163919000.0,57200000.0,57276000.0,58727000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.49,1.49,,1.45,,38848000.0,101959000.0,85260000.0,85260000.0,85269000.0,-9000.0,281576000.0,610534000.0,,36433000.0,65736000.0,281576000.0,328958000.0,1510000.0,788000.0,204128000.0,124830000.0,-722000.0,124108000.0,610534000.0,57200000.0,57276000.0,58727000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q2,2011-04-01,2011-06-30,2012-07-20 11:48:54+00:00,0.85,0.85,,0.83,,22281000.0,50974000.0,48654000.0,48654000.0,48657000.0,-3000.0,143829000.0,317862000.0,,18621000.0,33140000.0,143829000.0,174033000.0,782000.0,419000.0,102735000.0,71298000.0,-363000.0,70935000.0,317862000.0,57200000.0,57276000.0,58727000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q1TTM,2010-04-01,2011-03-31,,2.52,2.52,,2.44,,62288000.0,186195000.0,144898000.0,144898000.0,144870000.0,28000.0,536352000.0,1127539000.0,,69700000.0,126307000.0,536352000.0,591187000.0,2778000.0,979000.0,382202000.0,208985000.0,-1799000.0,207186000.0,1127539000.0,57200000.0,57457000.0,59090000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2011.0,Q1,2011-01-01,2011-03-31,2012-04-20 09:39:12+00:00,0.64,0.64,,0.62,,16567000.0,50985000.0,36606000.0,36606000.0,36612000.0,-6000.0,137747000.0,292672000.0,,17812000.0,32596000.0,137747000.0,154925000.0,728000.0,369000.0,101393000.0,53532000.0,-359000.0,53173000.0,292672000.0,57200000.0,57457000.0,59090000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q4,2012-10-01,2012-12-31,,0.79,0.79,,0.79,,19724000.0,52724000.0,43360000.0,43360000.0,43354000.0,6000.0,150488000.0,319538000.0,,21050000.0,31849000.0,150488000.0,169050000.0,856000.0,513000.0,105623000.0,63427000.0,-343000.0,63084000.0,319538000.0,55000000.0,54985000.0,56155000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 15:17:44+00:00,3.24,3.24,,3.17,,82330000.0,216962000.0,178287000.0,178287000.0,178267000.0,20000.0,594190000.0,1293338000.0,,82014000.0,137609000.0,594190000.0,699148000.0,3848000.0,1902000.0,436585000.0,262563000.0,-1946000.0,260617000.0,1293338000.0,55000000.0,54985000.0,56155000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q3TTM,2011-10-01,2012-09-30,,3.15,3.15,,3.15,,79304000.0,216447000.0,172925000.0,172925000.0,172923000.0,2000.0,592022000.0,1281001000.0,,81167000.0,136930000.0,592022000.0,688979000.0,4101000.0,1895000.0,434544000.0,254435000.0,-2206000.0,252229000.0,1281001000.0,54900000.0,54938000.0,56088000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q3YTD,2012-01-01,2012-09-30,,2.46,2.46,,2.46,,62606000.0,164238000.0,134927000.0,134927000.0,134913000.0,14000.0,443702000.0,973800000.0,,60964000.0,105760000.0,443702000.0,530098000.0,2992000.0,1389000.0,330962000.0,199136000.0,-1603000.0,197533000.0,973800000.0,54900000.0,54938000.0,56088000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q3,2012-07-01,2012-09-30,2013-10-22 17:14:08+00:00,0.78,0.78,,0.76,,19639000.0,52067000.0,42873000.0,42873000.0,42853000.0,20000.0,144840000.0,315475000.0,,20349000.0,35307000.0,144840000.0,170635000.0,873000.0,473000.0,107723000.0,62912000.0,-400000.0,62512000.0,315475000.0,54900000.0,54938000.0,56088000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q2TTM,2011-07-01,2012-06-30,,3.06,3.06,,3.06,,76787000.0,215062000.0,168548000.0,168548000.0,168577000.0,-29000.0,589469000.0,1266480000.0,,80224000.0,134106000.0,589469000.0,677011000.0,4156000.0,1872000.0,429392000.0,247619000.0,-2284000.0,245335000.0,1266480000.0,55200000.0,55079000.0,56211000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q2YTD,2012-01-01,2012-06-30,,1.67,1.67,,1.67,,42967000.0,112171000.0,92054000.0,92054000.0,92060000.0,-6000.0,298862000.0,658325000.0,,40615000.0,70453000.0,298862000.0,359463000.0,2119000.0,916000.0,223239000.0,136224000.0,-1203000.0,135021000.0,658325000.0,55200000.0,55079000.0,56211000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q2,2012-04-01,2012-06-30,2013-07-23 16:05:46+00:00,0.93,0.93,,0.91,,24051000.0,54539000.0,51320000.0,51320000.0,51317000.0,3000.0,150960000.0,335649000.0,,20058000.0,34275000.0,150960000.0,184689000.0,926000.0,480000.0,108872000.0,75817000.0,-446000.0,75371000.0,335649000.0,55200000.0,55079000.0,56211000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q1TTM,2011-04-01,2012-03-31,,2.95,2.95,,2.88,,75017000.0,211497000.0,165882000.0,165882000.0,165917000.0,-35000.0,582338000.0,1248693000.0,,78787000.0,132971000.0,582338000.0,666355000.0,4012000.0,1811000.0,423255000.0,243100000.0,-2201000.0,240899000.0,1248693000.0,55100000.0,55208000.0,56439000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2012.0,Q1,2012-01-01,2012-03-31,2013-04-23 15:25:16+00:00,0.74,0.74,,0.72,,18916000.0,57632000.0,40734000.0,40734000.0,40743000.0,-9000.0,147902000.0,322676000.0,,20557000.0,36178000.0,147902000.0,174774000.0,1193000.0,436000.0,114367000.0,60407000.0,-757000.0,59650000.0,322676000.0,55100000.0,55208000.0,56439000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,FY,2013-01-01,2013-12-31,2016-02-16 18:24:34+00:00,1.77,1.77,,1.74,,75467000.0,243492000.0,187794000.0,187794000.0,187800000.0,-6000.0,620940000.0,1377058000.0,,88003000.0,157861000.0,620940000.0,756118000.0,5386000.0,1885000.0,489356000.0,266762000.0,-3501000.0,263261000.0,1377058000.0,106100000.0,106318000.0,107970000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q4,2013-10-01,2013-12-31,,0.41,0.41,,0.41,,16722000.0,66120000.0,43236000.0,43236000.0,43257000.0,-21000.0,165409000.0,354072000.0,,22496000.0,38721000.0,165409000.0,188663000.0,1909000.0,541000.0,127337000.0,61326000.0,-1368000.0,59958000.0,354072000.0,106100000.0,106318000.0,107970000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q3TTM,2012-10-01,2013-09-30,,3.58,3.58,,3.58,,78469000.0,230096000.0,187918000.0,187918000.0,187897000.0,21000.0,606019000.0,1342524000.0,,86557000.0,150989000.0,606019000.0,736505000.0,4333000.0,1857000.0,467642000.0,268863000.0,-2476000.0,266387000.0,1342524000.0,52500000.0,52450000.0,53242000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q3YTD,2013-01-01,2013-09-30,,2.76,2.76,,2.76,,58745000.0,177372000.0,144558000.0,144558000.0,144543000.0,15000.0,455531000.0,1022986000.0,,65507000.0,119140000.0,455531000.0,567455000.0,3477000.0,1344000.0,362019000.0,205436000.0,-2133000.0,203303000.0,1022986000.0,52500000.0,52450000.0,53242000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q3,2013-07-01,2013-09-30,2014-10-24 16:30:33+00:00,0.87,0.87,,0.86,,18786000.0,60079000.0,45692000.0,45692000.0,45688000.0,4000.0,152514000.0,338297000.0,,21568000.0,38651000.0,152514000.0,185783000.0,1463000.0,456000.0,120298000.0,65485000.0,-1007000.0,64478000.0,338297000.0,52500000.0,52450000.0,53242000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q2TTM,2012-07-01,2013-06-30,,3.45,3.45,,3.45,,79322000.0,222084000.0,185099000.0,185099000.0,185062000.0,37000.0,598345000.0,1319702000.0,,85338000.0,147645000.0,598345000.0,721357000.0,3743000.0,1874000.0,455067000.0,266290000.0,-1869000.0,264421000.0,1319702000.0,53500000.0,53670000.0,54386000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q2YTD,2013-01-01,2013-06-30,,1.84,1.84,,1.84,,39959000.0,117293000.0,98866000.0,98866000.0,98855000.0,11000.0,303017000.0,684689000.0,,43939000.0,80489000.0,303017000.0,381672000.0,2014000.0,888000.0,241721000.0,139951000.0,-1126000.0,138825000.0,684689000.0,53500000.0,53670000.0,54386000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q2,2013-04-01,2013-06-30,2014-07-25 15:53:25+00:00,1.01,1.01,,0.99,,24029000.0,57896000.0,53999000.0,53999000.0,53995000.0,4000.0,154885000.0,352583000.0,,22181000.0,38858000.0,154885000.0,197698000.0,1179000.0,444000.0,118935000.0,78763000.0,-735000.0,78028000.0,352583000.0,53500000.0,53670000.0,54386000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q1TTM,2012-04-01,2013-03-31,,3.34,3.34,,3.34,,79344000.0,218727000.0,182420000.0,182420000.0,182384000.0,36000.0,594420000.0,1302768000.0,,83215000.0,143062000.0,594420000.0,708348000.0,3490000.0,1910000.0,445004000.0,263344000.0,-1580000.0,261764000.0,1302768000.0,54700000.0,54588000.0,55490000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2013.0,Q1,2013-01-01,2013-03-31,2014-04-25 16:04:07+00:00,0.82,0.82,,0.81,,15930000.0,59397000.0,44867000.0,44867000.0,44860000.0,7000.0,148132000.0,332106000.0,,21758000.0,41631000.0,148132000.0,183974000.0,835000.0,444000.0,122786000.0,61188000.0,-391000.0,60797000.0,332106000.0,54700000.0,54588000.0,55490000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,FY,2014-01-01,2014-12-31,2017-02-17 16:43:46+00:00,1.82,1.82,,1.79,,64604000.0,283708000.0,181951000.0,181951000.0,181906000.0,45000.0,669691000.0,1485807000.0,,98263000.0,173890000.0,669691000.0,816116000.0,15429000.0,1729000.0,555861000.0,260255000.0,-13700000.0,246555000.0,1485807000.0,99900000.0,100094000.0,101503000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q4,2014-10-01,2014-12-31,,0.26,0.26,,0.26,,3911000.0,77238000.0,25951000.0,25951000.0,25961000.0,-10000.0,169794000.0,351959000.0,,24869000.0,45257000.0,169794000.0,182165000.0,5396000.0,457000.0,147364000.0,34801000.0,-4939000.0,29862000.0,351959000.0,99900000.0,100094000.0,101503000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q3TTM,2013-10-01,2014-09-30,,2.0,2.0,,2.0,,77415000.0,272590000.0,199236000.0,199236000.0,199202000.0,34000.0,665306000.0,1487920000.0,,95890000.0,167354000.0,665306000.0,822614000.0,11942000.0,1813000.0,535834000.0,286780000.0,-10129000.0,276651000.0,1487920000.0,100300000.0,99489000.0,100800000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q3,2014-07-01,2014-09-30,2015-10-28 15:28:37+00:00,0.52,0.52,,0.52,,16045000.0,70602000.0,52163000.0,52163000.0,52142000.0,21000.0,170187000.0,383523000.0,,24847000.0,45698000.0,170187000.0,213336000.0,4294000.0,313000.0,141147000.0,72189000.0,-3981000.0,68208000.0,383523000.0,100300000.0,99489000.0,100800000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.57,1.57,,1.57,,60693000.0,206470000.0,156000000.0,156000000.0,155945000.0,55000.0,499897000.0,1133848000.0,,73394000.0,128633000.0,499897000.0,633951000.0,10033000.0,1272000.0,408497000.0,225454000.0,-8761000.0,216693000.0,1133848000.0,100300000.0,99489000.0,100800000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.89,1.89,,1.89,,80156000.0,262067000.0,192765000.0,192765000.0,192748000.0,17000.0,647633000.0,1442694000.0,,92611000.0,160307000.0,647633000.0,795061000.0,9111000.0,1956000.0,514985000.0,280076000.0,-7155000.0,272921000.0,1442694000.0,102200000.0,102250000.0,103590000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q2,2014-04-01,2014-06-30,2015-07-30 13:43:41+00:00,0.56,0.56,,0.55,,23498000.0,68020000.0,57244000.0,57244000.0,57218000.0,26000.0,171604000.0,390122000.0,,25433000.0,41846000.0,171604000.0,218518000.0,2965000.0,488000.0,135299000.0,83219000.0,-2477000.0,80742000.0,390122000.0,102200000.0,102250000.0,103590000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.02,1.02,,1.02,,44648000.0,135868000.0,103837000.0,103837000.0,103803000.0,34000.0,329710000.0,750325000.0,,48547000.0,82935000.0,329710000.0,420615000.0,5739000.0,959000.0,267350000.0,153265000.0,-4780000.0,148485000.0,750325000.0,102200000.0,102250000.0,103590000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.67,3.67,,3.67,,80687000.0,251943000.0,189520000.0,189520000.0,189525000.0,-5000.0,630914000.0,1405155000.0,,89359000.0,157319000.0,630914000.0,774241000.0,7325000.0,1912000.0,498621000.0,275620000.0,-5413000.0,270207000.0,1405155000.0,51800000.0,51617000.0,52338000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2014.0,Q1,2014-01-01,2014-03-31,2015-04-28 16:11:20+00:00,0.9,0.9,,0.89,,21150000.0,67848000.0,46593000.0,46593000.0,46585000.0,8000.0,158106000.0,360203000.0,,23114000.0,41089000.0,158106000.0,202097000.0,2774000.0,471000.0,132051000.0,70046000.0,-2303000.0,67743000.0,360203000.0,51800000.0,51617000.0,52338000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,FY,2015-01-01,2015-12-31,2018-02-16 14:51:54+00:00,2.07,2.07,,2.05,8212000.0,81006000.0,299955000.0,192135000.0,192135000.0,192078000.0,57000.0,711622000.0,1601892000.0,,99681000.0,182510000.0,711622000.0,890270000.0,29239000.0,2468000.0,590358000.0,299912000.0,-26771000.0,273141000.0,1601892000.0,92800000.0,92601000.0,93649000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q4,2015-10-01,2015-12-31,,0.48,0.48,,0.48,,15395000.0,76495000.0,44390000.0,44390000.0,44349000.0,41000.0,181990000.0,399685000.0,,25496000.0,48793000.0,181990000.0,217695000.0,7926000.0,800000.0,150784000.0,66911000.0,-7126000.0,59785000.0,399685000.0,92800000.0,92601000.0,93649000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q3,2015-07-01,2015-09-30,2016-11-01 14:10:56+00:00,0.48,0.48,,0.48,8212000.0,20600000.0,73107000.0,44229000.0,44229000.0,44223000.0,6000.0,182113000.0,406387000.0,,24862000.0,46198000.0,182113000.0,224274000.0,7750000.0,684000.0,152379000.0,71895000.0,-7066000.0,64829000.0,406387000.0,92100000.0,91944000.0,92897000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q3YTD,2015-01-01,2015-09-30,,1.61,1.61,,1.61,8212000.0,65611000.0,223460000.0,147745000.0,147745000.0,147729000.0,16000.0,529632000.0,1202207000.0,,74185000.0,133717000.0,529632000.0,672575000.0,21313000.0,1668000.0,439574000.0,233001000.0,-19645000.0,213356000.0,1202207000.0,92100000.0,91944000.0,92897000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q3TTM,2014-10-01,2015-09-30,,1.89,1.89,,1.89,8212000.0,69522000.0,300698000.0,173696000.0,173696000.0,173690000.0,6000.0,699426000.0,1554166000.0,,99054000.0,178974000.0,699426000.0,854740000.0,26709000.0,2125000.0,586938000.0,267802000.0,-24584000.0,243218000.0,1554166000.0,92100000.0,91944000.0,92897000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q2,2015-04-01,2015-06-30,2016-08-02 15:21:01+00:00,0.61,0.61,,0.6,,24665000.0,75217000.0,56938000.0,56938000.0,56912000.0,26000.0,180586000.0,413343000.0,,24317000.0,44920000.0,180586000.0,232757000.0,7259000.0,559000.0,144454000.0,88303000.0,-6700000.0,81603000.0,413343000.0,93300000.0,93384000.0,94306000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q2YTD,2015-01-01,2015-06-30,,1.11,1.11,,1.11,,45011000.0,150353000.0,103516000.0,103516000.0,103506000.0,10000.0,347519000.0,795820000.0,,49323000.0,87519000.0,347519000.0,448301000.0,13563000.0,984000.0,287195000.0,161106000.0,-12579000.0,148527000.0,795820000.0,93300000.0,93384000.0,94306000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q2TTM,2014-07-01,2015-06-30,,1.94,1.94,,1.94,,64967000.0,298193000.0,181630000.0,181630000.0,181609000.0,21000.0,687500000.0,1531302000.0,,99039000.0,178474000.0,687500000.0,843802000.0,23253000.0,1754000.0,575706000.0,268096000.0,-21499000.0,246597000.0,1531302000.0,93300000.0,93384000.0,94306000.0
IDEXX Laboratories Inc,IDXX,OGMTXK0LUU1HKV2P0J84,874716,2015.0,Q1,2015-01-01,2015-03-31,2016-04-29 14:14:06+00:00,0.49,0.49,,0.49,,20346000.0,75136000.0,46578000.0,46578000.0,46594000.0,-16000.0,166933000.0,382477000.0,,25006000.0,42599000.0,166933000.0,215544000.0,6304000.0,425000.0,142741000.0,72803000.0,-5879000.0,66924000.0,382477000.0,95100000.0,94280000.0,95521000.0
