company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2009.0,FY,,2009-08-02,2010-09-29 16:34:19+00:00,569000000.0,528000000.0,579000000.0,-718000000.0,51000000.0,,352000000.0,14000000.0,88000000.0,1901000000.0,522000000.0,2246000000.0,824000000.0,1977000000.0,3000000.0,237000000.0,148000000.0,,,105000000.0,1214000000.0,,,8288000000.0,378000000.0,6056000000.0,728000000.0,1551000000.0,1628000000.0,728000000.0,731000000.0,5325000000.0,6056000000.0,2528000000.0,3697000000.0,0.0,-7194000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,FY,,2010-08-01,2011-09-28 09:01:38+00:00,545000000.0,512000000.0,560000000.0,-736000000.0,254000000.0,,361000000.0,30000000.0,95000000.0,1919000000.0,509000000.0,1945000000.0,724000000.0,2051000000.0,3000000.0,258000000.0,197000000.0,,,110000000.0,1079000000.0,,,8760000000.0,835000000.0,6276000000.0,926000000.0,1687000000.0,2065000000.0,926000000.0,929000000.0,5347000000.0,6276000000.0,2538000000.0,3282000000.0,0.0,-7459000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q3,,2010-05-02,2010-06-10 15:50:36+00:00,430000000.0,543000000.0,568000000.0,-620000000.0,80000000.0,,348000000.0,76000000.0,95000000.0,1945000000.0,512000000.0,1542000000.0,639000000.0,1995000000.0,3000000.0,297000000.0,169000000.0,,,103000000.0,937000000.0,,,8742000000.0,945000000.0,5986000000.0,1093000000.0,1431000000.0,2114000000.0,1093000000.0,1096000000.0,4890000000.0,5986000000.0,2560000000.0,2776000000.0,0.0,-7377000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q2,,2010-01-31,2010-03-10 08:51:37+00:00,512000000.0,679000000.0,576000000.0,-655000000.0,113000000.0,,331000000.0,49000000.0,96000000.0,1926000000.0,516000000.0,2250000000.0,700000000.0,1969000000.0,3000000.0,289000000.0,140000000.0,,,109000000.0,954000000.0,,,8668000000.0,400000000.0,6152000000.0,1023000000.0,1632000000.0,1633000000.0,1023000000.0,1026000000.0,5126000000.0,6152000000.0,2551000000.0,3493000000.0,0.0,-7321000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q1,,2009-11-01,2009-12-10 08:53:40+00:00,594000000.0,790000000.0,558000000.0,-632000000.0,76000000.0,,311000000.0,88000000.0,88000000.0,1966000000.0,528000000.0,2249000000.0,839000000.0,1985000000.0,3000000.0,287000000.0,147000000.0,,,100000000.0,956000000.0,,,8505000000.0,656000000.0,6431000000.0,952000000.0,1852000000.0,1984000000.0,952000000.0,955000000.0,5476000000.0,6431000000.0,2594000000.0,3492000000.0,0.0,-7232000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,FY,,2011-07-31,2012-09-27 09:03:28+00:00,585000000.0,560000000.0,619000000.0,-427000000.0,484000000.0,0.0,351000000.0,33000000.0,95000000.0,2133000000.0,527000000.0,2427000000.0,767000000.0,2103000000.0,8000000.0,367000000.0,152000000.0,,,136000000.0,983000000.0,,,9185000000.0,657000000.0,6862000000.0,1088000000.0,1963000000.0,1989000000.0,1088000000.0,1096000000.0,5766000000.0,6862000000.0,2796000000.0,3777000000.0,0.0,-8021000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q3,,2011-05-01,2011-06-09 08:40:47+00:00,431000000.0,604000000.0,564000000.0,-433000000.0,449000000.0,,355000000.0,74000000.0,94000000.0,2147000000.0,537000000.0,2431000000.0,639000000.0,2060000000.0,9000000.0,352000000.0,150000000.0,,,114000000.0,1009000000.0,,,9180000000.0,674000000.0,6700000000.0,1062000000.0,1842000000.0,1837000000.0,1062000000.0,1071000000.0,5629000000.0,6700000000.0,2798000000.0,3792000000.0,0.0,-8040000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q2,,2011-01-30,2011-03-09 08:22:17+00:00,538000000.0,712000000.0,573000000.0,-595000000.0,325000000.0,,336000000.0,23000000.0,97000000.0,2015000000.0,520000000.0,1937000000.0,703000000.0,2018000000.0,3000000.0,347000000.0,174000000.0,,,113000000.0,989000000.0,,,9087000000.0,1184000000.0,6580000000.0,889000000.0,1914000000.0,2415000000.0,889000000.0,892000000.0,5688000000.0,6580000000.0,2648000000.0,3273000000.0,0.0,-7939000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q1,,2010-10-31,2010-12-09 08:27:31+00:00,577000000.0,805000000.0,573000000.0,-613000000.0,291000000.0,,314000000.0,101000000.0,94000000.0,2016000000.0,522000000.0,1946000000.0,838000000.0,2042000000.0,3000000.0,300000000.0,190000000.0,,,114000000.0,989000000.0,,,8945000000.0,1134000000.0,6818000000.0,1101000000.0,2124000000.0,2479000000.0,1101000000.0,1104000000.0,5714000000.0,6818000000.0,2652000000.0,3235000000.0,0.0,-7545000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,FY,,2012-07-29,2013-09-26 07:43:24+00:00,571000000.0,553000000.0,598000000.0,-776000000.0,335000000.0,0.0,349000000.0,22000000.0,93000000.0,2013000000.0,496000000.0,2004000000.0,714000000.0,2127000000.0,0.0,298000000.0,169000000.0,0.0,0.0,123000000.0,1260000000.0,0.0,0.0,9584000000.0,786000000.0,6530000000.0,898000000.0,1771000000.0,2070000000.0,898000000.0,898000000.0,5632000000.0,6530000000.0,2632000000.0,3562000000.0,0.0,-8259000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q3,,2012-04-29,2012-06-06 08:25:36+00:00,507000000.0,564000000.0,547000000.0,-485000000.0,383000000.0,,351000000.0,10000000.0,93000000.0,2047000000.0,511000000.0,2006000000.0,673000000.0,2054000000.0,0.0,439000000.0,147000000.0,,,113000000.0,867000000.0,,,9550000000.0,751000000.0,6492000000.0,1272000000.0,1767000000.0,1908000000.0,1272000000.0,1272000000.0,5220000000.0,6492000000.0,2671000000.0,3312000000.0,0.0,-8144000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q2,,2012-01-29,2012-03-07 08:33:45+00:00,551000000.0,683000000.0,598000000.0,-485000000.0,322000000.0,,352000000.0,40000000.0,93000000.0,2058000000.0,511000000.0,2008000000.0,746000000.0,2047000000.0,2000000.0,425000000.0,167000000.0,,,131000000.0,883000000.0,,,9466000000.0,870000000.0,6665000000.0,1195000000.0,1918000000.0,2152000000.0,1195000000.0,1197000000.0,5468000000.0,6665000000.0,2700000000.0,3316000000.0,0.0,-8138000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q1,,2011-10-30,2011-12-07 08:29:38+00:00,661000000.0,788000000.0,606000000.0,-466000000.0,285000000.0,,333000000.0,105000000.0,94000000.0,2096000000.0,523000000.0,2422000000.0,889000000.0,2057000000.0,6000000.0,402000000.0,161000000.0,,,149000000.0,924000000.0,,,9355000000.0,567000000.0,6948000000.0,1161000000.0,2123000000.0,2033000000.0,1161000000.0,1167000000.0,5781000000.0,6948000000.0,2768000000.0,3748000000.0,0.0,-8061000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,FY,,2013-07-28,2014-09-24 08:34:06+00:00,523000000.0,635000000.0,617000000.0,-565000000.0,333000000.0,0.0,374000000.0,19000000.0,100000000.0,2297000000.0,1021000000.0,2544000000.0,925000000.0,2260000000.0,-7000000.0,489000000.0,135000000.0,193000000.0,114000000.0,131000000.0,776000000.0,393000000.0,22000000.0,1772000000.0,1909000000.0,8323000000.0,1217000000.0,2221000000.0,3282000000.0,1217000000.0,1210000000.0,7113000000.0,8323000000.0,3842000000.0,3831000000.0,0.0,-364000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q3,,2013-04-28,2013-06-05 08:24:39+00:00,590000000.0,674000000.0,676000000.0,-709000000.0,453000000.0,0.0,369000000.0,21000000.0,8000000.0,2711000000.0,1075000000.0,2944000000.0,888000000.0,2356000000.0,-4000000.0,478000000.0,162000000.0,,,134000000.0,1114000000.0,,,2022000000.0,1309000000.0,8453000000.0,1317000000.0,2177000000.0,2604000000.0,1317000000.0,1313000000.0,7140000000.0,8453000000.0,3920000000.0,4536000000.0,0.0,-365000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q2,,2013-01-27,2013-03-07 08:21:59+00:00,631000000.0,799000000.0,730000000.0,-700000000.0,410000000.0,0.0,343000000.0,32000000.0,9000000.0,2743000000.0,1084000000.0,2940000000.0,886000000.0,2361000000.0,-5000000.0,479000000.0,169000000.0,,,141000000.0,1128000000.0,,,1841000000.0,1489000000.0,8593000000.0,1160000000.0,2264000000.0,2891000000.0,1160000000.0,1155000000.0,7438000000.0,8593000000.0,3968000000.0,4547000000.0,0.0,-324000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q1,,2012-10-28,2012-12-05 08:46:18+00:00,702000000.0,892000000.0,680000000.0,-745000000.0,361000000.0,0.0,331000000.0,105000000.0,98000000.0,2721000000.0,1081000000.0,2940000000.0,963000000.0,2409000000.0,-2000000.0,461000000.0,185000000.0,,,135000000.0,1157000000.0,,,9736000000.0,1507000000.0,8747000000.0,1099000000.0,2401000000.0,3092000000.0,1099000000.0,1097000000.0,7650000000.0,8747000000.0,3937000000.0,4558000000.0,0.0,-8223000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,FY,,2014-08-03,2015-09-29 07:40:33+00:00,527000000.0,670000000.0,553000000.0,-569000000.0,232000000.0,0.0,342000000.0,37000000.0,101000000.0,2433000000.0,1175000000.0,2244000000.0,1016000000.0,2318000000.0,-12000000.0,548000000.0,182000000.0,,,87000000.0,729000000.0,,,2198000000.0,1771000000.0,8113000000.0,1615000000.0,2100000000.0,2989000000.0,1615000000.0,1603000000.0,6510000000.0,8113000000.0,3695000000.0,3521000000.0,0.0,-356000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q3,,2014-04-27,2014-06-04 07:05:05+00:00,501000000.0,669000000.0,550000000.0,-527000000.0,222000000.0,0.0,334000000.0,3000000.0,101000000.0,2431000000.0,1185000000.0,2247000000.0,858000000.0,2263000000.0,-11000000.0,581000000.0,198000000.0,0.0,0.0,138000000.0,728000000.0,0.0,0.0,2159000000.0,1662000000.0,7964000000.0,1602000000.0,1947000000.0,2817000000.0,1602000000.0,1591000000.0,6373000000.0,7964000000.0,3754000000.0,3556000000.0,0.0,-364000000.0
