company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q3,2010-02-01,2010-05-02,2011-06-09 08:40:47+00:00,0.49,0.49,0.275,0.49,97000000.0,252000000.0,168000000.0,168000000.0,,168000000.0,,1059000000.0,1802000000.0,,,31000000.0,12000000.0,156000000.0,1059000000.0,743000000.0,29000000.0,2000000.0,451000000.0,292000000.0,-27000000.0,265000000.0,1802000000.0,342900000.0,339000000.0,342000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q3YTD,2009-08-03,2010-05-02,,2.1,2.1,0.8,2.1,350000000.0,837000000.0,731000000.0,731000000.0,,731000000.0,,3621000000.0,6158000000.0,,,88000000.0,12000000.0,439000000.0,3621000000.0,2537000000.0,84000000.0,4000000.0,1376000000.0,1161000000.0,-80000000.0,1081000000.0,6158000000.0,342900000.0,339000000.0,342000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q3TTM,2009-05-04,2010-05-02,,2.31,2.31,1.05,2.32,403000000.0,1046000000.0,800000000.0,800000000.0,,800000000.0,,4514000000.0,7686000000.0,,,119000000.0,12000000.0,689000000.0,4514000000.0,3172000000.0,109000000.0,6000000.0,1866000000.0,1306000000.0,-103000000.0,1203000000.0,7686000000.0,342900000.0,339000000.0,342000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q2,2009-11-02,2010-01-31,2011-03-09 08:22:17+00:00,0.74,0.74,0.275,0.74,106000000.0,301000000.0,259000000.0,259000000.0,,259000000.0,,1282000000.0,2153000000.0,,,28000000.0,,151000000.0,1282000000.0,871000000.0,27000000.0,1000000.0,480000000.0,391000000.0,-26000000.0,365000000.0,2153000000.0,350000000.0,341000000.0,344000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q2YTD,2009-08-03,2010-01-31,,1.61,1.61,0.53,1.61,253000000.0,585000000.0,563000000.0,563000000.0,,563000000.0,,2562000000.0,4356000000.0,,,57000000.0,,283000000.0,2562000000.0,1794000000.0,55000000.0,2000000.0,925000000.0,869000000.0,-53000000.0,816000000.0,4356000000.0,350000000.0,341000000.0,344000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q2TTM,2009-02-02,2010-01-31,,2.31,2.31,1.03,2.32,392000000.0,1040000000.0,806000000.0,806000000.0,,806000000.0,,4456000000.0,7570000000.0,,,115000000.0,,659000000.0,4456000000.0,3114000000.0,106000000.0,4000000.0,1814000000.0,1300000000.0,-102000000.0,1198000000.0,7570000000.0,350000000.0,341000000.0,344000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q1,2009-08-03,2009-11-01,2009-12-10 08:53:40+00:00,0.87,0.87,0.25,0.87,147000000.0,284000000.0,304000000.0,304000000.0,,304000000.0,,1280000000.0,2203000000.0,,,29000000.0,,132000000.0,1280000000.0,923000000.0,28000000.0,1000000.0,445000000.0,478000000.0,-27000000.0,451000000.0,2203000000.0,349400000.0,343000000.0,346000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2010.0,Q1TTM,2008-11-03,2009-11-01,,2.22,2.22,1.0,2.22,387000000.0,1054000000.0,780000000.0,776000000.0,4000000.0,780000000.0,,4459000000.0,7539000000.0,,,114000000.0,,648000000.0,4459000000.0,3080000000.0,105000000.0,4000000.0,1816000000.0,1264000000.0,-101000000.0,1163000000.0,7539000000.0,349400000.0,343000000.0,346000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q4,2011-05-02,2011-07-31,,0.32,0.32,0.29,0.32,30000000.0,98000000.0,98000000.0,45000000.0,53000000.0,100000000.0,-2000000.0,607000000.0,1031000000.0,,,25000000.0,60000000.0,139000000.0,607000000.0,424000000.0,29000000.0,2000000.0,322000000.0,102000000.0,-27000000.0,75000000.0,1031000000.0,329900000.0,326000000.0,329000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,FY,2010-08-02,2011-07-31,2013-09-26 07:43:24+00:00,2.44,2.44,1.145,2.42,351000000.0,909000000.0,802000000.0,749000000.0,53000000.0,805000000.0,-3000000.0,4255000000.0,7143000000.0,,,120000000.0,60000000.0,587000000.0,4255000000.0,2888000000.0,122000000.0,10000000.0,1676000000.0,1212000000.0,-112000000.0,1100000000.0,7143000000.0,329900000.0,326000000.0,329000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q3,2011-01-31,2011-05-01,2011-06-09 08:40:47+00:00,0.58,0.58,0.29,0.57,97000000.0,243000000.0,186000000.0,186000000.0,,187000000.0,-1000000.0,1081000000.0,1813000000.0,,,33000000.0,,149000000.0,1081000000.0,732000000.0,27000000.0,3000000.0,425000000.0,307000000.0,-24000000.0,283000000.0,1813000000.0,322400000.0,321000000.0,323000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q3YTD,2010-08-02,2011-05-01,,2.12,2.12,0.86,2.1,321000000.0,811000000.0,704000000.0,704000000.0,,705000000.0,-1000000.0,3648000000.0,6112000000.0,,,95000000.0,,448000000.0,3648000000.0,2464000000.0,93000000.0,8000000.0,1354000000.0,1110000000.0,-85000000.0,1025000000.0,6112000000.0,322400000.0,321000000.0,323000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q3TTM,2010-05-03,2011-05-01,,2.46,2.46,1.13,2.42,369000000.0,1032000000.0,817000000.0,817000000.0,,818000000.0,-1000000.0,4553000000.0,7630000000.0,,,130000000.0,,618000000.0,4553000000.0,3077000000.0,121000000.0,10000000.0,1780000000.0,1297000000.0,-111000000.0,1186000000.0,7630000000.0,322400000.0,321000000.0,323000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q2,2010-11-01,2011-01-30,2011-03-09 08:22:17+00:00,0.72,0.72,0.29,0.71,89000000.0,291000000.0,239000000.0,239000000.0,,239000000.0,,1289000000.0,2127000000.0,,,31000000.0,,157000000.0,1289000000.0,838000000.0,34000000.0,3000000.0,479000000.0,359000000.0,-31000000.0,328000000.0,2127000000.0,331900000.0,330000000.0,332000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q2YTD,2010-08-02,2011-01-30,,1.54,1.54,0.57,1.53,224000000.0,568000000.0,518000000.0,518000000.0,,518000000.0,,2567000000.0,4299000000.0,,,62000000.0,,299000000.0,2567000000.0,1732000000.0,66000000.0,5000000.0,929000000.0,803000000.0,-61000000.0,742000000.0,4299000000.0,331900000.0,330000000.0,332000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q2TTM,2010-02-01,2011-01-30,,2.37,2.37,1.12,2.34,369000000.0,1041000000.0,799000000.0,799000000.0,,799000000.0,,4531000000.0,7619000000.0,,,128000000.0,12000000.0,625000000.0,4531000000.0,3088000000.0,123000000.0,9000000.0,1806000000.0,1282000000.0,-114000000.0,1168000000.0,7619000000.0,331900000.0,330000000.0,332000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q1,2010-08-02,2010-10-31,2010-12-09 08:27:31+00:00,0.82,0.82,0.275,0.82,135000000.0,277000000.0,279000000.0,279000000.0,,279000000.0,,1278000000.0,2172000000.0,,,31000000.0,,142000000.0,1278000000.0,894000000.0,32000000.0,2000000.0,450000000.0,444000000.0,-30000000.0,414000000.0,2172000000.0,340200000.0,335000000.0,338000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2011.0,Q1TTM,2009-11-02,2010-10-31,,2.39,2.39,1.1,2.37,386000000.0,1051000000.0,819000000.0,819000000.0,,819000000.0,,4524000000.0,7645000000.0,,,125000000.0,12000000.0,619000000.0,4524000000.0,3121000000.0,116000000.0,7000000.0,1807000000.0,1314000000.0,-109000000.0,1205000000.0,7645000000.0,340200000.0,335000000.0,338000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q4,2012-04-30,2012-07-29,,0.41,0.41,0.29,0.4,36000000.0,127000000.0,125000000.0,85000000.0,40000000.0,127000000.0,-4000000.0,642000000.0,1081000000.0,2000000.0,-2000000.0,25000000.0,,143000000.0,642000000.0,439000000.0,27000000.0,2000000.0,295000000.0,146000000.0,-25000000.0,121000000.0,1081000000.0,318500000.0,317000000.0,319000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,FY,2011-08-01,2012-07-29,2014-09-24 08:34:06+00:00,2.43,2.43,1.16,2.41,325000000.0,941000000.0,764000000.0,724000000.0,40000000.0,774000000.0,-10000000.0,4365000000.0,7175000000.0,,,116000000.0,7000000.0,591000000.0,4365000000.0,2810000000.0,114000000.0,8000000.0,1655000000.0,1155000000.0,-106000000.0,1049000000.0,7175000000.0,318500000.0,317000000.0,319000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q3,2012-01-30,2012-04-29,2012-06-06 08:25:36+00:00,0.56,0.56,0.29,0.55,62000000.0,256000000.0,175000000.0,175000000.0,,177000000.0,-2000000.0,1115000000.0,1821000000.0,,,32000000.0,4000000.0,150000000.0,1115000000.0,706000000.0,29000000.0,2000000.0,442000000.0,264000000.0,-27000000.0,237000000.0,1821000000.0,316100000.0,316000000.0,318000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q3YTD,2011-08-01,2012-04-29,,2.02,2.02,0.87,2.01,289000000.0,814000000.0,639000000.0,639000000.0,,647000000.0,-6000000.0,3723000000.0,6094000000.0,-2000000.0,,91000000.0,7000000.0,448000000.0,3723000000.0,2371000000.0,87000000.0,6000000.0,1360000000.0,1009000000.0,-81000000.0,928000000.0,6094000000.0,316100000.0,316000000.0,318000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q3TTM,2011-05-02,2012-04-29,,2.34,2.34,1.16,2.33,319000000.0,912000000.0,737000000.0,684000000.0,53000000.0,747000000.0,-8000000.0,4330000000.0,7125000000.0,-2000000.0,,116000000.0,67000000.0,587000000.0,4330000000.0,2795000000.0,116000000.0,8000000.0,1682000000.0,1111000000.0,-108000000.0,1003000000.0,7125000000.0,316100000.0,316000000.0,318000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q2,2011-10-31,2012-01-29,2012-03-07 08:33:45+00:00,0.64,0.64,0.29,0.64,102000000.0,297000000.0,201000000.0,201000000.0,,205000000.0,-4000000.0,1301000000.0,2112000000.0,,,29000000.0,3000000.0,153000000.0,1301000000.0,811000000.0,28000000.0,2000000.0,482000000.0,329000000.0,-26000000.0,303000000.0,2112000000.0,320300000.0,318000000.0,320000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q2YTD,2011-08-01,2012-01-29,,1.46,1.46,0.58,1.46,227000000.0,558000000.0,464000000.0,464000000.0,,470000000.0,-4000000.0,2608000000.0,4273000000.0,-2000000.0,,59000000.0,3000000.0,298000000.0,2608000000.0,1665000000.0,58000000.0,4000000.0,918000000.0,745000000.0,-54000000.0,691000000.0,4273000000.0,320300000.0,318000000.0,320000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q2TTM,2011-01-31,2012-01-29,,2.36,2.36,1.16,2.35,354000000.0,899000000.0,748000000.0,695000000.0,53000000.0,757000000.0,-7000000.0,4296000000.0,7117000000.0,-2000000.0,,117000000.0,63000000.0,586000000.0,4296000000.0,2821000000.0,114000000.0,9000000.0,1665000000.0,1154000000.0,-105000000.0,1049000000.0,7117000000.0,320300000.0,318000000.0,320000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q1,2011-08-01,2011-10-30,2011-12-07 08:29:38+00:00,0.82,0.82,0.29,0.82,125000000.0,261000000.0,263000000.0,263000000.0,,265000000.0,,1307000000.0,2161000000.0,-2000000.0,,30000000.0,,145000000.0,1307000000.0,854000000.0,30000000.0,2000000.0,436000000.0,416000000.0,-28000000.0,388000000.0,2161000000.0,323200000.0,320000000.0,322000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2012.0,Q1TTM,2010-11-01,2011-10-30,,2.44,2.44,1.16,2.42,341000000.0,893000000.0,786000000.0,733000000.0,53000000.0,791000000.0,-3000000.0,4284000000.0,7132000000.0,-2000000.0,,119000000.0,60000000.0,590000000.0,4284000000.0,2848000000.0,120000000.0,10000000.0,1662000000.0,1184000000.0,-110000000.0,1074000000.0,7132000000.0,323200000.0,320000000.0,322000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q4,2013-04-29,2013-07-28,,-0.51,-0.51,0.29,-0.51,-254000000.0,-813000000.0,-609000000.0,-609000000.0,,-616000000.0,7000000.0,-4331000000.0,-6763000000.0,,,-100000000.0,-31000000.0,-530000000.0,-4331000000.0,-2432000000.0,-102000000.0,-7000000.0,-1474000000.0,-958000000.0,95000000.0,-863000000.0,-6763000000.0,314000000.0,314000000.0,314000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,FY,2012-07-30,2013-07-28,2014-09-24 08:34:06+00:00,1.46,1.46,1.16,1.44,,,,,,,,,,,,,,,,,,,,,,,,314000000.0,314000000.0,314000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q3,2013-01-28,2013-04-28,2013-06-05 08:24:39+00:00,0.58,0.58,0.0,0.57,62000000.0,262000000.0,179000000.0,179000000.0,,181000000.0,-2000000.0,1346000000.0,2094000000.0,,,37000000.0,1000000.0,176000000.0,1346000000.0,748000000.0,33000000.0,2000000.0,476000000.0,272000000.0,-31000000.0,241000000.0,2094000000.0,312100000.0,314000000.0,317000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q3YTD,2012-07-30,2013-04-28,,1.97,1.97,0.87,1.95,254000000.0,813000000.0,609000000.0,609000000.0,,616000000.0,-7000000.0,4331000000.0,6763000000.0,,,100000000.0,31000000.0,530000000.0,4331000000.0,2432000000.0,102000000.0,7000000.0,1474000000.0,958000000.0,-95000000.0,863000000.0,6763000000.0,312100000.0,314000000.0,317000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q3TTM,2012-04-30,2013-04-28,,2.38,2.38,1.16,2.35,290000000.0,940000000.0,734000000.0,694000000.0,40000000.0,743000000.0,-11000000.0,4973000000.0,7844000000.0,2000000.0,,125000000.0,31000000.0,673000000.0,4973000000.0,2871000000.0,129000000.0,9000000.0,1769000000.0,1104000000.0,-120000000.0,984000000.0,7844000000.0,312100000.0,314000000.0,317000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q2,2012-10-29,2013-01-27,2013-03-07 08:21:59+00:00,0.61,0.61,0.58,0.6,83000000.0,297000000.0,187000000.0,187000000.0,,190000000.0,-3000000.0,1514000000.0,2333000000.0,,,34000000.0,8000000.0,179000000.0,1514000000.0,819000000.0,33000000.0,2000000.0,518000000.0,301000000.0,-31000000.0,270000000.0,2333000000.0,311500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q2YTD,2012-07-30,2013-01-27,,1.39,1.39,0.87,1.38,192000000.0,551000000.0,430000000.0,430000000.0,,435000000.0,-5000000.0,2985000000.0,4669000000.0,,,63000000.0,30000000.0,354000000.0,2985000000.0,1684000000.0,69000000.0,5000000.0,998000000.0,686000000.0,-64000000.0,622000000.0,4669000000.0,311500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q2TTM,2012-01-30,2013-01-27,,2.36,2.36,1.45,2.33,290000000.0,934000000.0,730000000.0,690000000.0,40000000.0,739000000.0,-11000000.0,4742000000.0,7571000000.0,2000000.0,,120000000.0,34000000.0,647000000.0,4742000000.0,2829000000.0,125000000.0,9000000.0,1735000000.0,1096000000.0,-116000000.0,980000000.0,7571000000.0,311500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q1,2012-07-30,2012-10-28,2012-12-05 08:46:18+00:00,0.78,0.78,0.29,0.78,109000000.0,254000000.0,243000000.0,243000000.0,,245000000.0,-2000000.0,1471000000.0,2336000000.0,,,29000000.0,22000000.0,175000000.0,1471000000.0,865000000.0,36000000.0,3000000.0,480000000.0,385000000.0,-33000000.0,352000000.0,2336000000.0,314100000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2013.0,Q1TTM,2011-10-31,2012-10-28,,2.39,2.39,1.16,2.37,309000000.0,934000000.0,744000000.0,704000000.0,40000000.0,754000000.0,-12000000.0,4529000000.0,7350000000.0,2000000.0,,115000000.0,29000000.0,621000000.0,4529000000.0,2821000000.0,120000000.0,9000000.0,1699000000.0,1124000000.0,-111000000.0,1013000000.0,7350000000.0,314100000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,FY,2013-07-29,2014-08-03,2016-09-22 08:31:16+00:00,2.76,2.76,1.248,2.74,374000000.0,929000000.0,855000000.0,774000000.0,81000000.0,866000000.0,-11000000.0,5297000000.0,8268000000.0,,22000000.0,122000000.0,55000000.0,576000000.0,5297000000.0,2971000000.0,122000000.0,3000000.0,1704000000.0,1267000000.0,-119000000.0,1148000000.0,8268000000.0,313800000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q4,2014-04-28,2014-08-03,,0.58,0.58,0.31,0.59,96000000.0,183000000.0,183000000.0,183000000.0,,185000000.0,-2000000.0,1148000000.0,1852000000.0,,22000000.0,34000000.0,20000000.0,136000000.0,1148000000.0,704000000.0,31000000.0,1000000.0,395000000.0,309000000.0,-30000000.0,279000000.0,1852000000.0,313800000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q3YTD,2013-07-29,2014-04-27,,2.18,2.18,0.94,2.15,278000000.0,746000000.0,672000000.0,591000000.0,81000000.0,681000000.0,-9000000.0,4149000000.0,6416000000.0,,,88000000.0,35000000.0,440000000.0,4149000000.0,2267000000.0,91000000.0,2000000.0,1309000000.0,958000000.0,-89000000.0,869000000.0,6416000000.0,311900000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q3TTM,2013-04-29,2014-04-27,,1.67,1.67,1.23,1.64,24000000.0,-67000000.0,63000000.0,-18000000.0,81000000.0,65000000.0,-2000000.0,-182000000.0,-347000000.0,,,-12000000.0,4000000.0,-90000000.0,-182000000.0,-165000000.0,-11000000.0,-5000000.0,-165000000.0,,6000000.0,6000000.0,-347000000.0,311900000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q3,2014-01-27,2014-04-27,2015-06-11 08:12:20+00:00,0.59,0.59,0.312,0.58,79000000.0,217000000.0,183000000.0,183000000.0,0.0,184000000.0,-1000000.0,1294000000.0,1970000000.0,,,30000000.0,1000000.0,136000000.0,1294000000.0,676000000.0,31000000.0,1000000.0,384000000.0,292000000.0,-30000000.0,262000000.0,1970000000.0,311900000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q2,2013-10-28,2014-01-26,2014-03-06 16:37:42+00:00,1.04,1.04,0.312,1.03,104000000.0,268000000.0,318000000.0,228000000.0,90000000.0,325000000.0,-7000000.0,1467000000.0,2281000000.0,,,27000000.0,13000000.0,145000000.0,1467000000.0,814000000.0,29000000.0,0.0,453000000.0,361000000.0,-29000000.0,332000000.0,2281000000.0,312500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q2YTD,2013-07-29,2014-01-26,,1.59,1.59,0.62,1.57,199000000.0,529000000.0,489000000.0,408000000.0,81000000.0,497000000.0,-8000000.0,2855000000.0,4446000000.0,,,58000000.0,34000000.0,304000000.0,2855000000.0,1591000000.0,60000000.0,1000000.0,925000000.0,666000000.0,-59000000.0,607000000.0,4446000000.0,312500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q2TTM,2013-01-28,2014-01-26,,1.66,1.66,0.91,1.63,7000000.0,-22000000.0,59000000.0,-22000000.0,81000000.0,62000000.0,-3000000.0,-130000000.0,-223000000.0,,,-5000000.0,4000000.0,-50000000.0,-130000000.0,-93000000.0,-9000000.0,-4000000.0,-73000000.0,-20000000.0,5000000.0,-15000000.0,-223000000.0,312500000.0,314000000.0,316000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q1,2013-07-29,2013-10-27,2013-12-05 08:33:26+00:00,0.55,0.55,0.312,0.54,95000000.0,261000000.0,171000000.0,180000000.0,-9000000.0,172000000.0,-1000000.0,1388000000.0,2165000000.0,,,31000000.0,21000000.0,159000000.0,1388000000.0,777000000.0,31000000.0,1000000.0,472000000.0,305000000.0,-30000000.0,275000000.0,2165000000.0,312700000.0,314000000.0,317000000.0
Campbell Soup Co,CPB,5493007JDSMX8Z5Z1902,16732,2014.0,Q1TTM,2012-10-29,2013-10-27,,1.23,1.23,1.18,1.2,-14000000.0,7000000.0,-72000000.0,-63000000.0,-9000000.0,-73000000.0,1000000.0,-83000000.0,-171000000.0,,,2000000.0,-1000000.0,-16000000.0,-83000000.0,-88000000.0,-5000000.0,-2000000.0,-8000000.0,-80000000.0,3000000.0,-77000000.0,-171000000.0,312700000.0,314000000.0,317000000.0
