company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Merck & Co Inc,MRK,,310158,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 07:33:21+00:00,-1135900000.0,1988200000.0,0.0,98300000.0,-426000000.0,288400000.0,-4866100000.0,-2810000000.0,6999200000.0,-4866100000.0,-2810000000.0,6999200000.0,-578600000.0,3396800000.0,3396800000.0,2040200000.0,898600000.0,10500000.0,,-3428100000.0,-11533800000.0,-1011000000.0,-1195300000.0,-1429700000.0,10860200000.0,
Merck & Co Inc,MRK,,310158,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 08:05:34+00:00,,1631000000.0,1899000000.0,-183000000.0,-3453000000.0,1893000000.0,-5523000000.0,-1834000000.0,6572000000.0,-5523000000.0,-1834000000.0,6572000000.0,-968000000.0,7932000000.0,7932000000.0,462000000.0,102000000.0,96000000.0,,-3401000000.0,-13597000000.0,-1298000000.0,-1392000000.0,-2725000000.0,11066000000.0,
Merck & Co Inc,MRK,,310158,2008.0,Q4,2008-10-01,2008-12-31,,,-182000000.0,1658000000.0,-148000000.0,-2701000000.0,1893000000.0,-4107000000.0,-1590000000.0,3997000000.0,-4107000000.0,-1590000000.0,3997000000.0,-1848000000.0,6543000000.0,6543000000.0,337000000.0,87000000.0,99000000.0,,-2971000000.0,-13597000000.0,-756000000.0,-391000000.0,-2725000000.0,11039000000.0,-33000000.0
Merck & Co Inc,MRK,,310158,2008.0,Q3,2008-07-01,2008-09-30,,,394000000.0,241000000.0,-55000000.0,234000000.0,,-767000000.0,85000000.0,1191000000.0,-767000000.0,85000000.0,1191000000.0,454000000.0,614000000.0,614000000.0,-51000000.0,11000000.0,-3000000.0,,-144000000.0,,-172000000.0,-634000000.0,,17000000.0,2000000.0
Merck & Co Inc,MRK,,310158,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-29 16:33:24+00:00,,1813000000.0,241000000.0,-35000000.0,-752000000.0,,-1416000000.0,-244000000.0,2575000000.0,-1416000000.0,-244000000.0,2575000000.0,880000000.0,1389000000.0,1389000000.0,125000000.0,15000000.0,-3000000.0,,-430000000.0,0.0,-542000000.0,-1001000000.0,,27000000.0,33000000.0
Merck & Co Inc,MRK,,310158,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-24 16:45:16+00:00,,1419000000.0,,20000000.0,-986000000.0,,-649000000.0,-329000000.0,1384000000.0,-649000000.0,-329000000.0,1384000000.0,426000000.0,775000000.0,775000000.0,176000000.0,4000000.0,0.0,,-286000000.0,0.0,-370000000.0,-367000000.0,,10000000.0,31000000.0
Merck & Co Inc,MRK,,310158,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 13:09:51+00:00,-12973000000.0,2576000000.0,4000000000.0,33000000.0,-882000000.0,4228000000.0,-1638000000.0,3156000000.0,3392000000.0,-1638000000.0,3156000000.0,3392000000.0,4943000000.0,13022000000.0,13022000000.0,-11324000000.0,186000000.0,171000000.0,,-3479000000.0,-3071000000.0,-1461000000.0,-2573000000.0,,16490000000.0,
Merck & Co Inc,MRK,,310158,2009.0,Q4,2009-10-01,2009-12-31,,-12843000000.0,1249700000.0,,-34500000.0,2399400000.0,,-1849100000.0,-12864500000.0,2242500000.0,-1849100000.0,-12864500000.0,2242500000.0,-12505600000.0,6522600000.0,6522600000.0,-7929200000.0,178200000.0,177900000.0,,-1068200000.0,-319300000.0,-557400000.0,-959100000.0,,677300000.0,
Merck & Co Inc,MRK,,310158,2009.0,Q3TTM,2008-10-01,2009-09-30,,-130000000.0,1144300000.0,5658000000.0,-80500000.0,-5982400000.0,6121000000.0,-3895900000.0,14430500000.0,5146500000.0,-3895900000.0,14430500000.0,5146500000.0,15600600000.0,13042400000.0,13042400000.0,-3057800000.0,94800000.0,92100000.0,,-5381800000.0,-16348700000.0,-1659600000.0,-2004900000.0,-2725000000.0,26851700000.0,-33000000.0
Merck & Co Inc,MRK,,310158,2009.0,Q3,2009-07-01,2009-09-30,,,393700000.0,4000000000.0,32200000.0,-1012900000.0,-214300000.0,-2372400000.0,12011600000.0,-312100000.0,-2372400000.0,12011600000.0,-312100000.0,9359300000.0,3455300000.0,3455300000.0,-3148200000.0,4800000.0,-11000000.0,,-803900000.0,-97300000.0,-303300000.0,-1359000000.0,,8423200000.0,
