company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Merck & Co Inc,MRK,,310158,2011.0,Q2,,2011-06-30,2011-08-08 07:43:43+00:00,2143000000.0,8475000000.0,,,-2776000000.0,12342000000.0,42445000000.0,3687000000.0,1174000000.0,,1176000000.0,12382000000.0,,37065000000.0,15783000000.0,2175000000.0,6225000000.0,16671000000.0,2426000000.0,5534000000.0,16727000000.0,,8747000000.0,,,,,,38243000000.0,2523000000.0,1639000000.0,106195000000.0,55496000000.0,32368000000.0,15763000000.0,55496000000.0,57922000000.0,48273000000.0,106195000000.0,57156000000.0,32510000000.0,,-22416000000.0
Merck & Co Inc,MRK,,310158,2011.0,Q1,,2011-03-31,2011-05-09 07:58:35+00:00,2402000000.0,7955000000.0,8555000000.0,,-3170000000.0,11695000000.0,42478000000.0,,1326000000.0,,1177000000.0,12207000000.0,,37906000000.0,15644000000.0,2084000000.0,6057000000.0,16833000000.0,2455000000.0,,17720000000.0,3983000000.0,,,,5811000000.0,,,37400000000.0,2202000000.0,1334000000.0,105865000000.0,54384000000.0,31024000000.0,15662000000.0,54384000000.0,56839000000.0,49026000000.0,105865000000.0,58008000000.0,33364000000.0,,-22324000000.0
Merck & Co Inc,MRK,,310158,2012.0,FY,,2012-12-31,2014-02-27 16:59:59+00:00,1753000000.0,7672000000.0,,17385000000.0,-4682000000.0,13451000000.0,42434000000.0,4509000000.0,1200000000.0,,1343000000.0,12134000000.0,33415000000.0,29083000000.0,16254000000.0,7305000000.0,6535000000.0,16030000000.0,2443000000.0,6723000000.0,5740000000.0,,9737000000.0,,,,10327000000.0,,39985000000.0,4315000000.0,2690000000.0,106132000000.0,53020000000.0,34857000000.0,18348000000.0,53020000000.0,55463000000.0,50669000000.0,106132000000.0,55245000000.0,32321000000.0,,-24717000000.0
Merck & Co Inc,MRK,,310158,2012.0,Q3,,2012-09-30,2012-11-09 17:02:13+00:00,1804000000.0,7952000000.0,,,-3040000000.0,17360000000.0,42259000000.0,3429000000.0,1512000000.0,,1315000000.0,12168000000.0,,30325000000.0,17571000000.0,5560000000.0,6731000000.0,15884000000.0,2465000000.0,6135000000.0,14935000000.0,,8923000000.0,,,,,,40390000000.0,2029000000.0,757000000.0,106301000000.0,55747000000.0,36229000000.0,15583000000.0,55747000000.0,58212000000.0,48089000000.0,106301000000.0,54188000000.0,32506000000.0,,-23862000000.0
Merck & Co Inc,MRK,,310158,2012.0,Q2,,2012-06-30,2012-08-07 17:05:43+00:00,1674000000.0,8152000000.0,,,-3126000000.0,16752000000.0,42338000000.0,3788000000.0,1091000000.0,,1308000000.0,12158000000.0,,31620000000.0,15057000000.0,4085000000.0,6249000000.0,15867000000.0,2479000000.0,6156000000.0,15883000000.0,,8917000000.0,,,,,,39950000000.0,3922000000.0,698000000.0,105525000000.0,55194000000.0,35639000000.0,16912000000.0,55194000000.0,57673000000.0,47852000000.0,105525000000.0,54019000000.0,30940000000.0,,-23968000000.0
Merck & Co Inc,MRK,,310158,2012.0,Q1,,2012-03-31,2012-05-08 07:40:16+00:00,2358000000.0,8726000000.0,,,-3217000000.0,14656000000.0,42440000000.0,3713000000.0,1190000000.0,,1281000000.0,12156000000.0,,33000000000.0,15228000000.0,3972000000.0,6339000000.0,16124000000.0,2454000000.0,5913000000.0,16385000000.0,,8823000000.0,,,,,,39441000000.0,2930000000.0,910000000.0,105509000000.0,54860000000.0,34344000000.0,16582000000.0,54860000000.0,57314000000.0,48195000000.0,105509000000.0,55041000000.0,31613000000.0,,-23804000000.0
Merck & Co Inc,MRK,,310158,2013.0,FY,,2013-12-31,2015-02-27 14:02:50+00:00,2274000000.0,7184000000.0,,18121000000.0,-2197000000.0,15621000000.0,42296000000.0,4789000000.0,251000000.0,,1321000000.0,12301000000.0,33094000000.0,23801000000.0,20539000000.0,9770000000.0,6226000000.0,14973000000.0,2561000000.0,9115000000.0,6776000000.0,,9501000000.0,,,,8136000000.0,,39257000000.0,4521000000.0,1865000000.0,105645000000.0,49765000000.0,35685000000.0,17868000000.0,49765000000.0,52326000000.0,53319000000.0,105645000000.0,54987000000.0,35451000000.0,,-29591000000.0
Merck & Co Inc,MRK,,310158,2013.0,Q3,,2013-09-30,2013-11-07 16:59:25+00:00,2469000000.0,7578000000.0,,,-4698000000.0,14090000000.0,41697000000.0,5277000000.0,1298000000.0,,1289000000.0,12121000000.0,,25002000000.0,22647000000.0,9198000000.0,6741000000.0,15323000000.0,2587000000.0,7010000000.0,15551000000.0,,9183000000.0,,,,,,39773000000.0,3976000000.0,4079000000.0,106419000000.0,47419000000.0,37765000000.0,18215000000.0,47419000000.0,50006000000.0,56413000000.0,106419000000.0,53331000000.0,38198000000.0,,-29353000000.0
Merck & Co Inc,MRK,,310158,2013.0,Q2,,2013-06-30,2013-08-07 17:01:07+00:00,2253000000.0,7779000000.0,,,-4760000000.0,15090000000.0,41679000000.0,4352000000.0,409000000.0,,1286000000.0,12198000000.0,,26333000000.0,22526000000.0,8555000000.0,6766000000.0,15683000000.0,2605000000.0,7112000000.0,15843000000.0,,8872000000.0,,,,,,39915000000.0,5582000000.0,3008000000.0,106876000000.0,47500000000.0,36995000000.0,18402000000.0,47500000000.0,50105000000.0,56771000000.0,106876000000.0,54198000000.0,38369000000.0,,-29334000000.0
Merck & Co Inc,MRK,,310158,2013.0,Q1,,2013-03-31,2013-05-09 17:05:03+00:00,2084000000.0,7965000000.0,,,-4629000000.0,13024000000.0,42515000000.0,4484000000.0,1075000000.0,,1338000000.0,12207000000.0,,28108000000.0,16089000000.0,7948000000.0,6773000000.0,15802000000.0,2577000000.0,6891000000.0,15703000000.0,,9569000000.0,,,,,,40272000000.0,4736000000.0,2998000000.0,106200000000.0,53029000000.0,35244000000.0,18802000000.0,53029000000.0,55606000000.0,50594000000.0,106200000000.0,55154000000.0,31792000000.0,,-25129000000.0
Merck & Co Inc,MRK,,310158,2014.0,FY,,2014-12-31,2016-02-26 16:04:31+00:00,2625000000.0,6626000000.0,,18004000000.0,-4323000000.0,7441000000.0,42211000000.0,,1237000000.0,,1308000000.0,12992000000.0,31140000000.0,20386000000.0,18699000000.0,13515000000.0,5571000000.0,13136000000.0,144000000.0,5533000000.0,4467000000.0,4689000000.0,10523000000.0,,,,7813000000.0,,46021000000.0,2704000000.0,8278000000.0,98167000000.0,48647000000.0,32605000000.0,18397000000.0,48647000000.0,48791000000.0,49376000000.0,98167000000.0,52426000000.0,30979000000.0,,-35262000000.0
Merck & Co Inc,MRK,,310158,2014.0,Q3,,2014-09-30,2014-11-10 07:50:49+00:00,2279000000.0,6515000000.0,,,-2998000000.0,11370000000.0,42128000000.0,4740000000.0,2467000000.0,,1288000000.0,13171000000.0,,20395000000.0,18566000000.0,13492000000.0,5819000000.0,13438000000.0,136000000.0,6589000000.0,4987000000.0,,9808000000.0,3302000000.0,810000000.0,,6968000000.0,,39989000000.0,9275000000.0,2977000000.0,101808000000.0,45224000000.0,34723000000.0,25927000000.0,45224000000.0,45360000000.0,56448000000.0,101808000000.0,53647000000.0,30521000000.0,,-33895000000.0
Merck & Co Inc,MRK,,310158,2014.0,Q2,,2014-06-30,2014-08-07 17:04:54+00:00,2326000000.0,7022000000.0,,,-2444000000.0,9743000000.0,41987000000.0,3659000000.0,192000000.0,,1303000000.0,11789000000.0,,18830000000.0,18590000000.0,12618000000.0,6136000000.0,13893000000.0,158000000.0,7143000000.0,4651000000.0,,8829000000.0,3375000000.0,801000000.0,,8175000000.0,,40366000000.0,4477000000.0,3652000000.0,97860000000.0,48358000000.0,33587000000.0,17928000000.0,48358000000.0,48516000000.0,49344000000.0,97860000000.0,50380000000.0,31416000000.0,,-31551000000.0
Merck & Co Inc,MRK,,310158,2014.0,Q1,,2014-03-31,2014-05-08 16:55:35+00:00,2434000000.0,7188000000.0,,,-2179000000.0,15828000000.0,42238000000.0,3939000000.0,595000000.0,,1327000000.0,12120000000.0,,20517000000.0,19589000000.0,11456000000.0,6376000000.0,14296000000.0,2589000000.0,8831000000.0,5881000000.0,,8707000000.0,3224000000.0,848000000.0,,7956000000.0,,39661000000.0,8559000000.0,4685000000.0,108460000000.0,49975000000.0,41240000000.0,22470000000.0,49975000000.0,52564000000.0,55896000000.0,108460000000.0,52924000000.0,33426000000.0,,-29745000000.0
Merck & Co Inc,MRK,,310158,2015.0,FY,,2015-12-31,2017-02-28 16:33:13+00:00,2533000000.0,6484000000.0,,15923000000.0,-4148000000.0,8524000000.0,42010000000.0,,1560000000.0,,1309000000.0,17723000000.0,28430000000.0,22602000000.0,23829000000.0,13039000000.0,4700000000.0,12507000000.0,91000000.0,6055000000.0,6535000000.0,5140000000.0,11216000000.0,,,,7345000000.0,,45348000000.0,2583000000.0,4903000000.0,101677000000.0,44676000000.0,29751000000.0,19201000000.0,44676000000.0,44767000000.0,56910000000.0,101677000000.0,59419000000.0,37709000000.0,,-38534000000.0
Merck & Co Inc,MRK,,310158,2015.0,Q3,,2015-09-30,2015-11-05 16:32:00+00:00,2023000000.0,6414000000.0,,,-4573000000.0,7548000000.0,41927000000.0,4941000000.0,2119000000.0,,1288000000.0,17761000000.0,,23724000000.0,24124000000.0,13080000000.0,5123000000.0,12482000000.0,92000000.0,5618000000.0,5959000000.0,,9610000000.0,,,,7887000000.0,,45660000000.0,2543000000.0,4541000000.0,101232000000.0,45587000000.0,28567000000.0,17583000000.0,45587000000.0,45679000000.0,55553000000.0,101232000000.0,60183000000.0,37970000000.0,,-37427000000.0
Merck & Co Inc,MRK,,310158,2015.0,Q2,,2015-06-30,2015-08-06 16:17:10+00:00,2335000000.0,6510000000.0,,,-4332000000.0,6922000000.0,41902000000.0,5133000000.0,1878000000.0,,1295000000.0,17707000000.0,,24750000000.0,24069000000.0,13333000000.0,5306000000.0,12630000000.0,190000000.0,5843000000.0,6454000000.0,,9517000000.0,,,,7913000000.0,,45103000000.0,2483000000.0,4448000000.0,102582000000.0,46448000000.0,28319000000.0,17508000000.0,46448000000.0,46638000000.0,55944000000.0,102582000000.0,61633000000.0,38436000000.0,,-36225000000.0
Merck & Co Inc,MRK,,310158,2015.0,Q1,,2015-03-31,2015-05-07 16:34:55+00:00,2091000000.0,6670000000.0,,,-4167000000.0,7980000000.0,42143000000.0,5117000000.0,2450000000.0,,1306000000.0,17740000000.0,,26080000000.0,25506000000.0,13092000000.0,5539000000.0,12910000000.0,152000000.0,5596000000.0,6803000000.0,,9867000000.0,,,,7677000000.0,,45692000000.0,4728000000.0,7621000000.0,108345000000.0,47765000000.0,32927000000.0,20442000000.0,47765000000.0,47917000000.0,60428000000.0,108345000000.0,62508000000.0,39986000000.0,,-35903000000.0
Merck & Co Inc,MRK,,310158,2016.0,FY,,2016-12-31,2018-02-27 16:33:07+00:00,2807000000.0,7018000000.0,,15749000000.0,-5226000000.0,6515000000.0,41727000000.0,,2239000000.0,,1316000000.0,18162000000.0,27775000000.0,17305000000.0,24274000000.0,11416000000.0,4866000000.0,12026000000.0,220000000.0,5854000000.0,5077000000.0,4389000000.0,10274000000.0,,,,8514000000.0,,44133000000.0,568000000.0,7826000000.0,95377000000.0,40088000000.0,30614000000.0,17204000000.0,40088000000.0,40308000000.0,55069000000.0,95377000000.0,52737000000.0,37865000000.0,,-40546000000.0
Merck & Co Inc,MRK,,310158,2016.0,Q3,,2016-09-30,2016-11-07 16:19:24+00:00,2481000000.0,7364000000.0,,,-4252000000.0,7900000000.0,41685000000.0,3765000000.0,1208000000.0,,1292000000.0,18260000000.0,,20506000000.0,23656000000.0,11657000000.0,5244000000.0,12029000000.0,213000000.0,6443000000.0,6374000000.0,,9087000000.0,,,,8793000000.0,,46028000000.0,1487000000.0,5160000000.0,98335000000.0,43744000000.0,29440000000.0,15555000000.0,43744000000.0,43957000000.0,54378000000.0,98335000000.0,56866000000.0,38823000000.0,,-39717000000.0
Merck & Co Inc,MRK,,310158,2016.0,Q2,,2016-06-30,2016-08-08 16:37:27+00:00,2514000000.0,6916000000.0,,,-4086000000.0,6600000000.0,41699000000.0,3928000000.0,1213000000.0,,1292000000.0,17809000000.0,,20315000000.0,23642000000.0,11879000000.0,5248000000.0,11987000000.0,89000000.0,6559000000.0,6091000000.0,,9255000000.0,,,,8378000000.0,,45121000000.0,644000000.0,5226000000.0,96475000000.0,43357000000.0,27926000000.0,14918000000.0,43357000000.0,43446000000.0,53029000000.0,96475000000.0,56562000000.0,38111000000.0,,-39377000000.0
Merck & Co Inc,MRK,,310158,2016.0,Q1,,2016-03-31,2016-05-09 16:32:41+00:00,2241000000.0,6850000000.0,,,-4194000000.0,9716000000.0,41933000000.0,3877000000.0,1864000000.0,,1307000000.0,17784000000.0,,21364000000.0,23656000000.0,12554000000.0,5102000000.0,12360000000.0,95000000.0,5921000000.0,6256000000.0,,10043000000.0,,,,7374000000.0,,45192000000.0,2113000000.0,3227000000.0,98755000000.0,43806000000.0,28772000000.0,17568000000.0,43806000000.0,43901000000.0,54854000000.0,98755000000.0,57623000000.0,37286000000.0,,-39125000000.0
Merck & Co Inc,MRK,,310158,2017.0,FY,,2017-12-31,2019-02-27 16:36:42+00:00,3102000000.0,6873000000.0,,16602000000.0,-4910000000.0,6092000000.0,41690000000.0,,708000000.0,,1320000000.0,18284000000.0,29041000000.0,14183000000.0,21353000000.0,12125000000.0,5096000000.0,12439000000.0,233000000.0,6075000000.0,2219000000.0,4299000000.0,10427000000.0,,,,11117000000.0,,41350000000.0,3057000000.0,2406000000.0,87872000000.0,34336000000.0,24766000000.0,18614000000.0,34336000000.0,34569000000.0,53303000000.0,87872000000.0,50667000000.0,34689000000.0,,-43794000000.0
Merck & Co Inc,MRK,,310158,2017.0,Q3,,2017-09-30,2017-11-07 16:38:23+00:00,2620000000.0,7671000000.0,,,-4945000000.0,7901000000.0,41611000000.0,3790000000.0,396000000.0,,1302000000.0,18340000000.0,,15138000000.0,21838000000.0,12206000000.0,5263000000.0,12189000000.0,251000000.0,5884000000.0,4159000000.0,,9992000000.0,,,,7713000000.0,,43701000000.0,5157000000.0,3294000000.0,91676000000.0,38248000000.0,27919000000.0,19467000000.0,38248000000.0,38499000000.0,53177000000.0,91676000000.0,51568000000.0,33710000000.0,,-42119000000.0
Merck & Co Inc,MRK,,310158,2017.0,Q2,,2017-06-30,2017-08-08 16:39:40+00:00,2934000000.0,7439000000.0,,,-5094000000.0,7786000000.0,41564000000.0,3354000000.0,1979000000.0,,1301000000.0,18358000000.0,,16119000000.0,21706000000.0,12138000000.0,5407000000.0,12094000000.0,249000000.0,5928000000.0,4560000000.0,,9363000000.0,,,,8068000000.0,,45046000000.0,3181000000.0,4181000000.0,92804000000.0,39463000000.0,28167000000.0,18758000000.0,39463000000.0,39712000000.0,53092000000.0,92804000000.0,52543000000.0,34334000000.0,,-42053000000.0
Merck & Co Inc,MRK,,310158,2017.0,Q1,,2017-03-31,2017-05-09 16:39:34+00:00,2484000000.0,7066000000.0,,,-5080000000.0,11700000000.0,41687000000.0,4069000000.0,2330000000.0,,1314000000.0,18358000000.0,,16863000000.0,23437000000.0,11896000000.0,5146000000.0,12042000000.0,251000000.0,5872000000.0,4889000000.0,,8658000000.0,,,,8324000000.0,,44387000000.0,5037000000.0,3541000000.0,96561000000.0,39837000000.0,31530000000.0,19823000000.0,39837000000.0,40088000000.0,56473000000.0,96561000000.0,52989000000.0,36650000000.0,,-41157000000.0
Merck & Co Inc,MRK,,310158,2018.0,FY,,2018-12-31,2020-02-26 16:36:07+00:00,3318000000.0,7071000000.0,,16324000000.0,-5545000000.0,7965000000.0,40596000000.0,,1971000000.0,,1458000000.0,18253000000.0,29615000000.0,13104000000.0,19806000000.0,6233000000.0,5440000000.0,13291000000.0,181000000.0,5881000000.0,1702000000.0,4500000000.0,10151000000.0,,,,12041000000.0,,42579000000.0,5308000000.0,899000000.0,82637000000.0,26701000000.0,25875000000.0,22206000000.0,26701000000.0,26882000000.0,55755000000.0,82637000000.0,43471000000.0,33549000000.0,,-50929000000.0
Merck & Co Inc,MRK,,310158,2018.0,Q3,,2018-09-30,2018-11-06 16:14:11+00:00,3091000000.0,7374000000.0,,,-5151000000.0,7826000000.0,41550000000.0,3761000000.0,759000000.0,,1304000000.0,18258000000.0,,12175000000.0,19936000000.0,7606000000.0,5416000000.0,12755000000.0,234000000.0,7500000000.0,2065000000.0,,9776000000.0,,,,11887000000.0,,42189000000.0,3656000000.0,2459000000.0,85130000000.0,32422000000.0,26836000000.0,18586000000.0,32422000000.0,32656000000.0,52474000000.0,85130000000.0,45539000000.0,33888000000.0,,-46166000000.0
Merck & Co Inc,MRK,,310158,2018.0,Q2,,2018-06-30,2018-08-07 16:32:58+00:00,3024000000.0,7287000000.0,,,-5122000000.0,5310000000.0,41529000000.0,4005000000.0,661000000.0,,1309000000.0,18274000000.0,,12898000000.0,19959000000.0,10033000000.0,5178000000.0,12626000000.0,237000000.0,7145000000.0,2159000000.0,,9755000000.0,,,,12028000000.0,,41523000000.0,3379000000.0,2284000000.0,85040000000.0,32529000000.0,24064000000.0,18128000000.0,32529000000.0,32766000000.0,52274000000.0,85040000000.0,48350000000.0,34146000000.0,,-45401000000.0
Merck & Co Inc,MRK,,310158,2018.0,Q1,,2018-03-31,2018-05-08 16:31:56+00:00,3162000000.0,7245000000.0,,,-5060000000.0,4483000000.0,41662000000.0,4112000000.0,717000000.0,,1317000000.0,18304000000.0,,13500000000.0,21501000000.0,11033000000.0,5382000000.0,12561000000.0,233000000.0,6558000000.0,2206000000.0,,9709000000.0,,,,11473000000.0,,41107000000.0,2055000000.0,2863000000.0,86041000000.0,33668000000.0,24085000000.0,16960000000.0,33668000000.0,33901000000.0,52140000000.0,86041000000.0,49395000000.0,35180000000.0,,-44041000000.0
Merck & Co Inc,MRK,,310158,2019.0,FY,,2019-12-31,2020-05-06 16:36:54+00:00,3738000000.0,6778000000.0,,,-6193000000.0,9676000000.0,41448000000.0,4277000000.0,736000000.0,,1587000000.0,19425000000.0,,14196000000.0,22736000000.0,1469000000.0,5978000000.0,15053000000.0,94000000.0,6771000000.0,1470000000.0,,12549000000.0,,,,11970000000.0,,46602000000.0,3610000000.0,774000000.0,84397000000.0,25907000000.0,27483000000.0,22220000000.0,25907000000.0,26001000000.0,58396000000.0,84397000000.0,41861000000.0,36176000000.0,,-55950000000.0
Merck & Co Inc,MRK,,310158,2019.0,Q3,,2019-09-30,2019-11-05 16:43:01+00:00,3198000000.0,8442000000.0,,,-5390000000.0,7869000000.0,41349000000.0,3827000000.0,873000000.0,,1434000000.0,19480000000.0,,12307000000.0,22677000000.0,2111000000.0,5855000000.0,14287000000.0,87000000.0,9004000000.0,1960000000.0,,11768000000.0,,,,11085000000.0,,45804000000.0,3411000000.0,149000000.0,83331000000.0,26838000000.0,26142000000.0,20684000000.0,26838000000.0,26925000000.0,56406000000.0,83331000000.0,42902000000.0,35722000000.0,,-54925000000.0
Merck & Co Inc,MRK,,310158,2019.0,Q2,,2019-06-30,2019-08-06 16:34:49+00:00,3142000000.0,7964000000.0,,,-5362000000.0,6659000000.0,41272000000.0,3382000000.0,634000000.0,,1439000000.0,19490000000.0,,13381000000.0,22771000000.0,3779000000.0,5847000000.0,13862000000.0,102000000.0,9155000000.0,2089000000.0,,11054000000.0,,,,11283000000.0,,45295000000.0,3816000000.0,446000000.0,83965000000.0,27635000000.0,24298000000.0,20085000000.0,27635000000.0,27737000000.0,56228000000.0,83965000000.0,45805000000.0,36143000000.0,,-53570000000.0
Merck & Co Inc,MRK,,310158,2019.0,Q1,,2019-03-31,2019-05-08 16:34:31+00:00,3018000000.0,7608000000.0,,,-5346000000.0,8076000000.0,40556000000.0,3233000000.0,807000000.0,,1462000000.0,18170000000.0,,10999000000.0,22721000000.0,5621000000.0,5712000000.0,13506000000.0,131000000.0,8707000000.0,1835000000.0,,10081000000.0,,,,11585000000.0,,44065000000.0,3175000000.0,722000000.0,82354000000.0,27539000000.0,25351000000.0,18543000000.0,27539000000.0,27670000000.0,54684000000.0,82354000000.0,43497000000.0,36141000000.0,,-51736000000.0
