company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2011.0,Q2,,2011-06-30,2011-08-02 16:36:27+00:00,212500000.0,714800000.0,444700000.0,109300000.0,,118900000.0,,84800000.0,,78700000.0,,2644300000.0,1676000000.0,1788200000.0,79400000.0,106800000.0,586400000.0,,,586800000.0,,,153400000.0,98600000.0,166400000.0,,64400000.0,21400000.0,3326600000.0,215100000.0,6168300000.0,2579800000.0,1083600000.0,1025700000.0,2579800000.0,2579800000.0,3567100000.0,6168300000.0,4498300000.0,2541400000.0,-940900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2011.0,Q1,,2011-03-31,2011-05-04 15:49:50+00:00,215400000.0,717300000.0,435200000.0,104600000.0,,195400000.0,,29700000.0,,65100000.0,,2613000000.0,1676700000.0,1807900000.0,82600000.0,98000000.0,579500000.0,,,617200000.0,,,152300000.0,102200000.0,155200000.0,,71800000.0,21200000.0,3203700000.0,396800000.0,6201600000.0,2400400000.0,1147600000.0,1199700000.0,2400400000.0,2400400000.0,3780000000.0,6201600000.0,4474500000.0,2580300000.0,-937600000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2012.0,FY,,2012-12-31,2014-02-25 15:27:12+00:00,236900000.0,718500000.0,311600000.0,69400000.0,,466800000.0,0.0,11300000.0,,10900000.0,0.0,2901700000.0,1667700000.0,2175000000.0,78100000.0,121000000.0,630800000.0,,,546000000.0,,,,124900000.0,307400000.0,,74600000.0,20700000.0,3588500000.0,480000000.0,6795000000.0,2717400000.0,1391800000.0,1028500000.0,2717400000.0,2717400000.0,4056900000.0,6795000000.0,4772400000.0,3028400000.0,-951800000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2012.0,Q3,,2012-09-30,2012-10-30 09:24:44+00:00,247400000.0,768900000.0,386900000.0,69600000.0,,466000000.0,0.0,11400000.0,,23800000.0,,2877400000.0,1672500000.0,2175000000.0,80700000.0,118900000.0,612200000.0,,,558900000.0,,,,115700000.0,223400000.0,,78200000.0,20900000.0,3587500000.0,485100000.0,6814300000.0,2716700000.0,1455800000.0,1119400000.0,2716700000.0,2716700000.0,4076700000.0,6814300000.0,4746300000.0,2957300000.0,-951800000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2012.0,Q2,,2012-06-30,2012-08-02 14:02:02+00:00,234500000.0,735800000.0,349600000.0,49400000.0,,124400000.0,0.0,11500000.0,,21000000.0,,2694400000.0,1588600000.0,1975200000.0,79000000.0,114000000.0,576200000.0,,,525600000.0,,,,96800000.0,227000000.0,,68100000.0,20200000.0,3522700000.0,134400000.0,6098300000.0,2631800000.0,1063300000.0,718500000.0,2631800000.0,2631800000.0,3446300000.0,6098300000.0,4458800000.0,2727800000.0,-951800000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2012.0,Q1,,2012-03-31,2012-04-27 11:40:37+00:00,225700000.0,751700000.0,407500000.0,59900000.0,,129900000.0,0.0,11600000.0,,23500000.0,,2680300000.0,1616600000.0,1985400000.0,79900000.0,107000000.0,577200000.0,,,522100000.0,,,,94700000.0,235700000.0,,69800000.0,20600000.0,3469600000.0,136000000.0,6130600000.0,2597600000.0,1081900000.0,769200000.0,2597600000.0,2597600000.0,3512400000.0,6130600000.0,4471500000.0,2743200000.0,-943500000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2013.0,FY,,2013-12-31,2015-02-26 17:25:15+00:00,304500000.0,784700000.0,310000000.0,66200000.0,,404000000.0,0.0,10500000.0,,,9900000.0,3022800000.0,1572000000.0,2889100000.0,88500000.0,136500000.0,707400000.0,,,563900000.0,,,,143100000.0,285900000.0,,106900000.0,,3373500000.0,111300000.0,6965900000.0,2491300000.0,1432100000.0,735700000.0,2491300000.0,2491300000.0,4455200000.0,6965900000.0,4826400000.0,3738900000.0,-958900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2013.0,Q3,,2013-09-30,2013-10-28 09:02:07+00:00,262000000.0,813200000.0,308200000.0,52100000.0,,174100000.0,0.0,10700000.0,,19200000.0,,2990900000.0,1601400000.0,2553500000.0,86800000.0,126500000.0,672600000.0,,,563300000.0,,,,122100000.0,303700000.0,,79900000.0,20000000.0,3461700000.0,110400000.0,6686700000.0,2565600000.0,1212900000.0,680600000.0,2565600000.0,2565600000.0,4101100000.0,6686700000.0,4801200000.0,3420500000.0,-958900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2013.0,Q2,,2013-06-30,2013-07-30 09:49:18+00:00,253400000.0,815700000.0,281800000.0,36700000.0,,111300000.0,0.0,11000000.0,,19300000.0,,2986600000.0,1606300000.0,2390000000.0,87500000.0,126400000.0,646900000.0,,,559100000.0,,,,116600000.0,303900000.0,,75300000.0,20400000.0,3574600000.0,119900000.0,6591900000.0,2663400000.0,1148000000.0,655100000.0,2663400000.0,2663400000.0,3908100000.0,6591900000.0,4797000000.0,3253000000.0,-958900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2013.0,Q1,,2013-03-31,2013-05-01 11:51:30+00:00,246600000.0,793800000.0,346000000.0,53800000.0,,185800000.0,0.0,11200000.0,,19000000.0,,2911600000.0,1627500000.0,2175000000.0,86800000.0,124000000.0,634600000.0,,,552500000.0,,,,118900000.0,302200000.0,,67400000.0,20900000.0,3667500000.0,147900000.0,6569400000.0,2778300000.0,1190000000.0,740500000.0,2778300000.0,2778300000.0,3770200000.0,6569400000.0,4744800000.0,3029700000.0,-954200000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2014.0,FY,,2014-12-31,2016-03-01 13:44:03+00:00,282300000.0,815700000.0,341400000.0,-10500000.0,,580000000.0,0.0,10400000.0,0.0,0.0,5500000.0,3099400000.0,1475800000.0,2682700000.0,92600000.0,139500000.0,786500000.0,,,530400000.0,,,,154800000.0,291900000.0,,157500000.0,,3786100000.0,347100000.0,7301800000.0,2820500000.0,1692700000.0,976300000.0,2820500000.0,2820500000.0,4463600000.0,7301800000.0,4822600000.0,3505000000.0,-965500000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2014.0,Q3,,2014-09-30,2014-11-10 11:18:40+00:00,286200000.0,841600000.0,365200000.0,40300000.0,,575700000.0,0.0,10400000.0,,5400000.0,0.0,3066400000.0,1489400000.0,2917100000.0,94700000.0,138800000.0,754700000.0,,,552600000.0,,,,138800000.0,223900000.0,,126300000.0,18400000.0,3685600000.0,97600000.0,7231800000.0,2770800000.0,1687800000.0,749000000.0,2770800000.0,2770800000.0,4442600000.0,7231800000.0,4789300000.0,3693600000.0,-965500000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2014.0,Q2,,2014-06-30,2014-07-29 14:29:08+00:00,280600000.0,832600000.0,362600000.0,58500000.0,,479500000.0,0.0,10400000.0,,4100000.0,0.0,3069200000.0,1545800000.0,2909900000.0,96500000.0,134500000.0,741200000.0,,,568600000.0,,,,126200000.0,249800000.0,,115200000.0,19300000.0,3553000000.0,97600000.0,7144800000.0,2656400000.0,1565900000.0,740800000.0,2656400000.0,2656400000.0,4469100000.0,7144800000.0,4837700000.0,3728300000.0,-965500000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2015.0,FY,,2015-12-31,2017-02-27 07:24:14+00:00,497400000.0,1374500000.0,633100000.0,-287000000.0,,716400000.0,0.0,1986500000.0,146100000.0,,,6202100000.0,3323500000.0,5940300000.0,58200000.0,191000000.0,1747400000.0,,2300000.0,1180800000.0,,,,150000000.0,338000000.0,,339300000.0,,4223700000.0,423900000.0,14104700000.0,4945100000.0,2621200000.0,1700500000.0,4945100000.0,4945100000.0,9144700000.0,14104700000.0,9736100000.0,7459100000.0,-978100000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2015.0,Q3,,2015-09-30,2015-10-30 13:45:36+00:00,445000000.0,1397000000.0,583000000.0,-168500000.0,,713000000.0,0.0,1949600000.0,141700000.0,37200000.0,0.0,6068600000.0,3561000000.0,6006500000.0,61800000.0,181600000.0,1806800000.0,,,1291300000.0,,,,217000000.0,351100000.0,,378300000.0,15500000.0,4108700000.0,674700000.0,14422300000.0,4913500000.0,2707100000.0,1844400000.0,4913500000.0,4913500000.0,9493300000.0,14422300000.0,9908400000.0,7648900000.0,-976300000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2015.0,Q2,,2015-06-30,2015-07-30 15:53:03+00:00,438800000.0,1364900000.0,567700000.0,-99800000.0,,619000000.0,0.0,1889600000.0,142500000.0,32800000.0,0.0,6136600000.0,3644800000.0,6113200000.0,68600000.0,182000000.0,1831800000.0,,,1372600000.0,,,,197400000.0,370100000.0,,387300000.0,16500000.0,3955800000.0,674100000.0,14465200000.0,4769700000.0,2586000000.0,1823100000.0,4769700000.0,4769700000.0,9679000000.0,14465200000.0,10047400000.0,7855900000.0,-975900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2015.0,Q1,,2015-03-31,2015-05-04 15:49:45+00:00,420800000.0,1351300000.0,488900000.0,-131100000.0,,446400000.0,0.0,1835200000.0,153900000.0,24500000.0,0.0,6282200000.0,3603300000.0,6597700000.0,88900000.0,186500000.0,1597200000.0,,,1268500000.0,,,,250500000.0,338400000.0,,319800000.0,16200000.0,3786800000.0,348600000.0,14150600000.0,4517600000.0,2328500000.0,1412200000.0,4517600000.0,4517600000.0,9616800000.0,14150600000.0,10224900000.0,8204600000.0,-973300000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2016.0,FY,,2016-12-31,2018-02-27 15:06:05+00:00,508400000.0,1518700000.0,593700000.0,-581100000.0,,433600000.0,0.0,2143800000.0,176000000.0,,,6424400000.0,3400500000.0,5300000000.0,57600000.0,205200000.0,1718600000.0,,2100000.0,1206400000.0,,,,165100000.0,407200000.0,,321200000.0,,4955800000.0,549500000.0,14247000000.0,5505800000.0,2478700000.0,1827600000.0,5505800000.0,5505800000.0,8726000000.0,14247000000.0,10049700000.0,6913600000.0,-1012700000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2016.0,Q3,,2016-09-30,2016-10-28 08:52:03+00:00,454800000.0,1562900000.0,589700000.0,-378000000.0,,567600000.0,,2142400000.0,169500000.0,,,6389000000.0,3457200000.0,5473200000.0,60400000.0,198800000.0,1730600000.0,,1900000.0,1227900000.0,,,,189000000.0,346300000.0,,325600000.0,,4770700000.0,698200000.0,14483000000.0,5523400000.0,2654900000.0,1912200000.0,5523400000.0,5523400000.0,8944000000.0,14483000000.0,10097500000.0,7047400000.0,-1011700000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2016.0,Q2,,2016-06-30,2016-07-29 10:04:39+00:00,443500000.0,1517700000.0,565400000.0,-357400000.0,,639600000.0,,2100200000.0,175300000.0,,,6218300000.0,3357900000.0,5967600000.0,61700000.0,189600000.0,1741900000.0,,2000000.0,1310600000.0,,,,173100000.0,336200000.0,,297200000.0,,4581400000.0,87400000.0,14199000000.0,5313000000.0,2644100000.0,1271600000.0,5313000000.0,5313000000.0,8870100000.0,14199000000.0,9813000000.0,7614400000.0,-1011200000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2016.0,Q1,,2016-03-31,2016-05-06 14:28:31+00:00,466000000.0,1500300000.0,584900000.0,-258300000.0,,696300000.0,,2034800000.0,166400000.0,,,6252400000.0,3410400000.0,5969500000.0,61200000.0,188200000.0,1771700000.0,,2300000.0,1293200000.0,,,,167500000.0,338500000.0,,360100000.0,,4383200000.0,425400000.0,14410400000.0,5166500000.0,2744900000.0,1642700000.0,5166500000.0,5166500000.0,9228100000.0,14410400000.0,9893800000.0,7601200000.0,-993200000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2017.0,FY,,2017-12-31,2019-02-28 15:06:10+00:00,573900000.0,1847500000.0,793300000.0,-333700000.0,,316600000.0,0.0,2001800000.0,380800000.0,,,7400900000.0,4166100000.0,6344600000.0,58400000.0,227200000.0,1706600000.0,,1900000.0,875500000.0,33700000.0,,20200000.0,605300000.0,396800000.0,66300000.0,308800000.0,,6196100000.0,417500000.0,16673000000.0,6804100000.0,2733800000.0,2185700000.0,6804100000.0,6804100000.0,9848100000.0,16673000000.0,12232600000.0,7683200000.0,-1060100000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2017.0,Q3,,2017-09-30,2017-11-02 13:54:37+00:00,595400000.0,1823900000.0,610100000.0,-342500000.0,,409300000.0,,2010400000.0,313600000.0,,,7325100000.0,4415300000.0,7200300000.0,64700000.0,217200000.0,1736200000.0,,2100000.0,1398100000.0,,,,247800000.0,430300000.0,,450200000.0,,5517200000.0,18100000.0,16691800000.0,6125900000.0,2900600000.0,1537200000.0,6125900000.0,6125900000.0,10539000000.0,16691800000.0,12055000000.0,9028700000.0,-1059200000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2017.0,Q2,,2017-06-30,2017-08-02 07:03:55+00:00,491700000.0,1626600000.0,617000000.0,-384300000.0,,299900000.0,,1984700000.0,177200000.0,,,6641400000.0,3621200000.0,5608300000.0,67200000.0,209900000.0,1717900000.0,,2100000.0,1193700000.0,,,,337000000.0,416900000.0,,379300000.0,,5336600000.0,519600000.0,14902500000.0,5878100000.0,2515700000.0,1805500000.0,5878100000.0,5878100000.0,9008500000.0,14902500000.0,10668900000.0,7218900000.0,-1058900000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2017.0,Q1,,2017-03-31,2017-04-28 10:00:38+00:00,484900000.0,1577600000.0,564700000.0,-527100000.0,,365500000.0,,2063200000.0,184400000.0,,,6502100000.0,3469300000.0,5401900000.0,58100000.0,199800000.0,1720000000.0,,2100000.0,1212400000.0,,,,190400000.0,409800000.0,,343100000.0,,5148000000.0,519200000.0,14428000000.0,5650700000.0,2486000000.0,1753200000.0,5650700000.0,5650700000.0,8761800000.0,14428000000.0,10222000000.0,7024100000.0,-1033400000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2018.0,FY,,2018-12-31,2020-02-28 14:42:51+00:00,634600000.0,1862300000.0,870000000.0,-463100000.0,51000000.0,426800000.0,0.0,1462800000.0,356400000.0,,,7360300000.0,3911100000.0,5990900000.0,60500000.0,237300000.0,1740300000.0,19100000.0,1700000.0,940000000.0,,7900000.0,,276000000.0,334000000.0,,309000000.0,,7079800000.0,10000000.0,16185300000.0,6971400000.0,2835400000.0,1878900000.0,6971400000.0,6990500000.0,9194800000.0,16185300000.0,11609600000.0,7315900000.0,-1108100000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2018.0,Q3,,2018-09-30,2018-10-30 14:04:24+00:00,497500000.0,1856200000.0,901500000.0,-407800000.0,,892600000.0,,1840300000.0,289400000.0,,,7362700000.0,3990900000.0,6044600000.0,57900000.0,233000000.0,1734300000.0,,1900000.0,899100000.0,0.0,,0.0,239400000.0,363400000.0,0.0,292500000.0,,6921900000.0,417800000.0,16661400000.0,7248100000.0,3274300000.0,2106200000.0,7248100000.0,7248100000.0,9392900000.0,16661400000.0,11652800000.0,7307100000.0,-1106300000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2018.0,Q2,,2018-06-30,2018-07-27 13:30:47+00:00,488100000.0,1871600000.0,739900000.0,-407000000.0,,221400000.0,,1946800000.0,393300000.0,,,7423300000.0,4049500000.0,6039400000.0,58900000.0,230700000.0,1710900000.0,,1700000.0,914100000.0,411400000.0,,82400000.0,239000000.0,391800000.0,0.0,286100000.0,,6603100000.0,417800000.0,16504500000.0,7037700000.0,3021200000.0,2121500000.0,7037700000.0,7037700000.0,9446800000.0,16504500000.0,11772400000.0,7345300000.0,-1105200000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2018.0,Q1,,2018-03-31,2018-05-01 15:34:48+00:00,519100000.0,1961600000.0,749100000.0,-281200000.0,,361800000.0,,1981000000.0,418100000.0,,,7615500000.0,4297500000.0,6359300000.0,58400000.0,226200000.0,1749900000.0,,1700000.0,991400000.0,,,,212100000.0,393000000.0,,347000000.0,,6369300000.0,417700000.0,16831700000.0,6984000000.0,2896600000.0,2104000000.0,6984000000.0,6984000000.0,9827500000.0,16831700000.0,12185200000.0,7743700000.0,-1085100000.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2019.0,FY,,2019-12-31,2020-05-08 17:10:01+00:00,632300000.0,2025300000.0,942400000.0,-372400000.0,91100000.0,337500000.0,,35800000.0,451000000.0,,,7865000000.0,4034500000.0,5789800000.0,84900000.0,244700000.0,2636600000.0,20100000.0,8800000.0,942800000.0,,214900000.0,,435400000.0,979800000.0,,373700000.0,,7903600000.0,415200000.0,18046400000.0,7567000000.0,2981200000.0,2655800000.0,7567000000.0,7587100000.0,10459300000.0,18046400000.0,12428600000.0,7803500000.0,
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2019.0,Q3,,2019-09-30,2019-10-31 16:27:27+00:00,607800000.0,2094100000.0,830300000.0,-502200000.0,,361100000.0,,56800000.0,403800000.0,,,7815300000.0,4021300000.0,6101300000.0,86000000.0,234900000.0,2462800000.0,,15700000.0,969000000.0,,210400000.0,,458900000.0,991500000.0,,297700000.0,,7676500000.0,502600000.0,17847800000.0,7231100000.0,2987800000.0,2554900000.0,7231100000.0,7231100000.0,10597000000.0,17847800000.0,12397200000.0,8061800000.0,0.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2019.0,Q2,,2019-06-30,2019-08-08 16:13:14+00:00,531600000.0,2064900000.0,820300000.0,-411900000.0,,265400000.0,,100500000.0,404200000.0,,,7843700000.0,4015900000.0,6135000000.0,86700000.0,219700000.0,2544200000.0,,1700000.0,948300000.0,,237400000.0,,403600000.0,1020900000.0,,298600000.0,,7455800000.0,502300000.0,17744400000.0,7144400000.0,2848600000.0,2495800000.0,7144400000.0,7144400000.0,10580000000.0,17744400000.0,12351600000.0,8104200000.0,0.0
Laboratory Corporation of America Holdings,LH,OZ7UA8IXAIFILY2VZH07,920148,2020.0,Q1,,2020-03-31,2020-05-08 17:10:01+00:00,568700000.0,1960300000.0,828100000.0,-517900000.0,89300000.0,323600000.0,,9000000.0,432900000.0,,,7388500000.0,3905100000.0,5790200000.0,67000000.0,254000000.0,2609600000.0,,6500000.0,943100000.0,,210900000.0,,430600000.0,997700000.0,,353200000.0,,7529000000.0,417400000.0,17298400000.0,7020100000.0,2891100000.0,2458000000.0,7020100000.0,7020100000.0,10259800000.0,17298400000.0,11797700000.0,7820300000.0,
