company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2,2013-04-01,2013-06-30,2013-07-31 17:21:19+00:00,1.09,1.09,0.49,1.07,153000000.0,590000000.0,590000000.0,,590000000.0,,1730000000.0,3669000000.0,-68000000.0,,273000000.0,,838000000.0,1730000000.0,1939000000.0,17000000.0,1111000000.0,828000000.0,-85000000.0,743000000.0,3669000000.0,541300000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2YTD,2013-01-01,2013-06-30,,2.1,2.1,0.94,2.07,294000000.0,1142000000.0,1142000000.0,,1142000000.0,,3422000000.0,7117000000.0,-65000000.0,,519000000.0,,1633000000.0,3422000000.0,3695000000.0,42000000.0,2152000000.0,1543000000.0,-107000000.0,1436000000.0,7117000000.0,541300000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2TTM,2012-07-01,2013-06-30,,4.07,4.07,1.84,4.02,549000000.0,2219000000.0,2176000000.0,43000000.0,2219000000.0,,6850000000.0,14093000000.0,-29000000.0,,1025000000.0,,3375000000.0,6850000000.0,7243000000.0,89000000.0,4400000000.0,2843000000.0,-118000000.0,2725000000.0,14093000000.0,541300000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q1,2013-01-01,2013-03-31,2013-05-01 16:52:07+00:00,1.01,1.01,0.45,1.0,141000000.0,552000000.0,552000000.0,,552000000.0,,1692000000.0,3448000000.0,3000000.0,,246000000.0,,795000000.0,1692000000.0,1756000000.0,25000000.0,1041000000.0,715000000.0,-22000000.0,693000000.0,3448000000.0,546500000.0,545000000.0,551000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q1TTM,2012-04-01,2013-03-31,,4.18,4.18,1.69,4.14,552000000.0,2290000000.0,2247000000.0,43000000.0,2290000000.0,,6820000000.0,13996000000.0,101000000.0,,1058000000.0,,3326000000.0,6820000000.0,7176000000.0,94000000.0,4384000000.0,2792000000.0,7000000.0,2799000000.0,13996000000.0,546500000.0,545000000.0,551000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 17:01:01+00:00,4.61,4.61,2.05,4.56,33000000.0,2497000000.0,457000000.0,2040000000.0,2497000000.0,,6138000000.0,10719000000.0,-21000000.0,,610000000.0,,3315000000.0,6138000000.0,4581000000.0,145000000.0,3925000000.0,656000000.0,-166000000.0,490000000.0,10719000000.0,541600000.0,542000000.0,547000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q4,2014-10-01,2014-12-31,,1.77,1.77,0.52,1.74,-281000000.0,953000000.0,-742000000.0,1695000000.0,953000000.0,,447000000.0,-95000000.0,-46000000.0,,-174000000.0,,580000000.0,447000000.0,-542000000.0,29000000.0,406000000.0,-948000000.0,-75000000.0,-1023000000.0,-95000000.0,541600000.0,542000000.0,547000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 07:03:25+00:00,0.86,0.86,0.52,0.86,27000000.0,468000000.0,175000000.0,293000000.0,468000000.0,,1516000000.0,2709000000.0,16000000.0,,149000000.0,,827000000.0,1516000000.0,1193000000.0,31000000.0,976000000.0,217000000.0,-15000000.0,202000000.0,2709000000.0,544200000.0,542000000.0,547000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.84,2.84,1.53,2.82,314000000.0,1544000000.0,1199000000.0,345000000.0,1544000000.0,,5691000000.0,10814000000.0,25000000.0,,784000000.0,,2735000000.0,5691000000.0,5123000000.0,116000000.0,3519000000.0,1604000000.0,-91000000.0,1513000000.0,10814000000.0,544200000.0,542000000.0,547000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3TTM,2013-10-01,2014-09-30,,3.44,3.44,2.02,3.42,416000000.0,1870000000.0,1525000000.0,345000000.0,1870000000.0,,7936000000.0,14890000000.0,44000000.0,,1140000000.0,,3760000000.0,7936000000.0,6954000000.0,157000000.0,4900000000.0,2054000000.0,-113000000.0,1941000000.0,14890000000.0,544200000.0,542000000.0,547000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.98,1.98,1.01,1.96,287000000.0,1076000000.0,1024000000.0,52000000.0,1076000000.0,,4175000000.0,8105000000.0,9000000.0,,635000000.0,,1908000000.0,4175000000.0,3930000000.0,85000000.0,2543000000.0,1387000000.0,-76000000.0,1311000000.0,8105000000.0,541700000.0,542000000.0,548000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q2TTM,2013-07-01,2014-06-30,,3.58,3.58,1.99,3.55,527000000.0,1946000000.0,1894000000.0,52000000.0,1946000000.0,,8248000000.0,15955000000.0,83000000.0,,1281000000.0,,3917000000.0,8248000000.0,7707000000.0,171000000.0,5198000000.0,2509000000.0,-88000000.0,2421000000.0,15955000000.0,541700000.0,542000000.0,548000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 16:59:08+00:00,0.96,0.96,0.52,0.95,134000000.0,520000000.0,468000000.0,52000000.0,520000000.0,,2185000000.0,4154000000.0,-15000000.0,,322000000.0,,988000000.0,2185000000.0,1969000000.0,42000000.0,1310000000.0,659000000.0,-57000000.0,602000000.0,4154000000.0,541700000.0,542000000.0,548000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q1,2014-01-01,2014-03-31,2014-04-30 17:06:39+00:00,1.02,1.02,0.49,1.01,153000000.0,556000000.0,556000000.0,,556000000.0,,1990000000.0,3951000000.0,24000000.0,,313000000.0,,920000000.0,1990000000.0,1961000000.0,43000000.0,1233000000.0,728000000.0,-19000000.0,709000000.0,3951000000.0,545100000.0,542000000.0,548000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q1TTM,2013-04-01,2014-03-31,,3.71,3.71,1.96,3.67,546000000.0,2016000000.0,2016000000.0,,2016000000.0,,7793000000.0,15470000000.0,30000000.0,,1232000000.0,,3767000000.0,7793000000.0,7677000000.0,146000000.0,4999000000.0,2678000000.0,-116000000.0,2562000000.0,15470000000.0,545100000.0,542000000.0,548000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 06:04:09+00:00,1.78,1.78,1.27,1.76,35000000.0,968000000.0,393000000.0,575000000.0,968000000.0,,5822000000.0,9968000000.0,105000000.0,,603000000.0,,3094000000.0,5822000000.0,4146000000.0,126000000.0,3697000000.0,449000000.0,-21000000.0,428000000.0,9968000000.0,543800000.0,545000000.0,549000000.0
