company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 21:55:06+00:00,2.65,2.65,0.72,2.61,407000000.0,1721000000.0,1721000000.0,,1707000000.0,14000000.0,5744000000.0,11263000000.0,-18000000.0,,760000000.0,70000000.0,2521000000.0,5744000000.0,5519000000.0,22000000.0,3351000000.0,2168000000.0,-40000000.0,2128000000.0,11263000000.0,644200000.0,644000000.0,654000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2008.0,FY,2008-01-01,2008-12-31,2010-02-22 21:55:06+00:00,3.22,3.22,0.9129999999999999,3.16,437000000.0,2025000000.0,2025000000.0,,2014000000.0,11000000.0,6218000000.0,12348000000.0,-26000000.0,,868000000.0,,2698000000.0,6218000000.0,6130000000.0,76000000.0,3566000000.0,2564000000.0,-102000000.0,2462000000.0,12348000000.0,625500000.0,625000000.0,637000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 17:20:48+00:00,0.76,0.76,0.218,0.74,86000000.0,476000000.0,476000000.0,,472000000.0,4000000.0,1630000000.0,3151000000.0,-28000000.0,,230000000.0,,681000000.0,1630000000.0,1521000000.0,20000000.0,911000000.0,610000000.0,-48000000.0,562000000.0,3151000000.0,621100000.0,625000000.0,638000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q4,2009-10-01,2009-12-31,,0.94,0.94,0.29,0.93,139000000.0,576000000.0,576000000.0,,572000000.0,4000000.0,1703000000.0,3470000000.0,7000000.0,,246000000.0,,788000000.0,1703000000.0,1767000000.0,25000000.0,1034000000.0,733000000.0,-18000000.0,715000000.0,3470000000.0,607400000.0,607000000.0,614000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,FY,2009-01-01,2009-12-31,2011-02-23 17:04:55+00:00,3.63,3.63,1.07,3.59,519000000.0,2215000000.0,2215000000.0,,2205000000.0,10000000.0,6037000000.0,12562000000.0,-45000000.0,,917000000.0,,2731000000.0,6037000000.0,6525000000.0,98000000.0,3648000000.0,2877000000.0,-143000000.0,2734000000.0,12562000000.0,607400000.0,607000000.0,614000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q3,2009-07-01,2009-09-30,2009-10-29 17:20:48+00:00,0.88,0.88,0.26,0.87,126000000.0,532000000.0,532000000.0,,530000000.0,2000000.0,1513000000.0,3145000000.0,-51000000.0,,228000000.0,,672000000.0,1513000000.0,1632000000.0,23000000.0,900000000.0,732000000.0,-74000000.0,658000000.0,3145000000.0,602300000.0,605000000.0,612000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.69,2.69,0.78,2.66,380000000.0,1639000000.0,1639000000.0,,1633000000.0,6000000.0,4334000000.0,9092000000.0,-52000000.0,,671000000.0,,1943000000.0,4334000000.0,4758000000.0,73000000.0,2614000000.0,2144000000.0,-125000000.0,2019000000.0,9092000000.0,602300000.0,605000000.0,612000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.81,1.81,0.52,1.79,254000000.0,1107000000.0,1107000000.0,,1103000000.0,4000000.0,2821000000.0,5947000000.0,-1000000.0,,443000000.0,,1271000000.0,2821000000.0,3126000000.0,50000000.0,1714000000.0,1412000000.0,-51000000.0,1361000000.0,5947000000.0,605200000.0,607000000.0,612000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 21:15:02+00:00,0.97,0.97,0.26,0.96,135000000.0,589000000.0,589000000.0,,587000000.0,2000000.0,1485000000.0,3123000000.0,1000000.0,,231000000.0,,660000000.0,1485000000.0,1638000000.0,24000000.0,891000000.0,747000000.0,-23000000.0,724000000.0,3123000000.0,605200000.0,607000000.0,612000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 16:35:24+00:00,0.84,0.84,0.26,0.83,119000000.0,518000000.0,518000000.0,,516000000.0,2000000.0,1336000000.0,2824000000.0,-2000000.0,,212000000.0,,611000000.0,1336000000.0,1488000000.0,26000000.0,823000000.0,665000000.0,-28000000.0,637000000.0,2824000000.0,614300000.0,613000000.0,621000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,FY,2010-01-01,2010-12-31,2012-02-23 17:29:13+00:00,2.41,2.41,1.18,2.39,463000000.0,1427000000.0,1427000000.0,,1420000000.0,7000000.0,6885000000.0,12843000000.0,-159000000.0,,915000000.0,,2907000000.0,6885000000.0,5958000000.0,87000000.0,3822000000.0,2136000000.0,-246000000.0,1890000000.0,12843000000.0,589200000.0,590000000.0,594000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q4,2010-10-01,2010-12-31,,0.72,0.72,0.31,0.71,41000000.0,426000000.0,426000000.0,,423000000.0,3000000.0,1880000000.0,3498000000.0,-37000000.0,,262000000.0,,833000000.0,1880000000.0,1618000000.0,19000000.0,1095000000.0,523000000.0,-56000000.0,467000000.0,3498000000.0,589200000.0,590000000.0,594000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3,2010-07-01,2010-09-30,2010-11-03 17:16:50+00:00,0.9,0.9,0.29,0.89,117000000.0,524000000.0,524000000.0,,525000000.0,-1000000.0,1565000000.0,3224000000.0,-117000000.0,,207000000.0,,670000000.0,1565000000.0,1659000000.0,24000000.0,877000000.0,782000000.0,-141000000.0,641000000.0,3224000000.0,583300000.0,584000000.0,587000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3YTD,2010-01-01,2010-09-30,,1.69,1.69,0.87,1.68,422000000.0,1001000000.0,1001000000.0,,997000000.0,4000000.0,5005000000.0,9345000000.0,-122000000.0,,653000000.0,,2074000000.0,5005000000.0,4340000000.0,68000000.0,2727000000.0,1613000000.0,-190000000.0,1423000000.0,9345000000.0,583300000.0,584000000.0,587000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.63,2.63,1.16,2.61,561000000.0,1577000000.0,1577000000.0,,1569000000.0,8000000.0,6708000000.0,12815000000.0,-115000000.0,,899000000.0,,2862000000.0,6708000000.0,6107000000.0,93000000.0,3761000000.0,2346000000.0,-208000000.0,2138000000.0,12815000000.0,583300000.0,584000000.0,587000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2,2010-04-01,2010-06-30,2010-08-04 21:15:02+00:00,0.9,0.9,0.29,0.9,133000000.0,537000000.0,537000000.0,,535000000.0,2000000.0,1556000000.0,3194000000.0,-3000000.0,,219000000.0,,721000000.0,1556000000.0,1638000000.0,25000000.0,940000000.0,698000000.0,-28000000.0,670000000.0,3194000000.0,594400000.0,593000000.0,596000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.79,0.79,0.58,0.79,305000000.0,477000000.0,477000000.0,,472000000.0,5000000.0,3440000000.0,6121000000.0,-5000000.0,,446000000.0,,1404000000.0,3440000000.0,2681000000.0,44000000.0,1850000000.0,831000000.0,-49000000.0,782000000.0,6121000000.0,594400000.0,593000000.0,596000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.61,2.61,1.13,2.59,570000000.0,1585000000.0,1585000000.0,,1574000000.0,11000000.0,6656000000.0,12736000000.0,-49000000.0,,920000000.0,,2864000000.0,6656000000.0,6080000000.0,92000000.0,3784000000.0,2296000000.0,-141000000.0,2155000000.0,12736000000.0,594400000.0,593000000.0,596000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q1,2010-01-01,2010-03-31,2010-05-10 16:35:24+00:00,-0.11,-0.11,0.29,-0.11,172000000.0,-60000000.0,-60000000.0,,-63000000.0,3000000.0,1884000000.0,2927000000.0,-2000000.0,,227000000.0,,683000000.0,1884000000.0,1043000000.0,19000000.0,910000000.0,133000000.0,-21000000.0,112000000.0,2927000000.0,572700000.0,602000000.0,602000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q1TTM,2009-04-01,2010-03-31,,2.68,2.68,1.1,2.65,572000000.0,1637000000.0,1637000000.0,,1626000000.0,11000000.0,6585000000.0,12665000000.0,-45000000.0,,932000000.0,,2803000000.0,6585000000.0,6080000000.0,91000000.0,3735000000.0,2345000000.0,-136000000.0,2209000000.0,12665000000.0,572700000.0,602000000.0,602000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q4,2011-10-01,2011-12-31,,0.82,0.82,0.33,0.82,76000000.0,472000000.0,472000000.0,,463000000.0,9000000.0,1829000000.0,3594000000.0,-62000000.0,,254000000.0,,886000000.0,1829000000.0,1765000000.0,15000000.0,1140000000.0,625000000.0,-77000000.0,548000000.0,3594000000.0,568800000.0,569000000.0,573000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 07:04:23+00:00,3.91,3.91,1.265,3.88,553000000.0,2256000000.0,2256000000.0,,2224000000.0,32000000.0,6847000000.0,13893000000.0,-83000000.0,,946000000.0,,3154000000.0,6847000000.0,7046000000.0,54000000.0,4100000000.0,2946000000.0,-137000000.0,2809000000.0,13893000000.0,568800000.0,569000000.0,573000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3,2011-07-01,2011-09-30,2011-11-02 16:52:58+00:00,1.02,1.02,0.31,1.01,149000000.0,578000000.0,578000000.0,,576000000.0,2000000.0,1708000000.0,3479000000.0,-4000000.0,,239000000.0,,787000000.0,1708000000.0,1771000000.0,14000000.0,1026000000.0,745000000.0,-18000000.0,727000000.0,3479000000.0,564700000.0,566000000.0,571000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3YTD,2011-01-01,2011-09-30,,3.09,3.09,0.93,3.06,477000000.0,1784000000.0,1784000000.0,,1761000000.0,23000000.0,5018000000.0,10299000000.0,-21000000.0,,692000000.0,,2268000000.0,5018000000.0,5281000000.0,39000000.0,2960000000.0,2321000000.0,-60000000.0,2261000000.0,10299000000.0,564700000.0,566000000.0,571000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3TTM,2010-10-01,2011-09-30,,3.81,3.81,1.24,3.77,518000000.0,2210000000.0,2210000000.0,,2184000000.0,26000000.0,6898000000.0,13797000000.0,-58000000.0,,954000000.0,,3101000000.0,6898000000.0,6899000000.0,58000000.0,4055000000.0,2844000000.0,-116000000.0,2728000000.0,13797000000.0,564700000.0,566000000.0,571000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2,2011-04-01,2011-06-30,2011-08-02 16:58:40+00:00,1.08,1.08,0.31,1.07,174000000.0,629000000.0,629000000.0,,615000000.0,14000000.0,1701000000.0,3536000000.0,-13000000.0,,239000000.0,,765000000.0,1701000000.0,1835000000.0,15000000.0,1004000000.0,831000000.0,-28000000.0,803000000.0,3536000000.0,569400000.0,570000000.0,575000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2YTD,2011-01-01,2011-06-30,,2.07,2.07,0.62,2.05,328000000.0,1206000000.0,1206000000.0,,1185000000.0,21000000.0,3310000000.0,6820000000.0,-17000000.0,,453000000.0,,1481000000.0,3310000000.0,3510000000.0,25000000.0,1934000000.0,1576000000.0,-42000000.0,1534000000.0,6820000000.0,569400000.0,570000000.0,575000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2TTM,2010-07-01,2011-06-30,,3.69,3.69,1.22,3.65,486000000.0,2156000000.0,2156000000.0,,2133000000.0,23000000.0,6755000000.0,13542000000.0,-171000000.0,,922000000.0,,2984000000.0,6755000000.0,6787000000.0,68000000.0,3906000000.0,2881000000.0,-239000000.0,2642000000.0,13542000000.0,569400000.0,570000000.0,575000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q1,2011-01-01,2011-03-31,2011-05-03 17:27:30+00:00,0.99,0.99,0.31,0.98,154000000.0,577000000.0,577000000.0,,570000000.0,7000000.0,1609000000.0,3284000000.0,-4000000.0,,214000000.0,,716000000.0,1609000000.0,1675000000.0,10000000.0,930000000.0,745000000.0,-14000000.0,731000000.0,3284000000.0,575800000.0,577000000.0,581000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q1TTM,2010-04-01,2011-03-31,,3.51,3.51,1.2,3.48,445000000.0,2064000000.0,2064000000.0,,2053000000.0,11000000.0,6610000000.0,13200000000.0,-161000000.0,,902000000.0,,2940000000.0,6610000000.0,6590000000.0,78000000.0,3842000000.0,2748000000.0,-239000000.0,2509000000.0,13200000000.0,575800000.0,577000000.0,581000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q4,2012-10-01,2012-12-31,,0.9,0.9,0.45,0.89,72000000.0,494000000.0,451000000.0,43000000.0,494000000.0,,1761000000.0,3499000000.0,22000000.0,,216000000.0,,999000000.0,1761000000.0,1738000000.0,22000000.0,1215000000.0,523000000.0,,523000000.0,3499000000.0,551200000.0,551000000.0,556000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 16:45:55+00:00,4.22,4.22,1.57,4.18,555000000.0,2326000000.0,2283000000.0,43000000.0,2326000000.0,,6802000000.0,13936000000.0,155000000.0,,1081000000.0,,3283000000.0,6802000000.0,7134000000.0,87000000.0,4364000000.0,2770000000.0,68000000.0,2838000000.0,13936000000.0,551200000.0,551000000.0,556000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3,2012-07-01,2012-09-30,2012-11-01 17:18:13+00:00,1.07,1.07,0.45,1.06,183000000.0,583000000.0,583000000.0,,583000000.0,,1667000000.0,3477000000.0,14000000.0,,290000000.0,,743000000.0,1667000000.0,1810000000.0,25000000.0,1033000000.0,777000000.0,-11000000.0,766000000.0,3477000000.0,544900000.0,548000000.0,552000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3TTM,2011-10-01,2012-09-30,,4.14,4.14,1.45,4.11,559000000.0,2304000000.0,2304000000.0,,2295000000.0,9000000.0,6870000000.0,14031000000.0,71000000.0,,1119000000.0,,3170000000.0,6870000000.0,7161000000.0,80000000.0,4289000000.0,2872000000.0,-9000000.0,2863000000.0,14031000000.0,544900000.0,548000000.0,552000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2,2012-04-01,2012-06-30,2012-08-02 17:20:47+00:00,1.2,1.2,0.335,1.19,156000000.0,661000000.0,661000000.0,,661000000.0,,1700000000.0,3572000000.0,62000000.0,,306000000.0,,789000000.0,1700000000.0,1872000000.0,22000000.0,1095000000.0,777000000.0,40000000.0,817000000.0,3572000000.0,550800000.0,550000000.0,553000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2YTD,2012-01-01,2012-06-30,,2.25,2.25,0.67,2.23,300000000.0,1249000000.0,1249000000.0,,1249000000.0,,3374000000.0,6960000000.0,119000000.0,,575000000.0,,1541000000.0,3374000000.0,3586000000.0,40000000.0,2116000000.0,1470000000.0,79000000.0,1549000000.0,6960000000.0,550800000.0,550000000.0,553000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2TTM,2011-07-01,2012-06-30,,4.09,4.09,1.31,4.06,525000000.0,2299000000.0,2299000000.0,,2288000000.0,11000000.0,6911000000.0,14033000000.0,53000000.0,,1068000000.0,,3214000000.0,6911000000.0,7122000000.0,69000000.0,4282000000.0,2840000000.0,-16000000.0,2824000000.0,14033000000.0,550800000.0,550000000.0,553000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 17:25:42+00:00,1.05,1.05,0.335,1.04,144000000.0,588000000.0,588000000.0,,588000000.0,,1674000000.0,3388000000.0,57000000.0,,269000000.0,,752000000.0,1674000000.0,1714000000.0,18000000.0,1021000000.0,693000000.0,39000000.0,732000000.0,3388000000.0,560000000.0,559000000.0,563000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q1TTM,2011-04-01,2012-03-31,,3.97,3.97,1.29,3.94,543000000.0,2267000000.0,2267000000.0,,2242000000.0,25000000.0,6912000000.0,13997000000.0,-22000000.0,,1001000000.0,,3190000000.0,6912000000.0,7085000000.0,62000000.0,4191000000.0,2894000000.0,-84000000.0,2810000000.0,13997000000.0,560000000.0,559000000.0,563000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q4,2013-10-01,2013-12-31,,0.6,0.6,0.49,0.6,102000000.0,326000000.0,326000000.0,,326000000.0,,2245000000.0,4076000000.0,19000000.0,,356000000.0,,1025000000.0,2245000000.0,1831000000.0,41000000.0,1381000000.0,450000000.0,-22000000.0,428000000.0,4076000000.0,543800000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 16:45:55+00:00,3.7,3.7,1.92,3.66,534000000.0,2012000000.0,2012000000.0,0.0,2012000000.0,,7495000000.0,14967000000.0,9000000.0,,1165000000.0,,3642000000.0,7495000000.0,7472000000.0,128000000.0,4807000000.0,2665000000.0,-119000000.0,2546000000.0,14967000000.0,543800000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3,2013-07-01,2013-09-30,2013-10-30 17:07:00+00:00,1.0,1.0,0.49,0.99,138000000.0,544000000.0,544000000.0,,544000000.0,,1828000000.0,3774000000.0,55000000.0,,290000000.0,,984000000.0,1828000000.0,1946000000.0,45000000.0,1274000000.0,672000000.0,10000000.0,682000000.0,3774000000.0,544000000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3YTD,2013-01-01,2013-09-30,,3.1,3.1,1.43,3.06,432000000.0,1686000000.0,1686000000.0,,1686000000.0,,5250000000.0,10891000000.0,-10000000.0,,809000000.0,,2617000000.0,5250000000.0,5641000000.0,87000000.0,3426000000.0,2215000000.0,-97000000.0,2118000000.0,10891000000.0,544000000.0,543000000.0,549000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3TTM,2012-10-01,2013-09-30,,4.0,4.0,1.88,3.95,504000000.0,2180000000.0,2137000000.0,43000000.0,2180000000.0,,7011000000.0,14390000000.0,12000000.0,,1025000000.0,,3616000000.0,7011000000.0,7379000000.0,109000000.0,4641000000.0,2738000000.0,-97000000.0,2641000000.0,14390000000.0,544000000.0,543000000.0,549000000.0
