company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q1,,2011-03-31,2011-05-03 17:27:30+00:00,3866000000.0,2399000000.0,-1875000000.0,2168000000.0,,6420000000.0,,,2060000000.0,500000000.0,4351000000.0,2517000000.0,5419000000.0,237000000.0,677000000.0,,,1673000000.0,2202000000.0,,,,8316000000.0,23000000.0,,17413000000.0,6734000000.0,7761000000.0,3889000000.0,6734000000.0,6971000000.0,10442000000.0,17413000000.0,4233000000.0,6553000000.0,-6127000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,FY,,2012-12-31,2014-02-21 07:04:23+00:00,4409000000.0,2425000000.0,-2810000000.0,3270000000.0,0.0,6452000000.0,344000000.0,,2502000000.0,814000000.0,5580000000.0,2803000000.0,6098000000.0,40000000.0,,,,1716000000.0,3073000000.0,,,418000000.0,10888000000.0,350000000.0,,20390000000.0,6938000000.0,9260000000.0,4759000000.0,6938000000.0,6978000000.0,13412000000.0,20390000000.0,5032000000.0,8653000000.0,-7592000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3,,2012-09-30,2012-11-01 17:18:13+00:00,4125000000.0,2324000000.0,-2549000000.0,3191000000.0,0.0,6457000000.0,,,2498000000.0,867000000.0,5614000000.0,2831000000.0,5862000000.0,61000000.0,,,,1493000000.0,2563000000.0,,,759000000.0,10642000000.0,333000000.0,,19825000000.0,7129000000.0,9105000000.0,4458000000.0,7129000000.0,7190000000.0,12635000000.0,19825000000.0,4858000000.0,8177000000.0,-7421000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2,,2012-06-30,2012-08-02 17:20:47+00:00,3988000000.0,2225000000.0,-2737000000.0,2353000000.0,0.0,6448000000.0,,,2467000000.0,887000000.0,4432000000.0,2730000000.0,5623000000.0,61000000.0,,,,1421000000.0,2532000000.0,,,740000000.0,10306000000.0,882000000.0,,18446000000.0,6551000000.0,8048000000.0,4870000000.0,6551000000.0,6612000000.0,11834000000.0,18446000000.0,4775000000.0,6964000000.0,-7466000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q1,,2012-03-31,2012-05-03 17:25:42+00:00,4059000000.0,2341000000.0,-2449000000.0,2272000000.0,0.0,6449000000.0,,,2488000000.0,917000000.0,4411000000.0,2737000000.0,5637000000.0,239000000.0,,,,1625000000.0,2552000000.0,,,767000000.0,9831000000.0,798000000.0,,18784000000.0,6725000000.0,8117000000.0,4857000000.0,6725000000.0,6964000000.0,11820000000.0,18784000000.0,5030000000.0,6963000000.0,-7106000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,FY,,2013-12-31,2015-02-26 16:45:55+00:00,4208000000.0,2911000000.0,-1976000000.0,2733000000.0,0.0,6501000000.0,504000000.0,,4205000000.0,2294000000.0,8126000000.0,3499000000.0,7832000000.0,23000000.0,,,,698000000.0,3364000000.0,,,548000000.0,11852000000.0,1040000000.0,,25224000000.0,8463000000.0,10195000000.0,5248000000.0,8463000000.0,8486000000.0,16738000000.0,25224000000.0,7197000000.0,11490000000.0,-7914000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3,,2013-09-30,2013-10-30 17:07:00+00:00,4582000000.0,2766000000.0,-2600000000.0,2376000000.0,0.0,6468000000.0,,,3780000000.0,2682000000.0,8652000000.0,3581000000.0,7518000000.0,-3000000.0,,,,1673000000.0,3856000000.0,,,874000000.0,11792000000.0,414000000.0,,25250000000.0,7749000000.0,9597000000.0,4996000000.0,7749000000.0,7746000000.0,17504000000.0,25250000000.0,8135000000.0,12508000000.0,-7911000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2,,2013-06-30,2013-07-31 17:21:19+00:00,4105000000.0,2342000000.0,-2765000000.0,5989000000.0,0.0,6445000000.0,,,2498000000.0,1053000000.0,8624000000.0,3069000000.0,6361000000.0,33000000.0,,,,1654000000.0,3296000000.0,,,785000000.0,11517000000.0,411000000.0,,23751000000.0,7282000000.0,12185000000.0,4516000000.0,7282000000.0,7315000000.0,16436000000.0,23751000000.0,5205000000.0,11920000000.0,-7915000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q1,,2013-03-31,2013-05-01 16:52:07+00:00,4068000000.0,2319000000.0,-2757000000.0,2689000000.0,0.0,6410000000.0,,,2506000000.0,1131000000.0,5157000000.0,2963000000.0,6205000000.0,40000000.0,,,,1662000000.0,3382000000.0,,,843000000.0,11194000000.0,710000000.0,,20318000000.0,6961000000.0,8814000000.0,4778000000.0,6961000000.0,7001000000.0,13317000000.0,20318000000.0,5299000000.0,8539000000.0,-7886000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,FY,,2014-12-31,2015-11-09 07:03:25+00:00,3018000000.0,1884000000.0,-3650000000.0,2925000000.0,0.0,6536000000.0,,,2927000000.0,1620000000.0,7331000000.0,1577000000.0,4434000000.0,36000000.0,,3298000000.0,1326000000.0,520000000.0,2711000000.0,6065000000.0,1677000000.0,667000000.0,13227000000.0,1698000000.0,,25917000000.0,8120000000.0,10351000000.0,6042000000.0,8120000000.0,8156000000.0,17761000000.0,25917000000.0,11132000000.0,11719000000.0,-7993000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3,,2014-09-30,2014-10-29 17:05:31+00:00,4460000000.0,2842000000.0,-2654000000.0,2078000000.0,0.0,6499000000.0,,,4016000000.0,2185000000.0,7753000000.0,3704000000.0,8448000000.0,22000000.0,,157000000.0,15000000.0,1283000000.0,3394000000.0,,,850000000.0,12563000000.0,1515000000.0,,25563000000.0,8404000000.0,9631000000.0,5990000000.0,8404000000.0,8426000000.0,17137000000.0,25563000000.0,7484000000.0,11147000000.0,-8004000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q2,,2014-06-30,2014-07-30 17:03:04+00:00,4484000000.0,2914000000.0,-2145000000.0,1866000000.0,0.0,6468000000.0,,,4226000000.0,2329000000.0,7528000000.0,3836000000.0,8152000000.0,25000000.0,,,,1435000000.0,3619000000.0,,,871000000.0,12378000000.0,1311000000.0,,25629000000.0,8662000000.0,9487000000.0,5795000000.0,8662000000.0,8687000000.0,16942000000.0,25629000000.0,7990000000.0,11147000000.0,-8039000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q1,,2014-03-31,2014-04-30 17:06:39+00:00,4468000000.0,2708000000.0,-1946000000.0,2049000000.0,0.0,6448000000.0,,,4227000000.0,2268000000.0,7517000000.0,3748000000.0,7962000000.0,22000000.0,,,,1416000000.0,3406000000.0,,,883000000.0,12142000000.0,1177000000.0,,25261000000.0,8671000000.0,9388000000.0,5645000000.0,8671000000.0,8693000000.0,16568000000.0,25261000000.0,7911000000.0,10923000000.0,-7973000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2015.0,FY,,2015-12-31,2017-02-23 17:01:01+00:00,2666000000.0,1731000000.0,224000000.0,2213000000.0,,6585000000.0,,453000000.0,2687000000.0,1349000000.0,3922000000.0,1604000000.0,4386000000.0,19000000.0,,245000000.0,46000000.0,744000000.0,2425000000.0,,,855000000.0,9683000000.0,2585000000.0,5148000000.0,20962000000.0,8846000000.0,11796000000.0,5750000000.0,8846000000.0,8865000000.0,12097000000.0,20962000000.0,4780000000.0,6347000000.0,-7646000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2015.0,Q3,,2015-09-30,2015-11-09 07:03:25+00:00,3000000000.0,1772000000.0,-617000000.0,1970000000.0,0.0,6560000000.0,,,2720000000.0,1408000000.0,3791000000.0,1696000000.0,4338000000.0,21000000.0,,210000000.0,43000000.0,568000000.0,2555000000.0,,,1334000000.0,9578000000.0,2938000000.0,4156000000.0,20172000000.0,7824000000.0,11138000000.0,5981000000.0,7824000000.0,7845000000.0,12327000000.0,20172000000.0,4696000000.0,6346000000.0,-7697000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2015.0,Q2,,2015-06-30,2015-08-07 16:59:08+00:00,4148000000.0,2852000000.0,-4146000000.0,6680000000.0,0.0,6543000000.0,,,3792000000.0,2084000000.0,12054000000.0,3842000000.0,8967000000.0,33000000.0,,,,675000000.0,3628000000.0,,,1123000000.0,13389000000.0,2164000000.0,,30015000000.0,7988000000.0,14497000000.0,6312000000.0,7988000000.0,8021000000.0,21994000000.0,30015000000.0,6551000000.0,15682000000.0,-7798000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2015.0,Q1,,2015-03-31,2015-05-06 17:23:03+00:00,3749000000.0,2599000000.0,-4709000000.0,2530000000.0,0.0,6505000000.0,,,3694000000.0,2068000000.0,7680000000.0,3501000000.0,8492000000.0,30000000.0,,,,873000000.0,3819000000.0,,,1104000000.0,13352000000.0,2325000000.0,,24861000000.0,7258000000.0,9734000000.0,6074000000.0,7258000000.0,7288000000.0,17573000000.0,24861000000.0,6635000000.0,11499000000.0,-7890000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2016.0,FY,,2016-12-31,2018-02-23 06:04:09+00:00,2612000000.0,1691000000.0,-4556000000.0,2801000000.0,0.0,6641000000.0,,126000000.0,2595000000.0,1111000000.0,2779000000.0,1430000000.0,4289000000.0,-10000000.0,,50000000.0,3000000.0,977000000.0,1743000000.0,,,602000000.0,14200000000.0,3000000.0,,15546000000.0,8290000000.0,6574000000.0,2744000000.0,8290000000.0,8280000000.0,7266000000.0,15546000000.0,4683000000.0,4522000000.0,-7995000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2016.0,Q3,,2016-09-30,2016-11-07 17:10:11+00:00,2499000000.0,1739000000.0,-4172000000.0,2597000000.0,,6613000000.0,,98000000.0,2679000000.0,1180000000.0,2834000000.0,1568000000.0,4327000000.0,-13000000.0,,51000000.0,3000000.0,1020000000.0,1691000000.0,,,634000000.0,14049000000.0,6000000.0,,15795000000.0,8677000000.0,6589000000.0,2606000000.0,8677000000.0,8664000000.0,7131000000.0,15795000000.0,4879000000.0,4525000000.0,-7813000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2016.0,Q2,,2016-06-30,2016-08-04 16:49:15+00:00,2537000000.0,1813000000.0,-4204000000.0,2630000000.0,,6583000000.0,,108000000.0,2658000000.0,1254000000.0,2094000000.0,1591000000.0,4329000000.0,1000000.0,,78000000.0,4000000.0,918000000.0,1655000000.0,,,711000000.0,14037000000.0,1074000000.0,,15982000000.0,8509000000.0,6823000000.0,3723000000.0,8509000000.0,8510000000.0,7472000000.0,15982000000.0,4830000000.0,3749000000.0,-7907000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2016.0,Q1,,2016-03-31,2016-05-06 16:13:47+00:00,2387000000.0,1830000000.0,-3035000000.0,2211000000.0,,6565000000.0,,137000000.0,2727000000.0,1359000000.0,2068000000.0,1682000000.0,4403000000.0,1000000.0,,111000000.0,10000000.0,844000000.0,2439000000.0,,,951000000.0,12923000000.0,1289000000.0,1232000000.0,17350000000.0,9019000000.0,8017000000.0,3823000000.0,9019000000.0,9020000000.0,8330000000.0,17350000000.0,4930000000.0,4507000000.0,-7434000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2017.0,FY,,2017-12-31,2020-03-17 07:12:46+00:00,,,,,,,,,3102000000.0,,,,,,,,,,,,,,,,,3102000000.0,,,,,,,,3102000000.0,,
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2017.0,Q3,,2017-09-30,2017-11-02 16:34:25+00:00,2572000000.0,1748000000.0,-3994000000.0,3517000000.0,,6601000000.0,,87000000.0,3117000000.0,1371000000.0,3495000000.0,1550000000.0,4488000000.0,-7000000.0,,,,1117000000.0,1925000000.0,,,633000000.0,14615000000.0,3000000.0,,17541000000.0,9466000000.0,7448000000.0,2662000000.0,9466000000.0,9459000000.0,8082000000.0,17541000000.0,5605000000.0,5420000000.0,-7756000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2017.0,Q2,,2017-06-30,2017-08-07 16:37:17+00:00,2471000000.0,1721000000.0,-4176000000.0,3817000000.0,,6593000000.0,,83000000.0,2746000000.0,1109000000.0,3454000000.0,1525000000.0,4337000000.0,-10000000.0,,22000000.0,1000000.0,1067000000.0,1786000000.0,,,619000000.0,14480000000.0,3000000.0,,16963000000.0,9175000000.0,7704000000.0,2558000000.0,9175000000.0,9165000000.0,7798000000.0,16963000000.0,4922000000.0,5240000000.0,-7722000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2017.0,Q1,,2017-03-31,2017-05-04 16:40:03+00:00,2330000000.0,1646000000.0,-4418000000.0,2858000000.0,,6591000000.0,,102000000.0,2633000000.0,1091000000.0,2784000000.0,1480000000.0,4274000000.0,-11000000.0,,46000000.0,3000000.0,1028000000.0,1762000000.0,,,603000000.0,14323000000.0,3000000.0,,15659000000.0,8686000000.0,6633000000.0,2438000000.0,8686000000.0,8675000000.0,6984000000.0,15659000000.0,4752000000.0,4546000000.0,-7810000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2018.0,FY,,2018-12-31,2020-03-17 07:03:09+00:00,2810000000.0,1840000000.0,-3823000000.0,1838000000.0,0.0,6581000000.0,,,3002000000.0,1410000000.0,3481000000.0,1667000000.0,4530000000.0,22000000.0,,,,819000000.0,1559000000.0,,,614000000.0,15075000000.0,4000000.0,,15720000000.0,7844000000.0,5959000000.0,2814000000.0,7844000000.0,7866000000.0,7854000000.0,15720000000.0,5231000000.0,5040000000.0,-9989000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2019.0,FY,,2019-12-31,2020-04-30 07:23:21+00:00,2689000000.0,1896000000.0,-3710000000.0,3335000000.0,0.0,6638000000.0,,,3030000000.0,1471000000.0,4809000000.0,1653000000.0,4512000000.0,30000000.0,,,,1677000000.0,2242000000.0,,,619000000.0,15718000000.0,541000000.0,,18193000000.0,7882000000.0,7503000000.0,3230000000.0,7882000000.0,7912000000.0,10281000000.0,18193000000.0,6178000000.0,7051000000.0,-10764000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2019.0,Q3,,2019-09-30,2020-03-17 07:03:09+00:00,2609000000.0,1814000000.0,-4288000000.0,3009000000.0,0.0,6609000000.0,,,2847000000.0,1365000000.0,5063000000.0,1715000000.0,4406000000.0,29000000.0,,,,1471000000.0,2008000000.0,,,672000000.0,15849000000.0,2000000.0,,17299000000.0,7588000000.0,7210000000.0,2611000000.0,7588000000.0,7617000000.0,9682000000.0,17299000000.0,5683000000.0,7071000000.0,-10582000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2020.0,Q1,,2020-03-31,2020-04-30 07:23:21+00:00,2500000000.0,1892000000.0,-4177000000.0,4110000000.0,0.0,6618000000.0,,,2961000000.0,1759000000.0,5996000000.0,1694000000.0,4340000000.0,31000000.0,,,,1682000000.0,2313000000.0,,,637000000.0,15935000000.0,536000000.0,,19075000000.0,7699000000.0,8333000000.0,3036000000.0,7699000000.0,7730000000.0,11345000000.0,19075000000.0,6402000000.0,8309000000.0,-10677000000.0
