company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-04 21:15:02+00:00,-102000000.0,,,302000000.0,,-78000000.0,-368000000.0,,361000000.0,-802000000.0,-497000000.0,1048000000.0,,,-802000000.0,-497000000.0,1048000000.0,-329000000.0,1107000000.0,1107000000.0,,7000000.0,204000000.0,-8000000.0,,-318000000.0,-387000000.0,-183000000.0,-866000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 16:35:24+00:00,,,,148000000.0,,-76000000.0,-398000000.0,,358000000.0,-393000000.0,-196000000.0,237000000.0,,,-393000000.0,-196000000.0,237000000.0,-428000000.0,518000000.0,518000000.0,,-31000000.0,139000000.0,-25000000.0,,-160000000.0,-171000000.0,-164000000.0,-566000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q4,2010-10-01,2010-12-31,,-45000000.0,353000000.0,112000000.0,179000000.0,18000000.0,-9000000.0,70000000.0,,48000000.0,-738000000.0,-291000000.0,935000000.0,,,-738000000.0,-291000000.0,935000000.0,-103000000.0,426000000.0,426000000.0,,260000000.0,156000000.0,,,-169000000.0,-264000000.0,-593000000.0,-180000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 17:28:20+00:00,-319000000.0,353000000.0,112000000.0,685000000.0,18000000.0,-124000000.0,-182000000.0,,658000000.0,-1716000000.0,-1264000000.0,3003000000.0,,,-1716000000.0,-1264000000.0,3003000000.0,-101000000.0,1427000000.0,1427000000.0,,1073000000.0,381000000.0,,,-688000000.0,-963000000.0,-614000000.0,-1453000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3YTD,2010-01-01,2010-09-30,2010-11-03 17:16:50+00:00,-274000000.0,,,506000000.0,,-115000000.0,-252000000.0,,610000000.0,-978000000.0,-973000000.0,2068000000.0,,,-978000000.0,-973000000.0,2068000000.0,2000000.0,1001000000.0,1001000000.0,,813000000.0,225000000.0,,,-519000000.0,-699000000.0,-21000000.0,-1273000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3TTM,2009-10-01,2010-09-30,,-274000000.0,246000000.0,113000000.0,678000000.0,24000000.0,-164000000.0,-10000000.0,,620000000.0,-1307000000.0,-1366000000.0,3054000000.0,,,-1307000000.0,-1366000000.0,3054000000.0,217000000.0,1577000000.0,1577000000.0,,809000000.0,317000000.0,-37000000.0,,-676000000.0,-1079000000.0,-45000000.0,-1523000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q3,2010-07-01,2010-09-30,,-20000000.0,,,171000000.0,,42000000.0,-506000000.0,,6000000.0,-308000000.0,-252000000.0,1006000000.0,,,-308000000.0,-252000000.0,1006000000.0,488000000.0,524000000.0,524000000.0,,817000000.0,22000000.0,,,-171000000.0,-232000000.0,-4000000.0,-161000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-08-04 21:15:02+00:00,-254000000.0,,,335000000.0,,-157000000.0,254000000.0,,604000000.0,-670000000.0,-721000000.0,1062000000.0,,,-670000000.0,-721000000.0,1062000000.0,-486000000.0,477000000.0,477000000.0,,-4000000.0,203000000.0,,,-348000000.0,-467000000.0,-17000000.0,-1112000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2TTM,2009-07-01,2010-06-30,,-308000000.0,246000000.0,113000000.0,671000000.0,24000000.0,-175000000.0,548000000.0,,1115000000.0,-880000000.0,-1370000000.0,2923000000.0,,,-880000000.0,-1370000000.0,2923000000.0,498000000.0,1585000000.0,1585000000.0,,119000000.0,380000000.0,8000000.0,,-662000000.0,-1094000000.0,-251000000.0,-1462000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q2,2010-04-01,2010-06-30,,-254000000.0,,,169000000.0,,-110000000.0,677000000.0,,2000000.0,-789000000.0,-257000000.0,1380000000.0,,,-789000000.0,-257000000.0,1380000000.0,-373000000.0,537000000.0,537000000.0,,-3000000.0,64000000.0,234000000.0,-597000000.0,-174000000.0,-237000000.0,-4000000.0,-677000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q1,2010-01-01,2010-03-31,2010-05-10 16:35:24+00:00,,,,166000000.0,,-47000000.0,-423000000.0,,602000000.0,119000000.0,-464000000.0,-318000000.0,,,119000000.0,-464000000.0,-318000000.0,-113000000.0,-60000000.0,-60000000.0,,-1000000.0,139000000.0,-234000000.0,597000000.0,-174000000.0,-230000000.0,-13000000.0,-435000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2010.0,Q1TTM,2009-04-01,2010-03-31,,-156000000.0,246000000.0,113000000.0,656000000.0,24000000.0,-67000000.0,-99000000.0,,1116000000.0,-500000000.0,-1414000000.0,2354000000.0,,,-500000000.0,-1414000000.0,2354000000.0,970000000.0,1637000000.0,1637000000.0,,160000000.0,381000000.0,-209000000.0,597000000.0,-646000000.0,-1073000000.0,-266000000.0,-1085000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q4,2011-10-01,2011-12-31,,-361000000.0,357000000.0,88000000.0,167000000.0,123000000.0,-19000000.0,-237000000.0,,752000000.0,355000000.0,-661000000.0,892000000.0,,,355000000.0,-661000000.0,892000000.0,567000000.0,472000000.0,472000000.0,,490000000.0,-32000000.0,-106000000.0,,-175000000.0,-317000000.0,-20000000.0,-170000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 07:04:23+00:00,-590000000.0,357000000.0,88000000.0,670000000.0,123000000.0,-33000000.0,-521000000.0,,756000000.0,-1137000000.0,-1427000000.0,2817000000.0,,,-1137000000.0,-1427000000.0,2817000000.0,220000000.0,2256000000.0,2256000000.0,,412000000.0,448000000.0,,,-709000000.0,-960000000.0,-49000000.0,-1583000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-11-02 16:52:58+00:00,-229000000.0,,,503000000.0,,-14000000.0,-284000000.0,,4000000.0,-1492000000.0,-766000000.0,1925000000.0,,,-1492000000.0,-766000000.0,1925000000.0,-347000000.0,1784000000.0,1784000000.0,,-78000000.0,480000000.0,106000000.0,,-534000000.0,-643000000.0,-29000000.0,-1413000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3TTM,2010-10-01,2011-09-30,,-274000000.0,353000000.0,112000000.0,682000000.0,18000000.0,-23000000.0,-214000000.0,,52000000.0,-2230000000.0,-1057000000.0,2860000000.0,,,-2230000000.0,-1057000000.0,2860000000.0,-450000000.0,2210000000.0,2210000000.0,,182000000.0,636000000.0,106000000.0,,-703000000.0,-907000000.0,-622000000.0,-1593000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q3,2011-07-01,2011-09-30,,-27000000.0,,,176000000.0,,-34000000.0,165000000.0,,,-306000000.0,-262000000.0,922000000.0,,,-306000000.0,-262000000.0,922000000.0,320000000.0,578000000.0,578000000.0,,3000000.0,176000000.0,,,-176000000.0,-235000000.0,-8000000.0,-298000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-08-02 16:58:40+00:00,-202000000.0,,,327000000.0,,20000000.0,-449000000.0,,4000000.0,-1186000000.0,-504000000.0,1003000000.0,,,-1186000000.0,-504000000.0,1003000000.0,-667000000.0,1206000000.0,1206000000.0,,-81000000.0,304000000.0,106000000.0,,-358000000.0,-408000000.0,-21000000.0,-1115000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2TTM,2010-07-01,2011-06-30,,-267000000.0,353000000.0,112000000.0,677000000.0,18000000.0,53000000.0,-885000000.0,,58000000.0,-2232000000.0,-1047000000.0,2944000000.0,,,-2232000000.0,-1047000000.0,2944000000.0,-282000000.0,2156000000.0,2156000000.0,,996000000.0,482000000.0,106000000.0,,-698000000.0,-904000000.0,-618000000.0,-1456000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q2,2011-04-01,2011-06-30,,-188000000.0,,,169000000.0,,8000000.0,-54000000.0,,2000000.0,-498000000.0,-292000000.0,632000000.0,,,-498000000.0,-292000000.0,632000000.0,-150000000.0,629000000.0,629000000.0,,-112000000.0,170000000.0,106000000.0,,-178000000.0,-210000000.0,-14000000.0,-478000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q1,2011-01-01,2011-03-31,2011-05-03 17:27:30+00:00,-14000000.0,,,158000000.0,,12000000.0,-395000000.0,,2000000.0,-688000000.0,-212000000.0,371000000.0,,,-688000000.0,-212000000.0,371000000.0,-517000000.0,577000000.0,577000000.0,,31000000.0,134000000.0,,,-180000000.0,-198000000.0,-7000000.0,-637000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2011.0,Q1TTM,2010-04-01,2011-03-31,,-333000000.0,353000000.0,112000000.0,677000000.0,18000000.0,-65000000.0,-154000000.0,,58000000.0,-2523000000.0,-1012000000.0,3692000000.0,,,-2523000000.0,-1012000000.0,3692000000.0,-505000000.0,2064000000.0,2064000000.0,,1105000000.0,376000000.0,234000000.0,-597000000.0,-694000000.0,-931000000.0,-608000000.0,-1655000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q4,2012-10-01,2012-12-31,,-20000000.0,415000000.0,135000000.0,178000000.0,21000000.0,-17000000.0,-433000000.0,,15000000.0,-451000000.0,-398000000.0,945000000.0,,,-451000000.0,-398000000.0,945000000.0,79000000.0,494000000.0,494000000.0,,706000000.0,205000000.0,,,-246000000.0,-399000000.0,-10000000.0,-415000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 16:45:55+00:00,-515000000.0,415000000.0,135000000.0,712000000.0,107000000.0,-57000000.0,-448000000.0,,1037000000.0,-1115000000.0,-1569000000.0,3106000000.0,,,-1115000000.0,-1569000000.0,3106000000.0,365000000.0,2326000000.0,2326000000.0,,516000000.0,512000000.0,,,-804000000.0,-1161000000.0,-380000000.0,-1480000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-11-01 17:18:13+00:00,-495000000.0,,,534000000.0,86000000.0,-40000000.0,-15000000.0,,1022000000.0,-664000000.0,-1171000000.0,2161000000.0,,,-664000000.0,-1171000000.0,2161000000.0,286000000.0,1832000000.0,1832000000.0,,-190000000.0,307000000.0,,,-558000000.0,-762000000.0,-370000000.0,-1065000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3TTM,2011-10-01,2012-09-30,,-856000000.0,357000000.0,88000000.0,701000000.0,209000000.0,-59000000.0,-252000000.0,,1774000000.0,-309000000.0,-1832000000.0,3053000000.0,,,-309000000.0,-1832000000.0,3053000000.0,853000000.0,2304000000.0,2304000000.0,,300000000.0,275000000.0,-106000000.0,,-733000000.0,-1079000000.0,-390000000.0,-1235000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q3,2012-07-01,2012-09-30,,-174000000.0,,,179000000.0,12000000.0,-6000000.0,-22000000.0,,1010000000.0,460000000.0,-421000000.0,805000000.0,,,460000000.0,-421000000.0,805000000.0,838000000.0,583000000.0,583000000.0,,65000000.0,2000000.0,,,-184000000.0,-259000000.0,-263000000.0,-105000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-08-02 17:20:47+00:00,-321000000.0,,,355000000.0,74000000.0,-34000000.0,7000000.0,,12000000.0,-1124000000.0,-750000000.0,1356000000.0,,,-1124000000.0,-750000000.0,1356000000.0,-552000000.0,1249000000.0,1249000000.0,,-255000000.0,305000000.0,,,-374000000.0,-503000000.0,-107000000.0,-960000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2TTM,2011-07-01,2012-06-30,,-709000000.0,357000000.0,88000000.0,698000000.0,197000000.0,-87000000.0,-65000000.0,,764000000.0,-1075000000.0,-1673000000.0,3170000000.0,,,-1075000000.0,-1673000000.0,3170000000.0,335000000.0,2299000000.0,2299000000.0,,238000000.0,449000000.0,-106000000.0,,-725000000.0,-1055000000.0,-135000000.0,-1428000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q2,2012-04-01,2012-06-30,,-17000000.0,,,180000000.0,74000000.0,-36000000.0,236000000.0,,,-576000000.0,-250000000.0,943000000.0,,,-576000000.0,-250000000.0,943000000.0,81000000.0,661000000.0,661000000.0,,-134000000.0,94000000.0,-43000000.0,,-186000000.0,-264000000.0,-99000000.0,-385000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q1,2012-01-01,2012-03-31,2012-05-03 17:25:42+00:00,-304000000.0,,,175000000.0,,2000000.0,-229000000.0,,12000000.0,-548000000.0,-500000000.0,413000000.0,,,-548000000.0,-500000000.0,413000000.0,-633000000.0,588000000.0,588000000.0,,-121000000.0,211000000.0,43000000.0,,-188000000.0,-239000000.0,-8000000.0,-575000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2012.0,Q1TTM,2011-04-01,2012-03-31,,-880000000.0,357000000.0,88000000.0,687000000.0,123000000.0,-43000000.0,-355000000.0,,766000000.0,-997000000.0,-1715000000.0,2859000000.0,,,-997000000.0,-1715000000.0,2859000000.0,104000000.0,2267000000.0,2267000000.0,,260000000.0,525000000.0,43000000.0,,-717000000.0,-1001000000.0,-50000000.0,-1521000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q4,2013-10-01,2013-12-31,,-79000000.0,648000000.0,200000000.0,250000000.0,14000000.0,-9000000.0,-218000000.0,,138000000.0,-150000000.0,-567000000.0,1083000000.0,,,-150000000.0,-567000000.0,1083000000.0,357000000.0,326000000.0,326000000.0,,725000000.0,40000000.0,-14000000.0,,-266000000.0,-488000000.0,-12000000.0,-50000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 16:45:55+00:00,-3851000000.0,648000000.0,200000000.0,823000000.0,14000000.0,-18000000.0,-362000000.0,,3636000000.0,1645000000.0,-5362000000.0,3198000000.0,,,1645000000.0,-5362000000.0,3198000000.0,-537000000.0,2012000000.0,2012000000.0,,725000000.0,508000000.0,,,-1023000000.0,-1525000000.0,-563000000.0,-913000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-30 17:07:00+00:00,-3772000000.0,,,573000000.0,,-9000000.0,-144000000.0,,3498000000.0,1795000000.0,-4795000000.0,2115000000.0,,,1795000000.0,-4795000000.0,2115000000.0,-894000000.0,1686000000.0,1686000000.0,,0.0,468000000.0,14000000.0,,-757000000.0,-1037000000.0,-551000000.0,-863000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3TTM,2012-10-01,2013-09-30,,-3792000000.0,415000000.0,135000000.0,751000000.0,21000000.0,-26000000.0,-577000000.0,,3513000000.0,1344000000.0,-5193000000.0,3060000000.0,,,1344000000.0,-5193000000.0,3060000000.0,-815000000.0,2180000000.0,2180000000.0,,706000000.0,673000000.0,14000000.0,,-1003000000.0,-1436000000.0,-561000000.0,-1278000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q3,2013-07-01,2013-09-30,,-3685000000.0,,,207000000.0,,,270000000.0,,9000000.0,-500000000.0,-4079000000.0,966000000.0,,,-500000000.0,-4079000000.0,966000000.0,-3613000000.0,544000000.0,544000000.0,,-55000000.0,127000000.0,4000000.0,,-267000000.0,-398000000.0,-223000000.0,-146000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-31 17:21:19+00:00,-87000000.0,,,366000000.0,,-9000000.0,-414000000.0,,3489000000.0,2295000000.0,-716000000.0,1149000000.0,,,2295000000.0,-716000000.0,1149000000.0,2719000000.0,1142000000.0,1142000000.0,,55000000.0,341000000.0,10000000.0,,-490000000.0,-639000000.0,-328000000.0,-717000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2TTM,2012-07-01,2013-06-30,,-281000000.0,415000000.0,135000000.0,723000000.0,33000000.0,-32000000.0,-869000000.0,,4514000000.0,2304000000.0,-1535000000.0,2899000000.0,,,2304000000.0,-1535000000.0,2899000000.0,3636000000.0,2219000000.0,2219000000.0,,826000000.0,548000000.0,10000000.0,,-920000000.0,-1297000000.0,-601000000.0,-1237000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q2,2013-04-01,2013-06-30,,-20000000.0,,,183000000.0,,9000000.0,-61000000.0,,3481000000.0,2895000000.0,-367000000.0,763000000.0,,,2895000000.0,-367000000.0,763000000.0,3300000000.0,590000000.0,590000000.0,,51000000.0,-155000000.0,,,-244000000.0,-347000000.0,-4000000.0,-183000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q1,2013-01-01,2013-03-31,2013-05-01 16:52:07+00:00,-67000000.0,,,183000000.0,,-18000000.0,-353000000.0,,8000000.0,-600000000.0,-349000000.0,386000000.0,,,-600000000.0,-349000000.0,386000000.0,-581000000.0,552000000.0,552000000.0,,4000000.0,496000000.0,10000000.0,,-246000000.0,-292000000.0,-324000000.0,-534000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2013.0,Q1TTM,2012-04-01,2013-03-31,,-278000000.0,415000000.0,135000000.0,720000000.0,107000000.0,-77000000.0,-572000000.0,,1033000000.0,-1167000000.0,-1418000000.0,3079000000.0,,,-1167000000.0,-1418000000.0,3079000000.0,417000000.0,2290000000.0,2290000000.0,,641000000.0,797000000.0,-33000000.0,,-862000000.0,-1214000000.0,-696000000.0,-1439000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 17:01:01+00:00,-95000000.0,726000000.0,208000000.0,792000000.0,99000000.0,-79000000.0,-407000000.0,,916000000.0,-1402000000.0,-921000000.0,1154000000.0,-621000000.0,2061000000.0,-1402000000.0,-1542000000.0,3215000000.0,192000000.0,2497000000.0,457000000.0,2040000000.0,312000000.0,369000000.0,,,-1095000000.0,-925000000.0,-1042000000.0,-550000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q4,2014-10-01,2014-12-31,,-55000000.0,726000000.0,208000000.0,200000000.0,8000000.0,-24000000.0,15000000.0,,524000000.0,-275000000.0,-348000000.0,423000000.0,351000000.0,720000000.0,-275000000.0,3000000.0,1143000000.0,847000000.0,953000000.0,127000000.0,826000000.0,81000000.0,49000000.0,,,-282000000.0,-301000000.0,-516000000.0,-50000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-09 07:03:25+00:00,-40000000.0,,,592000000.0,91000000.0,-55000000.0,-422000000.0,,392000000.0,-1127000000.0,-573000000.0,731000000.0,-972000000.0,1341000000.0,-1127000000.0,-1545000000.0,2072000000.0,-655000000.0,1544000000.0,330000000.0,1214000000.0,231000000.0,320000000.0,,,-813000000.0,-624000000.0,-526000000.0,-500000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3TTM,2013-10-01,2014-09-30,,-119000000.0,648000000.0,200000000.0,842000000.0,105000000.0,-64000000.0,-640000000.0,,530000000.0,-1277000000.0,-1140000000.0,1814000000.0,-972000000.0,1341000000.0,-1277000000.0,-2112000000.0,3155000000.0,-298000000.0,1870000000.0,656000000.0,1214000000.0,956000000.0,360000000.0,-14000000.0,,-1079000000.0,-1112000000.0,-538000000.0,-550000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q3,2014-07-01,2014-09-30,,136000000.0,,,103000000.0,-3000000.0,-28000000.0,265000000.0,,206000000.0,-55000000.0,353000000.0,-427000000.0,-972000000.0,1341000000.0,-55000000.0,-619000000.0,914000000.0,212000000.0,468000000.0,-746000000.0,1214000000.0,-49000000.0,71000000.0,,,-282000000.0,220000000.0,,-50000000.0
Baxter International Inc,BAX,J5OIVXX3P24RJRW5CK77,10456,2014.0,Q2TTM,2013-07-01,2014-06-30,,-3940000000.0,648000000.0,200000000.0,946000000.0,108000000.0,-36000000.0,-635000000.0,,333000000.0,-1722000000.0,-5572000000.0,3207000000.0,,,-1722000000.0,-5572000000.0,3207000000.0,-4123000000.0,1946000000.0,1946000000.0,,950000000.0,416000000.0,-10000000.0,,-1064000000.0,-1730000000.0,-761000000.0,-646000000.0
