company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
CEPHALON INC,CEPH,,873364,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 09:15:25+00:00,2.84,2.84,2.54,99719000.0,-37819000.0,171889000.0,171889000.0,192962000.0,-21073000.0,412234000.0,1943464000.0,7880000.0,,31090000.0,24628000.0,404163000.0,8415000.0,840873000.0,412234000.0,1562320000.0,75233000.0,16901000.0,1377798000.0,184522000.0,-50452000.0,134070000.0,1974554000.0,67900000.0,68018000.0,76097000.0
CEPHALON INC,CEPH,,873364,2009.0,FY,2009-01-01,2009-12-31,2011-02-11 09:15:25+00:00,4.74,4.74,4.41,182080000.0,78680000.0,210727000.0,210727000.0,342627000.0,-131900000.0,398837000.0,2151548000.0,40515000.0,,40760000.0,,441549000.0,13825000.0,822052000.0,398837000.0,1793471000.0,90336000.0,5263000.0,1459506000.0,333965000.0,-44558000.0,289407000.0,2192308000.0,72300000.0,72342000.0,77733000.0
CEPHALON INC,CEPH,,873364,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 06:01:43+00:00,1.38,1.38,1.31,,42673000.0,95097000.0,95097000.0,102722000.0,-7625000.0,90456000.0,535223000.0,3775000.0,,14189000.0,,105157000.0,1062000.0,194068000.0,90456000.0,458956000.0,26495000.0,1821000.0,300287000.0,158669000.0,-20899000.0,137770000.0,549412000.0,74400000.0,74647000.0,78431000.0
CEPHALON INC,CEPH,,873364,2009.0,Q2,2009-04-01,2009-06-30,2010-07-28 08:49:19+00:00,1.19,1.19,1.11,,46932000.0,72040000.0,72040000.0,84764000.0,-12724000.0,105407000.0,539021000.0,32104000.0,,8792000.0,,111453000.0,1245000.0,223656000.0,105407000.0,442406000.0,20114000.0,930000.0,336354000.0,106052000.0,12920000.0,118972000.0,547813000.0,71200000.0,71119000.0,76629000.0
CEPHALON INC,CEPH,,873364,2010.0,Q4,2010-10-01,2010-12-31,,1.25,1.25,1.15,,28289000.0,93405000.0,93405000.0,93616000.0,-211000.0,150142000.0,764759000.0,14622000.0,1272000.0,5810000.0,,222391000.0,3081000.0,268504000.0,150142000.0,620427000.0,19295000.0,1188000.0,495248000.0,125179000.0,-3485000.0,121694000.0,770569000.0,75200000.0,75185000.0,80712000.0
CEPHALON INC,CEPH,,873364,2010.0,FY,2010-01-01,2010-12-31,2011-02-11 09:15:25+00:00,5.66,5.66,5.27,,201116000.0,417683000.0,417683000.0,425745000.0,-8062000.0,577863000.0,2760952000.0,-4827000.0,6519000.0,50105000.0,,539995000.0,10719000.0,958404000.0,577863000.0,2233194000.0,99257000.0,5326000.0,1515637000.0,717557000.0,-98758000.0,618799000.0,2811057000.0,75200000.0,75185000.0,80712000.0
CEPHALON INC,CEPH,,873364,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.41,4.41,4.12,,172827000.0,324278000.0,324278000.0,332129000.0,-7851000.0,427721000.0,1996193000.0,-19449000.0,5247000.0,44295000.0,,317604000.0,7638000.0,689900000.0,427721000.0,1612767000.0,79962000.0,4138000.0,1020389000.0,592378000.0,-95273000.0,497105000.0,2040488000.0,75300000.0,75201000.0,79773000.0
CEPHALON INC,CEPH,,873364,2010.0,Q3,2010-07-01,2010-09-30,2010-10-29 06:01:43+00:00,1.76,1.76,1.66,,61262000.0,131548000.0,131548000.0,132500000.0,-952000.0,151939000.0,707077000.0,-2846000.0,5247000.0,9916000.0,,110966000.0,2313000.0,226791000.0,151939000.0,565054000.0,24989000.0,908000.0,345317000.0,219737000.0,-26927000.0,192810000.0,716993000.0,75300000.0,75201000.0,79773000.0
CEPHALON INC,CEPH,,873364,2010.0,Q2YTD,2010-01-01,2010-06-30,,2.65,2.65,2.46,,111565000.0,192730000.0,192730000.0,199629000.0,-6899000.0,275782000.0,1289116000.0,-16603000.0,,34379000.0,,206638000.0,5325000.0,463109000.0,275782000.0,1047713000.0,54973000.0,3230000.0,675072000.0,372641000.0,-68346000.0,304295000.0,1323495000.0,75500000.0,75192000.0,80507000.0
CEPHALON INC,CEPH,,873364,2010.0,Q2,2010-04-01,2010-06-30,2011-08-03 08:39:12+00:00,1.18,1.18,1.11,,63254000.0,92393000.0,92393000.0,89064000.0,3329000.0,170739000.0,712435000.0,-9332000.0,,14475000.0,,101261000.0,4581000.0,258468000.0,170739000.0,556171000.0,28182000.0,1300000.0,364310000.0,191861000.0,-36214000.0,155647000.0,726910000.0,75500000.0,75192000.0,80507000.0
