company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2009.0,FY,,2009-01-31,2010-03-30 12:40:24+00:00,1276098000.0,143500000.0,1096766000.0,2607200000.0,-217781000.0,18199000.0,453527000.0,,412822000.0,135675000.0,0.0,179528000.0,4808404000.0,365583000.0,2619336000.0,2185756000.0,,127008000.0,274091000.0,,171381000.0,765004000.0,,1939516000.0,395027000.0,0.0,6178242000.0,2134557000.0,3626129000.0,2767891000.0,2134557000.0,2134557000.0,4043685000.0,6178242000.0,350909000.0,1275794000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2009.0,Q3,,2008-10-25,2009-12-01 15:33:58+00:00,1758242000.0,166553000.0,1358251000.0,2561323000.0,-92102000.0,18759000.0,387351000.0,,416340000.0,97706000.0,,179459000.0,4741662000.0,748607000.0,3279305000.0,2164332000.0,,99795000.0,331519000.0,,166184000.0,570290000.0,,1802172000.0,108062000.0,0.0,6788416000.0,2126410000.0,4262434000.0,3224555000.0,2126410000.0,2126410000.0,4662006000.0,6788416000.0,345643000.0,1437451000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2009.0,Q2,,2008-07-26,2009-08-28 15:55:34+00:00,1746079000.0,141826000.0,1236136000.0,2685525000.0,-33483000.0,19308000.0,517493000.0,,419411000.0,93851000.0,,179980000.0,4948706000.0,832788000.0,3104817000.0,2246616000.0,,98548000.0,308252000.0,,183155000.0,744032000.0,,1727646000.0,2090000.0,0.0,6792555000.0,2113574000.0,4166239000.0,2984305000.0,2113574000.0,2113574000.0,4678981000.0,6792555000.0,363135000.0,1694676000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,FY,,2010-01-30,2011-03-29 17:35:14+00:00,1507892000.0,148126000.0,1248002000.0,3026041000.0,-134124000.0,15844000.0,1614607000.0,,409386000.0,122462000.0,136737000.0,179794000.0,5313138000.0,774325000.0,2532318000.0,2273882000.0,,192447000.0,255707000.0,,193230000.0,697099000.0,,2614014000.0,2355000.0,130636000.0,7463977000.0,2889276000.0,4803856000.0,2894986000.0,2889276000.0,2889276000.0,4574701000.0,7463977000.0,373024000.0,1679715000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q3,,2009-10-31,2010-11-24 10:24:51+00:00,1838558000.0,163555000.0,1187294000.0,2947688000.0,-119636000.0,16451000.0,1445648000.0,,454428000.0,117787000.0,17621000.0,179767000.0,5221993000.0,774306000.0,3267667000.0,2260532000.0,,263066000.0,259357000.0,,198335000.0,742594000.0,,2605715000.0,202667000.0,76643000.0,7983064000.0,2940507000.0,5330657000.0,3246140000.0,2940507000.0,2940507000.0,5042557000.0,7983064000.0,378102000.0,1796417000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q2,,2009-08-01,2010-08-27 11:29:38+00:00,1740443000.0,145387000.0,1067862000.0,2872297000.0,-115791000.0,17045000.0,1426895000.0,,639422000.0,108852000.0,0.0,179779000.0,5115865000.0,774287000.0,3100175000.0,2229236000.0,,229991000.0,295766000.0,,200951000.0,753254000.0,,2308281000.0,421206000.0,134627000.0,7836000000.0,2831912000.0,5211702000.0,3229511000.0,2831912000.0,2831912000.0,5004088000.0,7836000000.0,380730000.0,1774577000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q1,,2009-05-02,2010-05-28 13:39:25+00:00,1551403000.0,150406000.0,982156000.0,2725948000.0,-188834000.0,17628000.0,1012495000.0,,425202000.0,138487000.0,50250000.0,179593000.0,4893575000.0,374303000.0,2817711000.0,2152737000.0,,148946000.0,231067000.0,,184734000.0,734262000.0,,2099106000.0,744445000.0,56747000.0,6938867000.0,2335474000.0,4406913000.0,3328254000.0,2335474000.0,2335474000.0,4603393000.0,6938867000.0,364327000.0,1275139000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,FY,,2011-01-29,2012-03-27 16:52:26+00:00,1683929000.0,200147000.0,1347951000.0,3239429000.0,-91755000.0,13117000.0,1741751000.0,0.0,389657000.0,66072000.0,98514000.0,179936000.0,5700211000.0,774400000.0,2765464000.0,2449801000.0,,241905000.0,249832000.0,,231518000.0,709321000.0,,2801997000.0,2727000.0,76261000.0,7971763000.0,3099899000.0,5099527000.0,3133121000.0,3099899000.0,3099899000.0,4871864000.0,7971763000.0,411454000.0,1738743000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q3,,2010-10-30,2011-12-01 15:05:19+00:00,1974272000.0,229318000.0,1253053000.0,3286189000.0,-101494000.0,13823000.0,1339065000.0,0.0,395802000.0,34867000.0,,179897000.0,5768157000.0,774381000.0,3272960000.0,2470428000.0,,307810000.0,290465000.0,,223641000.0,746860000.0,,2815014000.0,2627000.0,129967000.0,8182148000.0,3109322000.0,5296642000.0,3229952000.0,3109322000.0,3109322000.0,5072826000.0,8182148000.0,403538000.0,1842874000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q2,,2010-07-31,2011-08-26 12:31:26+00:00,1847547000.0,171203000.0,1117127000.0,3193958000.0,-132733000.0,14516000.0,1380169000.0,,400661000.0,95950000.0,7417000.0,179875000.0,5544338000.0,774362000.0,2884602000.0,2338282000.0,,230204000.0,277766000.0,,207535000.0,719325000.0,,2705754000.0,2529000.0,139229000.0,7686709000.0,2973682000.0,4948919000.0,2974620000.0,2973682000.0,2973682000.0,4713027000.0,7686709000.0,387410000.0,1738407000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q1,,2010-05-01,2011-05-27 12:48:35+00:00,1684956000.0,168043000.0,1079451000.0,3122971000.0,-137298000.0,15194000.0,1833270000.0,,407979000.0,122539000.0,247794000.0,179901000.0,5390002000.0,774344000.0,2615079000.0,2254375000.0,,222836000.0,240415000.0,,202161000.0,688123000.0,,2768697000.0,2434000.0,126071000.0,7754510000.0,3039378000.0,5105417000.0,3014635000.0,3039378000.0,3039378000.0,4715132000.0,7754510000.0,382062000.0,1700497000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,FY,,2012-01-28,2013-04-02 15:52:29+00:00,1645324000.0,204304000.0,1364705000.0,3382180000.0,-192575000.0,10147000.0,1507112000.0,0.0,746702000.0,105869000.0,50424000.0,179935000.0,6097305000.0,774476000.0,2950523000.0,2706377000.0,,362501000.0,270133000.0,,253913000.0,861768000.0,,2655163000.0,2970000.0,94691000.0,8281605000.0,3209290000.0,5132632000.0,3063423000.0,3209290000.0,3209290000.0,5072315000.0,8281605000.0,433848000.0,2008892000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3,,2011-10-29,2012-11-29 15:10:19+00:00,2048362000.0,235975000.0,1328226000.0,3352877000.0,-82685000.0,10912000.0,956932000.0,,754280000.0,81202000.0,,179958000.0,6061161000.0,774457000.0,3706022000.0,2698978000.0,,462384000.0,366183000.0,,224687000.0,720399000.0,,2511733000.0,2912000.0,71737000.0,8530980000.0,3183328000.0,5418051000.0,3379500000.0,3183328000.0,3183328000.0,5347652000.0,8530980000.0,404645000.0,1968152000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2,,2011-07-30,2012-08-24 14:57:11+00:00,1922305000.0,218083000.0,1259271000.0,3467623000.0,-46473000.0,11662000.0,977763000.0,,380980000.0,66413000.0,6914000.0,180043000.0,6128056000.0,774438000.0,3368082000.0,2650568000.0,,295972000.0,316632000.0,,227581000.0,718721000.0,,2770482000.0,2854000.0,82096000.0,8097126000.0,3104989000.0,5029069000.0,3191344000.0,3104989000.0,3104989000.0,4992137000.0,8097126000.0,407624000.0,1800793000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q1,,2011-04-30,2012-05-25 14:47:34+00:00,1786417000.0,231119000.0,1216546000.0,3384840000.0,-30800000.0,12397000.0,1377146000.0,,386107000.0,72932000.0,96094000.0,180068000.0,5959736000.0,774419000.0,3014809000.0,2564473000.0,,256076000.0,227066000.0,,221085000.0,716329000.0,,2768087000.0,2798000.0,85349000.0,7984470000.0,3123394000.0,5008421000.0,3101855000.0,3123394000.0,3123394000.0,4861076000.0,7984470000.0,401153000.0,1759221000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,FY,,2013-02-02,2014-04-01 16:15:44+00:00,1930568000.0,222788000.0,1666216000.0,3671514000.0,-213392000.0,,1811957000.0,0.0,723902000.0,96219000.0,163812000.0,316269000.0,6894756000.0,774552000.0,3014214000.0,3223242000.0,,349486000.0,330512000.0,,260801000.0,961284000.0,,3155427000.0,,235853000.0,9511855000.0,3665937000.0,5711543000.0,3760596000.0,3665937000.0,3665937000.0,5845918000.0,9511855000.0,577070000.0,2085322000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3,,2012-10-27,2013-12-03 15:15:59+00:00,2059200000.0,238251000.0,1513038000.0,3676003000.0,-164914000.0,,1641915000.0,,729253000.0,84638000.0,26753000.0,179946000.0,6731672000.0,774533000.0,3297119000.0,3055669000.0,,411314000.0,231756000.0,,241809000.0,920859000.0,,2902053000.0,,200986000.0,9172089000.0,3466392000.0,5694665000.0,3598991000.0,3466392000.0,3466392000.0,5705697000.0,9172089000.0,421755000.0,2106706000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2,,2012-07-28,2013-08-30 13:44:54+00:00,1863108000.0,202140000.0,1337959000.0,3577135000.0,-198981000.0,,1620402000.0,,736100000.0,83528000.0,12760000.0,179932000.0,6432962000.0,774514000.0,3007731000.0,2848196000.0,,386482000.0,250694000.0,,260092000.0,860139000.0,,2852898000.0,11662000.0,176295000.0,8636641000.0,3390017000.0,5340790000.0,3225489000.0,3390017000.0,3390017000.0,5246624000.0,8636641000.0,440024000.0,2021135000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q1,,2012-04-28,2013-05-31 14:32:30+00:00,1757871000.0,232884000.0,1215651000.0,3507706000.0,-153295000.0,9367000.0,1563691000.0,,740952000.0,108495000.0,175164000.0,179983000.0,6335434000.0,774495000.0,2909805000.0,2819539000.0,,382928000.0,242069000.0,,263552000.0,852760000.0,,2744156000.0,3030000.0,174872000.0,8503079000.0,3331813000.0,5231816000.0,3151716000.0,3331813000.0,3331813000.0,5171266000.0,8503079000.0,443535000.0,2019550000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,FY,,2014-02-01,2015-03-31 16:42:30+00:00,1771294000.0,210094000.0,1681834000.0,4103745000.0,-199532000.0,,2149746000.0,0.0,705017000.0,101639000.0,64715000.0,312687000.0,7698246000.0,1274216000.0,2966490000.0,3594501000.0,31508000.0,446071000.0,345327000.0,,194328000.0,732999000.0,,3724408000.0,,294702000.0,10201022000.0,4229893000.0,6067998000.0,3517843000.0,4229893000.0,4229893000.0,5971129000.0,10201022000.0,538523000.0,2453286000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3,,2013-11-02,2013-12-03 15:15:59+00:00,2346366000.0,250886000.0,1668406000.0,3987058000.0,-228767000.0,,2010752000.0,,711198000.0,102446000.0,28969000.0,313465000.0,7527590000.0,1274186000.0,3663171000.0,3540532000.0,,396313000.0,345044000.0,,191667000.0,831228000.0,,3641340000.0,,251276000.0,10669239000.0,4123771000.0,6623575000.0,4043741000.0,4123771000.0,4123771000.0,6545468000.0,10669239000.0,505132000.0,2501727000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2,,2013-08-03,2014-08-29 11:22:39+00:00,1940245000.0,221164000.0,1481204000.0,3876182000.0,-260103000.0,,1858798000.0,0.0,715236000.0,91559000.0,21432000.0,314113000.0,7254021000.0,1274156000.0,3188489000.0,3377839000.0,,375352000.0,359021000.0,,283847000.0,983515000.0,,3395006000.0,,231213000.0,9926043000.0,3850139000.0,5950244000.0,3442881000.0,3850139000.0,3850139000.0,6075904000.0,9926043000.0,597960000.0,2633023000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q1,,2013-05-04,2014-05-30 15:19:26+00:00,1846568000.0,257985000.0,1442080000.0,3778629000.0,-229248000.0,,1989835000.0,0.0,719773000.0,107699000.0,209969000.0,312948000.0,7051951000.0,1274126000.0,3091473000.0,3273322000.0,,368244000.0,291108000.0,,277951000.0,936712000.0,,3272140000.0,,238043000.0,9840364000.0,3762665000.0,5976143000.0,3498617000.0,3762665000.0,3762665000.0,6077699000.0,9840364000.0,590899000.0,2579082000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,FY,,2015-01-31,2016-03-29 16:10:58+00:00,2007511000.0,213824000.0,1796122000.0,4472176000.0,-554385000.0,,2493775000.0,0.0,684733000.0,12475000.0,126001000.0,309870000.0,8340541000.0,1623864000.0,3217923000.0,3868365000.0,22532000.0,282885000.0,,,210539000.0,888137000.0,356824000.0,4133882000.0,,282623000.0,10988750000.0,4264230000.0,6577444000.0,3929634000.0,4264230000.0,4264230000.0,6724520000.0,10988750000.0,542941000.0,2794886000.0,0.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3,,2014-11-01,2015-12-01 15:06:36+00:00,2554416000.0,260940000.0,1787225000.0,4446819000.0,-244471000.0,,2153625000.0,0.0,688900000.0,122943000.0,47941000.0,310738000.0,8296623000.0,1623817000.0,3958648000.0,3849804000.0,25800000.0,463744000.0,,,251084000.0,741097000.0,381241000.0,3929379000.0,,277225000.0,11592048000.0,4373808000.0,7154622000.0,4389582000.0,4373808000.0,4373808000.0,7218240000.0,11592048000.0,587622000.0,2828658000.0,
