company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q3,2009-08-02,2009-10-31,,,109520000.0,,-19807000.0,115841000.0,85305000.0,,-441582000.0,-104345000.0,584487000.0,-441582000.0,-104345000.0,584487000.0,18753000.0,347799000.0,347799000.0,,11327000.0,9542000.0,-5802000.0,-50802000.0,-27217000.0,-155311000.0,-191839000.0,-293788000.0,83985000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q2TTM,2008-07-27,2009-08-01,,,411332000.0,,-35526000.0,-53552000.0,111259000.0,774263000.0,157525000.0,-603483000.0,1390886000.0,157525000.0,-603483000.0,1390886000.0,909402000.0,957320000.0,988648000.0,-31328000.0,44458000.0,11057000.0,-432000.0,-188244000.0,-172622000.0,-487564000.0,-11574000.0,-539236000.0,57135000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q2,2009-05-03,2009-08-01,,,105273000.0,,38926000.0,-31080000.0,58545000.0,399968000.0,202290000.0,-170519000.0,343703000.0,202290000.0,-170519000.0,343703000.0,414400000.0,261561000.0,261561000.0,,7949000.0,6047000.0,-212000.0,-51193000.0,-115875000.0,-97188000.0,-6788000.0,-204289000.0,42756000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q2YTD,2009-02-01,2009-08-01,2010-08-27 11:29:38+00:00,,209420000.0,,56735000.0,4026000.0,68790000.0,774263000.0,505402000.0,-293503000.0,704734000.0,505402000.0,-293503000.0,704734000.0,973368000.0,470775000.0,470775000.0,,20513000.0,6213000.0,,-96601000.0,-172622000.0,-163637000.0,-10550000.0,-236713000.0,42756000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2010.0,Q1,2009-02-01,2009-05-02,2010-05-28 13:39:25+00:00,,104147000.0,,17809000.0,35106000.0,10245000.0,374295000.0,303112000.0,-122984000.0,361031000.0,303112000.0,-122984000.0,361031000.0,558968000.0,209214000.0,209214000.0,,12564000.0,166000.0,212000.0,-45408000.0,-56747000.0,-66449000.0,-3762000.0,-32424000.0,,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q4,2010-10-31,2011-01-29,,,116983000.0,,8135000.0,327604000.0,34279000.0,,-368816000.0,-113922000.0,877289000.0,-368816000.0,-113922000.0,877289000.0,402686000.0,334414000.0,334414000.0,,98288000.0,4685000.0,-1065000.0,-59287000.0,-16651000.0,-166783000.0,-635000.0,-347858000.0,71272000.0,-695000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,FY,2010-01-31,2011-01-29,2013-04-02 15:52:29+00:00,,458052000.0,,22204000.0,48506000.0,176159000.0,,-1223928000.0,-647613000.0,1976481000.0,-1223928000.0,-647613000.0,1976481000.0,127144000.0,1343141000.0,1343141000.0,,126782000.0,28095000.0,-1065000.0,-229329000.0,-119530000.0,-707134000.0,-5473000.0,-1193380000.0,180116000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q3TTM,2009-11-01,2010-10-30,,,457347000.0,,10326000.0,176250000.0,157647000.0,,-1502686000.0,-696120000.0,2081897000.0,-1502686000.0,-696120000.0,2081897000.0,-106583000.0,1403725000.0,1403725000.0,,44575000.0,25149000.0,224000.0,-220301000.0,-181732000.0,-650685000.0,-205398000.0,-1259783000.0,135378000.0,695000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q3,2010-08-01,2010-10-30,,,113838000.0,,13135000.0,-66364000.0,41413000.0,,-284653000.0,-202809000.0,433223000.0,-284653000.0,-202809000.0,433223000.0,-41104000.0,372309000.0,372309000.0,,13440000.0,5446000.0,-458000.0,-59917000.0,-30481000.0,-213495000.0,-724000.0,-270871000.0,40930000.0,695000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q3YTD,2010-01-31,2010-10-30,2011-12-01 15:05:19+00:00,,341069000.0,,14069000.0,-279098000.0,141880000.0,,-855112000.0,-533691000.0,1099192000.0,-855112000.0,-533691000.0,1099192000.0,-275542000.0,1008727000.0,1008727000.0,,28494000.0,23410000.0,,-170042000.0,-102879000.0,-540351000.0,-4838000.0,-845522000.0,108844000.0,695000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q2TTM,2009-08-02,2010-07-31,,,453029000.0,,-22616000.0,358455000.0,201539000.0,,-1659615000.0,-597656000.0,2233161000.0,-1659615000.0,-597656000.0,2233161000.0,-46726000.0,1379215000.0,1379215000.0,,42462000.0,29245000.0,-5120000.0,-211186000.0,-178468000.0,-592501000.0,-396513000.0,-1282700000.0,178433000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q2,2010-05-02,2010-07-31,,,113618000.0,,-4788000.0,-295477000.0,12377000.0,,-394139000.0,-192727000.0,138553000.0,-394139000.0,-192727000.0,138553000.0,-453101000.0,304984000.0,304984000.0,,15428000.0,2489000.0,231000.0,-61033000.0,-43206000.0,-177762000.0,-3543000.0,-344429000.0,28010000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q2YTD,2010-01-31,2010-07-31,2011-08-26 12:31:26+00:00,,227231000.0,,934000.0,-212734000.0,100467000.0,,-570459000.0,-330882000.0,665969000.0,-570459000.0,-330882000.0,665969000.0,-234438000.0,636418000.0,636418000.0,,15054000.0,17964000.0,458000.0,-110125000.0,-72398000.0,-326856000.0,-4114000.0,-574651000.0,67914000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q1TTM,2009-05-03,2010-05-01,,,444684000.0,,21098000.0,622852000.0,247707000.0,399968000.0,-1063186000.0,-575448000.0,2438311000.0,-1063186000.0,-575448000.0,2438311000.0,820775000.0,1335792000.0,1335792000.0,,34983000.0,32803000.0,-5563000.0,-201346000.0,-251137000.0,-511927000.0,-399758000.0,-1142560000.0,193179000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2011.0,Q1,2010-01-31,2010-05-01,2011-05-27 12:48:35+00:00,,113613000.0,,5722000.0,82743000.0,88090000.0,,-176320000.0,-138155000.0,527416000.0,-176320000.0,-138155000.0,527416000.0,218663000.0,331434000.0,331434000.0,,-374000.0,15475000.0,227000.0,-49092000.0,-29192000.0,-149094000.0,-571000.0,-230222000.0,39904000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q4,2011-10-30,2012-01-28,,,128758000.0,,-13953000.0,469775000.0,50995000.0,,-355185000.0,-165886000.0,1085204000.0,-355185000.0,-165886000.0,1085204000.0,550180000.0,475314000.0,475314000.0,,11357000.0,12080000.0,11652000.0,-71498000.0,-39216000.0,-141911000.0,-706000.0,-346056000.0,14983000.0,-11394000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,FY,2011-01-30,2012-01-28,2014-04-01 16:15:44+00:00,,485701000.0,,-3920000.0,-97348000.0,218999000.0,,-1335712000.0,-811041000.0,1916034000.0,-1335712000.0,-811041000.0,1916034000.0,-234639000.0,1496090000.0,1496090000.0,,31591000.0,46143000.0,11652000.0,-275016000.0,-152042000.0,-803330000.0,-5026000.0,-1320812000.0,132679000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3TTM,2010-10-31,2011-10-29,,,473926000.0,,18168000.0,-239519000.0,202283000.0,,-1349343000.0,-759077000.0,1708119000.0,-1349343000.0,-759077000.0,1708119000.0,-382133000.0,1355190000.0,1355190000.0,,118522000.0,38748000.0,-1065000.0,-262805000.0,-129477000.0,-828202000.0,-4955000.0,-1322614000.0,188968000.0,10699000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3,2011-07-31,2011-10-29,,,120501000.0,,-12386000.0,-34470000.0,57164000.0,,-309511000.0,-204043000.0,505109000.0,-309511000.0,-204043000.0,505109000.0,-20831000.0,406487000.0,406487000.0,,12591000.0,9353000.0,,-71896000.0,-56657000.0,-222202000.0,-697000.0,-303435000.0,63916000.0,10900000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3YTD,2011-01-30,2011-10-29,2012-11-29 15:10:19+00:00,,356943000.0,,10033000.0,-567123000.0,168004000.0,,-980527000.0,-645155000.0,830830000.0,-980527000.0,-645155000.0,830830000.0,-784819000.0,1020776000.0,1020776000.0,,20234000.0,34063000.0,,-203518000.0,-112826000.0,-661419000.0,-4320000.0,-974756000.0,117696000.0,11394000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2TTM,2010-08-01,2011-07-30,,,467263000.0,,43689000.0,-271413000.0,186532000.0,,-1324485000.0,-757843000.0,1636233000.0,-1324485000.0,-757843000.0,1636233000.0,-402406000.0,1321012000.0,1321012000.0,,119371000.0,34841000.0,-1523000.0,-250826000.0,-103301000.0,-819495000.0,-4982000.0,-1290050000.0,165982000.0,494000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2,2011-05-01,2011-07-30,,,120214000.0,,-479000.0,-294595000.0,30853000.0,,-370803000.0,-210728000.0,182627000.0,-370803000.0,-210728000.0,182627000.0,-399383000.0,348338000.0,348338000.0,,8670000.0,7250000.0,,-73008000.0,-28671000.0,-213164000.0,-2901000.0,-332997000.0,30857000.0,250000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2YTD,2011-01-30,2011-07-30,2012-08-24 14:57:11+00:00,,236442000.0,,22419000.0,-532653000.0,110840000.0,,-671016000.0,-441112000.0,325721000.0,-671016000.0,-441112000.0,325721000.0,-763988000.0,614289000.0,614289000.0,,7643000.0,24710000.0,,-131622000.0,-56169000.0,-439217000.0,-3623000.0,-671321000.0,53780000.0,494000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q1TTM,2010-05-02,2011-04-30,,,460667000.0,,39380000.0,-272295000.0,168056000.0,,-1347821000.0,-739842000.0,1592159000.0,-1347821000.0,-739842000.0,1592159000.0,-456124000.0,1277658000.0,1277658000.0,,126129000.0,30080000.0,-1292000.0,-238851000.0,-117836000.0,-784093000.0,-5624000.0,-1301482000.0,163135000.0,244000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q1,2011-01-30,2011-04-30,2012-05-25 14:47:34+00:00,,116228000.0,,22898000.0,-238058000.0,79987000.0,,-300213000.0,-230384000.0,143094000.0,-300213000.0,-230384000.0,143094000.0,-364605000.0,265951000.0,265951000.0,,-1027000.0,17460000.0,,-58614000.0,-27498000.0,-226053000.0,-722000.0,-338324000.0,22923000.0,244000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,FY,2012-01-29,2013-02-02,2015-03-31 16:42:30+00:00,-190374000.0,508929000.0,,11666000.0,626284000.0,133771000.0,,-1475587000.0,-1286954000.0,3055720000.0,-1475587000.0,-1286954000.0,3055720000.0,304845000.0,1906687000.0,1906687000.0,,13820000.0,62472000.0,34490000.0,-323922000.0,-371670000.0,-978228000.0,-2826000.0,-1345082000.0,218828000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q4,2012-10-28,2013-02-02,,-190374000.0,136562000.0,,6001000.0,230528000.0,32827000.0,,-372912000.0,-438804000.0,975757000.0,-372912000.0,-438804000.0,975757000.0,170042000.0,604844000.0,604844000.0,,3823000.0,18571000.0,7035000.0,-83606000.0,-109147000.0,-202631000.0,-54000.0,-340650000.0,63348000.0,-7035000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3TTM,2011-10-30,2012-10-27,,,501125000.0,,-8288000.0,865531000.0,151939000.0,,-1457860000.0,-1014036000.0,3165167000.0,-1457860000.0,-1014036000.0,3165167000.0,684983000.0,1777157000.0,1777157000.0,,21354000.0,55981000.0,39107000.0,-311814000.0,-301739000.0,-917508000.0,-3478000.0,-1350488000.0,170463000.0,-4359000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3,2012-07-29,2012-10-27,,,125906000.0,,12214000.0,178338000.0,39678000.0,,-435804000.0,-327120000.0,772223000.0,-435804000.0,-327120000.0,772223000.0,21513000.0,461551000.0,461551000.0,,6428000.0,16582000.0,27455000.0,-84603000.0,-125910000.0,-336684000.0,,-407461000.0,101514000.0,6505000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3YTD,2012-01-29,2012-10-27,2013-12-03 15:15:59+00:00,,372367000.0,,5665000.0,395756000.0,100944000.0,,-1102675000.0,-848150000.0,2079963000.0,-1102675000.0,-848150000.0,2079963000.0,134803000.0,1301843000.0,1301843000.0,,9997000.0,43901000.0,27455000.0,-240316000.0,-262523000.0,-775597000.0,-2772000.0,-1004432000.0,155480000.0,7035000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2TTM,2011-07-31,2012-07-28,,,495720000.0,,-32888000.0,652723000.0,169425000.0,,-1331567000.0,-890959000.0,2898053000.0,-1331567000.0,-890959000.0,2898053000.0,642639000.0,1722093000.0,1722093000.0,,27517000.0,48752000.0,11652000.0,-299107000.0,-232486000.0,-803026000.0,-4175000.0,-1246462000.0,132865000.0,36000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2,2012-04-29,2012-07-28,,,125823000.0,,-21950000.0,59204000.0,32951000.0,,-335046000.0,-189475000.0,603182000.0,-335046000.0,-189475000.0,603182000.0,56711000.0,421092000.0,421092000.0,,-2937000.0,18719000.0,,-84953000.0,-43694000.0,-184652000.0,-2051000.0,-299712000.0,38604000.0,267000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2YTD,2012-01-29,2012-07-28,2013-08-30 13:44:54+00:00,,246461000.0,,-6549000.0,217418000.0,61266000.0,,-666871000.0,-521030000.0,1307740000.0,-666871000.0,-521030000.0,1307740000.0,113290000.0,840292000.0,840292000.0,,3569000.0,27319000.0,,-155713000.0,-136613000.0,-438913000.0,-2772000.0,-596971000.0,53966000.0,530000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q1TTM,2011-05-01,2012-04-28,,,490111000.0,,-11417000.0,298924000.0,167327000.0,,-1367324000.0,-912212000.0,2477498000.0,-1367324000.0,-912212000.0,2477498000.0,186545000.0,1649339000.0,1649339000.0,,39124000.0,37283000.0,11652000.0,-287162000.0,-217463000.0,-831538000.0,-5025000.0,-1279747000.0,125118000.0,19000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q1,2012-01-29,2012-04-28,2013-05-31 14:32:30+00:00,,120638000.0,,15401000.0,158214000.0,28315000.0,,-331825000.0,-331555000.0,704558000.0,-331825000.0,-331555000.0,704558000.0,56579000.0,419200000.0,419200000.0,,6506000.0,8600000.0,,-70760000.0,-92919000.0,-254261000.0,-721000.0,-297259000.0,15362000.0,263000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,FY,2013-02-03,2014-02-01,2016-03-29 16:10:58+00:00,,548823000.0,2653000.0,-73106000.0,-87201000.0,146495000.0,499555000.0,-1143803000.0,-1045768000.0,2600466000.0,-1143803000.0,-1045768000.0,2600466000.0,337789000.0,2137396000.0,2137396000.0,,1448000.0,79295000.0,,-393755000.0,-496657000.0,-946678000.0,-4297000.0,-1471096000.0,394914000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q4,2013-11-03,2014-02-01,,,141541000.0,2653000.0,-41646000.0,244044000.0,28809000.0,,-525483000.0,-260971000.0,967094000.0,-525483000.0,-260971000.0,967094000.0,138994000.0,582292000.0,582292000.0,,-783000.0,18221000.0,-2653000.0,-102787000.0,-189579000.0,-187395000.0,3251000.0,-472977000.0,116003000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3YTD,2013-02-03,2013-11-02,2014-12-02 14:45:18+00:00,,407282000.0,,-31460000.0,-331245000.0,117686000.0,499555000.0,-618320000.0,-784797000.0,1633372000.0,-618320000.0,-784797000.0,1633372000.0,198795000.0,1555104000.0,1555104000.0,,2231000.0,61074000.0,2653000.0,-290968000.0,-307078000.0,-759283000.0,-7548000.0,-998119000.0,278911000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3TTM,2012-10-28,2013-11-02,,-190374000.0,543844000.0,,-25459000.0,-100717000.0,150513000.0,499555000.0,-991232000.0,-1223601000.0,2609129000.0,-991232000.0,-1223601000.0,2609129000.0,368837000.0,2159948000.0,2159948000.0,,6054000.0,79645000.0,9688000.0,-374574000.0,-416225000.0,-961914000.0,-7602000.0,-1338769000.0,342259000.0,-7035000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3,2013-08-04,2013-11-02,,,141312000.0,,9791000.0,60791000.0,53376000.0,,-396258000.0,-283672000.0,822093000.0,-396258000.0,-283672000.0,822093000.0,151954000.0,622655000.0,622655000.0,,-2665000.0,24625000.0,,-103704000.0,-110873000.0,-262269000.0,-10000.0,-370545000.0,89470000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2TTM,2012-07-29,2013-08-03,,-190374000.0,528438000.0,,-23036000.0,16830000.0,136815000.0,499555000.0,-1030778000.0,-1267049000.0,2559259000.0,-1030778000.0,-1267049000.0,2559259000.0,238396000.0,1998844000.0,1998844000.0,,15147000.0,71602000.0,37143000.0,-355473000.0,-431262000.0,-1036329000.0,-7592000.0,-1375685000.0,354303000.0,-530000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2,2013-05-05,2013-08-03,,,135427000.0,,-20839000.0,-90051000.0,29564000.0,,-381170000.0,-259558000.0,530530000.0,-381170000.0,-259558000.0,530530000.0,-131037000.0,479559000.0,479559000.0,,5595000.0,19227000.0,,-104053000.0,-115477000.0,-258499000.0,-969000.0,-324939000.0,114418000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2YTD,2013-02-03,2013-08-03,2014-08-29 11:22:39+00:00,,265970000.0,,-41251000.0,-392036000.0,64310000.0,499555000.0,-222062000.0,-501125000.0,811279000.0,-222062000.0,-501125000.0,811279000.0,46841000.0,932449000.0,932449000.0,,4896000.0,36449000.0,2653000.0,-187264000.0,-196205000.0,-497014000.0,-7538000.0,-627574000.0,189441000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q1TTM,2012-04-29,2013-05-04,,-190374000.0,518834000.0,,-24147000.0,166085000.0,140202000.0,499555000.0,-984654000.0,-1196966000.0,2631911000.0,-984654000.0,-1196966000.0,2631911000.0,426144000.0,1940377000.0,1940377000.0,,6615000.0,71094000.0,37143000.0,-336373000.0,-359479000.0,-962482000.0,-8674000.0,-1350458000.0,278489000.0,-263000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q1,2013-02-03,2013-05-04,2014-05-30 15:19:26+00:00,,130543000.0,,-20412000.0,-301985000.0,34746000.0,499555000.0,159108000.0,-241567000.0,280749000.0,159108000.0,-241567000.0,280749000.0,177878000.0,452890000.0,452890000.0,,-699000.0,17222000.0,2653000.0,-83211000.0,-80728000.0,-238515000.0,-6569000.0,-302635000.0,75023000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,FY,2014-02-02,2015-01-31,2017-03-28 15:26:41+00:00,,588975000.0,,-150161000.0,190588000.0,143005000.0,749475000.0,-1559542000.0,-954637000.0,3008369000.0,-1559542000.0,-954637000.0,3008369000.0,344029000.0,2215128000.0,2215128000.0,,13678000.0,87126000.0,,-465902000.0,-431152000.0,-911522000.0,-422542000.0,-1650704000.0,388037000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q4,2014-11-02,2015-01-31,,,150813000.0,,-126108000.0,397300000.0,52676000.0,,-468958000.0,-247612000.0,1182828000.0,-468958000.0,-247612000.0,1182828000.0,340150000.0,648230000.0,648230000.0,,-13515000.0,35065000.0,,-120204000.0,-115377000.0,-205623000.0,,-436495000.0,73388000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3YTD,2014-02-02,2014-11-01,2015-12-01 15:06:36+00:00,,438162000.0,,-24053000.0,-206712000.0,90329000.0,749475000.0,-1090584000.0,-707025000.0,1825541000.0,-1090584000.0,-707025000.0,1825541000.0,3879000.0,1566898000.0,1566898000.0,,27193000.0,52061000.0,,-345698000.0,-315775000.0,-705899000.0,-422542000.0,-1214209000.0,314649000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3TTM,2013-11-03,2014-11-01,,,579703000.0,2653000.0,-65699000.0,37332000.0,119138000.0,749475000.0,-1616067000.0,-967996000.0,2792635000.0,-1616067000.0,-967996000.0,2792635000.0,142873000.0,2149190000.0,2149190000.0,,26410000.0,70282000.0,-2653000.0,-448485000.0,-505354000.0,-893294000.0,-419291000.0,-1687186000.0,430652000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3,2014-08-03,2014-11-01,,,146511000.0,,-46185000.0,8044000.0,59859000.0,,-437022000.0,-283664000.0,737166000.0,-437022000.0,-283664000.0,737166000.0,-29705000.0,594957000.0,594957000.0,,-12346000.0,38973000.0,,-121429000.0,-122266000.0,-280784000.0,,-414425000.0,119386000.0,
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q2YTD,2014-02-02,2014-08-02,2015-08-28 13:56:23+00:00,,291651000.0,,22132000.0,-214756000.0,30470000.0,749475000.0,-653562000.0,-423361000.0,1088375000.0,-653562000.0,-423361000.0,1088375000.0,33584000.0,971941000.0,971941000.0,,39539000.0,13088000.0,,-224269000.0,-193509000.0,-425115000.0,-422542000.0,-799784000.0,195263000.0,
