company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,FY,2011-01-30,2012-01-28,2014-04-01 16:15:44+00:00,1.97,1.97,0.38,1.93,,915324000.0,1496090000.0,1496090000.0,,1496090000.0,16854249000.0,23191455000.0,,3890144000.0,16854249000.0,6337206000.0,35648000.0,3890144000.0,2447062000.0,-35648000.0,2411414000.0,23191455000.0,759400000.0,761109000.0,773772000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q4,2011-10-30,2012-01-28,,0.63,0.63,0.1,0.61,,283265000.0,475314000.0,475314000.0,,475314000.0,4884369000.0,6709758000.0,,1057739000.0,4884369000.0,1825389000.0,9071000.0,1057739000.0,767650000.0,-9071000.0,758579000.0,6709758000.0,759400000.0,761109000.0,773772000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3YTD,2011-01-30,2011-10-29,,1.34,1.34,0.29,1.32,,632059000.0,1020776000.0,1020776000.0,,1020776000.0,11969880000.0,16481697000.0,,2832405000.0,11969880000.0,4511817000.0,26577000.0,2832405000.0,1679412000.0,-26577000.0,1652835000.0,16481697000.0,752800000.0,754273000.0,766052000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3TTM,2010-10-31,2011-10-29,,0.51,0.51,0.13,0.51,,835583000.0,1355190000.0,1351579000.0,3611000.0,1355190000.0,16636053000.0,22813423000.0,,3954486000.0,16636053000.0,6177370000.0,35722000.0,3954486000.0,2222884000.0,-35722000.0,2187162000.0,22813423000.0,752800000.0,754273000.0,766052000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q3,2011-07-31,2011-10-29,2012-11-29 15:10:19+00:00,0.54,0.54,0.095,0.53,,257265000.0,406487000.0,406487000.0,,406487000.0,4166587000.0,5793128000.0,,954238000.0,4166587000.0,1626541000.0,8551000.0,954238000.0,672303000.0,-8551000.0,663752000.0,5793128000.0,752800000.0,754273000.0,766052000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2YTD,2011-01-30,2011-07-30,,0.8,0.8,0.19,0.79,,374794000.0,614289000.0,614289000.0,,614289000.0,7803293000.0,10688569000.0,,1878167000.0,7803293000.0,2885276000.0,18026000.0,1878167000.0,1007109000.0,-18026000.0,989083000.0,10688569000.0,757300000.0,763715000.0,775251000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2TTM,2010-08-01,2011-07-30,,0.91,0.91,0.19,0.9,,803126000.0,1321012000.0,1317401000.0,3611000.0,1321012000.0,16475870000.0,22546142000.0,,3913056000.0,16475870000.0,6070272000.0,36689000.0,3913056000.0,2157216000.0,-36689000.0,2120527000.0,22546142000.0,757300000.0,763715000.0,775251000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q2,2011-05-01,2011-07-30,2012-08-24 14:57:11+00:00,0.46,0.46,0.095,0.45,,211099000.0,348338000.0,348338000.0,,348338000.0,3976035000.0,5468274000.0,,923693000.0,3976035000.0,1492239000.0,9109000.0,923693000.0,568546000.0,-9109000.0,559437000.0,5468274000.0,757300000.0,763715000.0,775251000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q1TTM,2010-05-02,2011-04-30,,1.21,1.21,0.25,1.19,,783390000.0,1277658000.0,1274047000.0,3611000.0,1277658000.0,16219045000.0,22145948000.0,-11550000.0,3843164000.0,16219045000.0,5926903000.0,37852000.0,3831614000.0,2095289000.0,-37852000.0,2057437000.0,22145948000.0,782200000.0,775956000.0,788009000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2012.0,Q1,2011-01-30,2011-04-30,2012-05-25 14:47:34+00:00,0.34,0.34,0.095,0.34,,163695000.0,265951000.0,265951000.0,,265951000.0,3827258000.0,5220295000.0,,954474000.0,3827258000.0,1393037000.0,8917000.0,954474000.0,438563000.0,-8917000.0,429646000.0,5220295000.0,782200000.0,775956000.0,788009000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,FY,2012-01-29,2013-02-02,2015-03-31 16:42:30+00:00,2.6,2.6,0.46,2.55,,1170664000.0,1906687000.0,1906687000.0,,1906687000.0,18521400000.0,25878372000.0,,4250446000.0,18521400000.0,7356972000.0,29175000.0,4250446000.0,3106526000.0,-29175000.0,3077351000.0,25878372000.0,733300000.0,733588000.0,747555000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q4,2012-10-28,2013-02-02,,0.84,0.84,0.12,0.82,,359843000.0,604844000.0,604844000.0,,604844000.0,5514526000.0,7723814000.0,,1239524000.0,5514526000.0,2209288000.0,5077000.0,1239524000.0,969764000.0,-5077000.0,964687000.0,7723814000.0,733300000.0,733588000.0,747555000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3YTD,2012-01-29,2012-10-27,,1.76,1.76,0.35,1.73,,810821000.0,1301843000.0,1301843000.0,,1301843000.0,13006874000.0,18154558000.0,,3010922000.0,13006874000.0,5147684000.0,24098000.0,3010922000.0,2136762000.0,-24098000.0,2112664000.0,18154558000.0,732600000.0,731575000.0,745741000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3TTM,2011-10-30,2012-10-27,,2.39,2.39,0.44,2.34,,1094086000.0,1777157000.0,1777157000.0,,1777157000.0,17891243000.0,24864316000.0,,4068661000.0,17891243000.0,6973073000.0,33169000.0,4068661000.0,2904412000.0,-33169000.0,2871243000.0,24864316000.0,732600000.0,731575000.0,745741000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q3,2012-07-29,2012-10-27,2013-12-03 15:15:59+00:00,0.63,0.63,0.115,0.62,,286918000.0,461551000.0,461551000.0,,461551000.0,4566073000.0,6410913000.0,,1090282000.0,4566073000.0,1844840000.0,6089000.0,1090282000.0,754558000.0,-6089000.0,748469000.0,6410913000.0,732600000.0,731575000.0,745741000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2YTD,2012-01-29,2012-07-28,,1.13,1.13,0.23,1.11,,523903000.0,840292000.0,840292000.0,,840292000.0,8440801000.0,11743645000.0,,1920640000.0,8440801000.0,3302844000.0,18009000.0,1920640000.0,1382204000.0,-18009000.0,1364195000.0,11743645000.0,738800000.0,736830000.0,751243000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2TTM,2011-07-31,2012-07-28,,2.3,2.3,0.42,2.25,,1064433000.0,1722093000.0,1722093000.0,,1722093000.0,17491757000.0,24246531000.0,,3932617000.0,17491757000.0,6754774000.0,35631000.0,3932617000.0,2822157000.0,-35631000.0,2786526000.0,24246531000.0,738800000.0,736830000.0,751243000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q2,2012-04-29,2012-07-28,2013-08-30 13:44:54+00:00,0.57,0.57,0.115,0.56,,261698000.0,421092000.0,421092000.0,,421092000.0,4275073000.0,5945559000.0,,978514000.0,4275073000.0,1670486000.0,9182000.0,978514000.0,691972000.0,-9182000.0,682790000.0,5945559000.0,738800000.0,736830000.0,751243000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q1TTM,2011-05-01,2012-04-28,,2.19,2.19,0.4,2.14,,1013834000.0,1649339000.0,1649339000.0,,1649339000.0,17192719000.0,23769246000.0,,3877796000.0,17192719000.0,6576527000.0,35558000.0,3877796000.0,2698731000.0,-35558000.0,2663173000.0,23769246000.0,748600000.0,742233000.0,756016000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2013.0,Q1,2012-01-29,2012-04-28,2013-05-31 14:32:30+00:00,0.56,0.56,0.115,0.55,,262205000.0,419200000.0,419200000.0,,419200000.0,4165728000.0,5798086000.0,,942126000.0,4165728000.0,1632358000.0,8827000.0,942126000.0,690232000.0,-8827000.0,681405000.0,5798086000.0,748600000.0,742233000.0,756016000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,FY,2013-02-03,2014-02-01,2016-03-29 16:10:58+00:00,3.0,3.0,0.58,2.94,,1182093000.0,2137396000.0,2137396000.0,,2137396000.0,19605037000.0,27422696000.0,,4467089000.0,19605037000.0,7817659000.0,31081000.0,4467089000.0,3350570000.0,-31081000.0,3319489000.0,27422696000.0,712500000.0,713470000.0,726376000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q4,2013-11-03,2014-02-01,,0.82,0.82,0.14,0.8,,353494000.0,582292000.0,582292000.0,,582292000.0,5650300000.0,7808787000.0,,1215192000.0,5650300000.0,2158487000.0,7509000.0,1215192000.0,943295000.0,-7509000.0,935786000.0,7808787000.0,712500000.0,713470000.0,726376000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3,2013-08-04,2013-11-02,2014-12-02 14:45:18+00:00,0.88,0.88,0.145,0.86,,256717000.0,622655000.0,622655000.0,,622655000.0,4934465000.0,6981876000.0,,1158668000.0,4934465000.0,2047411000.0,9371000.0,1158668000.0,888743000.0,-9371000.0,879372000.0,6981876000.0,707600000.0,711595000.0,724108000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3YTD,2013-02-03,2013-11-02,,2.18,2.18,0.43,2.14,,828599000.0,1555104000.0,1555104000.0,,1555104000.0,13954737000.0,19613909000.0,,3251897000.0,13954737000.0,5659172000.0,23572000.0,3251897000.0,2407275000.0,-23572000.0,2383703000.0,19613909000.0,707600000.0,711595000.0,724108000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q3TTM,2012-10-28,2013-11-02,,3.02,3.02,0.55,2.96,,1188442000.0,2159948000.0,2159948000.0,,2159948000.0,19469263000.0,27337723000.0,,4491421000.0,19469263000.0,7868460000.0,28649000.0,4491421000.0,3377039000.0,-28649000.0,3348390000.0,27337723000.0,707600000.0,711595000.0,724108000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2YTD,2013-02-03,2013-08-03,,1.3,1.3,0.29,1.28,,571882000.0,932449000.0,932449000.0,,932449000.0,9020272000.0,12632033000.0,,2093229000.0,9020272000.0,3611761000.0,14201000.0,2093229000.0,1518532000.0,-14201000.0,1504331000.0,12632033000.0,715800000.0,715706000.0,728599000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2TTM,2012-07-29,2013-08-03,,2.77,2.77,0.52,2.72,,1218643000.0,1998844000.0,1998844000.0,,1998844000.0,19100871000.0,26766760000.0,,4423035000.0,19100871000.0,7665889000.0,25367000.0,4423035000.0,3242854000.0,-25367000.0,3217487000.0,26766760000.0,715800000.0,715706000.0,728599000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q2,2013-05-05,2013-08-03,2014-08-29 11:22:39+00:00,0.67,0.67,0.145,0.66,,292887000.0,479559000.0,479559000.0,,479559000.0,4586739000.0,6442424000.0,,1074320000.0,4586739000.0,1855685000.0,8919000.0,1074320000.0,781365000.0,-8919000.0,772446000.0,6442424000.0,715800000.0,715706000.0,728599000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q1TTM,2012-04-29,2013-05-04,,2.67,2.67,0.49,2.62,,1187454000.0,1940377000.0,1940377000.0,,1940377000.0,18789205000.0,26269895000.0,,4327229000.0,18789205000.0,7480690000.0,25630000.0,4327229000.0,3153461000.0,-25630000.0,3127831000.0,26269895000.0,718900000.0,719528000.0,732555000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2014.0,Q1,2013-02-03,2013-05-04,2014-05-30 15:19:26+00:00,0.63,0.63,0.145,0.62,,278995000.0,452890000.0,452890000.0,,452890000.0,4433533000.0,6189609000.0,,1018909000.0,4433533000.0,1756076000.0,5282000.0,1018909000.0,737167000.0,-5282000.0,731885000.0,6189609000.0,718900000.0,719528000.0,732555000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,FY,2014-02-02,2015-01-31,2017-03-28 15:26:41+00:00,3.2,3.2,0.7,3.15,,1334756000.0,2215128000.0,2215128000.0,,2215128000.0,20776522000.0,29078407000.0,,4695384000.0,20776522000.0,8301885000.0,56617000.0,4695384000.0,3606501000.0,-56617000.0,3549884000.0,29078407000.0,692200000.0,692691000.0,703545000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q4,2014-11-02,2015-01-31,,0.94,0.94,0.17,0.93,,381405000.0,648230000.0,648230000.0,,648230000.0,5959037000.0,8303953000.0,,1306279000.0,5959037000.0,2344916000.0,9002000.0,1306279000.0,1038637000.0,-9002000.0,1029635000.0,8303953000.0,692200000.0,692691000.0,703545000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3,2014-08-03,2014-11-01,2015-12-01 15:06:36+00:00,0.86,0.86,0.175,0.85,,364143000.0,594957000.0,594957000.0,,594957000.0,5203629000.0,7366066000.0,,1193297000.0,5203629000.0,2162437000.0,10040000.0,1193297000.0,969140000.0,-10040000.0,959100000.0,7366066000.0,691800000.0,690183000.0,701005000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3YTD,2014-02-02,2014-11-01,,2.26,2.26,0.52,2.22,,953351000.0,1566898000.0,1566898000.0,,1566898000.0,14817485000.0,20774454000.0,,3389105000.0,14817485000.0,5956969000.0,47615000.0,3389105000.0,2567864000.0,-47615000.0,2520249000.0,20774454000.0,691800000.0,690183000.0,701005000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q3TTM,2013-11-03,2014-11-01,,3.08,3.08,0.67,3.02,,1306845000.0,2149190000.0,2149190000.0,,2149190000.0,20467785000.0,28583241000.0,,4604297000.0,20467785000.0,8115456000.0,55124000.0,4604297000.0,3511159000.0,-55124000.0,3456035000.0,28583241000.0,691800000.0,690183000.0,701005000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q2,2014-05-04,2014-08-02,2015-08-28 13:56:23+00:00,0.75,0.75,0.175,0.73,,312994000.0,517624000.0,517624000.0,,517624000.0,4935856000.0,6917212000.0,,1122758000.0,4935856000.0,1981356000.0,27980000.0,1122758000.0,858598000.0,-27980000.0,830618000.0,6917212000.0,690200000.0,694217000.0,705200000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q2YTD,2014-02-02,2014-08-02,,1.4,1.4,0.35,1.37,,589208000.0,971941000.0,971941000.0,,971941000.0,9613856000.0,13408388000.0,,2195808000.0,9613856000.0,3794532000.0,37575000.0,2195808000.0,1598724000.0,-37575000.0,1561149000.0,13408388000.0,690200000.0,694217000.0,705200000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q2TTM,2013-08-04,2014-08-02,,3.1,3.1,0.64,3.03,,1199419000.0,2176888000.0,2176888000.0,,2176888000.0,20198621000.0,28199051000.0,,4569668000.0,20198621000.0,8000430000.0,54455000.0,4569668000.0,3430762000.0,-54455000.0,3376307000.0,28199051000.0,690200000.0,694217000.0,705200000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q1,2014-02-02,2014-05-03,2015-05-29 15:21:26+00:00,0.65,0.65,0.175,0.64,,276214000.0,454317000.0,454317000.0,,454317000.0,4678000000.0,6491176000.0,,1073050000.0,4678000000.0,1813176000.0,9595000.0,1073050000.0,740126000.0,-9595000.0,730531000.0,6491176000.0,698900000.0,701027000.0,712902000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2015.0,Q1TTM,2013-05-05,2014-05-03,,3.02,3.02,0.61,2.96,,1179312000.0,2138823000.0,2138823000.0,,2138823000.0,19849504000.0,27724263000.0,,4521230000.0,19849504000.0,7874759000.0,35394000.0,4521230000.0,3353529000.0,-35394000.0,3318135000.0,27724263000.0,698900000.0,701027000.0,712902000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2016.0,FY,2015-02-01,2016-01-30,2018-04-04 15:19:20+00:00,3.38,3.38,0.84,3.33,,1380642000.0,2277658000.0,2277658000.0,,2277658000.0,22034523000.0,30944938000.0,,5205715000.0,22034523000.0,8910415000.0,46400000.0,5205715000.0,3704700000.0,-46400000.0,3658300000.0,30944938000.0,673900000.0,673484000.0,683251000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2016.0,Q4,2015-11-01,2016-01-30,,0.99,0.99,0.21,0.98,,399335000.0,666466000.0,666466000.0,,666466000.0,6388192000.0,8962075000.0,,1497119000.0,6388192000.0,2573883000.0,10963000.0,1497119000.0,1076764000.0,-10963000.0,1065801000.0,8962075000.0,673900000.0,673484000.0,683251000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2016.0,Q3,2015-08-02,2015-10-31,2016-11-30 14:42:09+00:00,0.88,0.88,0.21,0.86,,353934000.0,587256000.0,587256000.0,,587256000.0,5506899000.0,7753495000.0,,1292401000.0,5506899000.0,2246596000.0,13005000.0,1292401000.0,954195000.0,-13005000.0,941190000.0,7753495000.0,667300000.0,671154000.0,680844000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2016.0,Q3YTD,2015-02-01,2015-10-31,,2.39,2.39,0.63,2.35,,981307000.0,1611192000.0,1611192000.0,,1611192000.0,15646331000.0,21982863000.0,,3708596000.0,15646331000.0,6336532000.0,35437000.0,3708596000.0,2627936000.0,-35437000.0,2592499000.0,21982863000.0,667300000.0,671154000.0,680844000.0
TJX Companies Inc,TJX,V167QI9I69W364E2DY52,109198,2016.0,Q3TTM,2014-11-02,2015-10-31,,3.33,3.33,0.8,3.28,,1362712000.0,2259422000.0,2259422000.0,,2259422000.0,21605368000.0,30286816000.0,,5014875000.0,21605368000.0,8681448000.0,44439000.0,5014875000.0,3666573000.0,-44439000.0,3622134000.0,30286816000.0,667300000.0,671154000.0,680844000.0
