company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,FY,,2010-01-30,2011-03-11 06:14:55+00:00,3335000000.0,652000000.0,,3683000000.0,-721000000.0,,1689000000.0,,10466000000.0,1012000000.0,30000000.0,,1392000000.0,11392000000.0,3208000000.0,1698000000.0,8705000000.0,7709000000.0,339000000.0,,,2271000000.0,3098000000.0,,,1061000000.0,2618000000.0,,,534000000.0,351000000.0,11000000.0,4797000000.0,807000000.0,24808000000.0,9096000000.0,11438000000.0,8786000000.0,9096000000.0,9435000000.0,15373000000.0,24808000000.0,5661000000.0,6587000000.0,0.0,-5446000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q3,,2009-10-31,2010-11-18 06:13:50+00:00,4495000000.0,844000000.0,3271000000.0,,,,1468000000.0,,9325000000.0,1016000000.0,29000000.0,,1392000000.0,,3225000000.0,1831000000.0,10805000000.0,7758000000.0,,,,2001000000.0,,,,1229000000.0,2752000000.0,,,512000000.0,366000000.0,59000000.0,,1972000000.0,27175000000.0,9325000000.0,13571000000.0,11266000000.0,9325000000.0,9325000000.0,17850000000.0,27175000000.0,5846000000.0,6584000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q2,,2009-08-01,2010-08-20 06:04:50+00:00,3361000000.0,896000000.0,3088000000.0,,,,1189000000.0,,9647000000.0,1029000000.0,32000000.0,,1392000000.0,,3244000000.0,1941000000.0,9377000000.0,7867000000.0,,,,2045000000.0,,,,1270000000.0,2883000000.0,,,468000000.0,390000000.0,103000000.0,,1298000000.0,25760000000.0,9647000000.0,11987000000.0,9244000000.0,9647000000.0,9647000000.0,16113000000.0,25760000000.0,5906000000.0,6869000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,FY,,2011-01-29,2012-03-14 16:16:28+00:00,3046000000.0,689000000.0,,4227000000.0,-779000000.0,,1359000000.0,0.0,10186000000.0,976000000.0,,165000000.0,1392000000.0,11329000000.0,2993000000.0,2344000000.0,8951000000.0,7102000000.0,103000000.0,,,2151000000.0,2937000000.0,212000000.0,124000000.0,899000000.0,2207000000.0,414000000.0,401000000.0,546000000.0,334000000.0,15000000.0,4930000000.0,849000000.0,24360000000.0,8511000000.0,11560000000.0,8643000000.0,8511000000.0,8614000000.0,15746000000.0,24360000000.0,5698000000.0,7103000000.0,0.0,-5826000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q3,,2010-10-30,2010-11-18 06:13:50+00:00,4616000000.0,688000000.0,3092000000.0,,,,790000000.0,,8378000000.0,983000000.0,25000000.0,,1392000000.0,,3156000000.0,2570000000.0,11226000000.0,7448000000.0,,,,2055000000.0,,,,926000000.0,2360000000.0,,,524000000.0,378000000.0,16000000.0,,1467000000.0,26045000000.0,8378000000.0,13123000000.0,10682000000.0,8378000000.0,8378000000.0,17667000000.0,26045000000.0,5474000000.0,6985000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q2,,2010-07-31,2010-08-20 06:04:50+00:00,3673000000.0,754000000.0,3049000000.0,,,,1193000000.0,,8619000000.0,997000000.0,28000000.0,,1392000000.0,,3173000000.0,1378000000.0,9430000000.0,7485000000.0,,,,2172000000.0,,,,1022000000.0,2586000000.0,,,551000000.0,350000000.0,6000000.0,,1808000000.0,24833000000.0,8619000000.0,11761000000.0,10078000000.0,8619000000.0,8619000000.0,16214000000.0,24833000000.0,5587000000.0,6136000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q1,,2010-05-01,2011-05-19 06:48:38+00:00,3734000000.0,716000000.0,3110000000.0,,,,1744000000.0,,8943000000.0,1002000000.0,28000000.0,,1392000000.0,,3191000000.0,1391000000.0,9316000000.0,7591000000.0,,,,2216000000.0,,,,1038000000.0,2638000000.0,,,525000000.0,382000000.0,19000000.0,,1858000000.0,25417000000.0,8943000000.0,12205000000.0,10229000000.0,8943000000.0,8943000000.0,16474000000.0,25417000000.0,5621000000.0,6245000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,FY,,2012-01-28,2013-03-19 19:43:54+00:00,2912000000.0,695000000.0,,4633000000.0,-1609000000.0,,747000000.0,0.0,10006000000.0,964000000.0,,516000000.0,841000000.0,11210000000.0,2937000000.0,2088000000.0,8407000000.0,6577000000.0,60000000.0,,816000000.0,2738000000.0,2892000000.0,,,782000000.0,2186000000.0,,,523000000.0,388000000.0,7000000.0,1865000000.0,1405000000.0,21381000000.0,4281000000.0,10244000000.0,9212000000.0,4281000000.0,4341000000.0,17040000000.0,21381000000.0,4560000000.0,7828000000.0,0.0,-5981000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q3,,2011-10-29,2011-11-17 06:49:51+00:00,4528000000.0,656000000.0,3154000000.0,,,,624000000.0,,7716000000.0,949000000.0,96000000.0,,1392000000.0,,3090000000.0,2346000000.0,11102000000.0,7028000000.0,,,,1859000000.0,,,,992000000.0,2248000000.0,,,515000000.0,533000000.0,8000000.0,,2206000000.0,25521000000.0,7716000000.0,13019000000.0,11352000000.0,7716000000.0,7716000000.0,17805000000.0,25521000000.0,5474000000.0,6453000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q2,,2011-07-30,2011-08-18 17:01:35+00:00,3324000000.0,782000000.0,2914000000.0,,,,658000000.0,,8150000000.0,963000000.0,99000000.0,,1392000000.0,,3106000000.0,2413000000.0,9426000000.0,7159000000.0,,,,2044000000.0,,,,839000000.0,2264000000.0,,,502000000.0,318000000.0,21000000.0,,1226000000.0,23800000000.0,8150000000.0,11304000000.0,8929000000.0,8150000000.0,8150000000.0,15650000000.0,23800000000.0,5337000000.0,6721000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q1,,2011-04-30,2011-05-19 06:48:38+00:00,3835000000.0,652000000.0,2984000000.0,,,,952000000.0,,8398000000.0,965000000.0,134000000.0,,1392000000.0,,3122000000.0,2461000000.0,9876000000.0,7280000000.0,,,,2075000000.0,,,,834000000.0,2267000000.0,,,484000000.0,369000000.0,28000000.0,,1170000000.0,24639000000.0,8398000000.0,12011000000.0,9438000000.0,8398000000.0,8398000000.0,16241000000.0,24639000000.0,5348000000.0,6803000000.0,,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,FY,,2013-02-02,2014-03-18 06:45:34+00:00,2761000000.0,635000000.0,,5191000000.0,-1459000000.0,,609000000.0,0.0,9299000000.0,931000000.0,,382000000.0,379000000.0,11244000000.0,2881000000.0,1943000000.0,7558000000.0,6053000000.0,417000000.0,,955000000.0,2730000000.0,2683000000.0,,,762000000.0,2126000000.0,,,480000000.0,454000000.0,9000000.0,885000000.0,1177000000.0,19340000000.0,2755000000.0,9265000000.0,8414000000.0,2755000000.0,3172000000.0,16168000000.0,19340000000.0,4022000000.0,7754000000.0,0.0,-5970000000.0
