company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2008.0,FY,2008-02-03,2009-01-31,2011-03-11 06:14:55+00:00,-37000000.0,,107000000.0,207000000.0,981000000.0,,-161000000.0,27000000.0,,297000000.0,-643000000.0,-637000000.0,992000000.0,,,,-643000000.0,-637000000.0,992000000.0,-449000000.0,99000000.0,99000000.0,,-115000000.0,,,,-189000000.0,-497000000.0,-262000000.0,-678000000.0,86000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q4,2009-11-01,2010-01-30,,,,-2000000.0,45000000.0,248000000.0,,31000000.0,948000000.0,13000000.0,-1161000000.0,-1348000000.0,-76000000.0,1614000000.0,,,,-1348000000.0,-76000000.0,1614000000.0,221000000.0,461000000.0,461000000.0,,-43000000.0,,,,,-140000000.0,-134000000.0,-66000000.0,64000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,FY,2009-02-01,2010-01-30,2011-03-11 06:14:55+00:00,,,-70000000.0,185000000.0,926000000.0,,132000000.0,502000000.0,13000000.0,,-951000000.0,-172000000.0,1507000000.0,,,,-951000000.0,-172000000.0,1507000000.0,516000000.0,297000000.0,297000000.0,,-218000000.0,,,-7000000.0,,-361000000.0,-533000000.0,-424000000.0,189000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q3,2009-08-02,2009-10-31,,,,-188000000.0,55000000.0,224000000.0,,11000000.0,-68000000.0,,588000000.0,348000000.0,-45000000.0,-35000000.0,,,,348000000.0,-45000000.0,-35000000.0,279000000.0,-112000000.0,-112000000.0,,-79000000.0,,-61000000.0,-7000000.0,,-99000000.0,-16000000.0,-217000000.0,115000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q3YTD,2009-02-01,2009-10-31,2010-11-18 06:13:50+00:00,,,-68000000.0,140000000.0,678000000.0,,101000000.0,-446000000.0,,1161000000.0,397000000.0,-96000000.0,-107000000.0,,,,397000000.0,-96000000.0,-107000000.0,295000000.0,-164000000.0,-164000000.0,,-175000000.0,,,-7000000.0,,-221000000.0,-399000000.0,-358000000.0,125000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2009.0,Q2YTD,2009-02-01,2009-08-01,2010-08-20 06:04:50+00:00,,,120000000.0,85000000.0,454000000.0,,90000000.0,-378000000.0,,573000000.0,49000000.0,-51000000.0,-72000000.0,,,,49000000.0,-51000000.0,-72000000.0,16000000.0,-52000000.0,-52000000.0,,-96000000.0,,61000000.0,,,-122000000.0,-383000000.0,-141000000.0,10000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q4,2010-10-31,2011-01-29,,,,-3000000.0,14000000.0,208000000.0,,20000000.0,771000000.0,,55000000.0,-596000000.0,-95000000.0,1249000000.0,-31000000.0,-15000000.0,46000000.0,-627000000.0,-110000000.0,1295000000.0,578000000.0,382000000.0,371000000.0,11000000.0,-101000000.0,-643000000.0,,-43000000.0,1000000.0,-115000000.0,112000000.0,-77000000.0,19000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,FY,2010-01-31,2011-01-29,2013-03-19 19:43:54+00:00,,,47000000.0,164000000.0,869000000.0,,57000000.0,-552000000.0,,1388000000.0,-64000000.0,-391000000.0,77000000.0,-31000000.0,-15000000.0,46000000.0,-95000000.0,-406000000.0,123000000.0,-321000000.0,150000000.0,139000000.0,11000000.0,-379000000.0,0.0,,-672000000.0,,-426000000.0,-386000000.0,-394000000.0,35000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q3TTM,2009-11-01,2010-10-30,,,,48000000.0,195000000.0,909000000.0,,68000000.0,-375000000.0,13000000.0,172000000.0,-816000000.0,-372000000.0,442000000.0,,,,-816000000.0,-372000000.0,442000000.0,-678000000.0,229000000.0,229000000.0,,-321000000.0,643000000.0,,-629000000.0,-1000000.0,-451000000.0,-632000000.0,-383000000.0,80000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q3,2010-08-01,2010-10-30,,,,-76000000.0,59000000.0,219000000.0,,-2000000.0,-853000000.0,,1333000000.0,734000000.0,-153000000.0,-982000000.0,,,,734000000.0,-153000000.0,-982000000.0,-403000000.0,-215000000.0,-215000000.0,,-133000000.0,-250000000.0,-9000000.0,-35000000.0,-1000000.0,-143000000.0,-270000000.0,-44000000.0,
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q3YTD,2010-01-31,2010-10-30,2010-11-18 06:13:50+00:00,,,50000000.0,150000000.0,661000000.0,,37000000.0,-1323000000.0,,1333000000.0,532000000.0,-296000000.0,-1172000000.0,,,,532000000.0,-296000000.0,-1172000000.0,-899000000.0,-232000000.0,-232000000.0,,-278000000.0,643000000.0,,-629000000.0,-1000000.0,-311000000.0,-498000000.0,-317000000.0,16000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q2TTM,2009-08-02,2010-07-31,,,,-64000000.0,191000000.0,914000000.0,,81000000.0,410000000.0,13000000.0,-573000000.0,-1202000000.0,-264000000.0,1389000000.0,,,,-1202000000.0,-264000000.0,1389000000.0,4000000.0,332000000.0,332000000.0,,-267000000.0,893000000.0,-52000000.0,-601000000.0,,-407000000.0,-378000000.0,-556000000.0,195000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q2,2010-05-02,2010-07-31,,,,59000000.0,41000000.0,221000000.0,,-26000000.0,-249000000.0,,-744000000.0,-369000000.0,-48000000.0,-108000000.0,,,,-369000000.0,-48000000.0,-108000000.0,-551000000.0,-34000000.0,-34000000.0,,-46000000.0,893000000.0,9000000.0,-34000000.0,8000000.0,-73000000.0,-212000000.0,-272000000.0,8000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q2YTD,2010-01-31,2010-07-31,2010-08-20 06:04:50+00:00,,,126000000.0,91000000.0,442000000.0,,39000000.0,-470000000.0,,,-202000000.0,-143000000.0,-190000000.0,,,,-202000000.0,-143000000.0,-190000000.0,-496000000.0,-17000000.0,-17000000.0,,-145000000.0,893000000.0,9000000.0,-594000000.0,,-168000000.0,-228000000.0,-273000000.0,16000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2010.0,Q1,2010-01-31,2010-05-01,2011-05-19 06:48:38+00:00,,,67000000.0,50000000.0,221000000.0,,65000000.0,-221000000.0,,744000000.0,167000000.0,-95000000.0,-82000000.0,,,,167000000.0,-95000000.0,-82000000.0,55000000.0,17000000.0,17000000.0,,-99000000.0,,,-560000000.0,-8000000.0,-95000000.0,-16000000.0,-1000000.0,8000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q4,2011-10-30,2012-01-28,,,,2000000.0,22000000.0,189000000.0,,-3000000.0,2611000000.0,,868000000.0,-743000000.0,-99000000.0,984000000.0,-75000000.0,43000000.0,32000000.0,-818000000.0,-56000000.0,1016000000.0,139000000.0,-2404000000.0,-2377000000.0,-27000000.0,561000000.0,-1642000000.0,,-11000000.0,,-106000000.0,62000000.0,-20000000.0,7000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,FY,2011-01-30,2012-01-28,2014-03-18 06:45:34+00:00,,,94000000.0,223000000.0,853000000.0,,0.0,1763000000.0,,919000000.0,47000000.0,-352000000.0,-307000000.0,-75000000.0,43000000.0,32000000.0,-28000000.0,-309000000.0,-275000000.0,-612000000.0,-3147000000.0,-3120000000.0,-27000000.0,197000000.0,0.0,,-43000000.0,,-432000000.0,-646000000.0,-183000000.0,80000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q3TTM,2010-10-31,2011-10-29,,,,89000000.0,215000000.0,872000000.0,,23000000.0,-77000000.0,,106000000.0,194000000.0,-348000000.0,-42000000.0,-31000000.0,-15000000.0,46000000.0,163000000.0,-363000000.0,4000000.0,-173000000.0,-361000000.0,-372000000.0,11000000.0,-465000000.0,999000000.0,,-75000000.0,1000000.0,-441000000.0,-596000000.0,-240000000.0,92000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q3,2011-07-31,2011-10-29,,,,7000000.0,77000000.0,1109000000.0,,-11000000.0,-396000000.0,,12000000.0,892000000.0,-91000000.0,-824000000.0,,,,892000000.0,-91000000.0,-824000000.0,-34000000.0,-1061000000.0,-1061000000.0,,-476000000.0,1097000000.0,,-32000000.0,5000000.0,-127000000.0,-176000000.0,-9000000.0,31000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q3YTD,2011-01-30,2011-10-29,2011-11-17 06:49:51+00:00,,,92000000.0,201000000.0,664000000.0,,3000000.0,-848000000.0,,51000000.0,790000000.0,-253000000.0,-1291000000.0,,,,790000000.0,-253000000.0,-1291000000.0,-751000000.0,-743000000.0,-743000000.0,,-364000000.0,1642000000.0,,-32000000.0,,-326000000.0,-708000000.0,-163000000.0,73000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q2TTM,2010-08-01,2011-07-30,,,,6000000.0,197000000.0,-18000000.0,,32000000.0,-534000000.0,,1427000000.0,36000000.0,-410000000.0,-200000000.0,-31000000.0,-15000000.0,46000000.0,5000000.0,-425000000.0,-154000000.0,-542000000.0,485000000.0,474000000.0,11000000.0,-122000000.0,-348000000.0,-9000000.0,-78000000.0,-5000000.0,-457000000.0,-690000000.0,-275000000.0,61000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q2,2011-05-01,2011-07-30,,,,54000000.0,28000000.0,-663000000.0,,-3000000.0,-220000000.0,,8000000.0,-51000000.0,-44000000.0,-196000000.0,,,,-51000000.0,-44000000.0,-196000000.0,-294000000.0,492000000.0,492000000.0,,195000000.0,32000000.0,,,6000000.0,-90000000.0,-38000000.0,-53000000.0,40000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q2YTD,2011-01-30,2011-07-30,2011-08-18 17:01:35+00:00,,,85000000.0,124000000.0,-445000000.0,,14000000.0,-452000000.0,,39000000.0,-102000000.0,-162000000.0,-467000000.0,,,,-102000000.0,-162000000.0,-467000000.0,-717000000.0,318000000.0,318000000.0,,112000000.0,545000000.0,,,-5000000.0,-199000000.0,-532000000.0,-154000000.0,42000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q1TTM,2010-05-02,2011-04-30,,,,11000000.0,210000000.0,866000000.0,,9000000.0,-563000000.0,,675000000.0,-282000000.0,-414000000.0,-112000000.0,-31000000.0,-15000000.0,46000000.0,-313000000.0,-429000000.0,-66000000.0,-799000000.0,-41000000.0,-52000000.0,11000000.0,-363000000.0,513000000.0,,-112000000.0,-3000000.0,-440000000.0,-864000000.0,-494000000.0,29000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2011.0,Q1,2011-01-30,2011-04-30,2011-05-19 06:48:38+00:00,,,31000000.0,96000000.0,218000000.0,,17000000.0,-232000000.0,,31000000.0,-51000000.0,-118000000.0,-271000000.0,,,,-51000000.0,-118000000.0,-271000000.0,-423000000.0,-174000000.0,-174000000.0,,-83000000.0,513000000.0,,,-11000000.0,-109000000.0,-494000000.0,-101000000.0,2000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q4,2012-10-28,2013-02-02,,,,-8000000.0,31000000.0,205000000.0,,,766000000.0,,-713000000.0,-932000000.0,-59000000.0,978000000.0,,,,-932000000.0,-59000000.0,978000000.0,-13000000.0,-617000000.0,-617000000.0,,624000000.0,,,-50000000.0,4000000.0,-121000000.0,-169000000.0,,58000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,FY,2012-01-29,2013-02-02,2015-03-17 16:06:15+00:00,,,40000000.0,199000000.0,830000000.0,0.0,1000000.0,219000000.0,,5000000.0,-27000000.0,191000000.0,-303000000.0,,,,-27000000.0,191000000.0,-303000000.0,-138000000.0,-1054000000.0,-1054000000.0,,-298000000.0,447000000.0,,-60000000.0,,-378000000.0,-419000000.0,,569000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q3YTD,2012-01-29,2012-10-27,2013-11-21 06:10:43+00:00,,,48000000.0,168000000.0,625000000.0,,1000000.0,-547000000.0,,718000000.0,905000000.0,250000000.0,-1281000000.0,,,,905000000.0,250000000.0,-1281000000.0,-125000000.0,-437000000.0,-437000000.0,,-922000000.0,447000000.0,,-10000000.0,-4000000.0,-257000000.0,-250000000.0,,511000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q3TTM,2011-10-30,2012-10-27,,,,50000000.0,190000000.0,814000000.0,,-2000000.0,2064000000.0,,1586000000.0,162000000.0,151000000.0,-297000000.0,-75000000.0,43000000.0,32000000.0,87000000.0,194000000.0,-265000000.0,14000000.0,-2841000000.0,-2814000000.0,-27000000.0,-361000000.0,-1195000000.0,,-21000000.0,-4000000.0,-363000000.0,-188000000.0,-20000000.0,518000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q3,2012-07-29,2012-10-27,,,,28000000.0,68000000.0,211000000.0,,2000000.0,-568000000.0,,715000000.0,1143000000.0,-44000000.0,-1209000000.0,,,,1143000000.0,-44000000.0,-1209000000.0,-108000000.0,-498000000.0,-498000000.0,,-354000000.0,447000000.0,,,-3000000.0,-96000000.0,-19000000.0,,55000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q2TTM,2011-07-31,2012-07-28,,,,29000000.0,199000000.0,1712000000.0,,-15000000.0,2236000000.0,,883000000.0,-89000000.0,104000000.0,88000000.0,-75000000.0,43000000.0,32000000.0,-164000000.0,147000000.0,120000000.0,88000000.0,-3404000000.0,-3377000000.0,-27000000.0,-483000000.0,-545000000.0,,-53000000.0,4000000.0,-394000000.0,-345000000.0,-29000000.0,494000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q2,2012-04-29,2012-07-28,,,,19000000.0,29000000.0,212000000.0,,-8000000.0,-23000000.0,,2000000.0,47000000.0,-73000000.0,-13000000.0,,,,47000000.0,-73000000.0,-13000000.0,-47000000.0,-133000000.0,-133000000.0,,-69000000.0,,,-7000000.0,-1000000.0,-81000000.0,52000000.0,,9000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q2YTD,2012-01-29,2012-07-28,2012-08-16 06:26:23+00:00,,,20000000.0,100000000.0,414000000.0,,-1000000.0,21000000.0,,3000000.0,-238000000.0,294000000.0,-72000000.0,,,,-238000000.0,294000000.0,-72000000.0,-17000000.0,61000000.0,61000000.0,,-568000000.0,,,-10000000.0,-1000000.0,-161000000.0,-231000000.0,,456000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q1TTM,2011-05-01,2012-04-28,,,,64000000.0,198000000.0,837000000.0,,-10000000.0,2039000000.0,,889000000.0,-187000000.0,133000000.0,-95000000.0,-75000000.0,43000000.0,32000000.0,-262000000.0,176000000.0,-63000000.0,-159000000.0,-2779000000.0,-2752000000.0,-27000000.0,-219000000.0,-513000000.0,,-46000000.0,11000000.0,-403000000.0,-435000000.0,-82000000.0,525000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2012.0,Q1,2012-01-29,2012-04-28,2012-05-17 16:31:14+00:00,,,1000000.0,71000000.0,202000000.0,,7000000.0,44000000.0,,1000000.0,-285000000.0,367000000.0,-59000000.0,,,,-285000000.0,367000000.0,-59000000.0,30000000.0,194000000.0,194000000.0,,-499000000.0,,,-3000000.0,,-80000000.0,-283000000.0,,447000000.0
Sears Holdings Corp,SHLD,549300KWWR4P1RYUVG65,1310067,2013.0,FY,2013-02-03,2014-02-01,2015-03-17 16:06:15+00:00,0.0,,21000000.0,206000000.0,732000000.0,0.0,-38000000.0,392000000.0,,1232000000.0,902000000.0,664000000.0,-1109000000.0,,,,902000000.0,664000000.0,-1109000000.0,419000000.0,-1116000000.0,-1116000000.0,,-1117000000.0,0.0,,-233000000.0,-2000000.0,-329000000.0,-97000000.0,,995000000.0
