company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2009.0,Q3,2009-07-01,2009-09-30,,-52302000.0,65914000.0,115521000.0,,129128000.0,916000.0,26952000.0,-490109000.0,4766000.0,467687000.0,-490109000.0,4766000.0,467687000.0,83229000.0,191023000.0,191023000.0,,32015000.0,-528217000.0,146590000.0,100885000.0,-51301000.0,-130989000.0,-167223000.0,61541000.0,,125541000.0,30847000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 08:03:15+00:00,17602000.0,97524000.0,222790000.0,0.0,-145078000.0,1707000.0,840630000.0,251291000.0,-541337000.0,202396000.0,251291000.0,-541337000.0,202396000.0,-87650000.0,-93224000.0,-93224000.0,0.0,217908000.0,0.0,-136759000.0,,-105832000.0,-255754000.0,-393682000.0,-485214000.0,,244858000.0,
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,Q4,2010-10-01,2010-12-31,,-1282000.0,262403000.0,122045000.0,-100300000.0,-40217000.0,-255156000.0,-6352000.0,-68003000.0,-198681000.0,180957000.0,-68003000.0,-198681000.0,180957000.0,-85727000.0,12501000.0,-29472000.0,41973000.0,128601000.0,416037000.0,174050000.0,,-63374000.0,-142318000.0,-195153000.0,-159158000.0,,136214000.0,-71174000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,Q3,2010-07-01,2010-09-30,,-18221000.0,51854000.0,120798000.0,,129171000.0,544000.0,5257000.0,-123323000.0,-99350000.0,368086000.0,-123323000.0,-99350000.0,368086000.0,145413000.0,239039000.0,239039000.0,,-120922000.0,-4616000.0,9764000.0,,-55200000.0,-100563000.0,-174184000.0,-69308000.0,,94459000.0,71174000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,Q2,2010-04-01,2010-06-30,,1603000.0,57043000.0,115842000.0,100300000.0,-3128000.0,253768000.0,16000.0,-100674000.0,-67441000.0,215089000.0,-100674000.0,-67441000.0,215089000.0,46974000.0,119566000.0,161539000.0,-41973000.0,-59164000.0,-285000000.0,14403000.0,,-58387000.0,-177452000.0,-176040000.0,-11071000.0,,171348000.0,
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,Q1,2010-01-01,2010-03-31,2011-04-29 08:06:43+00:00,-5547000.0,58679000.0,114122000.0,,-114322000.0,844000.0,1079000.0,82253000.0,-210428000.0,-13675000.0,82253000.0,-210428000.0,-13675000.0,-141850000.0,-897000.0,-897000.0,,-12578000.0,135901000.0,-1327000.0,,-51421000.0,-164552000.0,-202997000.0,-4150000.0,,158448000.0,
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2011.0,Q3TTM,2010-10-01,2011-09-30,,4394000.0,425653000.0,492152000.0,-55189000.0,282386000.0,-240203000.0,464001000.0,307000.0,-732973000.0,1101463000.0,307000.0,-732973000.0,1101463000.0,368797000.0,359451000.0,317478000.0,41973000.0,9447000.0,399437000.0,249128000.0,,-232181000.0,-560275000.0,-838414000.0,-390747000.0,,541851000.0,-70074000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2011.0,Q3,2011-07-01,2011-09-30,,5676000.0,52591000.0,124407000.0,45111000.0,200747000.0,433000.0,295353000.0,194174000.0,-205963000.0,484227000.0,194174000.0,-205963000.0,484227000.0,472438000.0,262785000.0,262785000.0,,-103712000.0,-7300000.0,7473000.0,,-53660000.0,-109735000.0,-255949000.0,-40652000.0,,106037000.0,1100000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2011.0,Q2TTM,2010-07-01,2011-06-30,,-19503000.0,424916000.0,488543000.0,-100300000.0,210810000.0,-240092000.0,173905000.0,-317190000.0,-626360000.0,985322000.0,-317190000.0,-626360000.0,985322000.0,41772000.0,335705000.0,293732000.0,41973000.0,-7763000.0,402121000.0,251419000.0,,-233721000.0,-551103000.0,-756649000.0,-419403000.0,,530273000.0,
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2011.0,Q2,2011-04-01,2011-06-30,,,54662000.0,122402000.0,,43173000.0,2793000.0,,-79168000.0,-135534000.0,192783000.0,-79168000.0,-135534000.0,192783000.0,-21919000.0,93839000.0,93839000.0,,-66631000.0,-10000000.0,63884000.0,,-59847000.0,-113981000.0,-195719000.0,-12114000.0,,110282000.0,
