company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,dividendspayable,employeebenefitassets,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,FY,,2010-12-31,2012-02-24 08:03:21+00:00,236354000.0,419518000.0,4514204000.0,-159767000.0,942634000.0,110188000.0,0.0,2421372000.0,58442000.0,127380000.0,104711000.0,68322000.0,,,13201960000.0,184952000.0,3045794000.0,,202989000.0,9393867000.0,91899000.0,121645000.0,65103000.0,1930210000.0,813121000.0,90648000.0,278565000.0,,54831000.0,,1724565000.0,314664000.0,,,1423961000.0,648479000.0,73788000.0,12392998000.0,3687805000.0,1024511000.0,1449704000.0,3683327000.0,3775226000.0,8617772000.0,12392998000.0,1974620000.0,7168068000.0,2239000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2010.0,Q2,,2010-06-30,2010-08-03 08:03:15+00:00,261203000.0,440052000.0,4400416000.0,-169180000.0,969126000.0,50502000.0,0.0,2411597000.0,,187216000.0,153552000.0,69181000.0,56938000.0,,12932366000.0,168233000.0,3326524000.0,0.0,201688000.0,9306893000.0,113455000.0,133112000.0,65103000.0,1773750000.0,728934000.0,44543000.0,168679000.0,102674000.0,54184000.0,,1531185000.0,406642000.0,0.0,,1239865000.0,463372000.0,60111000.0,12158200000.0,3479548000.0,1086786000.0,1227109000.0,3479548000.0,3593003000.0,8565197000.0,12158200000.0,1764521000.0,7338088000.0,-2734000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2011.0,FY,,2011-12-31,2013-02-22 08:06:01+00:00,326987000.0,405674000.0,4709991000.0,-152163000.0,1016975000.0,33583000.0,0.0,2444247000.0,,137037000.0,120289000.0,72176000.0,,,13753971000.0,170571000.0,3019054000.0,,226387000.0,9791687000.0,108736000.0,116805000.0,68633000.0,1997658000.0,1268910000.0,123525000.0,290946000.0,,54872000.0,,2123657000.0,418325000.0,,,1534483000.0,477435000.0,30264000.0,13111018000.0,3831284000.0,956470000.0,1342705000.0,3821850000.0,3930586000.0,9180432000.0,13111018000.0,2362861000.0,7837727000.0,4717000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2012.0,FY,,2012-12-31,2014-02-21 08:38:08+00:00,221312000.0,368730000.0,4929613000.0,-114008000.0,1116298000.0,26202000.0,0.0,2466923000.0,,154614000.0,124939000.0,79689000.0,59789000.0,,14346367000.0,162150000.0,3199088000.0,,249430000.0,10234243000.0,129483000.0,109359000.0,70389000.0,2322325000.0,1058755000.0,181051000.0,333430000.0,,49380000.0,,1907107000.0,387959000.0,,,1624102000.0,215003000.0,25699000.0,13379615000.0,3981228000.0,1005726000.0,1083542000.0,3972806000.0,4102289000.0,9277326000.0,13379615000.0,2139646000.0,8193784000.0,4211000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2013.0,FY,,2013-12-31,2015-02-20 08:34:03+00:00,284516000.0,393497000.0,5300219000.0,-78053000.0,1115130000.0,9526000.0,0.0,2491558000.0,,226669000.0,130998000.0,76101000.0,62528000.0,0.0,15200464000.0,157689000.0,2796465000.0,,259710000.0,10731296000.0,145990000.0,114480000.0,,2546452000.0,513628000.0,137038000.0,322601000.0,,48351000.0,,1576092000.0,463427000.0,,,1785273000.0,693549000.0,17169000.0,13508686000.0,4203086000.0,1043609000.0,1618644000.0,4194470000.0,4340460000.0,9168226000.0,13508686000.0,1733781000.0,7549582000.0,4308000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2014.0,FY,,2014-12-31,2016-02-19 08:35:32+00:00,295211000.0,395179000.0,5397751000.0,-68141000.0,1409484000.0,7604000.0,0.0,2512970000.0,0.0,125330000.0,140613000.0,72307000.0,65790000.0,152290000.0,15543063000.0,119755000.0,3006573000.0,,255986000.0,11074575000.0,151609000.0,123052000.0,,2780620000.0,453736000.0,175551000.0,401649000.0,,52603000.0,,1968835000.0,437180000.0,,,1926065000.0,530970000.0,13785000.0,14288890000.0,4367493000.0,973435000.0,1559143000.0,4367493000.0,4519102000.0,9769788000.0,14288890000.0,2240880000.0,8210645000.0,-3401000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2014.0,Q3,,2014-09-30,2014-10-31 08:34:22+00:00,278835000.0,543753000.0,5308661000.0,-62402000.0,1384726000.0,10471000.0,0.0,2502217000.0,,61201000.0,249932000.0,73468000.0,0.0,180527000.0,15251009000.0,127560000.0,3037801000.0,,263056000.0,10876014000.0,152097000.0,123136000.0,,2697318000.0,233292000.0,150588000.0,417003000.0,,41289000.0,,1755315000.0,411544000.0,,,2052207000.0,387991000.0,11863000.0,13980348000.0,4492128000.0,1040932000.0,1448518000.0,4491916000.0,4644013000.0,9336335000.0,13980348000.0,2063402000.0,7887817000.0,106000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2014.0,Q2,,2014-06-30,2014-07-31 08:33:09+00:00,320779000.0,495065000.0,5388667000.0,-74217000.0,1165878000.0,9161000.0,0.0,2500064000.0,,83633000.0,161707000.0,74779000.0,62656000.0,,15448087000.0,137037000.0,2999513000.0,,269145000.0,10892008000.0,147972000.0,120330000.0,,2600076000.0,439490000.0,126648000.0,336555000.0,,52740000.0,,1662200000.0,428461000.0,,,1808232000.0,545491000.0,15420000.0,13690317000.0,4234268000.0,999072000.0,1554707000.0,4233890000.0,4381862000.0,9308455000.0,13690317000.0,1799237000.0,7753748000.0,189000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2014.0,Q1,,2014-03-31,2014-05-02 08:35:14+00:00,224820000.0,332287000.0,5360781000.0,-74902000.0,1128410000.0,103421000.0,0.0,2497485000.0,,63277000.0,179137000.0,75999000.0,,,15256945000.0,144446000.0,3045614000.0,,259897000.0,10810605000.0,154915000.0,115033000.0,,2525305000.0,442136000.0,122097000.0,317371000.0,,47392000.0,,1597816000.0,421955000.0,,,1801047000.0,549924000.0,16951000.0,13450797000.0,4224474000.0,897930000.0,1394643000.0,4222786000.0,4377701000.0,9073096000.0,13450797000.0,1742262000.0,7678453000.0,844000.0
Pinnacle West Capital Corp,PNW,TWSEY0NEDUDCKS27AH81,764622,2015.0,FY,,2015-12-31,2017-02-24 08:35:37+00:00,297480000.0,367806000.0,5594094000.0,-44748000.0,1409155000.0,39488000.0,0.0,2541668000.0,9688000.0,589000.0,138600000.0,73073000.0,69363000.0,185997000.0,16222232000.0,123975000.0,3462391000.0,,279931000.0,11684969000.0,135540000.0,115609000.0,,2920029000.0,480998000.0,186797000.0,440228000.0,,56305000.0,,2142801000.0,478302000.0,,,2092803000.0,357580000.0,15905000.0,15028258000.0,4583917000.0,890516000.0,1442317000.0,4583917000.0,4719457000.0,10308801000.0,15028258000.0,2452773000.0,8866484000.0,-5806000.0
