company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2009.0,FY,,2009-12-31,2011-02-28 16:59:22+00:00,1866000000.0,714000000.0,,-2255000000.0,459000000.0,,2465000000.0,2050000000.0,,,2739000000.0,960000000.0,1509000000.0,389000000.0,1037000000.0,109000000.0,,,,731000000.0,448000000.0,,,-94000000.0,59000000.0,6532000000.0,-6000000.0,2242000000.0,1925000000.0,-6000000.0,383000000.0,6149000000.0,6532000000.0,2781000000.0,4224000000.0,0.0,-122000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2010.0,FY,,2010-12-31,2012-02-29 12:24:06+00:00,1978000000.0,936000000.0,,-2333000000.0,463000000.0,0.0,2160000000.0,1984000000.0,,,2649000000.0,1060000000.0,1610000000.0,325000000.0,1159000000.0,,,,,656000000.0,485000000.0,190000000.0,,230000000.0,399000000.0,6899000000.0,-96000000.0,2649000000.0,2377000000.0,-96000000.0,229000000.0,6670000000.0,6899000000.0,2640000000.0,4293000000.0,0.0,-153000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2010.0,Q3,,2010-09-30,2010-11-05 15:54:34+00:00,1974000000.0,1274000000.0,,,415000000.0,,139000000.0,1998000000.0,,,2774000000.0,1068000000.0,1524000000.0,328000000.0,1011000000.0,122000000.0,,,,745000000.0,465000000.0,,,,455000000.0,7146000000.0,139000000.0,2879000000.0,2429000000.0,139000000.0,467000000.0,6679000000.0,7146000000.0,2743000000.0,4250000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2010.0,Q2,,2010-06-30,2010-08-06 14:59:35+00:00,1819000000.0,1095000000.0,,,412000000.0,,105000000.0,1884000000.0,,,2707000000.0,1076000000.0,1418000000.0,373000000.0,1000000000.0,122000000.0,,,,694000000.0,425000000.0,,,,272000000.0,6701000000.0,105000000.0,2705000000.0,2091000000.0,105000000.0,478000000.0,6223000000.0,6701000000.0,2578000000.0,4132000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2011.0,FY,,2011-12-31,2013-03-01 14:30:12+00:00,2090000000.0,948000000.0,,-2590000000.0,342000000.0,0.0,1792000000.0,1952000000.0,,,3337000000.0,1148000000.0,1751000000.0,234000000.0,996000000.0,,,,,562000000.0,489000000.0,165000000.0,,512000000.0,195000000.0,6868000000.0,-473000000.0,2603000000.0,2285000000.0,-473000000.0,-239000000.0,7107000000.0,6868000000.0,2514000000.0,4822000000.0,0.0,-187000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2011.0,Q3,,2011-09-30,2011-11-07 15:47:00+00:00,2021000000.0,1317000000.0,,,479000000.0,0.0,-100000000.0,1977000000.0,,,3396000000.0,1339000000.0,1710000000.0,280000000.0,1142000000.0,,,,,607000000.0,499000000.0,170000000.0,,,361000000.0,7599000000.0,-100000000.0,3305000000.0,2382000000.0,-100000000.0,180000000.0,7419000000.0,7599000000.0,2584000000.0,5037000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2011.0,Q2,,2011-06-30,2011-08-09 12:35:20+00:00,2258000000.0,1323000000.0,,,421000000.0,0.0,-70000000.0,2069000000.0,,,3424000000.0,1537000000.0,1746000000.0,341000000.0,1171000000.0,,,,,645000000.0,483000000.0,193000000.0,125000000.0,,452000000.0,8059000000.0,-70000000.0,3599000000.0,2710000000.0,-70000000.0,271000000.0,7788000000.0,8059000000.0,2714000000.0,5078000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2011.0,Q1,,2011-03-31,2011-05-04 16:53:46+00:00,1994000000.0,1104000000.0,,,409000000.0,,-7000000.0,2047000000.0,,,2884000000.0,1353000000.0,1702000000.0,346000000.0,1171000000.0,,,,,657000000.0,499000000.0,204000000.0,,,589000000.0,7476000000.0,-7000000.0,3070000000.0,2583000000.0,-7000000.0,339000000.0,7137000000.0,7476000000.0,2704000000.0,4554000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2012.0,FY,,2012-12-31,2014-03-03 12:39:38+00:00,2146000000.0,1057000000.0,,-2614000000.0,350000000.0,0.0,1597000000.0,1998000000.0,,,3289000000.0,1166000000.0,2005000000.0,289000000.0,1098000000.0,,,,,747000000.0,462000000.0,177000000.0,,1071000000.0,376000000.0,7500000000.0,-160000000.0,2750000000.0,2522000000.0,-160000000.0,129000000.0,7371000000.0,7500000000.0,2745000000.0,4849000000.0,0.0,-214000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2012.0,Q3,,2012-09-30,2012-11-06 15:50:18+00:00,1975000000.0,1397000000.0,,,240000000.0,0.0,-25000000.0,1976000000.0,,,3596000000.0,1207000000.0,1845000000.0,252000000.0,917000000.0,,,,,736000000.0,494000000.0,209000000.0,,,401000000.0,7610000000.0,-25000000.0,3053000000.0,2376000000.0,-25000000.0,227000000.0,7383000000.0,7610000000.0,2712000000.0,5007000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2012.0,Q2,,2012-06-30,2012-08-09 15:48:09+00:00,1979000000.0,1194000000.0,,,230000000.0,0.0,-227000000.0,1944000000.0,,,3493000000.0,1272000000.0,1800000000.0,238000000.0,946000000.0,,,,,571000000.0,497000000.0,213000000.0,,,298000000.0,7224000000.0,-227000000.0,2909000000.0,2277000000.0,-227000000.0,11000000.0,7213000000.0,7224000000.0,2515000000.0,4936000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2012.0,Q1,,2012-03-31,2012-05-09 16:18:40+00:00,1863000000.0,1066000000.0,,,250000000.0,0.0,-324000000.0,1998000000.0,,,3685000000.0,1313000000.0,1796000000.0,242000000.0,994000000.0,,,,,560000000.0,488000000.0,195000000.0,,,230000000.0,7178000000.0,-324000000.0,2824000000.0,2093000000.0,-324000000.0,-82000000.0,7260000000.0,7178000000.0,2558000000.0,5167000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2013.0,FY,,2013-12-31,2015-03-02 10:26:25+00:00,2547000000.0,1064000000.0,,-2513000000.0,689000000.0,0.0,1360000000.0,2040000000.0,,,3469000000.0,1213000000.0,2152000000.0,285000000.0,891000000.0,,,0.0,0.0,658000000.0,461000000.0,214000000.0,,1395000000.0,373000000.0,8030000000.0,4000000.0,3180000000.0,2920000000.0,4000000.0,289000000.0,7741000000.0,8030000000.0,2698000000.0,4821000000.0,0.0,-238000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2013.0,Q3,,2013-09-30,2013-10-31 08:08:09+00:00,2175000000.0,1459000000.0,,,236000000.0,0.0,-106000000.0,2010000000.0,,,3718000000.0,1331000000.0,2087000000.0,281000000.0,984000000.0,,,,,691000000.0,445000000.0,218000000.0,,,535000000.0,8032000000.0,-106000000.0,3244000000.0,2710000000.0,-106000000.0,175000000.0,7857000000.0,8032000000.0,2701000000.0,5147000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2013.0,Q2,,2013-06-30,2013-07-26 16:58:36+00:00,2177000000.0,1302000000.0,,,227000000.0,0.0,-161000000.0,1944000000.0,,,3672000000.0,1424000000.0,2018000000.0,286000000.0,990000000.0,,,,,735000000.0,451000000.0,219000000.0,,,454000000.0,7869000000.0,-161000000.0,3172000000.0,2631000000.0,-161000000.0,125000000.0,7744000000.0,7869000000.0,2679000000.0,5113000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2013.0,Q1,,2013-03-31,2013-04-30 15:50:24+00:00,1930000000.0,1175000000.0,,,304000000.0,0.0,-128000000.0,1937000000.0,,,3708000000.0,1352000000.0,1988000000.0,292000000.0,1042000000.0,,,,,752000000.0,461000000.0,193000000.0,,,396000000.0,7701000000.0,-128000000.0,3024000000.0,2326000000.0,-128000000.0,164000000.0,7537000000.0,7701000000.0,2689000000.0,5211000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2014.0,FY,,2014-12-31,2016-02-29 11:50:56+00:00,2651000000.0,1031000000.0,,-2765000000.0,965000000.0,0.0,1336000000.0,2926000000.0,,,4944000000.0,1324000000.0,2437000000.0,268000000.0,871000000.0,,,48000000.0,23000000.0,661000000.0,517000000.0,251000000.0,,1782000000.0,250000000.0,9643000000.0,119000000.0,3619000000.0,2924000000.0,119000000.0,387000000.0,9256000000.0,9643000000.0,3587000000.0,6332000000.0,0.0,-234000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2014.0,Q3,,2014-09-30,2014-10-28 14:34:53+00:00,2519000000.0,1385000000.0,,,380000000.0,0.0,270000000.0,3067000000.0,,,5200000000.0,1473000000.0,2447000000.0,278000000.0,767000000.0,,,,,695000000.0,536000000.0,370000000.0,,,247000000.0,9817000000.0,270000000.0,3608000000.0,2766000000.0,270000000.0,548000000.0,9269000000.0,9817000000.0,3762000000.0,6503000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2014.0,Q2,,2014-06-30,2014-07-30 16:58:25+00:00,2587000000.0,1264000000.0,,,244000000.0,0.0,144000000.0,3272000000.0,,,5230000000.0,1615000000.0,2496000000.0,268000000.0,836000000.0,,,,,640000000.0,568000000.0,364000000.0,,,262000000.0,9895000000.0,144000000.0,3487000000.0,2849000000.0,144000000.0,412000000.0,9483000000.0,9895000000.0,3912000000.0,6634000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2014.0,Q1,,2014-03-31,2014-04-25 15:02:31+00:00,2165000000.0,1199000000.0,,,267000000.0,0.0,3000000.0,2016000000.0,,,3765000000.0,1334000000.0,2160000000.0,255000000.0,855000000.0,,,63000000.0,57000000.0,630000000.0,446000000.0,216000000.0,,,339000000.0,7885000000.0,3000000.0,3079000000.0,2561000000.0,3000000.0,258000000.0,7627000000.0,7885000000.0,2646000000.0,5066000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2015.0,FY,,2015-12-31,2017-02-24 14:14:42+00:00,2645000000.0,912000000.0,,-3154000000.0,717000000.0,0.0,1355000000.0,3580000000.0,,,5255000000.0,1213000000.0,2699000000.0,291000000.0,767000000.0,,,,,722000000.0,735000000.0,207000000.0,,2125000000.0,263000000.0,10050000000.0,94000000.0,3049000000.0,2908000000.0,94000000.0,385000000.0,9665000000.0,10050000000.0,4302000000.0,6757000000.0,0.0,-232000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2015.0,Q3,,2015-09-30,2015-10-23 15:35:25+00:00,2527000000.0,1183000000.0,,,466000000.0,0.0,,3664000000.0,,,5608000000.0,1302000000.0,2614000000.0,433000000.0,786000000.0,,,0.0,0.0,689000000.0,672000000.0,311000000.0,,,203000000.0,10229000000.0,,3262000000.0,2730000000.0,,433000000.0,9796000000.0,10229000000.0,4353000000.0,7066000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2015.0,Q2,,2015-06-30,2015-07-30 16:00:46+00:00,2525000000.0,1098000000.0,,,288000000.0,0.0,,3790000000.0,,,5677000000.0,1454000000.0,2672000000.0,404000000.0,862000000.0,,,0.0,0.0,713000000.0,683000000.0,344000000.0,,,208000000.0,10359000000.0,,3184000000.0,2733000000.0,,404000000.0,9955000000.0,10359000000.0,4503000000.0,7222000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2015.0,Q1,,2015-03-31,2015-05-06 15:36:57+00:00,2369000000.0,1039000000.0,,,280000000.0,0.0,,3746000000.0,,,5746000000.0,1446000000.0,2619000000.0,248000000.0,879000000.0,,,0.0,0.0,702000000.0,658000000.0,312000000.0,,,244000000.0,10144000000.0,,3077000000.0,2613000000.0,,248000000.0,9896000000.0,10144000000.0,4448000000.0,7283000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2016.0,FY,,2016-12-31,2018-02-26 13:26:39+00:00,2702000000.0,865000000.0,,-3400000000.0,559000000.0,0.0,1375000000.0,3263000000.0,,,4717000000.0,1245000000.0,2820000000.0,302000000.0,620000000.0,,,,,675000000.0,698000000.0,172000000.0,,2621000000.0,194000000.0,9599000000.0,366000000.0,2841000000.0,2896000000.0,366000000.0,668000000.0,8931000000.0,9599000000.0,3938000000.0,6035000000.0,0.0,-230000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2016.0,Q3,,2016-09-30,2016-10-28 14:57:09+00:00,2627000000.0,1047000000.0,,,526000000.0,0.0,,3450000000.0,,,5097000000.0,1300000000.0,2746000000.0,779000000.0,638000000.0,,,,,677000000.0,652000000.0,217000000.0,,,170000000.0,9963000000.0,,3090000000.0,2797000000.0,,779000000.0,9184000000.0,9963000000.0,4127000000.0,6387000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2016.0,Q2,,2016-06-30,2016-07-29 14:44:47+00:00,2554000000.0,929000000.0,,,370000000.0,0.0,,3472000000.0,,,5011000000.0,1419000000.0,2700000000.0,623000000.0,672000000.0,,,,,646000000.0,643000000.0,240000000.0,,,273000000.0,9776000000.0,,2958000000.0,2827000000.0,,623000000.0,9153000000.0,9776000000.0,4118000000.0,6326000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2016.0,Q1,,2016-03-31,2016-04-29 15:04:45+00:00,2412000000.0,980000000.0,,,257000000.0,0.0,,3627000000.0,,,5293000000.0,1413000000.0,2727000000.0,553000000.0,720000000.0,,,,,682000000.0,656000000.0,254000000.0,,,306000000.0,9940000000.0,,2904000000.0,2718000000.0,,553000000.0,9387000000.0,9940000000.0,4309000000.0,6669000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2017.0,FY,,2017-12-31,2018-08-02 13:29:18+00:00,2367000000.0,1041000000.0,757000000.0,,424000000.0,0.0,,3046000000.0,,472000000.0,5217000000.0,1385000000.0,3239000000.0,923000000.0,588000000.0,,,,,832000000.0,685000000.0,224000000.0,,,126000000.0,10663000000.0,,3074000000.0,3250000000.0,,923000000.0,9740000000.0,10663000000.0,4350000000.0,6490000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2017.0,Q3,,2017-09-30,2017-10-27 15:02:02+00:00,2919000000.0,1098000000.0,,,374000000.0,0.0,,3562000000.0,,,5114000000.0,1430000000.0,3066000000.0,1112000000.0,519000000.0,,,,,715000000.0,714000000.0,251000000.0,,,118000000.0,10496000000.0,,3153000000.0,3037000000.0,,1112000000.0,9384000000.0,10496000000.0,4277000000.0,6347000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2017.0,Q2,,2017-06-30,2017-07-28 14:37:36+00:00,2697000000.0,1005000000.0,,,301000000.0,0.0,,3512000000.0,,,5262000000.0,1490000000.0,3020000000.0,935000000.0,572000000.0,,,,,714000000.0,703000000.0,224000000.0,,,97000000.0,10266000000.0,,3020000000.0,2794000000.0,,935000000.0,9331000000.0,10266000000.0,4226000000.0,6537000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2017.0,Q1,,2017-03-31,2017-04-28 16:07:18+00:00,2402000000.0,899000000.0,,,338000000.0,0.0,,3357000000.0,,,5206000000.0,1417000000.0,2898000000.0,859000000.0,596000000.0,,,,,727000000.0,713000000.0,234000000.0,,,94000000.0,9870000000.0,,2888000000.0,2496000000.0,,859000000.0,9011000000.0,9870000000.0,4084000000.0,6515000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2018.0,FY,,2018-12-31,2020-02-28 13:05:42+00:00,2732000000.0,1602000000.0,1011000000.0,-3374000000.0,607000000.0,0.0,1115000000.0,4442000000.0,,2193000000.0,8493000000.0,1690000000.0,3745000000.0,349000000.0,683000000.0,,,,,803000000.0,887000000.0,180000000.0,,3449000000.0,170000000.0,15262000000.0,937000000.0,4079000000.0,3913000000.0,937000000.0,1286000000.0,13976000000.0,15262000000.0,7438000000.0,10063000000.0,0.0,-253000000.0
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2018.0,Q3,,2018-09-30,2018-10-29 14:49:42+00:00,2507000000.0,1968000000.0,952000000.0,,298000000.0,0.0,,4495000000.0,,2258000000.0,8928000000.0,1639000000.0,3722000000.0,1310000000.0,616000000.0,,,,,762000000.0,880000000.0,193000000.0,,,142000000.0,15335000000.0,,4098000000.0,3601000000.0,,1310000000.0,14025000000.0,15335000000.0,7515000000.0,10424000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2018.0,Q2,,2018-06-30,2018-08-02 13:29:18+00:00,2452000000.0,1790000000.0,962000000.0,,298000000.0,0.0,,4443000000.0,,2298000000.0,9236000000.0,1737000000.0,3688000000.0,1137000000.0,614000000.0,,,,,776000000.0,844000000.0,330000000.0,,,115000000.0,15360000000.0,,4155000000.0,3529000000.0,,1137000000.0,14223000000.0,15360000000.0,7517000000.0,10694000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2018.0,Q1,,2018-03-31,2018-05-02 13:12:59+00:00,2009000000.0,1386000000.0,759000000.0,,2201000000.0,0.0,765000000.0,3134000000.0,,487000000.0,7778000000.0,1431000000.0,3322000000.0,347000000.0,584000000.0,,,,,875000000.0,744000000.0,243000000.0,,,93000000.0,13079000000.0,765000000.0,5261000000.0,2861000000.0,765000000.0,1112000000.0,11967000000.0,13079000000.0,4496000000.0,9106000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2019.0,FY,,2019-12-31,2020-07-27 13:21:45+00:00,2646000000.0,1528000000.0,1065000000.0,,607000000.0,0.0,,4430000000.0,3887000000.0,2015000000.0,7818000000.0,1626000000.0,3887000000.0,2092000000.0,683000000.0,,51000000.0,,,1171000000.0,1013000000.0,241000000.0,,,137000000.0,15505000000.0,,4002000000.0,3899000000.0,,2092000000.0,13413000000.0,15505000000.0,7616000000.0,9514000000.0,,
Crown Holdings Inc,CCK,NYLWZIOY8PUNIT4JOE22,1219601,2019.0,Q3,,2019-09-30,2019-10-31 13:49:19+00:00,2409000000.0,1795000000.0,956000000.0,,339000000.0,0.0,1619000000.0,4342000000.0,,2025000000.0,8042000000.0,1740000000.0,3739000000.0,402000000.0,620000000.0,,46000000.0,,,1149000000.0,1022000000.0,208000000.0,,,221000000.0,15337000000.0,1619000000.0,4082000000.0,3632000000.0,1619000000.0,2021000000.0,13316000000.0,15337000000.0,7516000000.0,9684000000.0,,
