company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,goodwill,intangibleassets,interestbearingdepositsatotherbanks,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2008.0,FY,,2008-12-31,2010-02-18 13:20:56+00:00,1032061000.0,108837000.0,1505160000.0,,3304618000.0,513191000.0,297993000.0,394282000.0,183245000.0,19387000.0,306798000.0,4620000.0,183245000.0,2303875000.0,1534036000.0,1372489000.0,,,-236100000.0,402656000.0,6475849000.0,1927355000.0,1927355000.0,1931975000.0,4543874000.0,6475849000.0,971305000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2009.0,FY,,2009-12-31,2011-02-24 11:04:57+00:00,1225000000.0,194000000.0,2055000000.0,,3412000000.0,459000000.0,309000000.0,415000000.0,446000000.0,22000000.0,449000000.0,8000000.0,446000000.0,1995000000.0,769000000.0,1206000000.0,,,1148000000.0,290000000.0,7470000000.0,3504000000.0,3504000000.0,3512000000.0,3958000000.0,7470000000.0,1342000000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2009.0,Q3,,2009-09-30,2009-11-03 15:59:24+00:00,1048064000.0,209805000.0,2316391000.0,,3384294000.0,427075000.0,314430000.0,410533000.0,260769000.0,21690000.0,450915000.0,7713000.0,260769000.0,1896807000.0,901090000.0,1204784000.0,,,873424000.0,277715000.0,6939348000.0,3217523000.0,3217523000.0,3225236000.0,3714112000.0,6939348000.0,862428000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2009.0,Q2,,2009-06-30,2009-07-30 17:59:46+00:00,955278000.0,128797000.0,2048194000.0,0.0,3346571000.0,625572000.0,300364000.0,397345000.0,243330000.0,20564000.0,456750000.0,7772000.0,243330000.0,2083065000.0,1307716000.0,1523520000.0,,,440901000.0,259484000.0,6983933000.0,2666269000.0,2666269000.0,2674041000.0,4309892000.0,6983933000.0,829313000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2010.0,FY,,2010-12-31,2012-02-16 12:23:37+00:00,1315000000.0,95000000.0,3067000000.0,0.0,3445000000.0,497000000.0,677000000.0,530000000.0,493000000.0,,439000000.0,11000000.0,493000000.0,1861000000.0,478000000.0,1063000000.0,,,2915000000.0,272000000.0,8837000000.0,5205000000.0,5205000000.0,5216000000.0,3621000000.0,8837000000.0,1273000000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2010.0,Q3,,2010-09-30,2010-11-02 12:19:52+00:00,1122000000.0,141000000.0,2479000000.0,,3431000000.0,400000000.0,297000000.0,412000000.0,467000000.0,1000000.0,433000000.0,9000000.0,467000000.0,1860000000.0,482000000.0,1000000000.0,,527000000.0,2520000000.0,243000000.0,8166000000.0,4842000000.0,4842000000.0,4851000000.0,3315000000.0,8166000000.0,1291000000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2010.0,Q2,,2010-06-30,2010-08-03 11:00:59+00:00,927000000.0,-72000000.0,2323000000.0,,3417000000.0,411000000.0,267000000.0,390000000.0,481000000.0,19000000.0,435000000.0,8000000.0,481000000.0,1825000000.0,470000000.0,1166000000.0,,,2022000000.0,244000000.0,7432000000.0,4117000000.0,4117000000.0,4125000000.0,3307000000.0,7432000000.0,1300000000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2010.0,Q1,,2010-03-31,2010-05-04 14:50:06+00:00,935000000.0,88000000.0,2119000000.0,,3403000000.0,410000000.0,293000000.0,408000000.0,444000000.0,21000000.0,433000000.0,8000000.0,444000000.0,1838000000.0,611000000.0,1192000000.0,,,1583000000.0,251000000.0,7286000000.0,3824000000.0,3824000000.0,3832000000.0,3454000000.0,7286000000.0,1341000000.0,-1250000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2011.0,FY,,2011-12-31,2013-02-14 17:02:29+00:00,1610000000.0,-2000000.0,3734000000.0,0.0,3519000000.0,601000000.0,1014000000.0,665000000.0,636000000.0,,449000000.0,9000000.0,636000000.0,2379000000.0,599000000.0,1611000000.0,,0.0,4745000000.0,360000000.0,10693000000.0,5868000000.0,5868000000.0,5877000000.0,4816000000.0,10693000000.0,1215000000.0,-2394000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2011.0,Q3,,2011-09-30,2011-11-02 11:28:29+00:00,1451000000.0,104000000.0,3753000000.0,,3489000000.0,522000000.0,1032000000.0,677000000.0,636000000.0,,450000000.0,10000000.0,636000000.0,1851000000.0,587000000.0,729000000.0,,,4745000000.0,289000000.0,9674000000.0,5972000000.0,5972000000.0,5982000000.0,3692000000.0,9674000000.0,753000000.0,-2366000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2011.0,Q2,,2011-06-30,2011-08-03 13:25:57+00:00,1280000000.0,247000000.0,2764000000.0,,3465000000.0,483000000.0,1068000000.0,700000000.0,608000000.0,,454000000.0,11000000.0,608000000.0,1991000000.0,580000000.0,740000000.0,,,4047000000.0,336000000.0,9025000000.0,5470000000.0,5470000000.0,5481000000.0,3544000000.0,9025000000.0,957000000.0,-2289000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2011.0,Q1,,2011-03-31,2011-05-03 10:45:41+00:00,1196000000.0,201000000.0,2954000000.0,,3435000000.0,393000000.0,710000000.0,539000000.0,576000000.0,,436000000.0,11000000.0,576000000.0,1780000000.0,509000000.0,736000000.0,,,3457000000.0,283000000.0,8502000000.0,5191000000.0,5191000000.0,5202000000.0,3300000000.0,8502000000.0,1114000000.0,-1902000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2012.0,FY,,2012-12-31,2014-02-14 11:26:02+00:00,1748000000.0,61000000.0,2052000000.0,0.0,3641000000.0,1117000000.0,1092000000.0,672000000.0,777000000.0,,472000000.0,12000000.0,777000000.0,2603000000.0,627000000.0,2024000000.0,,726000000.0,7354000000.0,357000000.0,12462000000.0,6917000000.0,6917000000.0,6929000000.0,5533000000.0,12462000000.0,2951000000.0,-4139000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2012.0,Q3,,2012-09-30,2012-10-31 11:55:59+00:00,1620000000.0,34000000.0,3045000000.0,0.0,3619000000.0,815000000.0,1087000000.0,676000000.0,775000000.0,,465000000.0,12000000.0,775000000.0,2663000000.0,648000000.0,1834000000.0,,,6786000000.0,319000000.0,12120000000.0,6912000000.0,6912000000.0,6924000000.0,5196000000.0,12120000000.0,2594000000.0,-3527000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2012.0,Q2,,2012-06-30,2012-08-01 10:42:40+00:00,1475000000.0,-47000000.0,3153000000.0,0.0,3571000000.0,807000000.0,1009000000.0,656000000.0,726000000.0,,458000000.0,11000000.0,726000000.0,2628000000.0,657000000.0,1776000000.0,,,6052000000.0,330000000.0,11240000000.0,6265000000.0,6265000000.0,6276000000.0,4964000000.0,11240000000.0,1803000000.0,-3311000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2012.0,Q1,,2012-03-31,2012-05-02 10:45:44+00:00,1575000000.0,78000000.0,3684000000.0,0.0,3546000000.0,654000000.0,1042000000.0,682000000.0,649000000.0,,450000000.0,8000000.0,649000000.0,2513000000.0,660000000.0,1594000000.0,,,5389000000.0,274000000.0,11131000000.0,6371000000.0,6371000000.0,6379000000.0,4752000000.0,11131000000.0,1457000000.0,-2642000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2013.0,FY,,2013-12-31,2015-02-13 10:23:56+00:00,2101000000.0,178000000.0,3599000000.0,0.0,3762000000.0,1351000000.0,1122000000.0,672000000.0,911000000.0,0.0,526000000.0,11000000.0,911000000.0,2642000000.0,715000000.0,2682000000.0,,723000000.0,10121000000.0,338000000.0,14242000000.0,7484000000.0,7484000000.0,7495000000.0,6747000000.0,14242000000.0,2696000000.0,-6577000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2013.0,Q3,,2013-09-30,2013-10-31 10:37:31+00:00,2004000000.0,120000000.0,3413000000.0,0.0,3733000000.0,1333000000.0,1101000000.0,655000000.0,878000000.0,,474000000.0,11000000.0,878000000.0,2555000000.0,642000000.0,2258000000.0,,727000000.0,9630000000.0,280000000.0,13730000000.0,7657000000.0,7657000000.0,7668000000.0,6062000000.0,13730000000.0,2594000000.0,-5826000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2013.0,Q2,,2013-06-30,2013-07-31 10:49:51+00:00,1616000000.0,-15000000.0,2348000000.0,0.0,3692000000.0,668000000.0,1050000000.0,637000000.0,840000000.0,,471000000.0,11000000.0,840000000.0,2541000000.0,665000000.0,1612000000.0,,724000000.0,8823000000.0,259000000.0,12021000000.0,7018000000.0,7018000000.0,7029000000.0,4992000000.0,12021000000.0,2742000000.0,-5482000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2013.0,Q1,,2013-03-31,2013-05-01 10:43:22+00:00,1703000000.0,-50000000.0,1984000000.0,0.0,3648000000.0,670000000.0,1042000000.0,637000000.0,812000000.0,,468000000.0,13000000.0,812000000.0,2436000000.0,639000000.0,1637000000.0,,724000000.0,8047000000.0,262000000.0,11809000000.0,6743000000.0,6743000000.0,6756000000.0,5053000000.0,11809000000.0,3036000000.0,-4902000000.0
MasterCard Inc,MA,AR5L2ODV9HN37376R084,1141391,2014.0,FY,,2014-12-31,2016-02-12 10:42:08+00:00,2439000000.0,-260000000.0,5137000000.0,0.0,3876000000.0,1052000000.0,1522000000.0,714000000.0,950000000.0,1494000000.0,615000000.0,34000000.0,950000000.0,3561000000.0,789000000.0,2414000000.0,,540000000.0,13169000000.0,419000000.0,15329000000.0,6790000000.0,6790000000.0,6824000000.0,8505000000.0,15329000000.0,1238000000.0,-9995000000.0
