company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,FY,,2013-06-30,2014-08-28 17:09:21+00:00,711700000.0,622700000.0,671100000.0,-118600000.0,920400000.0,0.0,1947700000.0,74400000.0,40300000.0,1543200000.0,1956600000.0,2590100000.0,608200000.0,500700000.0,15700000.0,9200000.0,320000000.0,241300000.0,,43400000.0,239900000.0,191200000.0,105800000.0,,-329000000.0,40100000.0,6470000000.0,1494000000.0,2416900000.0,1463200000.0,1494000000.0,1509700000.0,4854500000.0,6470000000.0,3552400000.0,3391300000.0,0.0,-6100000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,FY,,2014-06-30,2015-08-17 17:06:48+00:00,810200000.0,664800000.0,723600000.0,-85100000.0,1238000000.0,0.0,1930700000.0,63400000.0,30100000.0,1342800000.0,1837100000.0,3260100000.0,617400000.0,540300000.0,10600000.0,11400000.0,273300000.0,272500000.0,,76100000.0,228700000.0,201200000.0,106200000.0,,-426400000.0,33400000.0,6592500000.0,843800000.0,2784800000.0,1597300000.0,843800000.0,854400000.0,5631900000.0,6592500000.0,3267400000.0,4034600000.0,0.0,-575400000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,Q3,,2014-03-31,2014-05-14 16:10:21+00:00,717200000.0,664800000.0,707100000.0,-60000000.0,1147200000.0,0.0,1919100000.0,74700000.0,72100000.0,1343300000.0,1857400000.0,2735100000.0,588900000.0,526900000.0,21600000.0,10400000.0,311200000.0,245900000.0,,73000000.0,206100000.0,221400000.0,102900000.0,,-406300000.0,10000000.0,6508000000.0,1378800000.0,2697000000.0,1506400000.0,1378800000.0,1400400000.0,5004700000.0,6508000000.0,3284100000.0,3498300000.0,0.0,-74000000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,Q2,,2013-12-31,2014-02-14 16:38:37+00:00,748100000.0,779000000.0,823100000.0,-60200000.0,1154000000.0,0.0,1902200000.0,75100000.0,61700000.0,1573200000.0,1930700000.0,2580100000.0,559900000.0,529500000.0,18500000.0,10600000.0,321700000.0,251400000.0,,75300000.0,248700000.0,181700000.0,104100000.0,,-153000000.0,29000000.0,6869000000.0,1682600000.0,2749700000.0,1661900000.0,1682600000.0,1701100000.0,5063800000.0,6869000000.0,3589800000.0,3401900000.0,0.0,-6400000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,Q1,,2013-09-30,2013-11-07 17:35:32+00:00,753000000.0,789700000.0,780900000.0,-75100000.0,946800000.0,0.0,1884600000.0,74900000.0,24200000.0,1568100000.0,1948500000.0,2595200000.0,664700000.0,513200000.0,16600000.0,11200000.0,357600000.0,247100000.0,,44400000.0,248800000.0,167700000.0,106600000.0,,-235500000.0,31500000.0,6729200000.0,1567700000.0,2643800000.0,1589600000.0,1567700000.0,1584300000.0,5038300000.0,6729200000.0,3572200000.0,3448700000.0,0.0,-6300000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2015.0,FY,,2015-06-30,2016-08-18 17:08:24+00:00,748400000.0,679600000.0,719200000.0,-274000000.0,341300000.0,0.0,2048300000.0,86700000.0,29800000.0,1530700000.0,1913600000.0,2605900000.0,557800000.0,500200000.0,14900000.0,10400000.0,352600000.0,206500000.0,,207600000.0,256700000.0,191000000.0,86300000.0,,-193900000.0,28800000.0,6018900000.0,969800000.0,1856400000.0,1526200000.0,969800000.0,984700000.0,4947900000.0,6018900000.0,3662300000.0,3421700000.0,0.0,-610600000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2015.0,Q3,,2015-03-31,2015-05-07 17:05:26+00:00,607900000.0,610500000.0,610800000.0,-326600000.0,1144100000.0,0.0,1925000000.0,57500000.0,31000000.0,1319500000.0,1740400000.0,3550900000.0,513400000.0,473600000.0,25400000.0,7600000.0,261200000.0,235100000.0,,70000000.0,161600000.0,171500000.0,85700000.0,,-214900000.0,35500000.0,6108100000.0,503000000.0,2497000000.0,1285200000.0,503000000.0,528400000.0,5494000000.0,6108100000.0,3137500000.0,4208800000.0,0.0,-880500000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2015.0,Q2,,2014-12-31,2015-02-05 16:04:44+00:00,700000000.0,736700000.0,800100000.0,-203800000.0,1203200000.0,0.0,1902100000.0,60400000.0,33800000.0,1313700000.0,1777800000.0,2713500000.0,526700000.0,500500000.0,22900000.0,9200000.0,260800000.0,258700000.0,,67200000.0,181700000.0,193900000.0,84900000.0,,-290400000.0,691600000.0,6389300000.0,641300000.0,2720900000.0,2225500000.0,641300000.0,664200000.0,5640200000.0,6389300000.0,3167900000.0,3414700000.0,0.0,-766600000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2015.0,Q1,,2014-09-30,2014-11-06 16:58:30+00:00,793200000.0,805300000.0,853800000.0,-158400000.0,1002700000.0,0.0,1834200000.0,62500000.0,6000000.0,1324700000.0,1804500000.0,2554900000.0,638700000.0,518600000.0,15600000.0,8500000.0,258700000.0,263600000.0,,70500000.0,227800000.0,190700000.0,85500000.0,,-415800000.0,683000000.0,6426700000.0,684600000.0,2699900000.0,2336000000.0,684600000.0,700200000.0,5641000000.0,6426700000.0,3208200000.0,3305000000.0,0.0,-575400000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2016.0,FY,,2016-06-30,2017-08-23 15:41:04+00:00,921400000.0,682900000.0,748400000.0,-239700000.0,372400000.0,0.0,2042400000.0,110500000.0,23600000.0,2212700000.0,2050100000.0,3936400000.0,565800000.0,638600000.0,6900000.0,15700000.0,339200000.0,230600000.0,,180100000.0,233800000.0,206800000.0,73300000.0,0.0,-37000000.0,161800000.0,7035600000.0,360200000.0,1938400000.0,1855200000.0,360200000.0,367100000.0,6595200000.0,7035600000.0,4458600000.0,4740000000.0,0.0,-1405500000.0
