company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2012.0,FY,2011-07-01,2012-06-30,2014-08-28 17:09:21+00:00,100100000.0,-0.87,-0.87,,-0.87,575900000.0,-37800000.0,-293300000.0,-293300000.0,-324400000.0,31100000.0,1824000000.0,4611300000.0,-32000000.0,,0.0,11100000.0,2309700000.0,1824000000.0,2787300000.0,89600000.0,2996800000.0,-209500000.0,-121600000.0,-331100000.0,4611300000.0,372900000.0,373000000.0,373000000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,FY,2012-07-01,2013-06-30,2015-08-17 17:06:48+00:00,90200000.0,0.44,0.44,0.15,0.42,1500000.0,116800000.0,201900000.0,201900000.0,168000000.0,33900000.0,1860300000.0,4649100000.0,800000.0,,-19300000.0,38300000.0,2283700000.0,1860300000.0,2788800000.0,76500000.0,2394400000.0,394400000.0,-75700000.0,318700000.0,4649100000.0,381800000.0,381700000.0,396400000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q4,2013-04-01,2013-06-30,,23800000.0,0.16,-0.16,0.15,-0.16,1500000.0,11500000.0,-56200000.0,-56200000.0,-62300000.0,6100000.0,438400000.0,1058800000.0,200000.0,,,35200000.0,583800000.0,438400000.0,620400000.0,21000000.0,644300000.0,-23900000.0,-20800000.0,-44700000.0,1058800000.0,381800000.0,381700000.0,396400000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q3YTD,2012-07-01,2013-03-31,,66400000.0,0.28,0.6,,0.58,,105300000.0,258100000.0,258100000.0,230300000.0,27800000.0,1421900000.0,3590300000.0,600000.0,,-19300000.0,3100000.0,1699900000.0,1421900000.0,2168400000.0,55500000.0,1750100000.0,418300000.0,-54900000.0,363400000.0,3590300000.0,408000000.0,382800000.0,396700000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q3,2013-01-01,2013-03-31,2014-05-14 16:10:21+00:00,22200000.0,0.05,0.05,,0.05,0.0,-19800000.0,29900000.0,29900000.0,20400000.0,9500000.0,382600000.0,997700000.0,200000.0,,0.0,2700000.0,560100000.0,382600000.0,615100000.0,20200000.0,585000000.0,30100000.0,-20000000.0,10100000.0,997700000.0,408000000.0,382800000.0,396700000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q2YTD,2012-07-01,2012-12-31,,44200000.0,0.23,0.55,,0.53,,125100000.0,228200000.0,228200000.0,209900000.0,18300000.0,1039300000.0,2592600000.0,400000.0,,-19300000.0,400000.0,1139800000.0,1039300000.0,1553300000.0,35300000.0,1165100000.0,388200000.0,-34900000.0,353300000.0,2592600000.0,,381300000.0,397700000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q2,2012-10-01,2012-12-31,2014-02-14 16:38:37+00:00,22300000.0,,0.32,,0.31,,70700000.0,133400000.0,133400000.0,123200000.0,10200000.0,562900000.0,1379500000.0,200000.0,,-19300000.0,400000.0,590900000.0,562900000.0,816600000.0,18400000.0,594300000.0,222300000.0,-18200000.0,204100000.0,1379500000.0,,381300000.0,397700000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2013.0,Q1,2012-07-01,2012-09-30,2013-11-07 17:35:32+00:00,21900000.0,0.23,0.23,,0.22,,54400000.0,94800000.0,94800000.0,86700000.0,8100000.0,476400000.0,1213100000.0,200000.0,,,,548900000.0,476400000.0,736700000.0,16900000.0,570800000.0,165900000.0,-16700000.0,149200000.0,1213100000.0,377000000.0,379600000.0,395800000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,FY,2013-07-01,2014-06-30,2016-08-18 17:08:24+00:00,85700000.0,-0.26,-0.26,0.2,-0.26,316900000.0,20100000.0,-64200000.0,-64200000.0,-97400000.0,33200000.0,1865700000.0,4551600000.0,-1300000.0,,0.0,38000000.0,2219600000.0,1865700000.0,2685900000.0,68500000.0,2660200000.0,25700000.0,-69800000.0,-44100000.0,4551600000.0,374600000.0,381700000.0,381700000.0
Coty Inc,COTY,549300BO9IWPF3S48F93,1024305,2014.0,Q4,2014-04-01,2014-06-30,,19300000.0,-0.05,-0.05,,-0.05,,-19300000.0,-12800000.0,-12800000.0,-20100000.0,7300000.0,448800000.0,1041500000.0,-3600000.0,,,27800000.0,557000000.0,448800000.0,592700000.0,17100000.0,604100000.0,-11400000.0,-20700000.0,-32100000.0,1041500000.0,374600000.0,381700000.0,381700000.0
