company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:38:34+00:00,,,,,1486000000.0,,131000000.0,1008000000.0,3826000000.0,,309000000.0,-3709000000.0,3434000000.0,309000000.0,-3709000000.0,3434000000.0,34000000.0,1782000000.0,1782000000.0,35000000.0,,-31000000.0,-1245000000.0,-940000000.0,-3546000000.0,-3280000000.0,,0.0,775000000.0,33000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q4,2008-10-01,2008-12-31,,,,-489600000.0,-575597000.0,438304000.0,,296825000.0,92800000.0,1208663000.0,,-71108000.0,-1146229000.0,827868000.0,-71108000.0,-1146229000.0,827868000.0,-389469000.0,202393000.0,202393000.0,-109654000.0,,18037000.0,-342065000.0,-229375000.0,-1100882000.0,-1030506000.0,,,137709000.0,28282000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:19:39+00:00,,,,,1704000000.0,,72000000.0,474000000.0,3687000000.0,,878000000.0,-4126000000.0,3464000000.0,878000000.0,-4126000000.0,3464000000.0,216000000.0,1807000000.0,1807000000.0,-119000000.0,,-95000000.0,-1346000000.0,-816000000.0,-3961000000.0,-1812000000.0,,-125000000.0,712000000.0,34000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q3,2008-07-01,2008-09-30,,,,208698000.0,186131000.0,433906000.0,,40166000.0,145746000.0,793402000.0,,342629000.0,-955826000.0,1225249000.0,342629000.0,-955826000.0,1225249000.0,612052000.0,796631000.0,796631000.0,-45454000.0,,-73815000.0,-340068000.0,-180465000.0,-876941000.0,-256451000.0,,,175172000.0,223000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 11:10:39+00:00,,,489600000.0,575597000.0,1265696000.0,,-224825000.0,381200000.0,2478337000.0,,949108000.0,-2979771000.0,2636132000.0,949108000.0,-2979771000.0,2636132000.0,605469000.0,1604607000.0,1604607000.0,-9346000.0,,-113037000.0,-1003935000.0,-586625000.0,-2860118000.0,-781494000.0,,-125000000.0,574291000.0,5718000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-27 11:35:42+00:00,,,280902000.0,389466000.0,831790000.0,,-264991000.0,235454000.0,1684935000.0,,606479000.0,-2023945000.0,1410883000.0,606479000.0,-2023945000.0,1410883000.0,-6583000.0,807976000.0,807976000.0,36108000.0,,-39222000.0,-663867000.0,-406160000.0,-1983177000.0,-525043000.0,,-125000000.0,399119000.0,5495000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q4,2009-10-01,2009-12-31,,,,330459000.0,927313000.0,477146000.0,,202804000.0,617471000.0,707866000.0,,642156000.0,-1462652000.0,903216000.0,642156000.0,-1462652000.0,903216000.0,82720000.0,265106000.0,265106000.0,-41840000.0,,-62565000.0,-366397000.0,-117784000.0,-1490991000.0,-316784000.0,,,208599000.0,89000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:40:28+00:00,,,975000000.0,1517232000.0,1788000000.0,,-74000000.0,1286000000.0,3042000000.0,,1329000000.0,-4319000000.0,3263000000.0,1329000000.0,-4319000000.0,3263000000.0,273000000.0,1708000000.0,1708000000.0,-159000000.0,,17000000.0,-1434000000.0,-1234000000.0,-4670000000.0,-1565000000.0,,,1228000000.0,340000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,154941000.0,14322000.0,1749158000.0,,20021000.0,761329000.0,3542797000.0,,615736000.0,-4002577000.0,3187652000.0,615736000.0,-4002577000.0,3187652000.0,-199189000.0,1645287000.0,1645287000.0,-226814000.0,,97602000.0,-1409668000.0,-1345591000.0,-4279891000.0,-2278722000.0,,,1157110000.0,368193000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q3,2009-07-01,2009-09-30,,,,176263000.0,203190000.0,415500000.0,,538408000.0,129441000.0,400570000.0,,-863861000.0,-1051288000.0,1740169000.0,-863861000.0,-1051288000.0,1740169000.0,-174980000.0,806170000.0,806170000.0,-19909000.0,,-52635000.0,-364912000.0,-243322000.0,-986050000.0,-1028960000.0,,,230711000.0,8000.0
