company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,customerdeposits,employeebenefitassets,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,FY,,2008-12-31,2010-02-25 16:38:34+00:00,1250000000.0,2295000000.0,626000000.0,18286000000.0,,2504000000.0,,417000000.0,,13983000000.0,,197000000.0,302000000.0,,,54164000000.0,,16816000000.0,1124000000.0,1775000000.0,35878000000.0,,,973000000.0,6794000000.0,2057000000.0,466000000.0,558000000.0,,196000000.0,,4535000000.0,592000000.0,479000000.0,,527000000.0,302000000.0,375000000.0,103000000.0,,1570000000.0,48347000000.0,13983000000.0,5358000000.0,5226000000.0,13983000000.0,13983000000.0,33989000000.0,48347000000.0,7111000000.0,28763000000.0,,
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,FY,,2009-12-31,2011-02-25 15:19:39+00:00,1329000000.0,2030000000.0,432000000.0,19121000000.0,,2292000000.0,,690000000.0,,15585000000.0,,13000000.0,331000000.0,0.0,,58351000000.0,,18131000000.0,893000000.0,2241000000.0,39230000000.0,,,1047000000.0,7151000000.0,2304000000.0,361000000.0,945000000.0,,218000000.0,,4540000000.0,624000000.0,463000000.0,,564000000.0,508000000.0,375000000.0,43000000.0,,1752000000.0,52046000000.0,15585000000.0,5873000000.0,5584000000.0,15585000000.0,15585000000.0,36086000000.0,52046000000.0,6943000000.0,30502000000.0,,
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q3,,2009-09-30,2009-11-06 11:10:39+00:00,1158560000.0,2287734000.0,360094000.0,18985998000.0,-84433000.0,2283588000.0,,606861000.0,,6472631000.0,,176299000.0,325035000.0,,,57127777000.0,,18010235000.0,834759000.0,2168659000.0,38141779000.0,,,1033025000.0,7044248000.0,2023883000.0,379325000.0,867027000.0,,227821000.0,,4163027000.0,542327000.0,469684000.0,,584189000.0,372951000.0,374496000.0,66403000.0,7987893000.0,1476989000.0,50524207000.0,14362049000.0,5881933000.0,5176014000.0,15069416000.0,15069416000.0,35080295000.0,50524207000.0,6500495000.0,29904281000.0,707367000.0,14042000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q2,,2009-06-30,2009-08-27 11:35:42+00:00,1419534000.0,2458697000.0,331242000.0,18739799000.0,-88612000.0,2545682000.0,,781841000.0,,6339157000.0,,95345000.0,319842000.0,,,56237745000.0,,17921409000.0,826765000.0,2161459000.0,37497946000.0,,,1010624000.0,6856018000.0,2029596000.0,526370000.0,633418000.0,,222382000.0,,4216293000.0,536049000.0,476051000.0,,452196000.0,364463000.0,374496000.0,96540000.0,7546424000.0,2188803000.0,50417049000.0,13783670000.0,6389370000.0,5662762000.0,14491037000.0,14491037000.0,35551516000.0,50417049000.0,6529733000.0,29888754000.0,707367000.0,13299000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2010.0,Q3,,2010-09-30,2010-11-05 15:09:36+00:00,1160993000.0,2337989000.0,534313000.0,19947881000.0,-71747000.0,2450251000.0,,1258735000.0,,7745796000.0,,77995000.0,333876000.0,,,61147590000.0,,18198225000.0,899689000.0,2031136000.0,41199709000.0,707328000.0,,1182050000.0,7780426000.0,2336393000.0,433433000.0,678491000.0,,238944000.0,,4545717000.0,798301000.0,458163000.0,,637808000.0,529823000.0,374496000.0,18336000.0,8594861000.0,2331992000.0,54894780000.0,16254948000.0,6609452000.0,5994412000.0,16254948000.0,16962276000.0,37558008000.0,54894780000.0,7085619000.0,31563596000.0,,13962000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2010.0,Q2,,2010-06-30,2010-08-06 13:40:06+00:00,1282523000.0,2196765000.0,403451000.0,19647708000.0,-74460000.0,2352401000.0,,266278000.0,,7465998000.0,,25664000.0,335625000.0,,,60278202000.0,,18134554000.0,900972000.0,2188425000.0,40630494000.0,707328000.0,,1167278000.0,7424689000.0,2287633000.0,361173000.0,784210000.0,,220153000.0,,4696746000.0,624978000.0,454738000.0,,487721000.0,479878000.0,374496000.0,31743000.0,8156346000.0,2396103000.0,53374490000.0,15532961000.0,5524262000.0,5935450000.0,15532961000.0,16240289000.0,36759705000.0,53374490000.0,7219734000.0,30824255000.0,,14923000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2010.0,Q1,,2010-03-31,2010-05-07 15:20:14+00:00,1229108000.0,1870581000.0,322460000.0,19371351000.0,-78540000.0,2320611000.0,,339050000.0,,7267085000.0,,74508000.0,337014000.0,,,59369747000.0,,18097952000.0,901378000.0,2111740000.0,39998396000.0,707328000.0,,1133674000.0,7331065000.0,2299778000.0,423792000.0,950961000.0,,229224000.0,,4871262000.0,738065000.0,455204000.0,,359065000.0,439414000.0,374496000.0,35554000.0,8021810000.0,2013563000.0,52580045000.0,15194847000.0,5220131000.0,5515903000.0,15194847000.0,15902175000.0,36303374000.0,52580045000.0,7361518000.0,30787471000.0,,15508000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2011.0,Q1,,2011-03-31,2011-05-06 16:30:01+00:00,1315000000.0,1808000000.0,355000000.0,20384000000.0,-66000000.0,2453000000.0,,410000000.0,,8142000000.0,,13000000.0,333000000.0,104000000.0,,63085000000.0,,18133000000.0,897000000.0,2178000000.0,42701000000.0,707000000.0,,1263000000.0,8431000000.0,1575000000.0,402000000.0,709000000.0,,259000000.0,,4367000000.0,843000000.0,447000000.0,,375000000.0,435000000.0,375000000.0,7000000.0,8404000000.0,2678000000.0,55019000000.0,16465000000.0,5240000000.0,6037000000.0,16465000000.0,17172000000.0,37472000000.0,55019000000.0,7078000000.0,31435000000.0,,15000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2012.0,Q3,,2012-09-30,2012-11-07 16:06:13+00:00,2246676000.0,2013497000.0,530000000.0,21906000000.0,-112000000.0,2717000000.0,,1256000000.0,,9217000000.0,,65000000.0,366000000.0,82000000.0,,69180000000.0,,18955000000.0,878000000.0,2530000000.0,47274000000.0,-18454401000.0,2893000.0,1389000000.0,10697746000.0,2449000000.0,370000000.0,-296676000.0,,400000000.0,19161401000.0,5113824000.0,954000000.0,441000000.0,,490000000.0,519000000.0,375000000.0,7000000.0,9670000000.0,2768000000.0,61963000000.0,37800401000.0,6696000000.0,6569000000.0,37800401000.0,19346000000.0,42242000000.0,61963000000.0,7903824000.0,35775639000.0,,-136000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2016.0,FY,,2016-12-31,2018-02-20 21:22:00+00:00,2228000000.0,2623000000.0,915000000.0,29852000000.0,-180000000.0,7281000000.0,,1975000000.0,0.0,14613000000.0,544000000.0,193000000.0,558000000.0,,6251000000.0,108298000000.0,970000000.0,42620000000.0,2593000000.0,2782000000.0,78446000000.0,1854000000.0,,1629000000.0,16320000000.0,2299000000.0,1434000000.0,2625000000.0,,518000000.0,,9857000000.0,1138000000.0,436000000.0,,1052000000.0,364000000.0,282000000.0,,10356000000.0,4828000000.0,109697000000.0,24758000000.0,9722000000.0,12917000000.0,24758000000.0,26612000000.0,82803000000.0,109697000000.0,21736000000.0,69658000000.0,,
