company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherrevenue,otherspecialcharges,preferreddividends,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:38:34+00:00,2.29,2.29,1.595,1245000000.0,2.28,835000000.0,1782000000.0,1782000000.0,1734000000.0,48000000.0,10041000000.0,15140000000.0,,,10000000.0,741000000.0,213000000.0,0.0,,10041000000.0,5312000000.0,886000000.0,167000000.0,1986000000.0,3326000000.0,-709000000.0,2617000000.0,15353000000.0,757200000.0,756000000.0,761000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 15:19:39+00:00,2.26,2.26,1.6625,1443000000.0,2.25,915000000.0,1807000000.0,1807000000.0,1742000000.0,65000000.0,11381000000.0,17000000000.0,,,-18000000.0,797000000.0,127000000.0,,,11381000000.0,5746000000.0,866000000.0,100000000.0,2240000000.0,3506000000.0,-784000000.0,2722000000.0,17127000000.0,770800000.0,771000000.0,775000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 11:10:39+00:00,1.01,1.01,0.42,367014000.0,1.0,434515000.0,796631000.0,796631000.0,780436000.0,16195000.0,3439491000.0,5395598000.0,,,-10816000.0,215298000.0,30901000.0,0.0,,3439491000.0,1987008000.0,219066000.0,56332000.0,582312000.0,1404696000.0,-173550000.0,1231146000.0,5426499000.0,772700000.0,772622000.0,776903000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2008.0,Q2,2008-04-01,2008-06-30,2009-08-27 11:35:42+00:00,0.54,0.54,0.42,358745000.0,0.54,224952000.0,432577000.0,432577000.0,416382000.0,16195000.0,2734332000.0,4182842000.0,,,-4483000.0,198042000.0,32345000.0,0.0,,2734332000.0,1480855000.0,228948000.0,-33108000.0,556787000.0,924068000.0,-266539000.0,657529000.0,4215187000.0,771100000.0,769122000.0,773140000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q4,2009-10-01,2009-12-31,,0.31,0.31,0.44,403784000.0,0.31,67167000.0,265106000.0,265106000.0,248691000.0,16415000.0,2432261000.0,3627183000.0,,,41993000.0,197149000.0,-117136000.0,,,2432261000.0,1077786000.0,202914000.0,16341000.0,600933000.0,476853000.0,-144580000.0,332273000.0,3510047000.0,793700000.0,795000000.0,796000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 16:40:28+00:00,2.07,2.07,1.7325,1503000000.0,2.06,896000000.0,1708000000.0,1708000000.0,1643000000.0,65000000.0,9952000000.0,15642000000.0,,,41000000.0,818000000.0,101000000.0,202000000.0,,9952000000.0,5791000000.0,905000000.0,200000000.0,2523000000.0,3268000000.0,-664000000.0,2604000000.0,15743000000.0,793700000.0,795000000.0,796000000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 15:09:36+00:00,0.99,0.99,0.4375,332117000.0,0.99,435947000.0,806170000.0,806170000.0,789975000.0,16195000.0,2721207000.0,4516781000.0,,,-10466000.0,212882000.0,164701000.0,,,2721207000.0,1960275000.0,226345000.0,63652000.0,544999000.0,1415276000.0,-173159000.0,1242117000.0,4681482000.0,798000000.0,798418000.0,800178000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.76,1.76,1.3,1099216000.0,1.75,828833000.0,1442894000.0,1442894000.0,1394309000.0,48585000.0,7519739000.0,12014817000.0,,,-993000.0,620851000.0,218136000.0,202000000.0,,7519739000.0,4713214000.0,702086000.0,183659000.0,1922067000.0,2791147000.0,-519420000.0,2271727000.0,12232953000.0,798000000.0,798418000.0,800178000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.77,0.77,0.86,767099000.0,0.76,392886000.0,636724000.0,636724000.0,604334000.0,32390000.0,4798532000.0,7498036000.0,,,9473000.0,407969000.0,53435000.0,202000000.0,,4798532000.0,2752939000.0,475741000.0,120007000.0,1377068000.0,1375871000.0,-346261000.0,1029610000.0,7551471000.0,784600000.0,790748000.0,792068000.0
Southern Co,SO,549300FC3G3YU2FBZD92,92122,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 13:40:06+00:00,0.61,0.61,0.4375,377341000.0,0.6,225717000.0,494808000.0,494808000.0,478613000.0,16195000.0,2413540000.0,3859165000.0,,,23299000.0,208089000.0,25999000.0,,,2413540000.0,1471624000.0,250014000.0,61046000.0,585430000.0,886194000.0,-165669000.0,720525000.0,3885164000.0,784600000.0,790748000.0,792068000.0
