company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Acuity Brands Inc,AYI,,1144215,2010.0,FY,,2010-08-31,2011-10-28 09:26:34+00:00,195000000.0,255100000.0,73400000.0,320400000.0,-71300000.0,7600000.0,191000000.0,0.0,662400000.0,17300000.0,52900000.0,515600000.0,458800000.0,199500000.0,353300000.0,149000000.0,138400000.0,3700000.0,10200000.0,71100000.0,,,20100000.0,45700000.0,13900000.0,459000000.0,,1503600000.0,694400000.0,626300000.0,321300000.0,694400000.0,694400000.0,809200000.0,1503600000.0,738900000.0,487900000.0,0.0,-355700000.0
Acuity Brands Inc,AYI,,1144215,2011.0,FY,,2011-08-31,2012-10-26 15:49:03+00:00,203800000.0,262600000.0,81400000.0,341700000.0,-53800000.0,7300000.0,170200000.0,0.0,680800000.0,16000000.0,46200000.0,559200000.0,484900000.0,234200000.0,353400000.0,165900000.0,143200000.0,2000000.0,36400000.0,60500000.0,,,28300000.0,51400000.0,15800000.0,541000000.0,,1597400000.0,757000000.0,630500000.0,331400000.0,757000000.0,757000000.0,840400000.0,1597400000.0,823700000.0,509000000.0,0.0,-411000000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q3,,2011-05-31,2011-06-29 08:35:02+00:00,188300000.0,255300000.0,87200000.0,347600000.0,-57400000.0,7400000.0,160800000.0,,676700000.0,16200000.0,37800000.0,575400000.0,494600000.0,212500000.0,353400000.0,178000000.0,147000000.0,3800000.0,14500000.0,71800000.0,16200000.0,,25800000.0,51600000.0,,512500000.0,,1591000000.0,779000000.0,626500000.0,313300000.0,779000000.0,779000000.0,812000000.0,1591000000.0,817500000.0,498700000.0,0.0,-352800000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q2,,2011-02-28,2011-03-30 09:03:46+00:00,175700000.0,243700000.0,79100000.0,340800000.0,-61500000.0,7800000.0,125500000.0,,671300000.0,16300000.0,32400000.0,571300000.0,485900000.0,212500000.0,353400000.0,174100000.0,145100000.0,3800000.0,15100000.0,72500000.0,22300000.0,,22400000.0,53000000.0,,491000000.0,,1537000000.0,748000000.0,581900000.0,287200000.0,748000000.0,748000000.0,789000000.0,1537000000.0,810000000.0,501800000.0,0.0,-352800000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q1,,2010-11-30,2011-01-10 08:39:36+00:00,184600000.0,249400000.0,88600000.0,333200000.0,-66800000.0,7400000.0,152200000.0,,667400000.0,16400000.0,30300000.0,542000000.0,476700000.0,197200000.0,353400000.0,173700000.0,143500000.0,3700000.0,8400000.0,70700000.0,21700000.0,,21600000.0,55300000.0,,477800000.0,,1521400000.0,722700000.0,613400000.0,303500000.0,722700000.0,722700000.0,798700000.0,1521400000.0,764500000.0,495200000.0,0.0,-355700000.0
Acuity Brands Inc,AYI,,1144215,2012.0,FY,,2012-08-31,2013-10-29 16:07:48+00:00,232700000.0,263800000.0,86000000.0,329300000.0,-84700000.0,6600000.0,284500000.0,0.0,703600000.0,13000000.0,46100000.0,554900000.0,468500000.0,230800000.0,353500000.0,194100000.0,139200000.0,4100000.0,33400000.0,90100000.0,,,28900000.0,54500000.0,23600000.0,635300000.0,,1736900000.0,834000000.0,779000000.0,364800000.0,834000000.0,834000000.0,902900000.0,1736900000.0,818700000.0,538100000.0,0.0,-420200000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q3,,2012-05-31,2012-07-02 08:29:33+00:00,202700000.0,269600000.0,86800000.0,348300000.0,-66800000.0,7200000.0,228300000.0,0.0,698300000.0,15300000.0,41600000.0,554000000.0,480700000.0,233500000.0,353500000.0,168700000.0,132400000.0,1800000.0,38500000.0,52600000.0,,,30700000.0,54600000.0,22200000.0,607600000.0,,1656500000.0,819000000.0,704100000.0,331100000.0,819000000.0,819000000.0,837500000.0,1656500000.0,820000000.0,506400000.0,0.0,-420100000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q2,,2012-02-29,2012-04-04 08:33:15+00:00,189400000.0,257600000.0,69000000.0,345200000.0,-59000000.0,7600000.0,180600000.0,0.0,694800000.0,15400000.0,33800000.0,557300000.0,478600000.0,234500000.0,353400000.0,159000000.0,133400000.0,2100000.0,37700000.0,57100000.0,,,27900000.0,54700000.0,30100000.0,579500000.0,,1597900000.0,795200000.0,642700000.0,292200000.0,795200000.0,795200000.0,802700000.0,1597900000.0,821800000.0,510500000.0,0.0,-420100000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q1,,2011-11-30,2012-01-09 08:40:19+00:00,198900000.0,262600000.0,94500000.0,340600000.0,-62900000.0,7300000.0,172700000.0,0.0,682900000.0,15700000.0,24000000.0,559600000.0,474200000.0,233000000.0,353400000.0,162500000.0,133600000.0,2000000.0,36300000.0,56700000.0,,,27600000.0,58500000.0,25700000.0,565500000.0,,1595000000.0,765400000.0,639200000.0,317400000.0,765400000.0,765400000.0,829600000.0,1595000000.0,822200000.0,512200000.0,0.0,-420100000.0
Acuity Brands Inc,AYI,,1144215,2013.0,FY,,2013-08-31,2014-10-29 16:28:03+00:00,249500000.0,318300000.0,107500000.0,323400000.0,-62600000.0,7000000.0,359100000.0,0.0,736000000.0,13600000.0,29200000.0,568200000.0,471300000.0,245100000.0,353600000.0,203000000.0,147900000.0,1700000.0,53900000.0,54700000.0,,,27400000.0,54900000.0,19500000.0,740300000.0,,1903800000.0,993500000.0,913500000.0,386200000.0,993500000.0,993500000.0,910300000.0,1903800000.0,842400000.0,524100000.0,0.0,-420200000.0
