company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Acuity Brands Inc,AYI,,1144215,2009.0,FY,2008-09-01,2009-08-31,2011-10-28 09:26:34+00:00,2.04,2.04,0.52,2.0,42100000.0,84900000.0,85200000.0,-300000.0,84900000.0,1022300000.0,1657400000.0,2000000.0,26700000.0,454600000.0,1022300000.0,635100000.0,28500000.0,481300000.0,153800000.0,-26500000.0,127300000.0,1657400000.0,41600000.0,40800000.0,41600000.0
Acuity Brands Inc,AYI,,1144215,2010.0,FY,2009-09-01,2010-08-31,2011-10-28 09:26:34+00:00,1.84,1.84,0.52,1.8,39800000.0,79600000.0,79000000.0,600000.0,79600000.0,965400000.0,1626900000.0,1000000.0,8400000.0,495400000.0,965400000.0,661500000.0,39900000.0,503800000.0,157700000.0,-38900000.0,118800000.0,1626900000.0,43300000.0,42500000.0,43300000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q4,2010-06-01,2010-08-31,,0.63,0.63,0.13,0.62,13400000.0,27200000.0,27200000.0,,27200000.0,259800000.0,444100000.0,-100000.0,3200000.0,133100000.0,259800000.0,184300000.0,7300000.0,136300000.0,48000000.0,-7400000.0,40600000.0,444100000.0,43300000.0,42500000.0,43300000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q3YTD,2009-09-01,2010-05-31,,1.21,1.21,0.39,1.18,26400000.0,52400000.0,51800000.0,600000.0,52400000.0,705600000.0,1182800000.0,1100000.0,5200000.0,362300000.0,705600000.0,477200000.0,32600000.0,367500000.0,109700000.0,-31500000.0,78200000.0,1182800000.0,43500000.0,42700000.0,43500000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q3,2010-02-28,2010-05-31,2011-06-29 08:35:02+00:00,0.49,0.49,0.13,0.48,11600000.0,21300000.0,21300000.0,,21300000.0,244000000.0,407600000.0,1000000.0,-300000.0,124700000.0,244000000.0,163600000.0,7300000.0,124400000.0,39200000.0,-6300000.0,32900000.0,407600000.0,43500000.0,42700000.0,43500000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q2YTD,2009-09-01,2010-02-28,,0.72,0.72,0.26,0.7,14800000.0,31100000.0,30500000.0,600000.0,31100000.0,461600000.0,775200000.0,100000.0,5500000.0,237600000.0,461600000.0,313600000.0,25300000.0,243100000.0,70500000.0,-25200000.0,45300000.0,775200000.0,43300000.0,42500000.0,43300000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q2,2009-12-01,2010-02-28,2011-03-30 09:03:46+00:00,0.18,0.18,0.13,0.17,2600000.0,7800000.0,7200000.0,600000.0,7800000.0,231200000.0,383500000.0,600000.0,5400000.0,119100000.0,231200000.0,152300000.0,18600000.0,124500000.0,27800000.0,-18000000.0,9800000.0,383500000.0,43300000.0,42500000.0,43300000.0
Acuity Brands Inc,AYI,,1144215,2010.0,Q1,2009-09-01,2009-11-30,2011-01-10 08:39:36+00:00,0.54,0.54,0.13,0.53,12200000.0,23300000.0,23300000.0,,23300000.0,230400000.0,391700000.0,-500000.0,100000.0,118500000.0,230400000.0,161300000.0,6700000.0,118600000.0,42700000.0,-7200000.0,35500000.0,391700000.0,43100000.0,42300000.0,43100000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q4,2011-06-01,2011-08-31,,1.89,0.8,0.13,0.79,15900000.0,34100000.0,34100000.0,,34100000.0,295900000.0,496300000.0,1600000.0,,144600000.0,295900000.0,200400000.0,7400000.0,144600000.0,55800000.0,-5800000.0,50000000.0,496300000.0,42900000.0,42200000.0,42800000.0
Acuity Brands Inc,AYI,,1144215,2011.0,FY,2010-09-01,2011-08-31,2012-10-26 15:49:03+00:00,2.46,2.46,0.52,2.42,52100000.0,105500000.0,105500000.0,0.0,105500000.0,1065700000.0,1795700000.0,-1200000.0,0.0,541300000.0,1065700000.0,730000000.0,29900000.0,541300000.0,188700000.0,-31100000.0,157600000.0,1795700000.0,42900000.0,42200000.0,42800000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q3,2011-03-01,2011-05-31,2012-07-02 08:29:33+00:00,,0.63,0.13,0.62,14700000.0,27100000.0,27100000.0,,27100000.0,268600000.0,458300000.0,-900000.0,0.0,139500000.0,268600000.0,189700000.0,7500000.0,139500000.0,50200000.0,-8400000.0,41800000.0,458300000.0,,42500000.0,43100000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q3YTD,2010-09-01,2011-05-31,,0.57,1.66,0.39,1.63,36200000.0,71400000.0,71400000.0,,71400000.0,769800000.0,1299400000.0,-2800000.0,,396700000.0,769800000.0,529600000.0,22500000.0,396700000.0,132900000.0,-25300000.0,107600000.0,1299400000.0,,42500000.0,43100000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q3TTM,2010-06-01,2011-05-31,,1.2,2.29,0.52,2.25,49600000.0,98600000.0,98600000.0,,98600000.0,1029600000.0,1743500000.0,-2900000.0,3200000.0,529800000.0,1029600000.0,713900000.0,29800000.0,533000000.0,180900000.0,-32700000.0,148200000.0,1743500000.0,,42500000.0,43100000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q2,2010-12-01,2011-02-28,2012-04-04 08:33:15+00:00,,0.46,0.13,0.45,9100000.0,19900000.0,19900000.0,,19900000.0,252300000.0,416100000.0,-700000.0,0.0,126600000.0,252300000.0,163800000.0,7500000.0,126600000.0,37200000.0,-8200000.0,29000000.0,416100000.0,,42300000.0,43000000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q2YTD,2010-09-01,2011-02-28,,0.57,1.03,0.26,1.01,21500000.0,44300000.0,44300000.0,,44300000.0,501200000.0,841100000.0,-1900000.0,,257200000.0,501200000.0,339900000.0,15000000.0,257200000.0,82700000.0,-16900000.0,65800000.0,841100000.0,,42300000.0,43000000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q2TTM,2010-03-01,2011-02-28,,1.69,2.15,0.52,2.11,46500000.0,92800000.0,92800000.0,,92800000.0,1005000000.0,1692800000.0,-1000000.0,2900000.0,515000000.0,1005000000.0,687800000.0,29600000.0,517900000.0,169900000.0,-30600000.0,139300000.0,1692800000.0,,42300000.0,43000000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q1,2010-09-01,2010-11-30,2011-01-10 08:39:36+00:00,0.57,0.57,0.13,0.56,12400000.0,24400000.0,24400000.0,,24400000.0,248900000.0,425000000.0,-1200000.0,,130600000.0,248900000.0,176100000.0,7500000.0,130600000.0,45500000.0,-8700000.0,36800000.0,425000000.0,42800000.0,42000000.0,42800000.0
Acuity Brands Inc,AYI,,1144215,2011.0,Q1TTM,2009-12-01,2010-11-30,,1.87,1.87,0.52,1.83,40000000.0,80700000.0,80100000.0,600000.0,80700000.0,983900000.0,1660200000.0,300000.0,8300000.0,507500000.0,983900000.0,676300000.0,40700000.0,515800000.0,160500000.0,-40400000.0,120100000.0,1660200000.0,42800000.0,42000000.0,42800000.0
Acuity Brands Inc,AYI,,1144215,2012.0,FY,2011-09-01,2012-08-31,2013-10-29 16:07:48+00:00,2.75,2.75,0.52,2.72,62700000.0,116300000.0,116300000.0,,116300000.0,1145700000.0,1933700000.0,1700000.0,13300000.0,566700000.0,1145700000.0,788000000.0,30700000.0,580000000.0,208000000.0,-29000000.0,179000000.0,1933700000.0,42300000.0,41400000.0,41900000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q4,2012-06-01,2012-08-31,,2.75,0.78,0.13,0.77,17400000.0,33300000.0,33300000.0,,33300000.0,303700000.0,514200000.0,-2800000.0,2100000.0,147300000.0,303700000.0,210500000.0,7600000.0,149400000.0,61100000.0,-10400000.0,50700000.0,514200000.0,42300000.0,41400000.0,41900000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q3,2012-03-01,2012-05-31,2012-07-02 08:29:33+00:00,,0.8,0.13,0.79,18700000.0,33600000.0,33600000.0,,33600000.0,285500000.0,487500000.0,2700000.0,1900000.0,142800000.0,285500000.0,202000000.0,7700000.0,144700000.0,57300000.0,-5000000.0,52300000.0,487500000.0,,41600000.0,42000000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q3YTD,2011-09-01,2012-05-31,,,1.97,0.39,1.95,45300000.0,83000000.0,83000000.0,,83000000.0,842000000.0,1419500000.0,4500000.0,11200000.0,419400000.0,842000000.0,577500000.0,23100000.0,430600000.0,146900000.0,-18600000.0,128300000.0,1419500000.0,,41600000.0,42000000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q3TTM,2011-06-01,2012-05-31,,1.89,2.77,0.52,2.74,61200000.0,117100000.0,117100000.0,,117100000.0,1137900000.0,1915800000.0,6100000.0,11200000.0,564000000.0,1137900000.0,777900000.0,30500000.0,575200000.0,202700000.0,-24400000.0,178300000.0,1915800000.0,,41600000.0,42000000.0
Acuity Brands Inc,AYI,,1144215,2012.0,Q2,2011-12-01,2012-02-29,2012-04-04 08:33:15+00:00,,0.46,0.13,0.46,10700000.0,19500000.0,19500000.0,,19500000.0,275800000.0,457700000.0,-1100000.0,6600000.0,136300000.0,275800000.0,181900000.0,7700000.0,142900000.0,39000000.0,-8800000.0,30200000.0,457700000.0,,41400000.0,41900000.0
