company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,notereceivable,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2008.0,FY,,2008-12-27,2010-02-17 16:00:59+00:00,1473000000.0,-418000000.0,216000000.0,7000000.0,81000000.0,114000000.0,605000000.0,,335000000.0,3564000000.0,65000000.0,143000000.0,3710000000.0,14000000.0,1335000000.0,300000000.0,229000000.0,,110000000.0,,561000000.0,,,172000000.0,,110000000.0,303000000.0,25000000.0,,6527000000.0,-108000000.0,951000000.0,1722000000.0,-108000000.0,-94000000.0,6621000000.0,6527000000.0,1866000000.0,4899000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2009.0,FY,,2009-12-26,2011-02-15 15:16:03+00:00,1413000000.0,-224000000.0,353000000.0,253000000.0,81000000.0,82000000.0,640000000.0,,462000000.0,3207000000.0,144000000.0,122000000.0,3899000000.0,89000000.0,1174000000.0,251000000.0,239000000.0,,99000000.0,,544000000.0,,,314000000.0,,99000000.0,996000000.0,59000000.0,,7148000000.0,1025000000.0,1208000000.0,1653000000.0,1025000000.0,1114000000.0,6034000000.0,7148000000.0,2041000000.0,4381000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2009.0,Q3,,2009-09-05,2009-10-13 14:14:29+00:00,1388000000.0,-279000000.0,424000000.0,202000000.0,54000000.0,27000000.0,686000000.0,,447000000.0,3258000000.0,98000000.0,116000000.0,3844000000.0,87000000.0,1340000000.0,291000000.0,241000000.0,,84000000.0,,549000000.0,,,287000000.0,,84000000.0,979000000.0,35000000.0,,7121000000.0,902000000.0,1206000000.0,1534000000.0,902000000.0,989000000.0,6132000000.0,7121000000.0,2071000000.0,4598000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2010.0,FY,,2010-12-25,2012-02-21 08:59:16+00:00,1602000000.0,-227000000.0,1426000000.0,86000000.0,61000000.0,61000000.0,659000000.0,,475000000.0,2915000000.0,154000000.0,189000000.0,3830000000.0,93000000.0,1284000000.0,366000000.0,256000000.0,,112000000.0,,519000000.0,,0.0,269000000.0,,112000000.0,1717000000.0,673000000.0,,8316000000.0,1576000000.0,2313000000.0,2448000000.0,1576000000.0,1669000000.0,6647000000.0,8316000000.0,2173000000.0,4199000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2010.0,Q3,,2010-09-04,2010-10-12 15:39:26+00:00,1374000000.0,-237000000.0,1274000000.0,112000000.0,81000000.0,94000000.0,700000000.0,,440000000.0,2905000000.0,145000000.0,149000000.0,3770000000.0,87000000.0,1239000000.0,329000000.0,249000000.0,,109000000.0,,529000000.0,,,313000000.0,,109000000.0,1681000000.0,724000000.0,,8088000000.0,1556000000.0,2175000000.0,2301000000.0,1556000000.0,1643000000.0,6445000000.0,8088000000.0,2143000000.0,4144000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2010.0,Q2,,2010-06-12,2010-07-20 12:16:35+00:00,1338000000.0,-263000000.0,530000000.0,87000000.0,107000000.0,69000000.0,613000000.0,,444000000.0,2518000000.0,132000000.0,138000000.0,3694000000.0,77000000.0,1188000000.0,269000000.0,260000000.0,,89000000.0,,529000000.0,,,340000000.0,,89000000.0,1325000000.0,717000000.0,,7145000000.0,1149000000.0,1464000000.0,2213000000.0,1149000000.0,1226000000.0,5919000000.0,7145000000.0,1987000000.0,3706000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2010.0,Q1,,2010-03-20,2010-04-21 17:21:02+00:00,1363000000.0,-249000000.0,444000000.0,154000000.0,145000000.0,81000000.0,623000000.0,,453000000.0,3219000000.0,124000000.0,113000000.0,3766000000.0,74000000.0,1209000000.0,232000000.0,303000000.0,,96000000.0,,539000000.0,,,303000000.0,,96000000.0,1138000000.0,56000000.0,,7141000000.0,1043000000.0,1404000000.0,1596000000.0,1043000000.0,1117000000.0,6024000000.0,7141000000.0,1971000000.0,4428000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2011.0,FY,,2011-12-31,2013-02-19 17:34:03+00:00,1874000000.0,-247000000.0,1198000000.0,18000000.0,112000000.0,142000000.0,681000000.0,,299000000.0,2997000000.0,167000000.0,273000000.0,4042000000.0,93000000.0,1471000000.0,549000000.0,286000000.0,,114000000.0,,475000000.0,,300000000.0,338000000.0,0.0,114000000.0,2052000000.0,320000000.0,,8834000000.0,1823000000.0,2321000000.0,2450000000.0,1823000000.0,1916000000.0,6918000000.0,8834000000.0,2471000000.0,4468000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2011.0,Q3,,2011-09-03,2011-10-11 16:32:42+00:00,1751000000.0,-89000000.0,1236000000.0,0.0,76000000.0,123000000.0,672000000.0,,286000000.0,2940000000.0,158000000.0,186000000.0,3872000000.0,90000000.0,1259000000.0,424000000.0,281000000.0,,106000000.0,,486000000.0,,300000000.0,466000000.0,,106000000.0,2082000000.0,287000000.0,,8549000000.0,1993000000.0,2351000000.0,2267000000.0,1993000000.0,2083000000.0,6466000000.0,8549000000.0,2326000000.0,4199000000.0
Yum! Brands Inc,YUM,549300JE8XHZZ7OHN517,1041061,2011.0,Q2,,2011-06-11,2011-07-19 15:29:41+00:00,1488000000.0,-102000000.0,955000000.0,0.0,64000000.0,82000000.0,672000000.0,,407000000.0,3269000000.0,143000000.0,173000000.0,3907000000.0,83000000.0,1339000000.0,421000000.0,295000000.0,,122000000.0,,516000000.0,,300000000.0,232000000.0,,122000000.0,1907000000.0,19000000.0,,8207000000.0,1805000000.0,1841000000.0,1711000000.0,1805000000.0,1888000000.0,6319000000.0,8207000000.0,2459000000.0,4608000000.0
