company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,grossppe,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Alliant Energy Corp,LNT,,352541,2009.0,FY,,2009-12-31,2011-02-28 15:15:04+00:00,331900000.0,501900000.0,2909500000.0,-1400000.0,734100000.0,,175300000.0,0.0,1500200000.0,169700000.0,77700000.0,8357800000.0,2404500000.0,281500000.0,238500000.0,6192900000.0,2100000.0,1184300000.0,323900000.0,290200000.0,320600000.0,14400000.0,54900000.0,-7900000.0,1171600000.0,294100000.0,60000000.0,1281700000.0,291500000.0,9036000000.0,2772600000.0,1390000000.0,1076600000.0,2956400000.0,2958500000.0,6017500000.0,9036000000.0,1453100000.0,4940900000.0,183800000.0
Alliant Energy Corp,LNT,,352541,2010.0,FY,,2010-12-31,2012-02-27 16:20:49+00:00,336300000.0,415900000.0,2982200000.0,-1400000.0,626400000.0,,159300000.0,0.0,1507900000.0,,45300000.0,9006100000.0,2703400000.0,289200000.0,233000000.0,6730600000.0,2000000.0,1434300000.0,303800000.0,284500000.0,389700000.0,,46700000.0,-7600000.0,1170400000.0,208900000.0,60000000.0,1394700000.0,48700000.0,9282900000.0,2893600000.0,1092700000.0,866700000.0,3077400000.0,3079400000.0,6143500000.0,9282900000.0,1459600000.0,5276800000.0,183800000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q3,,2010-09-30,2010-10-29 10:56:57+00:00,295100000.0,374600000.0,3027200000.0,-1700000.0,741700000.0,,137000000.0,,1505900000.0,136200000.0,36100000.0,8770200000.0,2703800000.0,287200000.0,240100000.0,6556900000.0,2000000.0,1384800000.0,338800000.0,273200000.0,308900000.0,6500000.0,50400000.0,-7500000.0,1214100000.0,231200000.0,60000000.0,1391100000.0,1400000.0,9225800000.0,2887800000.0,1167600000.0,691900000.0,3071600000.0,3073600000.0,6092200000.0,9225800000.0,1501300000.0,5400300000.0,183800000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q2,,2010-06-30,2010-08-05 14:11:01+00:00,289900000.0,313200000.0,2978000000.0,-2300000.0,724300000.0,,171100000.0,,1504400000.0,152500000.0,75400000.0,8463600000.0,2503600000.0,286000000.0,217000000.0,6424100000.0,2100000.0,1243300000.0,360600000.0,288800000.0,276100000.0,11500000.0,51300000.0,-8700000.0,1179400000.0,292700000.0,60000000.0,1285700000.0,201400000.0,9043600000.0,2779100000.0,1154100000.0,894100000.0,2962900000.0,2965000000.0,6018600000.0,9043600000.0,1465400000.0,5124500000.0,183800000.0
Alliant Energy Corp,LNT,,352541,2011.0,FY,,2011-12-31,2013-02-26 17:15:59+00:00,267800000.0,278100000.0,3206000000.0,-800000.0,745400000.0,,11400000.0,,1511900000.0,102100000.0,46900000.0,9528400000.0,2703100000.0,300700000.0,218100000.0,7033300000.0,1800000.0,1592200000.0,312700000.0,141300000.0,327600000.0,119600000.0,108700000.0,-8300000.0,1483300000.0,259400000.0,60000000.0,1510200000.0,104200000.0,9687900000.0,3013000000.0,870600000.0,855200000.0,3158100000.0,3159900000.0,6468000000.0,9687900000.0,1784000000.0,5612800000.0,145100000.0
Alliant Energy Corp,LNT,,352541,2011.0,Q2,,2011-06-30,2011-08-05 09:31:28+00:00,305800000.0,321500000.0,3117200000.0,-600000.0,771300000.0,0.0,77100000.0,,1510800000.0,0.0,45800000.0,9370700000.0,2703500000.0,296100000.0,185300000.0,6866400000.0,2000000.0,1477900000.0,241800000.0,293900000.0,360500000.0,,46600000.0,-8100000.0,1260900000.0,212300000.0,60000000.0,1425100000.0,1400000.0,9301200000.0,2927200000.0,877800000.0,760100000.0,3072300000.0,3074300000.0,6166900000.0,9301200000.0,1557000000.0,5406800000.0,145100000.0
Alliant Energy Corp,LNT,,352541,2011.0,Q1,,2011-03-31,2011-05-05 12:12:51+00:00,300200000.0,404500000.0,3066200000.0,-1400000.0,770000000.0,,126100000.0,,1508600000.0,,37700000.0,9293000000.0,2703600000.0,292200000.0,170200000.0,6823400000.0,2000000.0,1472700000.0,299200000.0,276200000.0,360600000.0,,46700000.0,-7800000.0,1307900000.0,208500000.0,60000000.0,1421100000.0,33700000.0,9400500000.0,2920500000.0,977000000.0,778900000.0,3105600000.0,3107600000.0,6232900000.0,9400500000.0,1600100000.0,5454000000.0,185100000.0
Alliant Energy Corp,LNT,,352541,2012.0,FY,,2012-12-31,2014-02-25 16:20:51+00:00,339300000.0,385700000.0,3513000000.0,-800000.0,726400000.0,,21200000.0,0.0,1512300000.0,210600000.0,48000000.0,10455300000.0,3136600000.0,319000000.0,203900000.0,7838000000.0,1800000.0,1934200000.0,364000000.0,172900000.0,365700000.0,,48000000.0,-7300000.0,1634200000.0,262500000.0,60000000.0,1630700000.0,219000000.0,10785500000.0,3134900000.0,994300000.0,1020000000.0,3280000000.0,3281800000.0,7443700000.0,10785500000.0,1953200000.0,6423700000.0,145100000.0
Alliant Energy Corp,LNT,,352541,2013.0,FY,,2013-12-31,2015-02-24 20:52:50+00:00,365000000.0,473300000.0,,-200000.0,624900000.0,,9800000.0,0.0,1508900000.0,136700000.0,,,2977800000.0,329600000.0,211800000.0,8326500000.0,,2112700000.0,206600000.0,179600000.0,430400000.0,,,193800000.0,1445100000.0,273900000.0,,1780700000.0,637900000.0,11112400000.0,3483200000.0,1011200000.0,1433300000.0,3483200000.0,3483200000.0,7629200000.0,11112400000.0,1774700000.0,6195900000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q1,,2013-03-31,2013-05-03 13:39:44+00:00,742300000.0,773900000.0,7146800000.0,-800000.0,1414400000.0,98000000.0,66500000.0,0.0,3627000000.0,197400000.0,4000000.0,21001400000.0,5798100000.0,600600000.0,346100000.0,27267800000.0,1800000.0,3792200000.0,641900000.0,302200000.0,830400000.0,,,-1603000000.0,-8572200000.0,2172900000.0,0.0,2658200000.0,404900000.0,20982300000.0,4681400000.0,1686100000.0,1981600000.0,5081400000.0,5083200000.0,15899100000.0,20982300000.0,-7971600000.0,13917500000.0,400000000.0
