company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofpreferredequity,saleofplantpropertyandequipment
Alliant Energy Corp,LNT,,352541,2011.0,Q3TTM,2010-10-01,2011-09-30,,-33600000.0,56800000.0,-116200000.0,322000000.0,103800000.0,23700000.0,687600000.0,,202200000.0,40000000.0,-402600000.0,-880000000.0,1130100000.0,-402600000.0,-880000000.0,1130100000.0,-152500000.0,312900000.0,312900000.0,-31000000.0,,-36800000.0,-194400000.0,-833300000.0,-450400000.0,,
Alliant Energy Corp,LNT,,352541,2011.0,Q3,2011-07-01,2011-09-30,,,13800000.0,,38800000.0,81300000.0,25500000.0,95700000.0,,,,4000000.0,25500000.0,276100000.0,4000000.0,25500000.0,276100000.0,305600000.0,125900000.0,125900000.0,-40600000.0,,,4000000.0,,,,
Alliant Energy Corp,LNT,,352541,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 15:12:38+00:00,,28300000.0,,80200000.0,161000000.0,20600000.0,21100000.0,,,40000000.0,48900000.0,20600000.0,380800000.0,48900000.0,20600000.0,380800000.0,450300000.0,135000000.0,135000000.0,35400000.0,,,8900000.0,,0.0,,0.0
Alliant Energy Corp,LNT,,352541,2011.0,Q2TTM,2010-07-01,2011-06-30,,-33600000.0,57000000.0,-116200000.0,326100000.0,173400000.0,9400000.0,505800000.0,,408500000.0,40000000.0,-195700000.0,-857100000.0,1104200000.0,-195700000.0,-857100000.0,1104200000.0,51400000.0,340700000.0,340700000.0,27300000.0,,400000.0,-193800000.0,-833300000.0,-450400000.0,,
Alliant Energy Corp,LNT,,352541,2011.0,Q2,2011-04-01,2011-06-30,,,14500000.0,,40000000.0,4400000.0,12900000.0,-49100000.0,,,40000000.0,44200000.0,12900000.0,42300000.0,44200000.0,12900000.0,42300000.0,99400000.0,55300000.0,55300000.0,17200000.0,,,4200000.0,,,,
Alliant Energy Corp,LNT,,352541,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 14:52:20+00:00,,13800000.0,,40200000.0,156600000.0,7700000.0,70200000.0,,,,4700000.0,7700000.0,338500000.0,4700000.0,7700000.0,338500000.0,350900000.0,79700000.0,79700000.0,18200000.0,,,4700000.0,,0.0,,
Alliant Energy Corp,LNT,,352541,2011.0,Q1TTM,2010-04-01,2011-03-31,,-33600000.0,52800000.0,-116200000.0,321200000.0,374000000.0,1000000.0,426900000.0,,409300000.0,,-234400000.0,-865500000.0,1220300000.0,-234400000.0,-865500000.0,1220300000.0,120400000.0,337900000.0,337900000.0,28700000.0,,400000.0,-193300000.0,-833300000.0,-450400000.0,,
Alliant Energy Corp,LNT,,352541,2012.0,Q4,2012-10-01,2012-12-31,,-536100000.0,13700000.0,-20300000.0,197400000.0,85000000.0,-106300000.0,175300000.0,,549700000.0,,312300000.0,-1261800000.0,283800000.0,312300000.0,-1261800000.0,283800000.0,-665700000.0,72300000.0,72300000.0,-62500000.0,,2600000.0,-227100000.0,-622000000.0,-10300000.0,,
Alliant Energy Corp,LNT,,352541,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 20:52:50+00:00,-536100000.0,55000000.0,-20300000.0,313000000.0,332900000.0,,123900000.0,,549700000.0,0.0,324200000.0,-1155500000.0,841100000.0,324200000.0,-1155500000.0,841100000.0,9800000.0,335700000.0,335700000.0,-6400000.0,,2600000.0,-215200000.0,-622000000.0,-10300000.0,0.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-07 11:59:26+00:00,,41300000.0,,115600000.0,247900000.0,106300000.0,-51400000.0,,,0.0,11900000.0,106300000.0,557300000.0,11900000.0,106300000.0,557300000.0,675500000.0,263400000.0,263400000.0,56100000.0,,0.0,11900000.0,,,0.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q3TTM,2011-10-01,2012-09-30,,-65300000.0,55500000.0,-10800000.0,312100000.0,329400000.0,60200000.0,-180800000.0,,55800000.0,-40000000.0,-239500000.0,-591900000.0,603100000.0,-239500000.0,-591900000.0,603100000.0,-228300000.0,324400000.0,324400000.0,74600000.0,,21300000.0,-205900000.0,-608100000.0,-9400000.0,-40000000.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q3,2012-07-01,2012-09-30,,,13700000.0,,38200000.0,83600000.0,31200000.0,-11800000.0,,,,4000000.0,31200000.0,259500000.0,4000000.0,31200000.0,259500000.0,294700000.0,154700000.0,154700000.0,19300000.0,,,4000000.0,,,,
Alliant Energy Corp,LNT,,352541,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-02 16:06:23+00:00,,27600000.0,,77400000.0,164300000.0,75100000.0,-39600000.0,,,0.0,7900000.0,75100000.0,297800000.0,7900000.0,75100000.0,297800000.0,380800000.0,108700000.0,108700000.0,36800000.0,,0.0,7900000.0,,,0.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q2TTM,2011-07-01,2012-06-30,,-65300000.0,55600000.0,-10800000.0,312700000.0,327100000.0,54500000.0,-73300000.0,,55800000.0,-40000000.0,-239500000.0,-597600000.0,619700000.0,-239500000.0,-597600000.0,619700000.0,-217400000.0,295600000.0,295600000.0,14700000.0,,21300000.0,-205900000.0,-608100000.0,-9400000.0,-40000000.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q2,2012-04-01,2012-06-30,,,13600000.0,,38600000.0,80700000.0,61600000.0,86100000.0,,,,3900000.0,61600000.0,269000000.0,3900000.0,61600000.0,269000000.0,334500000.0,69800000.0,69800000.0,18800000.0,,,3900000.0,,,,
Alliant Energy Corp,LNT,,352541,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 13:39:44+00:00,,14000000.0,,38800000.0,83600000.0,13500000.0,-125700000.0,,,0.0,4000000.0,13500000.0,28800000.0,4000000.0,13500000.0,28800000.0,46300000.0,38900000.0,38900000.0,18000000.0,,0.0,4000000.0,,0.0,0.0,
Alliant Energy Corp,LNT,,352541,2012.0,Q1TTM,2011-04-01,2012-03-31,,-65300000.0,56500000.0,-10800000.0,314100000.0,250800000.0,5800000.0,-208500000.0,,55800000.0,,-199200000.0,-646300000.0,393000000.0,-199200000.0,-646300000.0,393000000.0,-452500000.0,281100000.0,281100000.0,13100000.0,,21300000.0,-205600000.0,-608100000.0,-9400000.0,-40000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 15:40:11+00:00,-66700000.0,40200000.0,-9600000.0,337400000.0,370900000.0,,-44300000.0,0.0,261900000.0,200000000.0,12300000.0,-754700000.0,731000000.0,12300000.0,-754700000.0,731000000.0,-11400000.0,376200000.0,376200000.0,-12000000.0,,43600000.0,-208300000.0,-731600000.0,-30300000.0,-211000000.0,0.0
Alliant Energy Corp,LNT,,352541,2013.0,Q4,2013-10-01,2013-12-31,,493600000.0,11100000.0,100000.0,82100000.0,93500000.0,,-93000000.0,,218400000.0,,145700000.0,-241500000.0,87900000.0,145700000.0,-241500000.0,87900000.0,-7900000.0,68100000.0,68100000.0,8200000.0,,-3500000.0,-43200000.0,-731600000.0,-29500000.0,,
Alliant Energy Corp,LNT,,352541,2013.0,Q3TTM,2012-10-01,2013-09-30,,-1096400000.0,42800000.0,-30000000.0,452700000.0,362400000.0,-106300000.0,224000000.0,,593200000.0,200000000.0,178900000.0,-1775000000.0,926900000.0,178900000.0,-1775000000.0,926900000.0,-669200000.0,380400000.0,380400000.0,-82700000.0,,49700000.0,-392200000.0,-622000000.0,-11100000.0,-211000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q3,2013-07-01,2013-09-30,,-191300000.0,9800000.0,,84600000.0,92100000.0,,-35900000.0,,32800000.0,,-22600000.0,-191000000.0,219800000.0,-22600000.0,-191000000.0,219800000.0,6200000.0,160200000.0,160200000.0,-6400000.0,,300000.0,-54600000.0,,-800000.0,,
Alliant Energy Corp,LNT,,352541,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-07 14:40:47+00:00,-560300000.0,29100000.0,-9700000.0,255300000.0,277400000.0,,48700000.0,,43500000.0,200000000.0,-133400000.0,-513200000.0,643100000.0,-133400000.0,-513200000.0,643100000.0,-3500000.0,308100000.0,308100000.0,-20200000.0,,47100000.0,-165100000.0,,-800000.0,-211000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q2TTM,2012-07-01,2013-06-30,,-905100000.0,46700000.0,-30000000.0,406300000.0,353900000.0,-75100000.0,248100000.0,,560400000.0,200000000.0,205500000.0,-1552800000.0,966600000.0,205500000.0,-1552800000.0,966600000.0,-380700000.0,374900000.0,374900000.0,-57000000.0,,49400000.0,-333600000.0,-622000000.0,-10300000.0,-211000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q2,2013-04-01,2013-06-30,,-201700000.0,9600000.0,-12000000.0,82700000.0,92700000.0,,63000000.0,,-9600000.0,,-64100000.0,-202500000.0,224700000.0,-64100000.0,-202500000.0,224700000.0,-41900000.0,67800000.0,67800000.0,-8400000.0,,-800000.0,-54500000.0,,,,
Alliant Energy Corp,LNT,,352541,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-07 12:19:38+00:00,-369000000.0,19300000.0,-9700000.0,170700000.0,185300000.0,,84600000.0,,10700000.0,200000000.0,-110800000.0,-322200000.0,423300000.0,-110800000.0,-322200000.0,423300000.0,-9700000.0,147900000.0,147900000.0,-13800000.0,,46800000.0,-110500000.0,,,-211000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q1TTM,2012-04-01,2013-03-31,,-703400000.0,50700000.0,-18000000.0,362200000.0,341900000.0,-13500000.0,271200000.0,,570000000.0,200000000.0,273500000.0,-1288700000.0,1010900000.0,273500000.0,-1288700000.0,1010900000.0,-4300000.0,376900000.0,376900000.0,-29800000.0,,50200000.0,-275200000.0,-622000000.0,-10300000.0,-211000000.0,
Alliant Energy Corp,LNT,,352541,2013.0,Q1,2013-01-01,2013-03-31,2014-05-02 14:06:14+00:00,-167300000.0,9700000.0,2300000.0,88000000.0,92600000.0,,21600000.0,,20300000.0,200000000.0,-46700000.0,-119700000.0,198600000.0,-46700000.0,-119700000.0,198600000.0,32200000.0,80100000.0,80100000.0,-5400000.0,,47600000.0,-56000000.0,,,-211000000.0,
Alliant Energy Corp,LNT,,352541,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 14:12:09+00:00,-63900000.0,,-5300000.0,355200000.0,388100000.0,,112200000.0,0.0,812900000.0,,73200000.0,-917700000.0,891600000.0,73200000.0,-917700000.0,891600000.0,47100000.0,393300000.0,393300000.0,-2000000.0,,-14900000.0,-225800000.0,-838900000.0,-513900000.0,,0.0
Alliant Energy Corp,LNT,,352541,2014.0,Q4,2014-10-01,2014-12-31,,568600000.0,,,93600000.0,99700000.0,,-18900000.0,,718200000.0,,195500000.0,-277300000.0,127700000.0,195500000.0,-277300000.0,127700000.0,45900000.0,62500000.0,62500000.0,-15600000.0,,-7000000.0,-56500000.0,-838900000.0,-466200000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q3TTM,2013-10-01,2014-09-30,,-138900000.0,11100000.0,-5200000.0,343700000.0,381900000.0,,38100000.0,,313100000.0,,23400000.0,-881900000.0,851800000.0,23400000.0,-881900000.0,851800000.0,-6700000.0,398900000.0,398900000.0,21800000.0,,-11400000.0,-212500000.0,-731600000.0,-77200000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-06 13:08:25+00:00,-632500000.0,,-5300000.0,261600000.0,288400000.0,,131100000.0,0.0,94700000.0,,-122300000.0,-640400000.0,763900000.0,-122300000.0,-640400000.0,763900000.0,1200000.0,330800000.0,330800000.0,13600000.0,,-7900000.0,-169300000.0,,-47700000.0,,0.0
Alliant Energy Corp,LNT,,352541,2014.0,Q3,2014-07-01,2014-09-30,,-268000000.0,,-1500000.0,83700000.0,97100000.0,,60800000.0,,53800000.0,,-49500000.0,-271400000.0,315700000.0,-49500000.0,-271400000.0,315700000.0,-5200000.0,155900000.0,155900000.0,1900000.0,,-3400000.0,-56400000.0,,-46900000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q2TTM,2013-07-01,2014-06-30,,-62200000.0,20900000.0,-3700000.0,344600000.0,376900000.0,,-58600000.0,,292100000.0,,50300000.0,-801500000.0,755900000.0,50300000.0,-801500000.0,755900000.0,4700000.0,403200000.0,403200000.0,13500000.0,,-7700000.0,-210700000.0,-731600000.0,-31100000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-06 16:49:16+00:00,-364500000.0,,-3800000.0,177900000.0,191300000.0,,70300000.0,0.0,40900000.0,,-72800000.0,-369000000.0,448200000.0,-72800000.0,-369000000.0,448200000.0,6400000.0,174900000.0,174900000.0,11700000.0,,-4500000.0,-112900000.0,,-800000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q2,2014-04-01,2014-06-30,,-191500000.0,,100000.0,94000000.0,95800000.0,,-11300000.0,,38400000.0,,39300000.0,-192200000.0,154600000.0,39300000.0,-192200000.0,154600000.0,1700000.0,64300000.0,64300000.0,5800000.0,,-700000.0,-56400000.0,,57300000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q1TTM,2013-04-01,2014-03-31,,-72400000.0,30500000.0,-15800000.0,333300000.0,373800000.0,,15700000.0,,244100000.0,,-53100000.0,-811800000.0,826000000.0,-53100000.0,-811800000.0,826000000.0,-38900000.0,406700000.0,406700000.0,-700000.0,,-7800000.0,-208800000.0,-731600000.0,-88400000.0,,
Alliant Energy Corp,LNT,,352541,2014.0,Q1,2014-01-01,2014-03-31,2015-05-01 13:54:08+00:00,-173000000.0,,-3900000.0,83900000.0,95500000.0,,81600000.0,0.0,2500000.0,,-112100000.0,-176800000.0,293600000.0,-112100000.0,-176800000.0,293600000.0,4700000.0,110600000.0,110600000.0,5900000.0,,-3800000.0,-56500000.0,,-58100000.0,,
Alliant Energy Corp,LNT,,352541,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 15:57:37+00:00,-74000000.0,,0.0,371800000.0,401300000.0,,69000000.0,151200000.0,276000000.0,,-3100000.0,-919200000.0,871200000.0,-3100000.0,-919200000.0,871200000.0,-51100000.0,388400000.0,388400000.0,12500000.0,,-24800000.0,-247300000.0,-960300000.0,-183000000.0,,139900000.0
Alliant Energy Corp,LNT,,352541,2015.0,Q4,2015-10-01,2015-12-31,,652400000.0,,,102000000.0,101400000.0,,22900000.0,5800000.0,22100000.0,,-3100000.0,-306200000.0,175900000.0,-3100000.0,-306200000.0,175900000.0,-133400000.0,36600000.0,36600000.0,15000000.0,,-100000.0,-62200000.0,-960300000.0,31200000.0,,1800000.0
Alliant Energy Corp,LNT,,352541,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-04 12:28:32+00:00,-726400000.0,,0.0,269800000.0,299900000.0,,46100000.0,145400000.0,253900000.0,,,-613000000.0,695300000.0,0.0,-613000000.0,695300000.0,82300000.0,351800000.0,351800000.0,-2500000.0,,-24700000.0,-185100000.0,,-214200000.0,,138100000.0
Alliant Energy Corp,LNT,,352541,2015.0,Q3TTM,2014-10-01,2015-09-30,,-157800000.0,,,363400000.0,399600000.0,,27200000.0,145400000.0,972100000.0,,195500000.0,-890300000.0,823000000.0,195500000.0,-890300000.0,823000000.0,128200000.0,414300000.0,414300000.0,-18100000.0,,-31700000.0,-241600000.0,-838900000.0,-680400000.0,,138100000.0
Alliant Energy Corp,LNT,,352541,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 11:38:28+00:00,-245800000.0,,-100000.0,81200000.0,100200000.0,,115400000.0,122100000.0,15300000.0,,-23100000.0,-250900000.0,314700000.0,-23100000.0,-250900000.0,314700000.0,40700000.0,99200000.0,99200000.0,-100000.0,,-5100000.0,-60700000.0,,-99800000.0,,
Alliant Energy Corp,LNT,,352541,2015.0,Q1TTM,2014-04-01,2015-03-31,,-136700000.0,,-1500000.0,352500000.0,392800000.0,,146000000.0,122100000.0,825700000.0,,162200000.0,-991800000.0,912700000.0,162200000.0,-991800000.0,912700000.0,83100000.0,381900000.0,381900000.0,-8000000.0,,-16200000.0,-230000000.0,-838900000.0,-555600000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,FY,2016-01-01,2016-12-31,2019-02-22 15:39:51+00:00,-65600000.0,,9800000.0,383600000.0,411600000.0,,762200000.0,26600000.0,884300000.0,,329300000.0,-720200000.0,392800000.0,329300000.0,-720200000.0,392800000.0,1900000.0,-800300000.0,-800300000.0,19300000.0,,476600000.0,-266500000.0,-1131200000.0,-315100000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q4,2016-10-01,2016-12-31,,721300000.0,,1500000.0,102700000.0,102900000.0,,775800000.0,6200000.0,505800000.0,,132600000.0,51600000.0,-261200000.0,132600000.0,51600000.0,-261200000.0,-77000000.0,-1116800000.0,-1116800000.0,-23100000.0,,461500000.0,-66700000.0,-1131200000.0,-312700000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-03 14:10:02+00:00,-786900000.0,,8300000.0,280900000.0,308700000.0,,-13600000.0,20400000.0,378500000.0,,196700000.0,-771800000.0,654000000.0,196700000.0,-771800000.0,654000000.0,78900000.0,316500000.0,316500000.0,42400000.0,,15100000.0,-199800000.0,,-2400000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q3TTM,2015-10-01,2016-09-30,,-134500000.0,,8300000.0,382900000.0,410100000.0,,9300000.0,26200000.0,400600000.0,,193600000.0,-1078000000.0,829900000.0,193600000.0,-1078000000.0,829900000.0,-54500000.0,353100000.0,353100000.0,57400000.0,,15000000.0,-262000000.0,-960300000.0,28800000.0,,1800000.0
Alliant Energy Corp,LNT,,352541,2016.0,Q3,2016-07-01,2016-09-30,,-267000000.0,,4000000.0,89600000.0,104100000.0,,-162300000.0,6600000.0,250700000.0,,205200000.0,-271000000.0,144000000.0,205200000.0,-271000000.0,144000000.0,78200000.0,131000000.0,131000000.0,71200000.0,,-4000000.0,-66600000.0,,14500000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q2YTD,2016-01-01,2016-06-30,2017-08-04 14:19:54+00:00,-519900000.0,,4300000.0,191300000.0,204600000.0,,148700000.0,13800000.0,127800000.0,,-8500000.0,-500800000.0,510000000.0,-8500000.0,-500800000.0,510000000.0,700000.0,185500000.0,185500000.0,-28800000.0,,19100000.0,-133200000.0,,-16900000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q2,2016-04-01,2016-06-30,,-280700000.0,,4300000.0,102300000.0,102100000.0,,104400000.0,13800000.0,70600000.0,,800000.0,-280800000.0,281700000.0,800000.0,-280800000.0,281700000.0,1700000.0,86400000.0,86400000.0,-11200000.0,,-100000.0,-66700000.0,,-16900000.0,,
Alliant Energy Corp,LNT,,352541,2016.0,Q1,2016-01-01,2016-03-31,2017-05-04 13:48:06+00:00,-239200000.0,,0.0,89000000.0,102500000.0,,44300000.0,,57200000.0,,-9300000.0,-220000000.0,228300000.0,-9300000.0,-220000000.0,228300000.0,-1000000.0,99100000.0,99100000.0,-17600000.0,,19200000.0,-66500000.0,,,,
Alliant Energy Corp,LNT,,352541,2016.0,Q1TTM,2015-04-01,2016-03-31,,-67400000.0,,100000.0,379600000.0,403600000.0,,-2100000.0,29100000.0,317900000.0,,10700000.0,-888300000.0,784800000.0,10700000.0,-888300000.0,784800000.0,-92800000.0,388300000.0,388300000.0,-5000000.0,,-500000.0,-253100000.0,-960300000.0,-83200000.0,,139900000.0
Alliant Energy Corp,LNT,,352541,2017.0,FY,2017-01-01,2017-12-31,2020-02-21 14:15:21+00:00,,,11100000.0,416100000.0,919700000.0,,813200000.0,149600000.0,1104600000.0,,1254200000.0,3703900000.0,2614000000.0,1254200000.0,3703900000.0,2614000000.0,7572100000.0,881100000.0,881100000.0,,,923600000.0,,,0.0,,2780300000.0
