company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alliant Energy Corp,LNT,,352541,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:15:04+00:00,2.61,2.61,1.4,239700000.0,2.61,,139600000.0,306700000.0,298100000.0,8600000.0,288000000.0,2451000000.0,3567000000.0,,43300000.0,102700000.0,102100000.0,18700000.0,388700000.0,2451000000.0,1218100000.0,125800000.0,33200000.0,731100000.0,487000000.0,-49300000.0,437700000.0,3669100000.0,110300000.0,110170000.0,110308000.0
Alliant Energy Corp,LNT,,352541,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:20:49+00:00,1.01,1.01,1.5,273600000.0,1.01,,-9300000.0,129700000.0,128800000.0,900000.0,111000000.0,2345500000.0,3334400000.0,,44600000.0,100100000.0,92900000.0,18700000.0,311900000.0,2345500000.0,1081800000.0,357900000.0,36600000.0,685600000.0,396200000.0,-276700000.0,119500000.0,3427300000.0,109900000.0,110268000.0,110352000.0
Alliant Energy Corp,LNT,,352541,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 10:56:57+00:00,-0.4,-0.4,0.375,69500000.0,-0.4,,-22200000.0,-39700000.0,-39000000.0,-700000.0,-44300000.0,535300000.0,863900000.0,,15100000.0,24900000.0,20100000.0,4600000.0,94900000.0,535300000.0,348700000.0,245200000.0,9500000.0,189300000.0,159400000.0,-220600000.0,-61200000.0,884000000.0,110800000.0,110288000.0,110288000.0
Alliant Energy Corp,LNT,,352541,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 14:11:01+00:00,0.26,0.26,0.375,66200000.0,0.26,,14400000.0,33800000.0,33700000.0,100000.0,29100000.0,496800000.0,722500000.0,,12800000.0,25500000.0,18300000.0,4700000.0,89900000.0,496800000.0,244000000.0,35700000.0,8600000.0,181600000.0,62400000.0,-14300000.0,48100000.0,740800000.0,111900000.0,110266000.0,110349000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q4,2010-10-01,2010-12-31,,0.43,0.43,0.4,72400000.0,0.43,,25900000.0,52000000.0,53900000.0,-1900000.0,47300000.0,573900000.0,662900000.0,,7300000.0,20900000.0,15700000.0,4700000.0,-92300000.0,573900000.0,104700000.0,40600000.0,9400000.0,1000000.0,103700000.0,-23900000.0,79800000.0,678600000.0,110600000.0,110442000.0,110521000.0
Alliant Energy Corp,LNT,,352541,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 17:15:59+00:00,2.6,2.6,1.58,287300000.0,2.6,,147700000.0,306300000.0,310200000.0,-3900000.0,287600000.0,2299600000.0,3197500000.0,,22600000.0,95800000.0,64600000.0,18700000.0,19400000.0,2299600000.0,962500000.0,162800000.0,38100000.0,402500000.0,560000000.0,-102100000.0,457900000.0,3262100000.0,110600000.0,110442000.0,110521000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 17:17:58+00:00,1.35,1.35,0.395,75400000.0,1.35,,64100000.0,153700000.0,155500000.0,-1800000.0,149100000.0,565100000.0,935800000.0,,5600000.0,24200000.0,15900000.0,4600000.0,40400000.0,565100000.0,386600000.0,41900000.0,9300000.0,140000000.0,246600000.0,-27000000.0,219600000.0,951700000.0,110400000.0,110469000.0,110544000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q3YTD,2010-01-01,2010-09-30,,2.17,2.17,1.19,214900000.0,2.17,,121800000.0,254300000.0,256300000.0,-2000000.0,240300000.0,1725700000.0,2534600000.0,,15300000.0,74900000.0,48900000.0,14000000.0,111700000.0,1725700000.0,857800000.0,122200000.0,28700000.0,401500000.0,456300000.0,-78200000.0,378100000.0,2583500000.0,110400000.0,110469000.0,110544000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 09:31:28+00:00,0.43,0.43,0.395,65100000.0,0.43,,23000000.0,52500000.0,52700000.0,-200000.0,47800000.0,517700000.0,726200000.0,,5000000.0,25000000.0,15400000.0,4700000.0,33100000.0,517700000.0,223900000.0,39600000.0,9600000.0,123200000.0,100700000.0,-25000000.0,75700000.0,741600000.0,111200000.0,110409000.0,110490000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.82,0.82,0.79,139500000.0,0.82,,57700000.0,100600000.0,100800000.0,-200000.0,91200000.0,1160600000.0,1598800000.0,,9700000.0,50700000.0,33000000.0,9400000.0,71300000.0,1160600000.0,471200000.0,80300000.0,19400000.0,261500000.0,209700000.0,-51200000.0,158500000.0,1631800000.0,111200000.0,110409000.0,110490000.0
Alliant Energy Corp,LNT,,352541,2010.0,Q1,2010-01-01,2010-03-31,2011-05-05 12:12:51+00:00,0.39,0.39,0.395,74400000.0,0.39,,34700000.0,48100000.0,48100000.0,0.0,43400000.0,642900000.0,872600000.0,,4700000.0,25700000.0,17600000.0,4700000.0,38200000.0,642900000.0,247300000.0,40700000.0,9800000.0,138300000.0,109000000.0,-26200000.0,82800000.0,890200000.0,111300000.0,110368000.0,110451000.0
