company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2008.0,FY,2007-12-30,2009-01-03,2011-02-18 17:19:37+00:00,3.88,3.88,1.26,3.84,72500000.0,308600000.0,220700000.0,87900000.0,306900000.0,1700000.0,2754800000.0,4426200000.0,17600000.0,,,111600000.0,-9400000.0,85500000.0,1090000000.0,2772400000.0,1653800000.0,92100000.0,9200000.0,1277700000.0,376100000.0,-82900000.0,293200000.0,4426200000.0,79100000.0,79100000.0,79900000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,FY,2009-01-04,2010-01-02,2012-02-23 16:31:09+00:00,2.81,2.81,1.3,2.79,55000000.0,226300000.0,227600000.0,-1300000.0,224300000.0,2000000.0,2190200000.0,3682600000.0,13600000.0,,,138400000.0,-43800000.0,38800000.0,1002200000.0,2203800000.0,1478800000.0,63700000.0,3100000.0,1135600000.0,343200000.0,-60600000.0,282600000.0,3682600000.0,79788000.0,79788000.0,79788000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,Q3,2009-07-05,2009-10-03,2010-11-01 06:16:41+00:00,0.75,0.75,0.33,0.75,17700000.0,60400000.0,62100000.0,-1400000.0,60100000.0,300000.0,549100000.0,935500000.0,2800000.0,,,33600000.0,,6600000.0,248600000.0,551900000.0,383600000.0,15500000.0,500000.0,288800000.0,94800000.0,-15000000.0,79800000.0,935500000.0,80100000.0,79966000.0,80565000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,Q2,2009-04-05,2009-07-04,2010-07-30 17:25:29+00:00,0.88,0.88,0.32,0.87,26700000.0,70700000.0,72000000.0,-1300000.0,69500000.0,1200000.0,552600000.0,919200000.0,2100000.0,,,31200000.0,-43800000.0,9900000.0,253200000.0,554700000.0,364500000.0,16200000.0,900000.0,250500000.0,114000000.0,-15300000.0,98700000.0,919200000.0,79000000.0,79327000.0,79744000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,FY,2010-01-03,2011-01-01,2012-02-23 16:31:09+00:00,1.34,1.34,1.34,1.32,37700000.0,198200000.0,202100000.0,-3900000.0,198200000.0,,5409100000.0,8343900000.0,10600000.0,,,199100000.0,,241900000.0,2142800000.0,5419700000.0,2924200000.0,109900000.0,9300000.0,2583800000.0,340400000.0,-100600000.0,239800000.0,8343900000.0,147224000.0,147224000.0,147224000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q4,2010-10-03,2011-01-01,,1.43,1.43,0.34,1.42,28400000.0,137300000.0,141200000.0,-3900000.0,137800000.0,-500000.0,1491600000.0,2347200000.0,200000.0,,,16800000.0,,33900000.0,603900000.0,1491800000.0,855400000.0,34600000.0,3400000.0,654600000.0,200800000.0,-31200000.0,169600000.0,2347200000.0,147224000.0,147224000.0,147224000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q3,2010-07-04,2010-10-02,2011-11-07 16:03:54+00:00,0.74,0.74,0.34,0.73,44800000.0,123100000.0,123100000.0,,123200000.0,-100000.0,1514800000.0,2369100000.0,3300000.0,,,52300000.0,,24800000.0,579300000.0,1518100000.0,851000000.0,29200000.0,2500000.0,656400000.0,194600000.0,-26700000.0,167900000.0,2369100000.0,166500000.0,165793000.0,168889000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q3YTD,2010-01-03,2010-10-02,,-0.09,-0.09,1.0,-0.1,9300000.0,60900000.0,60900000.0,,60400000.0,500000.0,3917500000.0,5996700000.0,10400000.0,,,182300000.0,,208000000.0,1538900000.0,3927900000.0,2068800000.0,75300000.0,5900000.0,1929200000.0,139600000.0,-69400000.0,70200000.0,5996700000.0,166500000.0,165793000.0,168889000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q2,2010-04-04,2010-07-03,2011-07-27 15:01:57+00:00,0.28,0.28,0.33,0.28,-37000000.0,46300000.0,46300000.0,,45800000.0,500000.0,1596600000.0,2365600000.0,3100000.0,,,65100000.0,,85800000.0,581100000.0,1599700000.0,765900000.0,26800000.0,2200000.0,732000000.0,33900000.0,-24600000.0,9300000.0,2365600000.0,163600000.0,162847000.0,166084000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q2YTD,2010-01-03,2010-07-03,,-0.83,-0.83,0.66,-0.83,-35500000.0,-62200000.0,-62200000.0,,-62800000.0,600000.0,2402700000.0,3627600000.0,7100000.0,,,130000000.0,,183200000.0,959600000.0,2409800000.0,1217800000.0,46100000.0,3400000.0,1272800000.0,-55000000.0,-42700000.0,-97700000.0,3627600000.0,163600000.0,162847000.0,166084000.0
