company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,notereceivable,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,FY,,2010-01-02,2010-11-01 06:16:41+00:00,410100000.0,483500000.0,-76500000.0,400700000.0,,357600000.0,1818400000.0,776400000.0,1084700000.0,366200000.0,575900000.0,25400000.0,120400000.0,136700000.0,532000000.0,39800000.0,,,-80800000.0,186500000.0,223800000.0,73200000.0,2295500000.0,298400000.0,4769100000.0,1986100000.0,1411900000.0,1192000000.0,1986100000.0,2011500000.0,2757600000.0,4769100000.0,2781300000.0,1565600000.0,,-509700000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,FY,,2011-01-01,2012-02-23 16:31:09+00:00,990700000.0,1339000000.0,-116300000.0,1742800000.0,0.0,5326400000.0,5937000000.0,2856400000.0,3018100000.0,1262000000.0,1156000000.0,52700000.0,898400000.0,642400000.0,1399700000.0,223800000.0,,,-74500000.0,338800000.0,763400000.0,222900000.0,2301800000.0,417700000.0,15139400000.0,7017000000.0,4851200000.0,2747400000.0,7017000000.0,7069700000.0,8069700000.0,15139400000.0,9132200000.0,5322300000.0,0.0,-420400000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q3,,2010-10-02,2010-11-01 06:16:41+00:00,1014400000.0,1415200000.0,-174800000.0,1635900000.0,,5385300000.0,5366800000.0,2888700000.0,2719200000.0,1396800000.0,1141800000.0,28400000.0,433400000.0,895500000.0,1699400000.0,260000000.0,,,-76100000.0,373100000.0,729900000.0,110200000.0,2219900000.0,727500000.0,14872700000.0,6909200000.0,5102300000.0,3157100000.0,6909200000.0,6937600000.0,7935100000.0,14872700000.0,8628600000.0,4778000000.0,,-445100000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q2,,2010-07-03,2010-07-30 17:25:29+00:00,979500000.0,1323900000.0,-384400000.0,1598400000.0,,5375800000.0,5039200000.0,2672000000.0,2318700000.0,1295200000.0,1067000000.0,25300000.0,393700000.0,901500000.0,1550000000.0,322200000.0,,,-77600000.0,345000000.0,672500000.0,106600000.0,2152500000.0,771300000.0,13995600000.0,6609200000.0,4872400000.0,3074700000.0,6609200000.0,6634500000.0,7361100000.0,13995600000.0,8056200000.0,4286400000.0,,-457100000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2011.0,FY,,2011-12-31,2013-02-20 16:08:43+00:00,1199100000.0,1390300000.0,-349200000.0,906900000.0,0.0,5022000000.0,6438200000.0,2943900000.0,2925800000.0,1270900000.0,1142600000.0,63200000.0,851000000.0,723800000.0,1445000000.0,214600000.0,1050200000.0,213900000.0,-68500000.0,334800000.0,1051700000.0,201900000.0,2707300000.0,526600000.0,15949000000.0,7003600000.0,5089500000.0,3329900000.0,7003600000.0,7066800000.0,8882200000.0,15949000000.0,9716900000.0,5552300000.0,0.0,-308000000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2011.0,Q3,,2011-10-01,2011-11-07 16:03:54+00:00,1387000000.0,1345100000.0,-181600000.0,851900000.0,0.0,5010000000.0,6978800000.0,3163200000.0,2738700000.0,1604600000.0,1225800000.0,63700000.0,1047000000.0,630300000.0,1836900000.0,129100000.0,,,-70000000.0,377900000.0,1155000000.0,314800000.0,2609800000.0,1078200000.0,16483000000.0,7038000000.0,4737300000.0,3810300000.0,7038000000.0,7101700000.0,9381300000.0,16483000000.0,10519900000.0,5571000000.0,,-330200000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2011.0,Q2,,2011-07-02,2011-07-27 15:01:57+00:00,1267900000.0,1192900000.0,78400000.0,1915000000.0,0.0,5347100000.0,6248700000.0,2845400000.0,2729000000.0,1448400000.0,1186400000.0,52400000.0,925600000.0,648200000.0,1624600000.0,151800000.0,,,-71500000.0,414000000.0,742200000.0,199200000.0,2521400000.0,943900000.0,16033500000.0,7531400000.0,5339000000.0,3404700000.0,7531400000.0,7583800000.0,8449700000.0,16033500000.0,9508100000.0,5045000000.0,,-344000000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2011.0,Q1,,2011-04-02,2011-05-12 17:08:57+00:00,1170600000.0,1268000000.0,33300000.0,1883500000.0,,5348300000.0,6189600000.0,2872900000.0,3008500000.0,1413600000.0,1144900000.0,52400000.0,919900000.0,657100000.0,1547800000.0,126300000.0,,,-73000000.0,374100000.0,792600000.0,203300000.0,2392500000.0,553500000.0,15756000000.0,7333400000.0,5174500000.0,2992100000.0,7333400000.0,7385800000.0,8370200000.0,15756000000.0,9436600000.0,5378100000.0,,-367700000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2012.0,FY,,2012-12-29,2014-02-20 21:32:35+00:00,1345900000.0,1680000000.0,-388000000.0,716000000.0,0.0,4915800000.0,7015500000.0,2931500000.0,3526500000.0,1304600000.0,1329900000.0,60000000.0,946000000.0,816100000.0,1525800000.0,194100000.0,171700000.0,37300000.0,-62800000.0,455800000.0,753600000.0,199100000.0,3299500000.0,11500000.0,15844000000.0,6667100000.0,4111300000.0,3074700000.0,6667100000.0,6727100000.0,9116900000.0,15844000000.0,10402800000.0,6042200000.0,0.0,-1097400000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2012.0,Q3,,2012-09-29,2012-10-29 11:10:53+00:00,1489200000.0,1635800000.0,-270000000.0,769500000.0,0.0,5099900000.0,7528700000.0,3165800000.0,2728900000.0,1702000000.0,1385500000.0,59500000.0,1002700000.0,701000000.0,1829900000.0,452500000.0,,,-64200000.0,280300000.0,747400000.0,,2886900000.0,1545300000.0,17114200000.0,7204400000.0,4753900000.0,4670300000.0,7204400000.0,7263900000.0,9850300000.0,17114200000.0,10974800000.0,5180000000.0,,-448200000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2012.0,Q2,,2012-06-30,2012-07-27 17:50:59+00:00,1437000000.0,1328600000.0,-547600000.0,577800000.0,0.0,5086600000.0,7264100000.0,3182900000.0,2924500000.0,1574900000.0,1295200000.0,47800000.0,993200000.0,703300000.0,1675800000.0,477300000.0,,,-65600000.0,302400000.0,1066100000.0,,2850900000.0,1005500000.0,16350400000.0,6844400000.0,4305800000.0,3771100000.0,6844400000.0,6892200000.0,9458200000.0,16350400000.0,10749400000.0,5687100000.0,0.0,-479900000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2012.0,Q1,,2012-03-31,2012-05-02 14:20:43+00:00,1417500000.0,1285900000.0,-272300000.0,883600000.0,0.0,5019700000.0,7065200000.0,3112800000.0,2905700000.0,1589700000.0,1268200000.0,58500000.0,951800000.0,721100000.0,1725800000.0,404200000.0,,,-67100000.0,300800000.0,1073000000.0,,2762200000.0,733700000.0,16350300000.0,7203100000.0,4603300000.0,3437100000.0,7203100000.0,7261600000.0,9088700000.0,16350300000.0,10478800000.0,5651600000.0,0.0,-239400000.0
