company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2008.0,FY,2007-12-30,2009-01-03,2011-02-18 17:19:37+00:00,-575000000.0,,183000000.0,204600000.0,-32600000.0,-184900000.0,19200000.0,249700000.0,,-48200000.0,-464600000.0,517000000.0,-48200000.0,-464600000.0,516600000.0,-28800000.0,306900000.0,306900000.0,,212000000.0,16200000.0,23200000.0,-99000000.0,,-140800000.0,-131000000.0,-103300000.0,,19100000.0,4300000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,Q3,2009-07-05,2009-10-03,,,,51900000.0,-900000.0,11000000.0,58500000.0,27200000.0,-47400000.0,,-102500000.0,-33700000.0,176300000.0,-102500000.0,-33700000.0,176300000.0,51100000.0,60400000.0,60400000.0,,5500000.0,7200000.0,-14400000.0,-26300000.0,,-18400000.0,-63100000.0,-100000.0,,,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,Q3YTD,2009-01-04,2009-10-03,2010-11-01 06:16:41+00:00,,,148800000.0,,13500000.0,-83900000.0,34800000.0,4000000.0,,-180400000.0,-85300000.0,248000000.0,-180400000.0,-85300000.0,248000000.0,-4200000.0,167600000.0,167600000.0,,15500000.0,-9200000.0,-20100000.0,-76900000.0,,-65200000.0,-132300000.0,-800000.0,,,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2009.0,Q2YTD,2009-01-04,2009-07-04,2010-07-30 17:25:29+00:00,,,96900000.0,900000.0,2500000.0,-142400000.0,7600000.0,51400000.0,,-77900000.0,-51600000.0,71700000.0,-77900000.0,-51600000.0,71700000.0,-55300000.0,107200000.0,107200000.0,,10000000.0,-16400000.0,-5700000.0,-50600000.0,,-46800000.0,-69200000.0,-700000.0,,,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q4,2010-10-03,2011-01-01,,-550300000.0,145300000.0,-35400000.0,-949400000.0,5600000.0,92900000.0,20900000.0,-436500000.0,,-92100000.0,-155900000.0,351900000.0,-92100000.0,-155900000.0,351900000.0,109500000.0,137800000.0,141700000.0,-3900000.0,7400000.0,1009800000.0,1473100000.0,-56400000.0,,-82400000.0,-574700000.0,-55200000.0,,-57900000.0,11000000.0
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q3,2010-07-04,2010-10-02,,,-159300000.0,86400000.0,,50300000.0,-48700000.0,14300000.0,357700000.0,,266400000.0,-478300000.0,199100000.0,266400000.0,-478300000.0,199100000.0,37500000.0,123200000.0,123200000.0,,197500000.0,-48400000.0,-460600000.0,-56300000.0,300000.0,-45900000.0,-3100000.0,2200000.0,,27900000.0,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q3YTD,2010-01-04,2010-10-02,2011-11-07 16:03:54+00:00,,,238800000.0,949400000.0,16600000.0,-123500000.0,375200000.0,436500000.0,,405700000.0,425500000.0,387400000.0,405700000.0,425500000.0,387400000.0,1235200000.0,60400000.0,60400000.0,,211700000.0,-48400000.0,-478700000.0,-145200000.0,,-103100000.0,-204700000.0,-7700000.0,,57900000.0,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q2,2010-04-04,2010-07-03,,,159300000.0,92700000.0,,-26200000.0,-91000000.0,346900000.0,-357100000.0,,-71600000.0,-30200000.0,221000000.0,-71600000.0,-30200000.0,221000000.0,93000000.0,45800000.0,45800000.0,,14200000.0,,-10900000.0,-54600000.0,15800000.0,-35100000.0,3000000.0,-9800000.0,,,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q2YTD,2010-01-04,2010-07-03,2011-07-27 15:01:57+00:00,,159300000.0,152400000.0,949400000.0,-33700000.0,-74800000.0,360900000.0,78800000.0,,139300000.0,903800000.0,188300000.0,139300000.0,903800000.0,188300000.0,1197700000.0,-62800000.0,-62800000.0,,14200000.0,,-18100000.0,-88900000.0,-300000.0,-57200000.0,-201600000.0,-9900000.0,,30000000.0,
Stanley Black & Decker Inc,SWK,549300DJ09SMTO561131,93556,2010.0,Q1,2010-01-03,2010-04-03,2011-05-12 17:08:57+00:00,,,59700000.0,949400000.0,-7500000.0,16200000.0,14000000.0,435900000.0,,210900000.0,934000000.0,-32700000.0,210900000.0,934000000.0,-32700000.0,1104700000.0,-108600000.0,-108600000.0,,,,-7200000.0,-34300000.0,-16100000.0,-22100000.0,-204600000.0,-100000.0,,30000000.0,
