company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2008.0,FY,,2008-12-31,2010-02-26 17:22:02+00:00,263535000.0,83749000.0,17006000.0,3037000.0,789068000.0,,21892195000.0,629800000.0,,,283109000.0,35312000.0,568712000.0,385498000.0,49208000.0,215281000.0,,,,34383000.0,483840000.0,49160000.0,38118000.0,84543000.0,268178000.0,-21439988000.0,,,2366872000.0,469213000.0,1624835000.0,976878000.0,469213000.0,518421000.0,1848451000.0,2366872000.0,356539000.0,871573000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2009.0,FY,,2009-12-31,2011-02-24 15:23:27+00:00,243967000.0,63133000.0,7659000.0,,1477166000.0,,21736517000.0,642507000.0,,,289980000.0,22420000.0,574378000.0,403821000.0,48923000.0,245734000.0,,144777000.0,,,,,44865000.0,20117000.0,168574000.0,-21194435000.0,,185000.0,2470144000.0,549741000.0,1709058000.0,886474000.0,549741000.0,598664000.0,1871480000.0,2470144000.0,357265000.0,985006000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2009.0,Q3,,2009-09-30,2009-11-06 16:45:54+00:00,246592000.0,73247000.0,9039000.0,3114000.0,1432306000.0,,22009502000.0,656751000.0,,,290214000.0,24681000.0,571526000.0,372413000.0,50042000.0,224541000.0,,,,8692000.0,240202000.0,41455000.0,37397000.0,86692000.0,151003000.0,-21286483000.0,,,2621463000.0,732058000.0,1896758000.0,953490000.0,732058000.0,782100000.0,1839363000.0,2621463000.0,352292000.0,885873000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2009.0,Q2,,2009-06-30,2009-08-06 16:56:08+00:00,238785000.0,77372000.0,5853000.0,3610000.0,1308352000.0,,22008549000.0,655777000.0,,,289681000.0,37333000.0,570707000.0,370107000.0,46391000.0,222106000.0,,,,12293000.0,263991000.0,49585000.0,36177000.0,76611000.0,167160000.0,-21340094000.0,,,2550173000.0,674308000.0,1816875000.0,956440000.0,674308000.0,720699000.0,1829474000.0,2550173000.0,363191000.0,873034000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2010.0,FY,,2010-12-31,2012-02-24 13:45:04+00:00,195235000.0,14874000.0,-1334000.0,,1559628000.0,0.0,21041232000.0,457478000.0,,,55146000.0,,581626000.0,190319000.0,,205560000.0,,309696000.0,,,,,20584000.0,17981000.0,102217000.0,-20363468000.0,,501238000.0,2444006000.0,676430000.0,2177957000.0,652713000.0,676430000.0,676430000.0,1767576000.0,2444006000.0,75730000.0,1114863000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2010.0,Q3,,2010-09-30,2010-10-29 10:43:19+00:00,162997000.0,16826000.0,1576000.0,,2060195000.0,,21566843000.0,448759000.0,,,52527000.0,2943000.0,578262000.0,191426000.0,,205003000.0,,,,,,,20282000.0,283605000.0,90935000.0,-20322963000.0,,488948000.0,2924082000.0,1245456000.0,2656904000.0,611756000.0,1245456000.0,1245456000.0,1678626000.0,2924082000.0,75752000.0,1066870000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2010.0,Q2,,2010-06-30,2010-08-03 13:12:04+00:00,165043000.0,16194000.0,12404000.0,,862923000.0,,21519352000.0,437288000.0,,,52527000.0,3266000.0,575933000.0,190807000.0,52252000.0,203911000.0,,,,,681749000.0,340515000.0,25122000.0,193133000.0,85021000.0,-21107866000.0,,474356000.0,2391965000.0,423890000.0,2120243000.0,942846000.0,423890000.0,476142000.0,1915823000.0,2391965000.0,80915000.0,972977000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2010.0,Q1,,2010-03-31,2010-04-28 16:32:56+00:00,180259000.0,58528000.0,7038000.0,,1090030000.0,,21719523000.0,668582000.0,,,288399000.0,19671000.0,575545000.0,398563000.0,48964000.0,255374000.0,,,,,,,42115000.0,179982000.0,134481000.0,-21143079000.0,,460401000.0,2492188000.0,583482000.0,1743440000.0,848841000.0,583482000.0,632446000.0,1859742000.0,2492188000.0,350185000.0,1010901000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2011.0,FY,,2011-12-31,2013-02-28 17:01:41+00:00,156385000.0,14974000.0,-3084000.0,,1313349000.0,0.0,20135554000.0,502538000.0,64751000.0,,53848000.0,,690086000.0,327136000.0,,226033000.0,2758000.0,325527000.0,,,,,24656000.0,43717000.0,21847000.0,-20220577000.0,,32860000.0,1856179000.0,-88107000.0,1447781000.0,658923000.0,-88107000.0,-88107000.0,1944286000.0,1856179000.0,81262000.0,1285363000.0,0.0
Verisign Inc,VRSN,LMPL4N8ZOJRMF0KOF759,1014473,2011.0,Q3,,2011-09-30,2011-10-28 14:03:52+00:00,137307000.0,14831000.0,-3185000.0,,1202788000.0,0.0,20110838000.0,501924000.0,,,54172000.0,,586566000.0,205304000.0,,221019000.0,,336880000.0,,,,,34543000.0,40751000.0,113935000.0,-20274391000.0,,32136000.0,1657709000.0,-166738000.0,1363690000.0,639231000.0,-166738000.0,-166738000.0,1824447000.0,1657709000.0,88715000.0,1185216000.0,0.0
