company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2008.0,Q4,2008-10-01,2008-12-31,,,,-254138000.0,-30542000.0,,-66073000.0,,,-78238000.0,-460927000.0,430008000.0,,,-78238000.0,-460927000.0,443248000.0,-161990000.0,0.0,,0.0,13240000.0,15080000.0,-28059000.0,,-47666000.0,-432363000.0,-624260000.0,-45652000.0,,623133000.0,622000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 13:17:45+00:00,0.0,139346000.0,,,667265000.0,-114937000.0,326786000.0,0.0,-609373000.0,-2323199000.0,2924436000.0,,115476000.0,-609373000.0,-2323199000.0,3039912000.0,-7597000.0,1739986000.0,1744749000.0,-4763000.0,46290000.0,49975000.0,-85809000.0,,-166501000.0,-1043473000.0,-2179011000.0,-492847000.0,,623133000.0,361961000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2008.0,Q3,2008-07-01,2008-09-30,,,,92393000.0,768000.0,,-37863000.0,,-27000000.0,-520426000.0,-818194000.0,1044608000.0,,,-520426000.0,-818194000.0,1088078000.0,-288405000.0,0.0,,0.0,43470000.0,-3858000.0,-8396000.0,,-47608000.0,-266038000.0,-544422000.0,-441960000.0,,,662000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q4,2009-10-01,2009-12-31,,-10000000.0,4755000.0,-101880000.0,233000.0,233262000.0,13705000.0,-6870000.0,-210000000.0,-251941000.0,-453853000.0,583410000.0,,94428000.0,-251941000.0,-453853000.0,678166000.0,-13923000.0,318870000.0,292893000.0,25977000.0,59370000.0,5821000.0,-214013000.0,,-47762000.0,-776331000.0,-324082000.0,,,870527000.0,46000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 15:36:11+00:00,-10000000.0,90561000.0,,,870999000.0,35279000.0,-99445000.0,243500000.0,67029000.0,-2331907000.0,1770205000.0,,94428000.0,67029000.0,-2331907000.0,1864633000.0,-364966000.0,837621000.0,713854000.0,123767000.0,194236000.0,16889000.0,-177632000.0,,-190788000.0,-2531515000.0,-1866114000.0,-2572000.0,,2251738000.0,1616000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 09:58:52+00:00,,85806000.0,,,637737000.0,21574000.0,-92575000.0,453500000.0,318970000.0,-1878054000.0,1186795000.0,,-328000.0,318970000.0,-1878054000.0,1186467000.0,-351043000.0,518751000.0,420961000.0,97790000.0,134866000.0,11068000.0,-42527000.0,,-143026000.0,-1755184000.0,-1542032000.0,-2572000.0,,1460119000.0,1570000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q3TTM,2008-10-01,2009-09-30,,,,-152258000.0,-30775000.0,,-44499000.0,,453500000.0,240732000.0,-2338981000.0,1616803000.0,,,240732000.0,-2338981000.0,1629715000.0,-513033000.0,0.0,,0.0,12912000.0,26148000.0,8322000.0,,-190692000.0,-2187547000.0,-2166292000.0,-48224000.0,,2004344000.0,2192000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q3,2009-07-01,2009-09-30,,,19413000.0,14469000.0,-1840000.0,245539000.0,-10554000.0,76321000.0,-51500000.0,-95592000.0,-759835000.0,673965000.0,,,-95592000.0,-759835000.0,673965000.0,-192016000.0,188877000.0,188877000.0,,143815000.0,3608000.0,-13479000.0,,-47700000.0,-569427000.0,-537135000.0,,,359796000.0,410000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 12:32:55+00:00,,66393000.0,,,392198000.0,32128000.0,-168896000.0,505000000.0,414562000.0,-1118219000.0,512830000.0,,-328000.0,414562000.0,-1118219000.0,512502000.0,-159027000.0,329874000.0,232084000.0,97790000.0,-8949000.0,7460000.0,-29048000.0,,-95326000.0,-1185757000.0,-1004897000.0,-2572000.0,,1100323000.0,1160000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q2TTM,2008-07-01,2009-06-30,,,,-74334000.0,-28167000.0,,-71808000.0,,478000000.0,-184102000.0,-2397340000.0,1987446000.0,,,-184102000.0,-2397340000.0,2043828000.0,-609422000.0,0.0,,0.0,56382000.0,18682000.0,13405000.0,,-190600000.0,-1884158000.0,-2173579000.0,-490184000.0,,1644548000.0,2444000.0
