company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,grossppe,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2008.0,FY,,2008-12-31,2010-02-26 15:43:04+00:00,1174623000.0,1033996000.0,107541000.0,-87697000.0,435589000.0,666110000.0,823108000.0,29801000.0,451372000.0,37370000.0,0.0,1026222000.0,604173000.0,7727718000.0,0.0,,878131000.0,,,,,537046000.0,642065000.0,,,152038000.0,92544000.0,5557483000.0,2572000.0,420340000.0,11149098000.0,6278945000.0,2846964000.0,1888146000.0,6278945000.0,6278945000.0,4870153000.0,11149098000.0,574416000.0,2982007000.0,0.0,-13949000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,FY,,2009-12-31,2011-02-28 13:17:45+00:00,1539523000.0,1463297000.0,88949000.0,287187000.0,476938000.0,301144000.0,872307000.0,15029000.0,387164000.0,40652000.0,,1353183000.0,733982000.0,9065088000.0,,,1018767000.0,,,,,274924000.0,379837000.0,,,165934000.0,83218000.0,6204316000.0,38000.0,779025000.0,12756359000.0,7381594000.0,3375695000.0,2181608000.0,7346026000.0,7346026000.0,5410333000.0,12756359000.0,315576000.0,3228725000.0,0.0,17784000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q3,,2009-09-30,2009-11-06 12:17:24+00:00,1733342000.0,1164678000.0,,178925000.0,443850000.0,315067000.0,857397000.0,34974000.0,252631000.0,42605000.0,,1479878000.0,784236000.0,8765386000.0,,,1088962000.0,,,,,288352000.0,328941000.0,,,,89435000.0,5933208000.0,0.0,794313000.0,12279046000.0,6951442000.0,3182703000.0,1985973000.0,6951442000.0,6951442000.0,5327604000.0,12279046000.0,330957000.0,3341631000.0,0.0,-18088000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2009.0,Q2,,2009-06-30,2009-08-07 13:46:21+00:00,1599209000.0,1157585000.0,,15103000.0,422663000.0,507083000.0,848878000.0,38138000.0,310302000.0,39201000.0,,1531326000.0,773463000.0,8297448000.0,,,957726000.0,,,,,579880000.0,650422000.0,,,,131788000.0,5792031000.0,0.0,584682000.0,12109268000.0,6637620000.0,3192739000.0,1909511000.0,6637620000.0,6637620000.0,5471648000.0,12109268000.0,619081000.0,3562137000.0,0.0,-18392000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2010.0,FY,,2010-12-31,2012-02-28 15:36:11+00:00,2237920000.0,1467311000.0,109918000.0,449428000.0,555248000.0,535825000.0,961056000.0,80545000.0,583031000.0,42850000.0,,939350000.0,762213000.0,10367847000.0,,,1212213000.0,,,,,271853000.0,395972000.0,,,,88241000.0,6800992000.0,41000.0,616558000.0,14233243000.0,8223402000.0,3550693000.0,2930910000.0,8199550000.0,8199550000.0,6033693000.0,14233243000.0,314703000.0,3102783000.0,,11926000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2010.0,Q3,,2010-09-30,2010-11-05 09:58:52+00:00,2293157000.0,1363300000.0,,369198000.0,495729000.0,462392000.0,930059000.0,74282000.0,458522000.0,41550000.0,0.0,1024339000.0,838465000.0,9846026000.0,,,1109220000.0,,,,,388190000.0,384726000.0,,,,88169000.0,6679889000.0,10000.0,630248000.0,13732622000.0,7966919000.0,3456856000.0,2751689000.0,7966919000.0,7966919000.0,5765703000.0,13732622000.0,429740000.0,3014014000.0,0.0,-12227000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2010.0,Q2,,2010-06-30,2010-08-06 12:32:55+00:00,2243386000.0,1324420000.0,,251329000.0,487247000.0,398820000.0,898546000.0,70653000.0,477834000.0,40195000.0,0.0,1226606000.0,1021655000.0,9416226000.0,,,1056767000.0,,,,0.0,375116000.0,386077000.0,,,,97470000.0,6529796000.0,2431000.0,802761000.0,13547316000.0,7666968000.0,3715779000.0,2723651000.0,7666968000.0,7666968000.0,5880348000.0,13547316000.0,415311000.0,3156697000.0,0.0,-12703000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2010.0,Q1,,2010-03-31,2010-05-07 11:25:00+00:00,2003515000.0,1390131000.0,,381041000.0,502331000.0,299973000.0,880332000.0,54713000.0,447836000.0,42115000.0,,1231235000.0,754209000.0,9307027000.0,,,1052274000.0,,,,,334741000.0,379037000.0,,,,91290000.0,6305396000.0,29000.0,895643000.0,13169842000.0,7579953000.0,3485959000.0,2451380000.0,7553585000.0,7553585000.0,5616257000.0,13169842000.0,376856000.0,3164877000.0,0.0,13184000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2011.0,FY,,2011-12-31,2013-02-28 12:04:37+00:00,1941008000.0,1554184000.0,140024000.0,310420000.0,615545000.0,513873000.0,1011883000.0,87486000.0,393891000.0,41863000.0,,249553000.0,666638000.0,10475149000.0,,,1230111000.0,,0.0,0.0,,173455000.0,439604000.0,0.0,0.0,,93397000.0,7460942000.0,350005000.0,532093000.0,14138138000.0,8788093000.0,3447671000.0,2824928000.0,8778397000.0,8778397000.0,5359741000.0,14138138000.0,215318000.0,2534813000.0,0.0,4848000.0
Murphy Oil Corp,MUR,QBKYQD0ODE7DC7PDIN91,717423,2011.0,Q3,,2011-09-30,2011-11-04 11:31:49+00:00,2792520000.0,1780976000.0,,272115000.0,566597000.0,1278981000.0,993284000.0,75748000.0,321375000.0,40716000.0,,974541000.0,638700000.0,10338783000.0,,,1230237000.0,,78679000.0,,,184606000.0,367485000.0,466347000.0,,,113841000.0,7628093000.0,349975000.0,493705000.0,15491082000.0,8888352000.0,4460630000.0,3463870000.0,8888352000.0,8888352000.0,6602730000.0,15491082000.0,691669000.0,3138860000.0,0.0,-5140000.0
