company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q4,2010-11-01,2011-01-31,,,0.27,0.27,0.26,,11400000.0,226900000.0,61600000.0,61600000.0,61600000.0,48400000.0,527700000.0,126900000.0,1800000.0,52100000.0,48400000.0,479300000.0,-1400000.0,407700000.0,71600000.0,1400000.0,73000000.0,527700000.0,228000000.0,227600000.0,234200000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,FY,2010-02-01,2011-01-31,2013-03-18 16:01:59+00:00,,0.93,0.93,0.9,,60000000.0,776000000.0,212000000.0,212000000.0,212000000.0,196600000.0,1951800000.0,496200000.0,10800000.0,200800000.0,196600000.0,1755200000.0,-600000.0,1483800000.0,271400000.0,600000.0,272000000.0,1951800000.0,228000000.0,227600000.0,234200000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q3YTD,2010-02-01,2010-10-31,,,0.66,0.66,0.64,,48600000.0,549100000.0,150400000.0,150400000.0,150400000.0,148200000.0,1424100000.0,369300000.0,9000000.0,148700000.0,148200000.0,1275900000.0,800000.0,1076100000.0,199800000.0,-800000.0,199000000.0,1424100000.0,223300000.0,226500000.0,232400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q3TTM,2009-11-01,2010-10-31,,,0.87,0.87,0.85,,57200000.0,740400000.0,200500000.0,200500000.0,200500000.0,192600000.0,1880200000.0,486200000.0,9400000.0,195800000.0,192600000.0,1687600000.0,-1900000.0,1431800000.0,255800000.0,1900000.0,257700000.0,1880200000.0,223300000.0,226500000.0,232400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q3,2010-08-01,2010-10-31,2011-12-06 16:44:15+00:00,,0.24,0.24,0.23,,18100000.0,185100000.0,53600000.0,53600000.0,53600000.0,48500000.0,476700000.0,122800000.0,,51100000.0,48500000.0,428200000.0,-2500000.0,359000000.0,69200000.0,2500000.0,71700000.0,476700000.0,223300000.0,226500000.0,232400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q2YTD,2010-02-01,2010-07-31,,,0.42,0.42,0.41,,30500000.0,364000000.0,96800000.0,96800000.0,96800000.0,99700000.0,947400000.0,246500000.0,9000000.0,97600000.0,99700000.0,847700000.0,3300000.0,717100000.0,130600000.0,-3300000.0,127300000.0,947400000.0,230400000.0,228000000.0,233800000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q2TTM,2009-08-01,2010-07-31,,,0.76,0.76,0.75,,41600000.0,735600000.0,176400000.0,176400000.0,176400000.0,189100000.0,1820400000.0,472700000.0,14300000.0,195800000.0,189100000.0,1631300000.0,-5100000.0,1418400000.0,212900000.0,5100000.0,218000000.0,1820400000.0,230400000.0,228000000.0,233800000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q2,2010-05-01,2010-07-31,2011-09-01 16:06:24+00:00,,0.26,0.26,0.25,,20000000.0,177500000.0,59900000.0,59900000.0,59900000.0,48400000.0,472800000.0,119300000.0,1900000.0,45900000.0,48400000.0,424400000.0,-100000.0,344600000.0,79800000.0,100000.0,79900000.0,472800000.0,230400000.0,228000000.0,233800000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q1TTM,2009-05-01,2010-04-30,,,0.55,0.55,0.55,,24500000.0,734500000.0,127000000.0,127000000.0,127000000.0,190800000.0,1762500000.0,463200000.0,38800000.0,199400000.0,190800000.0,1571700000.0,-15700000.0,1435900000.0,135800000.0,15700000.0,151500000.0,1762500000.0,230600000.0,229000000.0,234600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q1,2010-02-01,2010-04-30,2011-06-03 16:51:32+00:00,,0.16,0.16,0.16,,10500000.0,186500000.0,36900000.0,36900000.0,36900000.0,51300000.0,474600000.0,127200000.0,7100000.0,51700000.0,51300000.0,423300000.0,3400000.0,372500000.0,50800000.0,-3400000.0,47400000.0,474600000.0,230600000.0,229000000.0,234600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q4,2011-11-01,2012-01-31,,,0.32,0.32,0.31,,20900000.0,233500000.0,72000000.0,72000000.0,72000000.0,57500000.0,592400000.0,149500000.0,,60100000.0,57500000.0,534900000.0,-1100000.0,443100000.0,91800000.0,1100000.0,92900000.0,592400000.0,228200000.0,227700000.0,233300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,FY,2011-02-01,2012-01-31,2014-03-10 16:17:25+00:00,,1.25,1.25,1.22,,77600000.0,842600000.0,285300000.0,285300000.0,285300000.0,229100000.0,2215600000.0,566500000.0,-1300000.0,223100000.0,229100000.0,1986500000.0,-7300000.0,1630900000.0,355600000.0,7300000.0,362900000.0,2215600000.0,228200000.0,227700000.0,233300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q3YTD,2011-02-01,2011-10-31,,,0.93,0.93,0.91,,56700000.0,609100000.0,213300000.0,213300000.0,213300000.0,171600000.0,1623200000.0,417000000.0,-1300000.0,163000000.0,171600000.0,1451600000.0,-6200000.0,1187800000.0,263800000.0,6200000.0,270000000.0,1623200000.0,227500000.0,227100000.0,230700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q3TTM,2010-11-01,2011-10-31,,,1.2,1.2,1.17,,68100000.0,836000000.0,274900000.0,274900000.0,274900000.0,220000000.0,2150900000.0,543900000.0,500000.0,215100000.0,220000000.0,1930900000.0,-7600000.0,1595500000.0,335400000.0,7600000.0,343000000.0,2150900000.0,227500000.0,227100000.0,230700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q3,2011-08-01,2011-10-31,2012-12-04 16:04:41+00:00,,0.32,0.32,0.32,,18500000.0,206200000.0,72800000.0,72800000.0,72800000.0,59600000.0,548600000.0,141200000.0,0.0,51400000.0,59600000.0,489000000.0,-1100000.0,398800000.0,90200000.0,1100000.0,91300000.0,548600000.0,227500000.0,227100000.0,230700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q2YTD,2011-02-01,2011-07-31,,,0.61,0.61,0.59,,38200000.0,402900000.0,140500000.0,140500000.0,140500000.0,112000000.0,1074600000.0,275800000.0,-1300000.0,111600000.0,112000000.0,962600000.0,-5100000.0,789000000.0,173600000.0,5100000.0,178700000.0,1074600000.0,229700000.0,229400000.0,236600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q2TTM,2010-08-01,2011-07-31,,,1.12,1.12,1.08,,67700000.0,814900000.0,255700000.0,255700000.0,255700000.0,208900000.0,2079000000.0,525500000.0,500000.0,214800000.0,208900000.0,1870100000.0,-9000000.0,1555700000.0,314400000.0,9000000.0,323400000.0,2079000000.0,229700000.0,229400000.0,236600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q2,2011-05-01,2011-07-31,2012-09-05 16:32:25+00:00,,0.31,0.31,0.3,,23000000.0,201000000.0,71200000.0,71200000.0,71200000.0,57400000.0,546300000.0,139200000.0,-1300000.0,55000000.0,57400000.0,488900000.0,800000.0,393900000.0,95000000.0,-800000.0,94200000.0,546300000.0,229700000.0,229400000.0,236600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q1TTM,2010-05-01,2011-04-30,,,1.07,1.07,1.03,,64700000.0,791400000.0,244400000.0,244400000.0,244400000.0,199900000.0,2005500000.0,505600000.0,3700000.0,205700000.0,199900000.0,1805600000.0,-9900000.0,1506400000.0,299200000.0,9900000.0,309100000.0,2005500000.0,231000000.0,228200000.0,237100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q1,2011-02-01,2011-04-30,2012-06-01 16:37:32+00:00,,0.3,0.3,0.29,,15200000.0,201900000.0,69300000.0,69300000.0,69300000.0,54600000.0,528300000.0,136600000.0,,56600000.0,54600000.0,473700000.0,-5900000.0,395100000.0,78600000.0,5900000.0,84500000.0,528300000.0,231000000.0,228200000.0,237100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q4,2012-11-01,2013-01-31,,42100000.0,0.33,0.33,0.32,,11600000.0,236000000.0,74500000.0,74500000.0,74500000.0,62000000.0,606900000.0,149400000.0,7200000.0,25600000.0,62000000.0,544900000.0,-1500000.0,460300000.0,84600000.0,1500000.0,86100000.0,606900000.0,227000000.0,226400000.0,231700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,FY,2012-02-01,2013-01-31,2015-03-18 16:04:42+00:00,42100000.0,1.09,1.09,1.07,,62600000.0,875500000.0,247400000.0,247400000.0,247400000.0,238500000.0,2312200000.0,600000000.0,43900000.0,206300000.0,238500000.0,2073700000.0,-4100000.0,1767800000.0,305900000.0,4100000.0,310000000.0,2312200000.0,227000000.0,226400000.0,231700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q3YTD,2012-02-01,2012-10-31,,,0.76,0.76,0.75,,51000000.0,639500000.0,172900000.0,172900000.0,172900000.0,176500000.0,1705300000.0,450600000.0,36700000.0,180700000.0,176500000.0,1528800000.0,-2600000.0,1307500000.0,221300000.0,2600000.0,223900000.0,1705300000.0,226200000.0,225500000.0,229900000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q3TTM,2011-11-01,2012-10-31,,,1.08,1.08,1.06,,71900000.0,873000000.0,244900000.0,244900000.0,244900000.0,234000000.0,2297700000.0,600100000.0,36700000.0,240800000.0,234000000.0,2063700000.0,-3700000.0,1750600000.0,313100000.0,3700000.0,316800000.0,2297700000.0,226200000.0,225500000.0,229900000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q3,2012-08-01,2012-10-31,2013-12-06 16:46:43+00:00,,0.13,0.13,0.13,,4900000.0,203900000.0,29400000.0,29400000.0,29400000.0,57900000.0,548000000.0,153000000.0,36700000.0,62100000.0,57900000.0,490100000.0,100000.0,455700000.0,34400000.0,-100000.0,34300000.0,548000000.0,226200000.0,225500000.0,229900000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q2YTD,2012-02-01,2012-07-31,,,0.63,0.63,0.62,,46100000.0,435600000.0,143500000.0,143500000.0,143500000.0,118600000.0,1157300000.0,297600000.0,,118600000.0,118600000.0,1038700000.0,-2700000.0,851800000.0,186900000.0,2700000.0,189600000.0,1157300000.0,230700000.0,227800000.0,232100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q2TTM,2011-08-01,2012-07-31,,,1.27,1.27,1.25,,85500000.0,875300000.0,288300000.0,288300000.0,288300000.0,235700000.0,2298300000.0,588300000.0,,230100000.0,235700000.0,2062600000.0,-4900000.0,1693700000.0,368900000.0,4900000.0,373800000.0,2298300000.0,230700000.0,227800000.0,232100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q2,2012-05-01,2012-07-31,2013-09-05 19:39:23+00:00,,0.28,0.28,0.28,,27500000.0,212400000.0,64600000.0,64600000.0,64600000.0,59800000.0,568700000.0,144900000.0,0.0,58700000.0,59800000.0,508900000.0,800000.0,416000000.0,92900000.0,-800000.0,92100000.0,568700000.0,230700000.0,227800000.0,232100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q1TTM,2011-05-01,2012-04-30,,,1.3,1.3,1.27,,81000000.0,863900000.0,294900000.0,294900000.0,294900000.0,233300000.0,2275900000.0,582600000.0,-1300000.0,226400000.0,233300000.0,2042600000.0,-4900000.0,1671600000.0,371000000.0,4900000.0,375900000.0,2275900000.0,225400000.0,228100000.0,234100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q1,2012-02-01,2012-04-30,2013-06-05 16:46:39+00:00,,0.35,0.35,0.34,,18600000.0,223200000.0,78900000.0,78900000.0,78900000.0,58800000.0,588600000.0,152700000.0,0.0,59900000.0,58800000.0,529800000.0,-3500000.0,435800000.0,94000000.0,3500000.0,97500000.0,588600000.0,225400000.0,228100000.0,234100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,FY,2013-02-01,2014-01-31,2016-03-23 16:02:56+00:00,36500000.0,1.02,1.02,1.0,,51100000.0,842600000.0,228800000.0,228800000.0,228800000.0,274300000.0,2273900000.0,611100000.0,12800000.0,211800000.0,274300000.0,1999600000.0,4900000.0,1714800000.0,284800000.0,-4900000.0,279900000.0,2273900000.0,224300000.0,224000000.0,229600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q4,2013-11-01,2014-01-31,,19800000.0,0.23,0.23,0.24,,2400000.0,232300000.0,53900000.0,53900000.0,53900000.0,71900000.0,586600000.0,162400000.0,6300000.0,42200000.0,71900000.0,514700000.0,-4600000.0,463000000.0,51700000.0,4600000.0,56300000.0,586600000.0,224300000.0,224000000.0,229600000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q3YTD,2013-02-01,2013-10-31,,16700000.0,0.79,0.79,0.76,,48700000.0,610300000.0,174900000.0,174900000.0,174900000.0,202400000.0,1687300000.0,448700000.0,6500000.0,169600000.0,202400000.0,1484900000.0,9500000.0,1251800000.0,233100000.0,-9500000.0,223600000.0,1687300000.0,221500000.0,223100000.0,227700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q3TTM,2012-11-01,2013-10-31,,58800000.0,1.12,1.12,1.08,,60300000.0,846300000.0,249400000.0,249400000.0,249400000.0,264400000.0,2294200000.0,598100000.0,13700000.0,195200000.0,264400000.0,2029800000.0,8000000.0,1712100000.0,317700000.0,-8000000.0,309700000.0,2294200000.0,221500000.0,223100000.0,227700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q3,2013-08-01,2013-10-31,2014-12-05 16:01:17+00:00,7400000.0,0.26,0.26,0.25,,11600000.0,203400000.0,57600000.0,57600000.0,57600000.0,67100000.0,555200000.0,149000000.0,4400000.0,55800000.0,67100000.0,488100000.0,-1100000.0,420000000.0,68100000.0,1100000.0,69200000.0,555200000.0,221500000.0,223100000.0,227700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q2YTD,2013-02-01,2013-07-31,,9300000.0,0.53,0.53,0.51,,37100000.0,406900000.0,117300000.0,117300000.0,117300000.0,135300000.0,1132100000.0,299700000.0,2100000.0,113800000.0,135300000.0,996800000.0,10600000.0,831800000.0,165000000.0,-10600000.0,154400000.0,1132100000.0,220400000.0,223100000.0,228300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q2TTM,2012-08-01,2013-07-31,,51400000.0,0.99,0.99,0.96,,53600000.0,846800000.0,221200000.0,221200000.0,221200000.0,255200000.0,2287000000.0,602100000.0,46000000.0,201500000.0,255200000.0,2031800000.0,9200000.0,1747800000.0,284000000.0,-9200000.0,274800000.0,2287000000.0,220400000.0,223100000.0,228300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q2,2013-05-01,2013-07-31,2014-09-02 16:01:55+00:00,9300000.0,0.28,0.28,0.27,,20100000.0,198100000.0,61700000.0,61700000.0,61700000.0,67800000.0,561700000.0,148900000.0,1700000.0,52300000.0,67800000.0,493900000.0,1800000.0,410300000.0,83600000.0,-1800000.0,81800000.0,561700000.0,220400000.0,223100000.0,228300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q1TTM,2012-05-01,2013-04-30,,42100000.0,0.99,0.99,0.97,,61000000.0,861100000.0,224100000.0,224100000.0,224100000.0,247200000.0,2294000000.0,598100000.0,44300000.0,207900000.0,247200000.0,2046800000.0,8200000.0,1753500000.0,293300000.0,-8200000.0,285100000.0,2294000000.0,222400000.0,223800000.0,229300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2014.0,Q1,2013-02-01,2013-04-30,2014-06-03 16:03:28+00:00,,0.25,0.25,0.24,,17000000.0,208800000.0,55600000.0,55600000.0,55600000.0,67500000.0,570400000.0,150800000.0,400000.0,61500000.0,67500000.0,502900000.0,8800000.0,421500000.0,81400000.0,-8800000.0,72600000.0,570400000.0,222400000.0,223800000.0,229300000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,FY,2014-02-01,2015-01-31,2017-03-21 16:03:19+00:00,39800000.0,0.36,0.36,0.35,,1200000.0,998000000.0,81800000.0,81800000.0,81800000.0,342100000.0,2512200000.0,725200000.0,3100000.0,283300000.0,342100000.0,2170100000.0,37700000.0,2049400000.0,120700000.0,-37700000.0,83000000.0,2512200000.0,227200000.0,227100000.0,232400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,Q4,2014-11-01,2015-01-31,,9300000.0,0.05,0.05,0.05,,-18600000.0,289900000.0,11500000.0,11500000.0,11500000.0,89500000.0,664600000.0,191500000.0,,70400000.0,89500000.0,575100000.0,21100000.0,561100000.0,14000000.0,-21100000.0,-7100000.0,664600000.0,227200000.0,227100000.0,232400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,Q3,2014-08-01,2014-10-31,2015-12-09 17:12:29+00:00,9500000.0,0.05,0.05,0.05,,900000.0,245100000.0,10700000.0,10700000.0,10700000.0,86000000.0,618000000.0,183900000.0,0.0,78900000.0,86000000.0,532000000.0,3000000.0,517400000.0,14600000.0,-3000000.0,11600000.0,618000000.0,214000000.0,226900000.0,231500000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,Q3YTD,2014-02-01,2014-10-31,,30500000.0,0.31,0.31,0.3,,19800000.0,708100000.0,70300000.0,70300000.0,70300000.0,252600000.0,1847600000.0,533700000.0,3100000.0,212900000.0,252600000.0,1595000000.0,16600000.0,1488300000.0,106700000.0,-16600000.0,90100000.0,1847600000.0,214000000.0,226900000.0,231500000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,Q3TTM,2013-11-01,2014-10-31,,50300000.0,0.54,0.54,0.54,,22200000.0,940400000.0,124200000.0,124200000.0,124200000.0,324500000.0,2434200000.0,696100000.0,9400000.0,255100000.0,324500000.0,2109700000.0,12000000.0,1951300000.0,158400000.0,-12000000.0,146400000.0,2434200000.0,214000000.0,226900000.0,231500000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2015.0,Q2YTD,2014-02-01,2014-07-31,,21000000.0,0.26,0.26,0.25,,18900000.0,463000000.0,59600000.0,59600000.0,59600000.0,166600000.0,1229600000.0,349800000.0,3100000.0,134000000.0,166600000.0,1063000000.0,13600000.0,970900000.0,92100000.0,-13600000.0,78500000.0,1229600000.0,223600000.0,227300000.0,232400000.0
