company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,FY,,2009-01-31,2010-03-19 06:05:42+00:00,62400000.0,316500000.0,230100000.0,-11200000.0,,917600000.0,,1080400000.0,438800000.0,31100000.0,16700000.0,,542500000.0,,113300000.0,,7600000.0,120600000.0,230200000.0,125700000.0,22700000.0,,123000000.0,57000000.0,59300000.0,241500000.0,52100000.0,63500000.0,2420700000.0,1310700000.0,1388000000.0,800100000.0,1310700000.0,1310700000.0,1110000000.0,2420700000.0,912100000.0,309900000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,FY,,2010-01-31,2011-03-18 16:07:11+00:00,67800000.0,277400000.0,183200000.0,-3500000.0,,838700000.0,,1204300000.0,444600000.0,44200000.0,8400000.0,,542900000.0,,88000000.0,,125600000.0,101600000.0,199100000.0,101900000.0,,,107600000.0,70600000.0,57400000.0,272700000.0,,161900000.0,2447200000.0,1473500000.0,1379600000.0,704000000.0,1473500000.0,1473500000.0,973700000.0,2447200000.0,966000000.0,269700000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,Q3,,2009-10-31,2009-12-08 16:26:56+00:00,60000000.0,215700000.0,156300000.0,3700000.0,,698500000.0,,1194200000.0,401200000.0,49800000.0,9800000.0,,530500000.0,,88900000.0,,92000000.0,111900000.0,191500000.0,92700000.0,0.0,,112300000.0,64900000.0,60000000.0,233800000.0,0.0,263100000.0,2315400000.0,1431700000.0,1287100000.0,627300000.0,1431700000.0,1431700000.0,883700000.0,2315400000.0,916400000.0,256400000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,Q2,,2009-07-31,2009-08-28 08:01:24+00:00,56700000.0,223900000.0,162700000.0,-1400000.0,,668500000.0,0.0,1166600000.0,424400000.0,48300000.0,17900000.0,,525500000.0,,96700000.0,,92300000.0,118300000.0,77500000.0,92700000.0,122500000.0,,118300000.0,64300000.0,58700000.0,219900000.0,0.0,267900000.0,2311100000.0,1385100000.0,1267300000.0,661700000.0,1385100000.0,1385100000.0,926000000.0,2311100000.0,925500000.0,264300000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,Q1,,2009-04-30,2009-06-03 16:08:21+00:00,65000000.0,228600000.0,142500000.0,-9700000.0,,880500000.0,0.0,1128800000.0,453100000.0,47000000.0,19100000.0,,520700000.0,,105000000.0,,7600000.0,120700000.0,80900000.0,88300000.0,120500000.0,,125000000.0,57800000.0,67700000.0,209400000.0,2100000.0,78400000.0,2269500000.0,1328500000.0,1302200000.0,681800000.0,1328500000.0,1328500000.0,941000000.0,2269500000.0,846600000.0,259200000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,FY,,2011-01-31,2012-03-15 16:05:18+00:00,76800000.0,318400000.0,75100000.0,-600000.0,,1075100000.0,0.0,1267200000.0,496200000.0,56800000.0,28600000.0,193100000.0,554100000.0,,57200000.0,,192600000.0,84500000.0,230800000.0,90700000.0,,,94200000.0,77700000.0,64800000.0,342700000.0,,199200000.0,2787600000.0,1609300000.0,1714300000.0,869800000.0,1609300000.0,1609300000.0,1178300000.0,2787600000.0,988800000.0,308500000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q3,,2010-10-31,2010-12-07 17:06:31+00:00,86100000.0,240100000.0,190300000.0,-4000000.0,,904300000.0,,1242100000.0,430000000.0,44700000.0,28300000.0,,549700000.0,,65300000.0,,199800000.0,84800000.0,216300000.0,107700000.0,,,103000000.0,74000000.0,49200000.0,318000000.0,,232500000.0,2581100000.0,1556100000.0,1470800000.0,734700000.0,1556100000.0,1556100000.0,1025000000.0,2581100000.0,1025500000.0,290300000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q2,,2010-07-31,2010-09-01 07:01:29+00:00,79000000.0,231000000.0,166900000.0,-2900000.0,,850000000.0,,1225100000.0,454200000.0,43600000.0,23000000.0,,545700000.0,,73600000.0,,184100000.0,88500000.0,207000000.0,113100000.0,,,102600000.0,69100000.0,56200000.0,303600000.0,,236600000.0,2525000000.0,1525800000.0,1417400000.0,723100000.0,1525800000.0,1525800000.0,999200000.0,2525000000.0,1019100000.0,276100000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2011.0,Q1,,2010-04-30,2010-06-04 07:01:23+00:00,90400000.0,218100000.0,134700000.0,-1100000.0,,938100000.0,,1237600000.0,470600000.0,43800000.0,15300000.0,,540300000.0,,80100000.0,,179500000.0,95500000.0,204200000.0,112400000.0,,,99900000.0,72400000.0,72300000.0,277600000.0,,121700000.0,2501700000.0,1514100000.0,1394000000.0,711000000.0,1514100000.0,1514100000.0,987600000.0,2501700000.0,1012200000.0,276600000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,FY,,2012-01-31,2013-03-18 16:01:59+00:00,89300000.0,395100000.0,84200000.0,5900000.0,,1156900000.0,0.0,1365400000.0,582300000.0,30100000.0,14400000.0,183900000.0,682400000.0,,84600000.0,0.0,192800000.0,104500000.0,311700000.0,135800000.0,,,131800000.0,79100000.0,59400000.0,511600000.0,,254400000.0,3227800000.0,1882900000.0,1895900000.0,954100000.0,1882900000.0,1882900000.0,1344900000.0,3227800000.0,1227400000.0,390800000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q3,,2011-10-31,2011-12-06 16:44:15+00:00,81900000.0,259200000.0,55200000.0,3400000.0,,1103300000.0,0.0,1359900000.0,499900000.0,34200000.0,22300000.0,154300000.0,653900000.0,,90400000.0,,190600000.0,102100000.0,281300000.0,138700000.0,,,130700000.0,82600000.0,61600000.0,464200000.0,,240300000.0,3005000000.0,1827500000.0,1698600000.0,813600000.0,1827500000.0,1827500000.0,1177500000.0,3005000000.0,1204300000.0,363900000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q2,,2011-07-31,2011-09-01 16:06:24+00:00,89800000.0,297000000.0,75200000.0,14300000.0,,1131500000.0,0.0,1356500000.0,525300000.0,35300000.0,15300000.0,121500000.0,607400000.0,,69400000.0,,179200000.0,105200000.0,274500000.0,118800000.0,,,114900000.0,83000000.0,73200000.0,418300000.0,,241800000.0,2973700000.0,1789100000.0,1778800000.0,827100000.0,1789100000.0,1789100000.0,1184600000.0,2973700000.0,1089700000.0,357500000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2012.0,Q1,,2011-04-30,2011-06-03 16:51:32+00:00,101700000.0,271000000.0,68700000.0,4800000.0,,1091400000.0,0.0,1363500000.0,518900000.0,39100000.0,24200000.0,106000000.0,605700000.0,,62800000.0,,175900000.0,99800000.0,247500000.0,102700000.0,,,122900000.0,84000000.0,72500000.0,382900000.0,,258400000.0,2902200000.0,1751200000.0,1732400000.0,819500000.0,1751200000.0,1751200000.0,1151000000.0,2902200000.0,1070000000.0,331500000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,FY,,2013-01-31,2014-03-10 16:17:25+00:00,94200000.0,495100000.0,99000000.0,-5700000.0,,1612200000.0,0.0,1449800000.0,647000000.0,42200000.0,13900000.0,189600000.0,871500000.0,,76000000.0,745600000.0,411100000.0,114900000.0,381800000.0,122800000.0,,,159700000.0,94100000.0,60800000.0,599100000.0,,342100000.0,4308400000.0,2043200000.0,2552400000.0,1043700000.0,2043200000.0,2043200000.0,2265200000.0,4308400000.0,1641100000.0,1221500000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q3,,2012-10-31,2012-12-04 16:04:41+00:00,75900000.0,293300000.0,71500000.0,-6400000.0,,827000000.0,,1438900000.0,558100000.0,48400000.0,14200000.0,155600000.0,824600000.0,,75900000.0,,408300000.0,114600000.0,340000000.0,128300000.0,,,152900000.0,86000000.0,53800000.0,585400000.0,110000000.0,502100000.0,3429200000.0,2017900000.0,1724600000.0,985300000.0,2017900000.0,2017900000.0,1411300000.0,3429200000.0,1590000000.0,426000000.0,0.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2013.0,Q2,,2012-07-31,2012-09-05 16:32:25+00:00,82900000.0,361400000.0,74000000.0,600000.0,,930200000.0,,1457300000.0,590900000.0,44800000.0,17000000.0,136600000.0,739200000.0,,71400000.0,,286100000.0,109000000.0,340100000.0,136800000.0,,,130700000.0,83100000.0,65800000.0,593400000.0,,500500000.0,3375900000.0,2051300000.0,1902700000.0,901400000.0,2051300000.0,2051300000.0,1324600000.0,3375900000.0,1364200000.0,423200000.0,0.0
