company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2008.0,FY,2007-02-01,2008-01-31,2010-03-19 06:05:42+00:00,-114500000.0,47100000.0,,61300000.0,,4900000.0,186200000.0,187300000.0,0.0,-375700000.0,-85700000.0,708500000.0,-375700000.0,-85700000.0,708500000.0,252000000.0,356200000.0,356200000.0,104800000.0,,,,-727000000.0,-43300000.0,0.0,-563000000.0,799100000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q4,2008-11-01,2009-01-31,,-67200000.0,63400000.0,,27300000.0,,1400000.0,-30800000.0,1000000.0,112400000.0,49100000.0,-15700000.0,86400000.0,49100000.0,-15700000.0,86400000.0,121200000.0,-105400000.0,-105400000.0,195300000.0,,,,-7400000.0,-19300000.0,-64300000.0,,78200000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,FY,2008-02-01,2009-01-31,2011-03-18 16:07:11+00:00,-364500000.0,63400000.0,,91800000.0,,-1700000.0,34300000.0,90100000.0,912400000.0,-114400000.0,-478100000.0,593900000.0,-114400000.0,-478100000.0,593900000.0,-300000.0,183600000.0,183600000.0,284200000.0,,,,-118600000.0,-78400000.0,-860300000.0,-256600000.0,83400000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q3,2008-08-01,2008-10-31,,-33400000.0,,,25400000.0,,-5700000.0,-46500000.0,39000000.0,110000000.0,-77000000.0,-157700000.0,107200000.0,-77000000.0,-157700000.0,107200000.0,-133200000.0,104600000.0,104600000.0,23700000.0,,,,-105600000.0,-19200000.0,-226000000.0,,500000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q3YTD,2008-02-01,2008-10-31,2009-12-08 16:26:56+00:00,-297300000.0,,,64500000.0,,-3100000.0,65100000.0,89100000.0,800000000.0,-163500000.0,-462400000.0,507500000.0,-163500000.0,-462400000.0,507500000.0,-121500000.0,289000000.0,289000000.0,88900000.0,,,,-111200000.0,-59100000.0,-796000000.0,-256600000.0,5200000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q2,2008-05-01,2008-07-31,,-263900000.0,,,22200000.0,-200000.0,-100000.0,63000000.0,14800000.0,650000000.0,94800000.0,-289200000.0,215000000.0,94800000.0,-289200000.0,215000000.0,20500000.0,89800000.0,89800000.0,40000000.0,,,,-3500000.0,-25500000.0,-570000000.0,,3900000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q2YTD,2008-02-01,2008-07-31,2009-08-28 08:01:24+00:00,-263900000.0,,,39100000.0,,2600000.0,111600000.0,50100000.0,690000000.0,-86500000.0,-304700000.0,400300000.0,-86500000.0,-304700000.0,400300000.0,11700000.0,184400000.0,184400000.0,65200000.0,,,,-5600000.0,-39900000.0,-570000000.0,-256600000.0,4700000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2009.0,Q1,2008-02-01,2008-04-30,2009-06-03 16:08:21+00:00,,,,16900000.0,200000.0,2700000.0,48600000.0,35300000.0,40000000.0,-181300000.0,-15500000.0,185300000.0,-181300000.0,-15500000.0,185300000.0,-8800000.0,94600000.0,94600000.0,25200000.0,,,,-2100000.0,-14400000.0,0.0,-256600000.0,800000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,Q4,2009-11-01,2010-01-31,,-22500000.0,42100000.0,,27100000.0,,-200000.0,26800000.0,2500000.0,,-21300000.0,36100000.0,125600000.0,-21300000.0,36100000.0,125600000.0,140200000.0,50100000.0,50100000.0,21600000.0,,,,-160400000.0,-1500000.0,,-23800000.0,220500000.0
Autodesk Inc,ADSK,FRKKVKAIQEF3FCSTPG55,769397,2010.0,FY,2009-02-01,2010-01-31,2012-03-15 16:05:18+00:00,-26100000.0,42100000.0,,111500000.0,,2600000.0,-85500000.0,70000000.0,2200000.0,-45300000.0,-283000000.0,246800000.0,-45300000.0,-283000000.0,246800000.0,-78900000.0,58000000.0,58000000.0,162800000.0,0.0,,,-580300000.0,-31700000.0,-54300000.0,-63200000.0,355100000.0
