company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 21:39:46+00:00,-4400000.0,42900000.0,,20400000.0,193500000.0,65900000.0,7984100000.0,-865700000.0,-124700000.0,988200000.0,-865700000.0,-124700000.0,988200000.0,18200000.0,706800000.0,706800000.0,45000000.0,52200000.0,0.0,,-89400000.0,-191400000.0,-181800000.0,-7140100000.0,-1738400000.0,,252900000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,Q4,2008-10-01,2008-12-31,,-202200000.0,31200000.0,,-33800000.0,-2700000.0,1200000.0,2593500000.0,-73400000.0,-219800000.0,134300000.0,-73400000.0,-219800000.0,134300000.0,-192700000.0,89000000.0,89000000.0,16800000.0,100000.0,,,-23500000.0,-3400000.0,-19000000.0,-2524700000.0,-120000000.0,,4800000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 21:32:37+00:00,-241400000.0,75100000.0,,-51000000.0,-52700000.0,23500000.0,15938900000.0,-349800000.0,-319300000.0,539700000.0,-349800000.0,-319300000.0,539700000.0,-180400000.0,461600000.0,461600000.0,55700000.0,7500000.0,900000.0,,-101800000.0,-10300000.0,-84400000.0,-15625000000.0,-592900000.0,,15900000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,Q3,2008-07-01,2008-09-30,,-600000.0,14600000.0,,-36700000.0,13100000.0,5800000.0,5114700000.0,-42900000.0,-18600000.0,156700000.0,-42900000.0,-18600000.0,156700000.0,58500000.0,113800000.0,113800000.0,15200000.0,1900000.0,,,-27100000.0,-800000.0,-21400000.0,-4993200000.0,-145000000.0,,4200000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-05 00:00:00+00:00,-39200000.0,43900000.0,,-17200000.0,-50000000.0,22300000.0,13345400000.0,-276400000.0,-99500000.0,405400000.0,-276400000.0,-99500000.0,405400000.0,12300000.0,372600000.0,372600000.0,38900000.0,7400000.0,900000.0,,-78300000.0,-6900000.0,-65400000.0,-13100300000.0,-472900000.0,,11100000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-14 16:48:00+00:00,-38600000.0,29300000.0,,19500000.0,-63100000.0,16500000.0,8230700000.0,-233500000.0,-80900000.0,248700000.0,-233500000.0,-80900000.0,248700000.0,-46200000.0,258800000.0,258800000.0,23700000.0,5500000.0,900000.0,,-51200000.0,-6100000.0,-44000000.0,-8107100000.0,-327900000.0,,6900000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:22:01+00:00,-900000.0,64100000.0,,26800000.0,120200000.0,19800000.0,13487500000.0,-348800000.0,-93800000.0,643800000.0,-348800000.0,-93800000.0,643800000.0,228000000.0,407100000.0,407100000.0,52400000.0,5000000.0,,,-98200000.0,-17600000.0,-90700000.0,-13762900000.0,,,15400000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q4,2009-10-01,2009-12-31,,,16600000.0,,-1400000.0,56100000.0,5200000.0,3372500000.0,-105200000.0,-29400000.0,187200000.0,-105200000.0,-29400000.0,187200000.0,51200000.0,103300000.0,103300000.0,11200000.0,1800000.0,,,-24500000.0,-6900000.0,-26400000.0,-3460200000.0,,,3900000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 12:18:55+00:00,-900000.0,47500000.0,,28200000.0,64100000.0,14600000.0,10115000000.0,-243600000.0,-64400000.0,456600000.0,-243600000.0,-64400000.0,456600000.0,176800000.0,303800000.0,303800000.0,41200000.0,3200000.0,,,-73700000.0,-10700000.0,-64300000.0,-10302700000.0,,,11500000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q3TTM,2008-10-01,2009-09-30,,-203100000.0,78700000.0,,-5600000.0,61400000.0,15800000.0,12708500000.0,-317000000.0,-284200000.0,590900000.0,-317000000.0,-284200000.0,590900000.0,-15900000.0,392800000.0,392800000.0,58000000.0,3300000.0,,,-97200000.0,-14100000.0,-83300000.0,-12827400000.0,-120000000.0,,16300000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q3,2009-07-01,2009-09-30,,,16200000.0,,-700000.0,700000.0,2200000.0,2869400000.0,-70700000.0,-30800000.0,132100000.0,-70700000.0,-30800000.0,132100000.0,29900000.0,101700000.0,101700000.0,13500000.0,300000.0,,,-23600000.0,-8400000.0,-29500000.0,-2919000000.0,,,7100000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-02 10:26:59+00:00,-900000.0,31300000.0,,28900000.0,63400000.0,12400000.0,7245600000.0,-172900000.0,-33600000.0,324500000.0,-172900000.0,-33600000.0,324500000.0,146900000.0,202100000.0,202100000.0,27700000.0,2900000.0,,,-50100000.0,-2300000.0,-34800000.0,-7383700000.0,,,4400000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q2TTM,2008-07-01,2009-06-30,,-203700000.0,77100000.0,,-41600000.0,73800000.0,19400000.0,14953800000.0,-289200000.0,-272000000.0,615500000.0,-289200000.0,-272000000.0,615500000.0,12700000.0,404900000.0,404900000.0,59700000.0,4900000.0,,,-100700000.0,-6500000.0,-75200000.0,-14901600000.0,-265000000.0,,13400000.0
