company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2008.0,FY,,2008-12-31,2010-02-26 21:39:46+00:00,240400000.0,421800000.0,-52100000.0,245900000.0,,396100000.0,435000000.0,26500000.0,,338000000.0,114000000.0,750000000.0,247700000.0,8300000.0,114800000.0,220100000.0,204100000.0,107800000.0,,,,44500000.0,297500000.0,,,3023200000.0,717700000.0,7100000.0,1773400000.0,-994400000.0,809100000.0,1393100000.0,-994400000.0,-986100000.0,2759500000.0,1773400000.0,716600000.0,1366400000.0,0.0,-4361600000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,FY,,2009-12-31,2011-02-25 21:32:37+00:00,317200000.0,444900000.0,-41200000.0,473900000.0,,394500000.0,471300000.0,32300000.0,,349200000.0,104900000.0,746200000.0,293000000.0,10100000.0,103800000.0,192600000.0,195600000.0,51800000.0,,,,50700000.0,317800000.0,,,3329000000.0,447500000.0,10000000.0,2003300000.0,-606200000.0,1012900000.0,1236000000.0,-606200000.0,-596100000.0,2599400000.0,2003300000.0,697400000.0,1363400000.0,0.0,-4288500000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q3,,2009-09-30,2009-11-05 00:00:00+00:00,241900000.0,378900000.0,-19200000.0,422700000.0,,391000000.0,427500000.0,26100000.0,,350400000.0,104200000.0,748100000.0,278600000.0,9400000.0,107100000.0,195000000.0,181100000.0,62000000.0,,,,49500000.0,283100000.0,,,3275800000.0,532900000.0,6800000.0,1874200000.0,-656900000.0,896500000.0,1202300000.0,-656900000.0,-647500000.0,2521700000.0,1874200000.0,699100000.0,1319400000.0,0.0,-4304500000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2009.0,Q2,,2009-06-30,2009-08-14 16:48:00+00:00,262000000.0,407600000.0,-30100000.0,392800000.0,,384100000.0,462700000.0,31200000.0,,344600000.0,106700000.0,750000000.0,267600000.0,7800000.0,108400000.0,206600000.0,172600000.0,64100000.0,,,,47700000.0,287200000.0,,,3199000000.0,580400000.0,4900000.0,1873800000.0,-757300000.0,900600000.0,1305100000.0,-757300000.0,-749500000.0,2623300000.0,1873800000.0,705600000.0,1318200000.0,0.0,-4310300000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2010.0,FY,,2010-12-31,2012-02-27 16:22:01+00:00,414400000.0,497500000.0,-33400000.0,659600000.0,0.0,394900000.0,508100000.0,45300000.0,,465500000.0,168800000.0,1228300000.0,319300000.0,11200000.0,96600000.0,187900000.0,217700000.0,127900000.0,,,,55800000.0,362300000.0,,,3736200000.0,11300000.0,12700000.0,2540300000.0,-309600000.0,1343000000.0,933800000.0,-309600000.0,-298400000.0,2838700000.0,2540300000.0,878000000.0,1904900000.0,0.0,-4407300000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2010.0,Q3,,2010-09-30,2010-11-02 12:18:55+00:00,321000000.0,410600000.0,-24600000.0,793700000.0,,387500000.0,447200000.0,47100000.0,,355200000.0,93300000.0,1235600000.0,307500000.0,10100000.0,96900000.0,227800000.0,187100000.0,39200000.0,,,,63000000.0,333600000.0,,,3650100000.0,24400000.0,10800000.0,2348200000.0,-307700000.0,1301400000.0,792600000.0,-307700000.0,-297600000.0,2645800000.0,2348200000.0,739300000.0,1853200000.0,0.0,-4320700000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2010.0,Q2,,2010-06-30,2010-08-02 10:26:59+00:00,248600000.0,389100000.0,-83300000.0,485900000.0,,376100000.0,481700000.0,42500000.0,,345100000.0,93100000.0,742500000.0,298300000.0,8200000.0,99400000.0,208200000.0,192100000.0,34800000.0,,,,53000000.0,321400000.0,,,3538900000.0,363900000.0,7700000.0,1957700000.0,-500100000.0,960000000.0,1094200000.0,-500100000.0,-491900000.0,2449600000.0,1957700000.0,699400000.0,1355400000.0,0.0,-4331800000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2010.0,Q1,,2010-03-31,2010-05-07 17:12:03+00:00,253200000.0,427000000.0,-85700000.0,496400000.0,,367700000.0,516200000.0,38600000.0,,347300000.0,100100000.0,744400000.0,292700000.0,7600000.0,100200000.0,203100000.0,226100000.0,38500000.0,,,,52100000.0,319700000.0,,,3442600000.0,377500000.0,7500000.0,2003300000.0,-541600000.0,1008000000.0,1146900000.0,-541600000.0,-534000000.0,2537300000.0,2003300000.0,702600000.0,1390400000.0,0.0,-4266200000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2011.0,FY,,2011-12-31,2013-02-25 19:19:12+00:00,452300000.0,489800000.0,-107500000.0,760000000.0,0.0,397900000.0,520400000.0,82200000.0,90000000.0,642900000.0,253600000.0,1172500000.0,326800000.0,10600000.0,97700000.0,146400000.0,165000000.0,77600000.0,,,,82000000.0,404800000.0,60500000.0,,4176100000.0,71300000.0,14800000.0,2876100000.0,-169000000.0,1424400000.0,1134000000.0,-169000000.0,-158400000.0,2974000000.0,2876100000.0,1124900000.0,1840000000.0,0.0,-4635500000.0
Moody's Corp,MCO,549300GCEDD8YCF5WU84,1059556,2011.0,Q3,,2011-09-30,2011-11-02 19:36:49+00:00,311200000.0,400500000.0,-70500000.0,854200000.0,0.0,390100000.0,480600000.0,42200000.0,,451100000.0,153000000.0,1200900000.0,323700000.0,9800000.0,96400000.0,172100000.0,205700000.0,49800000.0,,,,61400000.0,357600000.0,,,4147400000.0,43100000.0,13300000.0,2521300000.0,-184000000.0,1360000000.0,834900000.0,-184000000.0,-174200000.0,2695500000.0,2521300000.0,837600000.0,1860600000.0,0.0,-4651000000.0
