company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accruedinterestpayable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,customerandotherreceivables,deferredacquisitioncost,interestbearingdeposits,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2011.0,Q1,,2011-03-31,2011-05-06 16:34:12+00:00,25732000.0,-1259000.0,291800000.0,,3750244000.0,,116948000.0,,4037183000.0,6673181000.0,4239000.0,35384000.0,614701000.0,32697000.0,323252000.0,6691000.0,185132000.0,-332401000.0,0.0,7881762000.0,3416584000.0,3416584000.0,3420823000.0,4454248000.0,7881762000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2012.0,FY,,2012-12-31,2014-02-28 21:00:58+00:00,33056000.0,-108007000.0,2733618000.0,,7087551000.0,,63365000.0,10495000.0,3851033000.0,7212341000.0,3578000.0,37049000.0,1100804000.0,52903000.0,327722000.0,7027000.0,49950000.0,-142329000.0,,11160078000.0,6837215000.0,6837215000.0,6840793000.0,4312258000.0,11160078000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2012.0,Q3,,2012-09-30,2012-11-02 13:31:57+00:00,21571000.0,-110787000.0,664133000.0,,4981914000.0,,61817000.0,,3808080000.0,7153198000.0,3559000.0,39754000.0,1039567000.0,51194000.0,319889000.0,7203000.0,49851000.0,-153811000.0,0.0,8968566000.0,4717316000.0,4717316000.0,4720875000.0,4240488000.0,8968566000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2012.0,Q2,,2012-06-30,2012-08-03 10:12:20+00:00,30672000.0,-103809000.0,358263000.0,,4828296000.0,,57147000.0,,3362364000.0,6924679000.0,3674000.0,39702000.0,998265000.0,43357000.0,346394000.0,7316000.0,73691000.0,-145921000.0,0.0,8412045000.0,4578566000.0,4578566000.0,4582240000.0,3822489000.0,8412045000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2012.0,Q1,,2012-03-31,2012-05-04 12:32:26+00:00,21220000.0,-76012000.0,248242000.0,,4667489000.0,,62306000.0,34042000.0,3380315000.0,6810777000.0,7097000.0,37975000.0,1046840000.0,43789000.0,326251000.0,7197000.0,72894000.0,-208304000.0,0.0,8241059000.0,4383173000.0,4383173000.0,4390270000.0,3843592000.0,8241059000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2013.0,FY,,2013-12-31,2015-02-19 16:40:02+00:00,42854000.0,-48631000.0,281355000.0,,8990017000.0,,72052000.0,,6134351000.0,12442942000.0,3595000.0,44594000.0,2433230000.0,110484000.0,378813000.0,17320000.0,98564000.0,-345254000.0,0.0,15328143000.0,8596132000.0,8596132000.0,8599727000.0,6711096000.0,15328143000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2013.0,Q3,,2013-09-30,2013-11-05 17:01:36+00:00,23965000.0,-50094000.0,112910000.0,,8978074000.0,,72884000.0,8275000.0,6097632000.0,12589941000.0,3579000.0,47020000.0,2270943000.0,84027000.0,392603000.0,18255000.0,98429000.0,-458229000.0,,15145107000.0,8469751000.0,8469751000.0,8473330000.0,6653522000.0,15145107000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2013.0,Q2,,2013-06-30,2013-08-02 14:03:36+00:00,39735000.0,-105042000.0,111147000.0,,8974146000.0,,72986000.0,,5711319000.0,12969441000.0,3597000.0,48225000.0,1724211000.0,84984000.0,362645000.0,19514000.0,94400000.0,-308938000.0,142000000.0,14972185000.0,8560166000.0,8560166000.0,8563763000.0,6388908000.0,14972185000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2013.0,Q1,,2013-03-31,2013-05-10 13:07:53+00:00,24290000.0,-106616000.0,447456000.0,,8968592000.0,,69881000.0,,5928289000.0,13010282000.0,3579000.0,46755000.0,1566095000.0,53317000.0,455056000.0,20769000.0,93650000.0,-206667000.0,0.0,15187364000.0,8655309000.0,8655309000.0,8658888000.0,6507707000.0,15187364000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2014.0,FY,,2014-12-31,2016-02-25 17:48:46+00:00,41635000.0,-42515000.0,509460000.0,0.0,9356005000.0,,67029000.0,,6489707000.0,13339702000.0,,48826000.0,2128762000.0,103916000.0,397324000.0,12765000.0,95625000.0,-267085000.0,0.0,16140578000.0,9046405000.0,9046405000.0,9046405000.0,7081408000.0,16140578000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2014.0,Q3,,2014-09-30,2014-11-04 17:30:27+00:00,28857000.0,-44074000.0,440028000.0,,9345518000.0,,76274000.0,,6241768000.0,13300518000.0,0.0,49425000.0,1968694000.0,99685000.0,403565000.0,12596000.0,95664000.0,-256162000.0,0.0,15881178000.0,9045282000.0,9045282000.0,9045282000.0,6823300000.0,15881178000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2014.0,Q2,,2014-06-30,2014-08-08 16:42:37+00:00,40468000.0,-45620000.0,425741000.0,,9214744000.0,,75738000.0,,6254874000.0,13031463000.0,0.0,48942000.0,2031624000.0,96021000.0,380030000.0,16084000.0,93385000.0,-347592000.0,0.0,15657951000.0,8821532000.0,8821532000.0,8821532000.0,6820335000.0,15657951000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2014.0,Q1,,2014-03-31,2014-05-02 14:35:10+00:00,33285000.0,-47058000.0,386190000.0,,9003556000.0,,76486000.0,,6381798000.0,12806000000.0,3602000.0,46493000.0,2210900000.0,94133000.0,391457000.0,16002000.0,90663000.0,-353029000.0,,15570239000.0,8603469000.0,8603469000.0,8607071000.0,6947166000.0,15570239000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2015.0,FY,,2015-12-31,2017-02-24 13:54:58+00:00,40085000.0,-31387000.0,400507000.0,0.0,10069902000.0,,37577000.0,,6456948000.0,14331903000.0,,53132000.0,2056497000.0,99355000.0,431262000.0,9997000.0,104821000.0,-197989000.0,0.0,16931305000.0,9840526000.0,9840526000.0,9840526000.0,7080782000.0,16931305000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2015.0,Q3,,2015-09-30,2015-11-03 13:36:54+00:00,35904000.0,-38181000.0,318557000.0,,10050121000.0,,70048000.0,,6306727000.0,14248419000.0,,54048000.0,2043067000.0,103042000.0,442293000.0,10512000.0,101888000.0,-182487000.0,0.0,16781979000.0,9829453000.0,9829453000.0,9829453000.0,6942014000.0,16781979000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2015.0,Q2,,2015-06-30,2015-08-06 12:58:32+00:00,40809000.0,-39523000.0,65126000.0,,9467449000.0,,68211000.0,,6487130000.0,13982715000.0,,53403000.0,2100745000.0,109815000.0,408246000.0,10588000.0,103679000.0,-217441000.0,0.0,16320476000.0,9210485000.0,9210485000.0,9210485000.0,7099403000.0,16320476000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2015.0,Q1,,2015-03-31,2015-05-04 09:03:16+00:00,32937000.0,-40950000.0,194928000.0,,9361792000.0,,62714000.0,,6562331000.0,13864530000.0,,50673000.0,2038788000.0,94864000.0,414923000.0,10508000.0,102788000.0,-223330000.0,0.0,16263748000.0,9097512000.0,9097512000.0,9097512000.0,7155728000.0,16263748000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2016.0,FY,,2016-12-31,2018-02-23 13:55:16+00:00,38307000.0,-30510000.0,214994000.0,0.0,10107027000.0,,40179000.0,,7030880000.0,15129886000.0,,57023000.0,2367229000.0,101806000.0,460073000.0,7766000.0,114983000.0,94899000.0,0.0,17867271000.0,10171416000.0,10171416000.0,10171416000.0,7688089000.0,17867271000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2016.0,Q3,,2016-09-30,2016-11-04 10:09:24+00:00,44027000.0,-100531000.0,65899000.0,0.0,10101112000.0,,46188000.0,,6645970000.0,15331788000.0,,57495000.0,1978493000.0,103958000.0,520633000.0,9950000.0,166289000.0,36043000.0,170000000.0,17588657000.0,10036624000.0,10036624000.0,10036624000.0,7542083000.0,17588657000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2016.0,Q2,,2016-06-30,2016-08-05 11:42:32+00:00,42395000.0,-102997000.0,182306000.0,0.0,10094324000.0,,40627000.0,,6833991000.0,14893559000.0,,58093000.0,2173190000.0,102425000.0,491675000.0,9969000.0,105385000.0,-134808000.0,0.0,17395067000.0,9856519000.0,9856519000.0,9856519000.0,7528579000.0,17395067000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2016.0,Q1,,2016-03-31,2016-05-03 14:15:17+00:00,38952000.0,-77770000.0,97541000.0,0.0,10071101000.0,,42635000.0,,6502580000.0,14703505000.0,,55770000.0,2029348000.0,99644000.0,489785000.0,10127000.0,170361000.0,-146799000.0,0.0,17043390000.0,9846532000.0,9846532000.0,9846532000.0,7186731000.0,17043390000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2017.0,FY,,2017-12-31,2019-02-22 13:19:53+00:00,43116000.0,-37419000.0,67088000.0,0.0,10236856000.0,,45819000.0,,7329470000.0,16411257000.0,,58473000.0,1755839000.0,85377000.0,504283000.0,6056000.0,134818000.0,188609000.0,0.0,18414821000.0,10388046000.0,10388046000.0,10388046000.0,8020719000.0,18414821000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2017.0,Q3,,2017-09-30,2017-11-03 14:22:28+00:00,56837000.0,-40863000.0,36042000.0,0.0,10230029000.0,,48546000.0,,6886030000.0,15853623000.0,,58768000.0,2058557000.0,84938000.0,506712000.0,8739000.0,181069000.0,144647000.0,242000000.0,18177837000.0,10333813000.0,10333813000.0,10333813000.0,7835285000.0,18177837000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2017.0,Q2,,2017-06-30,2017-08-04 15:01:56+00:00,34880000.0,-42989000.0,53477000.0,0.0,10222855000.0,,45157000.0,,6886759000.0,15383380000.0,,59176000.0,2222055000.0,94657000.0,472019000.0,8842000.0,239676000.0,102546000.0,105000000.0,17943745000.0,10282412000.0,10282412000.0,10282412000.0,7652491000.0,17943745000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2017.0,Q1,,2017-03-31,2017-05-02 11:24:21+00:00,54143000.0,-28613000.0,121705000.0,0.0,10161561000.0,,40110000.0,,7005729000.0,15275757000.0,,57183000.0,2293834000.0,96672000.0,489294000.0,8778000.0,247015000.0,133674000.0,0.0,17978421000.0,10266622000.0,10266622000.0,10266622000.0,7703021000.0,17978421000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2018.0,FY,,2018-12-31,2020-02-21 15:41:19+00:00,46648000.0,-26144000.0,91659000.0,0.0,10307973000.0,,47443000.0,,7040263000.0,15907590000.0,0.0,58415000.0,2207303000.0,97133000.0,501891000.0,3244000.0,126205000.0,350777000.0,0.0,18380200000.0,10632606000.0,10632606000.0,10632606000.0,7744350000.0,18380200000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2018.0,Q3,,2018-09-30,2018-11-02 14:12:37+00:00,66546000.0,-21241000.0,55887000.0,0.0,10250693000.0,,45869000.0,,7477228000.0,16198844000.0,,61059000.0,2135815000.0,93360000.0,504451000.0,6077000.0,225704000.0,167946000.0,56000000.0,18662119000.0,10397398000.0,10397398000.0,10397398000.0,8258644000.0,18662119000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2018.0,Q2,,2018-06-30,2018-08-03 14:10:17+00:00,51506000.0,-22707000.0,101565000.0,0.0,10241829000.0,,41617000.0,,7571278000.0,16194967000.0,,61505000.0,2084527000.0,93394000.0,489130000.0,6007000.0,248332000.0,179066000.0,0.0,18671008000.0,10398188000.0,10398188000.0,10398188000.0,8266813000.0,18671008000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2018.0,Q1,,2018-03-31,2018-05-04 14:27:26+00:00,60111000.0,-24162000.0,137244000.0,0.0,10231120000.0,,39369000.0,,7599455000.0,16387794000.0,,58760000.0,1947877000.0,84453000.0,502592000.0,5952000.0,134163000.0,128166000.0,0.0,18646447000.0,10335124000.0,10335124000.0,10335124000.0,8305371000.0,18646447000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2019.0,FY,,2019-12-31,2020-05-08 08:08:17+00:00,47154000.0,-31503000.0,39687000.0,0.0,10738139000.0,,70486000.0,,7296290000.0,17936253000.0,649000.0,61752000.0,986698000.0,232978000.0,489427000.0,3252000.0,87927000.0,282913000.0,0.0,19121051000.0,10989549000.0,10989549000.0,10990198000.0,8127601000.0,19121051000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2019.0,Q3,,2019-09-30,2019-11-05 15:08:42+00:00,70174000.0,-45082000.0,246425000.0,0.0,10530184000.0,,74388000.0,,7361279000.0,16253956000.0,648000.0,61961000.0,2397369000.0,230298000.0,518327000.0,3355000.0,88329000.0,329323000.0,0.0,19060467000.0,10814425000.0,10814425000.0,10815073000.0,8242039000.0,19060467000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2019.0,Q2,,2019-06-30,2019-08-06 15:54:17+00:00,48169000.0,-33184000.0,243576000.0,0.0,10520636000.0,,60217000.0,,7352217000.0,16029175000.0,530000.0,63183000.0,2513139000.0,243249000.0,471889000.0,3338000.0,86468000.0,262548000.0,0.0,18932575000.0,10750000000.0,10750000000.0,10750530000.0,8178707000.0,18932575000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2019.0,Q1,,2019-03-31,2019-05-03 11:02:06+00:00,65472000.0,-31907000.0,62999000.0,0.0,10459045000.0,,55419000.0,,7040067000.0,15943434000.0,,60461000.0,2445923000.0,243897000.0,492691000.0,3396000.0,132208000.0,306861000.0,0.0,18639983000.0,10733999000.0,10733999000.0,10733999000.0,7902588000.0,18639983000.0,0.0
AvalonBay Communities Inc,AVB,K9G90K85RBWD2LAGQX17,915912,2020.0,Q1,,2020-03-31,2020-05-08 08:08:17+00:00,61931000.0,-47157000.0,777995000.0,0.0,10733429000.0,,74553000.0,,7341457000.0,18015223000.0,614000.0,61717000.0,933139000.0,277982000.0,483007000.0,2700000.0,90426000.0,225656000.0,750000000.0,19891336000.0,10911928000.0,10911928000.0,10912542000.0,8976094000.0,19891336000.0,0.0
