company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,othercostofrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Broadcom Inc,AVGO,,1730168,2009.0,FY,2008-11-03,2009-11-01,2011-12-15 18:03:15+00:00,21000000.0,-0.2,-0.2,0.0,-0.2,8000000.0,-44000000.0,-44000000.0,,-44000000.0,,924000000.0,1484000000.0,,,1000000.0,58000000.0,,,245000000.0,23000000.0,165000000.0,924000000.0,560000000.0,85000000.0,512000000.0,48000000.0,-84000000.0,-36000000.0,1484000000.0,220000000.0,219000000.0,219000000.0
Broadcom Inc,AVGO,,1730168,2010.0,FY,2009-11-02,2010-10-31,2012-12-17 16:31:56+00:00,21000000.0,1.74,1.74,0.0,1.69,-9000000.0,415000000.0,415000000.0,,415000000.0,,1127000000.0,2093000000.0,,,-2000000.0,,,,280000000.0,3000000.0,196000000.0,1127000000.0,966000000.0,58000000.0,500000000.0,466000000.0,-60000000.0,406000000.0,2093000000.0,238500000.0,238000000.0,246000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q4,2010-08-02,2010-10-31,,5000000.0,0.69,0.69,,0.66,-26000000.0,132000000.0,132000000.0,,164000000.0,,312000000.0,572000000.0,-32000000.0,16000000.0,,,,,75000000.0,,51000000.0,328000000.0,244000000.0,7000000.0,131000000.0,113000000.0,-7000000.0,106000000.0,572000000.0,238500000.0,238000000.0,246000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q3,2010-05-03,2010-08-01,2011-09-08 16:55:22+00:00,5000000.0,0.51,0.51,,0.5,4000000.0,155000000.0,155000000.0,,123000000.0,,271000000.0,550000000.0,32000000.0,-16000000.0,,,,,71000000.0,1000000.0,51000000.0,255000000.0,295000000.0,8000000.0,128000000.0,167000000.0,-8000000.0,159000000.0,550000000.0,241200000.0,239000000.0,247000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q3YTD,2009-11-02,2010-08-01,,16000000.0,1.05,1.05,,1.03,17000000.0,283000000.0,283000000.0,,251000000.0,,815000000.0,1521000000.0,32000000.0,-16000000.0,-2000000.0,,,,205000000.0,3000000.0,145000000.0,799000000.0,722000000.0,51000000.0,369000000.0,353000000.0,-53000000.0,300000000.0,1521000000.0,241200000.0,239000000.0,247000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q2,2010-02-01,2010-05-02,2011-06-09 16:03:44+00:00,6000000.0,0.38,0.38,,0.37,9000000.0,90000000.0,90000000.0,,90000000.0,,282000000.0,515000000.0,,,-1000000.0,,,,70000000.0,1000000.0,48000000.0,282000000.0,233000000.0,8000000.0,125000000.0,108000000.0,-9000000.0,99000000.0,515000000.0,236800000.0,238000000.0,246000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q2YTD,2009-11-02,2010-05-02,,11000000.0,0.54,0.54,,0.53,13000000.0,128000000.0,128000000.0,,128000000.0,,544000000.0,971000000.0,,,-2000000.0,,,,134000000.0,2000000.0,94000000.0,544000000.0,427000000.0,43000000.0,241000000.0,186000000.0,-45000000.0,141000000.0,971000000.0,236800000.0,238000000.0,246000000.0
Broadcom Inc,AVGO,,1730168,2010.0,Q1,2009-11-01,2010-01-31,2011-03-10 06:12:41+00:00,5000000.0,0.16,0.16,,0.16,4000000.0,38000000.0,38000000.0,,38000000.0,,262000000.0,456000000.0,,,-1000000.0,,,,64000000.0,1000000.0,46000000.0,262000000.0,194000000.0,35000000.0,116000000.0,78000000.0,-36000000.0,42000000.0,456000000.0,237500000.0,236000000.0,244000000.0
Broadcom Inc,AVGO,,1730168,2011.0,FY,2010-11-01,2011-10-30,2013-12-20 16:56:47+00:00,22000000.0,2.25,2.25,0.35,2.19,9000000.0,552000000.0,552000000.0,,552000000.0,,1189000000.0,2336000000.0,,,1000000.0,,,,317000000.0,4000000.0,220000000.0,1189000000.0,1147000000.0,24000000.0,563000000.0,584000000.0,-23000000.0,561000000.0,2336000000.0,245300000.0,245000000.0,252000000.0
Broadcom Inc,AVGO,,1730168,2011.0,Q4,2011-08-01,2011-10-30,,6000000.0,0.62,0.62,0.11,0.6,5000000.0,154000000.0,154000000.0,,154000000.0,,319000000.0,623000000.0,,,,,,,83000000.0,1000000.0,55000000.0,319000000.0,304000000.0,,145000000.0,159000000.0,,159000000.0,623000000.0,245300000.0,245000000.0,252000000.0
Broadcom Inc,AVGO,,1730168,2011.0,Q3,2011-05-02,2011-07-31,2012-08-30 16:04:37+00:00,5000000.0,0.59,0.59,0.09,0.57,1000000.0,144000000.0,144000000.0,,144000000.0,,306000000.0,603000000.0,,,0.0,,,,85000000.0,2000000.0,60000000.0,306000000.0,297000000.0,0.0,152000000.0,145000000.0,,145000000.0,603000000.0,244100000.0,246000000.0,253000000.0
Broadcom Inc,AVGO,,1730168,2011.0,Q3YTD,2010-11-01,2011-07-31,,16000000.0,1.63,1.63,0.24,1.59,4000000.0,398000000.0,398000000.0,,398000000.0,,870000000.0,1713000000.0,,,1000000.0,,,,234000000.0,3000000.0,165000000.0,870000000.0,843000000.0,24000000.0,418000000.0,425000000.0,-23000000.0,402000000.0,1713000000.0,244100000.0,246000000.0,253000000.0
