company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Broadcom Inc,AVGO,,1730168,2010.0,FY,,2010-10-31,2011-12-15 18:03:15+00:00,198000000.0,285000000.0,-4000000.0,4000000.0,561000000.0,0.0,1450000000.0,82000000.0,172000000.0,,573000000.0,,189000000.0,281000000.0,,,52000000.0,41000000.0,,12000000.0,,44000000.0,83000000.0,59000000.0,232000000.0,,2157000000.0,1505000000.0,1087000000.0,565000000.0,1505000000.0,1505000000.0,652000000.0,2157000000.0,789000000.0,87000000.0,
Broadcom Inc,AVGO,,1730168,2011.0,FY,,2011-10-30,2012-12-17 16:31:56+00:00,221000000.0,328000000.0,2000000.0,4000000.0,829000000.0,0.0,1479000000.0,89000000.0,177000000.0,,499000000.0,,194000000.0,316000000.0,,,42000000.0,38000000.0,,,,61000000.0,86000000.0,525000000.0,2000000.0,,2446000000.0,2006000000.0,1393000000.0,350000000.0,2006000000.0,2006000000.0,440000000.0,2446000000.0,737000000.0,90000000.0,
Broadcom Inc,AVGO,,1730168,2011.0,Q3,,2011-07-31,2011-09-08 16:55:22+00:00,196000000.0,285000000.0,0.0,4000000.0,704000000.0,0.0,1472000000.0,88000000.0,177000000.0,,519000000.0,,200000000.0,296000000.0,,,40000000.0,25000000.0,,0.0,,52000000.0,88000000.0,398000000.0,2000000.0,,2273000000.0,1870000000.0,1229000000.0,311000000.0,1870000000.0,1870000000.0,403000000.0,2273000000.0,748000000.0,92000000.0,
Broadcom Inc,AVGO,,1730168,2011.0,Q2,,2011-05-01,2011-06-09 16:03:44+00:00,206000000.0,289000000.0,-3000000.0,4000000.0,596000000.0,,1518000000.0,62000000.0,177000000.0,,538000000.0,,194000000.0,285000000.0,,,49000000.0,26000000.0,,,,49000000.0,86000000.0,276000000.0,2000000.0,,2177000000.0,1791000000.0,1128000000.0,296000000.0,1791000000.0,1791000000.0,386000000.0,2177000000.0,764000000.0,90000000.0,
Broadcom Inc,AVGO,,1730168,2011.0,Q1,,2011-01-30,2011-03-10 06:12:41+00:00,156000000.0,291000000.0,-4000000.0,5000000.0,363000000.0,,1487000000.0,51000000.0,175000000.0,,557000000.0,,203000000.0,281000000.0,,,53000000.0,28000000.0,,0.0,,48000000.0,85000000.0,161000000.0,2000000.0,,1971000000.0,1644000000.0,910000000.0,237000000.0,1644000000.0,1644000000.0,327000000.0,1971000000.0,780000000.0,90000000.0,
Broadcom Inc,AVGO,,1730168,2012.0,FY,,2012-10-28,2013-12-20 16:56:47+00:00,248000000.0,341000000.0,-11000000.0,2000000.0,1084000000.0,0.0,1479000000.0,61000000.0,180000000.0,,422000000.0,,194000000.0,503000000.0,,,72000000.0,36000000.0,,,,66000000.0,95000000.0,951000000.0,1000000.0,,2862000000.0,2419000000.0,1691000000.0,346000000.0,2419000000.0,2419000000.0,443000000.0,2862000000.0,668000000.0,97000000.0,
Broadcom Inc,AVGO,,1730168,2012.0,Q3,,2012-07-29,2012-08-30 16:04:37+00:00,239000000.0,330000000.0,2000000.0,2000000.0,973000000.0,0.0,1456000000.0,69000000.0,180000000.0,,441000000.0,,216000000.0,453000000.0,,,62000000.0,33000000.0,,,,60000000.0,82000000.0,831000000.0,1000000.0,,2715000000.0,2289000000.0,1581000000.0,342000000.0,2289000000.0,2289000000.0,426000000.0,2715000000.0,681000000.0,84000000.0,
Broadcom Inc,AVGO,,1730168,2012.0,Q1,,2012-04-29,2012-06-08 16:02:18+00:00,257000000.0,274000000.0,2000000.0,3000000.0,954000000.0,0.0,1442000000.0,57000000.0,177000000.0,,461000000.0,,218000000.0,402000000.0,,,62000000.0,41000000.0,,,,63000000.0,85000000.0,723000000.0,1000000.0,,2611000000.0,2167000000.0,1508000000.0,356000000.0,2167000000.0,2167000000.0,444000000.0,2611000000.0,701000000.0,88000000.0,
Broadcom Inc,AVGO,,1730168,2013.0,FY,,2013-11-03,2014-12-29 17:23:59+00:00,278000000.0,418000000.0,-6000000.0,,985000000.0,0.0,1587000000.0,89000000.0,391000000.0,,492000000.0,0.0,285000000.0,661000000.0,,62000000.0,130000000.0,47000000.0,0.0,,,53000000.0,53000000.0,1305000000.0,0.0,,3415000000.0,2886000000.0,1818000000.0,414000000.0,2886000000.0,2886000000.0,529000000.0,3415000000.0,936000000.0,115000000.0,
Broadcom Inc,AVGO,,1730168,2013.0,Q3,,2013-08-04,2013-09-13 16:04:08+00:00,266000000.0,365000000.0,-2000000.0,1000000.0,863000000.0,0.0,1538000000.0,80000000.0,393000000.0,,514000000.0,,284000000.0,620000000.0,,,129000000.0,32000000.0,,,,36000000.0,97000000.0,1190000000.0,2000000.0,,3204000000.0,2726000000.0,1641000000.0,380000000.0,2726000000.0,2726000000.0,478000000.0,3204000000.0,943000000.0,98000000.0,
