company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 11:25:56+00:00,2863000.0,0.24,0.24,,0.24,,21987000.0,40917000.0,39813000.0,1104000.0,43154000.0,-2237000.0,2213349000.0,2961143000.0,181000.0,,,1551000.0,623692000.0,2213349000.0,747794000.0,58069000.0,,628106000.0,119688000.0,-57888000.0,61800000.0,2961143000.0,179800000.0,181234757.0,183343598.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q4,2011-10-01,2011-12-31,,-2962000.0,-8.65,-8.65,,-8.65,149836000.0,-135558000.0,-10499000.0,-142994000.0,132495000.0,-9874000.0,-625000.0,109962000.0,-43712000.0,868000.0,2776000.0,,3536000.0,-13253000.0,109962000.0,-153674000.0,-14187000.0,,139933000.0,-293607000.0,15055000.0,-278552000.0,-43712000.0,91700000.0,91694110.0,91694110.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 17:20:13+00:00,4997000.0,-17.18,-17.18,,-17.18,2075836000.0,-523555000.0,-1592171000.0,-1728282000.0,136111000.0,-1575621000.0,-16550000.0,7618313000.0,9715747000.0,2037000.0,-13785000.0,131300000.0,45688000.0,1929823000.0,7618313000.0,2097434000.0,177449000.0,,4173859000.0,-2076425000.0,-175412000.0,-2251837000.0,9715747000.0,91700000.0,91694110.0,91694110.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q3YTD,2011-01-01,2011-09-30,,7959000.0,-8.53,-8.53,,-8.53,1926000000.0,-387997000.0,-1581672000.0,-1585288000.0,3616000.0,-1565747000.0,-15925000.0,7508351000.0,9759459000.0,1169000.0,-16561000.0,131300000.0,42152000.0,1943076000.0,7508351000.0,2251108000.0,191636000.0,,4033926000.0,-1782818000.0,-190467000.0,-1973285000.0,9759459000.0,183600000.0,183649597.0,183649597.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q3TTM,2010-10-01,2011-09-30,,7821000.0,-8.65,-8.65,,-8.65,1926000000.0,-400939000.0,-1604642000.0,-1654247000.0,49605000.0,-1586493000.0,-18149000.0,8851203000.0,11609770000.0,848000.0,-16561000.0,161300000.0,56600000.0,2474342000.0,8851203000.0,2758567000.0,205099000.0,,4609502000.0,-1850935000.0,-204251000.0,-2055186000.0,11609770000.0,183600000.0,183649597.0,183649597.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q3,2011-07-01,2011-09-30,2012-11-08 16:45:15+00:00,2584000.0,-8.39,-8.39,,-8.39,1926000000.0,-379111000.0,-1552034000.0,-1555650000.0,3616000.0,-1540497000.0,-11537000.0,2669532000.0,3410797000.0,414000.0,27827000.0,,10283000.0,646873000.0,2669532000.0,741265000.0,62873000.0,,2613567000.0,-1872302000.0,-62459000.0,-1934761000.0,3410797000.0,183600000.0,183649597.0,183649597.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 16:24:53+00:00,2637000.0,-0.28,-0.28,,-0.28,,-26209000.0,-53020000.0,-53020000.0,,-50513000.0,-2507000.0,2539247000.0,3298808000.0,707000.0,-24898000.0,131300000.0,21226000.0,645739000.0,2539247000.0,759561000.0,63493000.0,,776004000.0,-16443000.0,-62786000.0,-79229000.0,3298808000.0,180400000.0,183359651.0,183359651.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q2YTD,2011-01-01,2011-06-30,,5375000.0,-0.14,-0.14,,-0.14,,-8886000.0,-29638000.0,-29638000.0,,-25250000.0,-4388000.0,4838819000.0,6348662000.0,755000.0,-44388000.0,131300000.0,31869000.0,1296203000.0,4838819000.0,1509843000.0,128763000.0,,1420359000.0,89484000.0,-128008000.0,-38524000.0,6348662000.0,180400000.0,183359651.0,183359651.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q2TTM,2010-07-01,2011-06-30,,8047000.0,-0.13,-0.13,,-0.13,,-11175000.0,-30651000.0,-81420000.0,50769000.0,-21700000.0,-8951000.0,8486172000.0,11253103000.0,51000.0,-44388000.0,161300000.0,54570000.0,2473518000.0,8486172000.0,2766931000.0,206530000.0,,2653047000.0,113884000.0,-206479000.0,-92595000.0,11253103000.0,180400000.0,183359651.0,183359651.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 12:55:10+00:00,2738000.0,0.14,0.14,,0.14,,17323000.0,23382000.0,23382000.0,,25263000.0,-1881000.0,2299572000.0,3049854000.0,48000.0,-19490000.0,,10643000.0,650464000.0,2299572000.0,750282000.0,65270000.0,,644355000.0,105927000.0,-65222000.0,40705000.0,3049854000.0,180500000.0,182817066.0,183292877.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2011.0,Q1TTM,2010-04-01,2011-03-31,,8217000.0,0.4,0.4,,0.4,,41489000.0,65221000.0,15061000.0,50160000.0,73600000.0,-8379000.0,8150155000.0,10908948000.0,-350000.0,-19490000.0,30000000.0,39853000.0,2444907000.0,8150155000.0,2758793000.0,198406000.0,,2503487000.0,255306000.0,-198756000.0,56550000.0,10908948000.0,180500000.0,182817066.0,183292877.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q4,2012-10-01,2012-12-31,,325000.0,0.82,0.82,,0.81,,-17531000.0,30552000.0,-20055000.0,50607000.0,28133000.0,2419000.0,1609020000.0,1932400000.0,94000.0,-1120000.0,,18055000.0,312981000.0,1609020000.0,323380000.0,30819000.0,,330241000.0,-6861000.0,-30725000.0,-37586000.0,1932400000.0,92200000.0,92375378.0,93065912.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,FY,2012-01-01,2012-12-31,2015-02-17 16:12:57+00:00,3758000.0,1.72,1.72,,1.7,0.0,87945000.0,161041000.0,23815000.0,137226000.0,158622000.0,2419000.0,7179403000.0,9274662000.0,1664000.0,-57459000.0,0.0,55787000.0,1832488000.0,7179403000.0,2095259000.0,150589000.0,0.0,1834574000.0,260685000.0,-148925000.0,111760000.0,9274662000.0,92200000.0,92375378.0,93065912.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q3YTD,2012-01-01,2012-09-30,,3433000.0,0.9,0.9,,0.89,,105476000.0,130489000.0,43870000.0,86619000.0,130489000.0,,5570383000.0,7342262000.0,1570000.0,-56339000.0,,37732000.0,1519507000.0,5570383000.0,1771879000.0,119770000.0,,1504333000.0,267546000.0,-118200000.0,149346000.0,7342262000.0,93400000.0,92495115.0,92495115.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q3TTM,2011-10-01,2012-09-30,,471000.0,-7.75,-7.75,,-7.76,149836000.0,-30082000.0,119990000.0,-99124000.0,219114000.0,120615000.0,-625000.0,5680345000.0,7298550000.0,2438000.0,-53563000.0,,41268000.0,1506254000.0,5680345000.0,1618205000.0,105583000.0,,1644266000.0,-26061000.0,-103145000.0,-129206000.0,7298550000.0,93400000.0,92495115.0,92495115.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q3,2012-07-01,2012-09-30,2013-11-12 08:15:36+00:00,940000.0,0.39,0.39,,0.39,,73076000.0,36441000.0,-2192000.0,38633000.0,36441000.0,,1728559000.0,2236969000.0,-387000.0,-56339000.0,,6080000.0,450119000.0,1728559000.0,508410000.0,36339000.0,,400800000.0,107610000.0,-36726000.0,70884000.0,2236969000.0,93400000.0,92495115.0,92495115.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q2YTD,2012-01-01,2012-06-30,,2493000.0,0.51,0.51,,0.5,,32400000.0,94048000.0,46062000.0,47986000.0,94048000.0,,3841824000.0,5105293000.0,1957000.0,,,31652000.0,1069388000.0,3841824000.0,1263469000.0,83431000.0,,1103533000.0,159936000.0,-81474000.0,78462000.0,5105293000.0,187200000.0,184557823.0,185257724.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q2TTM,2011-07-01,2012-06-30,,2115000.0,-16.53,-16.53,,-16.54,2075836000.0,-482269000.0,-1468485000.0,-1652582000.0,184097000.0,-1456323000.0,-12162000.0,6621318000.0,8472378000.0,3239000.0,30603000.0,,45471000.0,1703008000.0,6621318000.0,1851060000.0,132117000.0,,3857033000.0,-2005973000.0,-128878000.0,-2134851000.0,8472378000.0,187200000.0,184557823.0,185257724.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 16:33:15+00:00,939000.0,0.3,0.3,,0.3,,15289000.0,56165000.0,19603000.0,36562000.0,56165000.0,,1694939000.0,2234841000.0,2511000.0,,,6217000.0,462449000.0,1694939000.0,539902000.0,37916000.0,,469605000.0,70297000.0,-35405000.0,34892000.0,2234841000.0,187200000.0,184557823.0,185257724.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q1TTM,2011-04-01,2012-03-31,,3813000.0,-17.11,-17.11,,-17.12,2075836000.0,-523767000.0,-1577670000.0,-1725205000.0,147535000.0,-1563001000.0,-14669000.0,7465626000.0,9536345000.0,1435000.0,5705000.0,131300000.0,60480000.0,1886298000.0,7465626000.0,2070719000.0,157694000.0,,4163432000.0,-2092713000.0,-156259000.0,-2248972000.0,9536345000.0,180400000.0,184104804.0,184947681.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q1,2012-01-01,2012-03-31,2013-05-09 16:45:14+00:00,1554000.0,0.21,0.21,,0.2,0.0,17111000.0,37883000.0,26459000.0,11424000.0,37883000.0,,2146885000.0,2870452000.0,-554000.0,,,25435000.0,606939000.0,2146885000.0,723567000.0,45515000.0,,633928000.0,89639000.0,-46069000.0,43570000.0,2870452000.0,180400000.0,184104804.0,184947681.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,FY,2013-01-01,2013-12-31,2016-02-22 16:23:45+00:00,3669000.0,8.67,8.67,0.0,8.58,43441000.0,-42325000.0,819357000.0,325359000.0,493998000.0,813178000.0,6179000.0,7161734000.0,9016321000.0,400000.0,2494000.0,-1019000.0,27008000.0,1648198000.0,7161734000.0,1854587000.0,263945000.0,415783000.0,1723791000.0,130796000.0,152238000.0,283034000.0,9016321000.0,93800000.0,93785611.0,94796236.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q4,2013-10-01,2013-12-31,,884000.0,-0.43,-0.43,,-0.46,1500000.0,-11909000.0,-37677000.0,-37362000.0,-315000.0,-37677000.0,,1849680000.0,2295450000.0,-89000.0,,,9191000.0,399441000.0,1849680000.0,445770000.0,83936000.0,,411016000.0,34754000.0,-84025000.0,-49271000.0,2295450000.0,93800000.0,93785611.0,94796236.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q3YTD,2013-01-01,2013-09-30,,2785000.0,9.1,9.1,,9.04,41941000.0,-30416000.0,857034000.0,362721000.0,494313000.0,850855000.0,6179000.0,5312054000.0,6720871000.0,489000.0,2494000.0,-1019000.0,17817000.0,1248757000.0,5312054000.0,1408817000.0,180009000.0,415783000.0,1312775000.0,96042000.0,236263000.0,332305000.0,6720871000.0,94100000.0,94164101.0,95337764.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q3TTM,2012-10-01,2013-09-30,,3110000.0,9.92,9.92,,9.85,41941000.0,-47947000.0,887586000.0,342666000.0,544920000.0,878988000.0,8598000.0,6921074000.0,8653271000.0,583000.0,1374000.0,-1019000.0,35872000.0,1561738000.0,6921074000.0,1732197000.0,210828000.0,415783000.0,1643016000.0,89181000.0,205538000.0,294719000.0,8653271000.0,94100000.0,94164101.0,95337764.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q3,2013-07-01,2013-09-30,2014-11-10 15:54:51+00:00,910000.0,4.41,4.41,0.0,4.35,4422000.0,-7177000.0,415120000.0,415518000.0,-398000.0,415120000.0,0.0,1759614000.0,2200899000.0,126000.0,285000.0,0.0,7268000.0,405730000.0,1759614000.0,441285000.0,30238000.0,415783000.0,418615000.0,22670000.0,385671000.0,408341000.0,2200899000.0,94100000.0,94164101.0,95337764.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q2YTD,2013-01-01,2013-06-30,,1875000.0,4.69,4.69,,4.69,37519000.0,-23239000.0,441914000.0,-52797000.0,494711000.0,435735000.0,6179000.0,3552440000.0,4519972000.0,363000.0,2209000.0,-1019000.0,10549000.0,843027000.0,3552440000.0,967532000.0,149771000.0,,894160000.0,73372000.0,-149408000.0,-76036000.0,4519972000.0,93200000.0,93417417.0,93417417.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q2TTM,2012-07-01,2013-06-30,,3140000.0,5.9,5.9,,5.89,37519000.0,32306000.0,508907000.0,-75044000.0,583951000.0,500309000.0,8598000.0,6890019000.0,8689341000.0,70000.0,-55250000.0,-1019000.0,34684000.0,1606127000.0,6890019000.0,1799322000.0,216929000.0,,1625201000.0,174121000.0,-216859000.0,-42738000.0,8689341000.0,93200000.0,93417417.0,93417417.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q2,2013-04-01,2013-06-30,2014-08-11 14:03:13+00:00,925000.0,-0.61,-0.61,0.0,-0.61,3604000.0,-13961000.0,-53883000.0,-32057000.0,-21826000.0,-56870000.0,2987000.0,1755242000.0,2227542000.0,528000.0,2209000.0,-1019000.0,4939000.0,418066000.0,1755242000.0,472300000.0,90122000.0,,428724000.0,43576000.0,-89594000.0,-46018000.0,2227542000.0,93200000.0,93417417.0,93417417.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q1TTM,2012-04-01,2013-03-31,,3154000.0,6.81,6.81,,6.8,33915000.0,61556000.0,618955000.0,-23384000.0,642339000.0,613344000.0,5611000.0,6829716000.0,8696640000.0,2053000.0,-57459000.0,,35962000.0,1650510000.0,6829716000.0,1866924000.0,164723000.0,,1666082000.0,200842000.0,-162670000.0,38172000.0,8696640000.0,92900000.0,93010596.0,93010596.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 16:42:48+00:00,950000.0,5.3,5.3,,5.3,33915000.0,-9278000.0,495797000.0,-20740000.0,516537000.0,492605000.0,3192000.0,1797198000.0,2292430000.0,-165000.0,,0.0,5610000.0,424961000.0,1797198000.0,495232000.0,59649000.0,,465436000.0,29796000.0,-59814000.0,-30018000.0,2292430000.0,92900000.0,93010596.0,93010596.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,FY,2014-01-01,2014-12-31,2017-02-22 16:17:55+00:00,2889000.0,-0.22,-0.22,0.28,-0.22,20820000.0,-32096000.0,-20296000.0,-20187000.0,-109000.0,-20296000.0,,7829733000.0,9503196000.0,1620000.0,-4535000.0,-2521000.0,4460000.0,1643797000.0,7829733000.0,1673463000.0,62456000.0,,1664910000.0,8553000.0,-60836000.0,-52283000.0,9503196000.0,92300000.0,93916656.0,93916656.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q4,2014-10-01,2014-12-31,,714000.0,0.05,0.05,0.07,0.05,13420000.0,-13843000.0,5277000.0,5704000.0,-427000.0,5277000.0,,1953607000.0,2395007000.0,860000.0,,,-50000.0,419336000.0,1953607000.0,441400000.0,16979000.0,,433420000.0,7980000.0,-16119000.0,-8139000.0,2395007000.0,92300000.0,93916656.0,93916656.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q3,2014-07-01,2014-09-30,2015-11-09 16:20:55+00:00,714000.0,-0.17,-0.17,0.07,-0.17,7400000.0,-803000.0,-15972000.0,-15136000.0,-836000.0,-15972000.0,,1956480000.0,2373280000.0,487000.0,0.0,0.0,2805000.0,407074000.0,1956480000.0,416800000.0,15233000.0,,417993000.0,-1193000.0,-14746000.0,-15939000.0,2373280000.0,94000000.0,93797183.0,93797183.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q3YTD,2014-01-01,2014-09-30,,2175000.0,-0.27,-0.27,0.21,-0.27,7400000.0,-18253000.0,-25573000.0,-25891000.0,318000.0,-25573000.0,,5876126000.0,7108189000.0,760000.0,-4535000.0,-2521000.0,4510000.0,1224461000.0,5876126000.0,1232063000.0,45477000.0,,1231490000.0,573000.0,-44717000.0,-44144000.0,7108189000.0,94000000.0,93797183.0,93797183.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q3TTM,2013-10-01,2014-09-30,,3059000.0,-0.7,-0.7,0.21,-0.73,8900000.0,-30162000.0,-63250000.0,-63253000.0,3000.0,-63250000.0,,7725806000.0,9403639000.0,671000.0,-4535000.0,-2521000.0,13701000.0,1623902000.0,7725806000.0,1677833000.0,129413000.0,,1642506000.0,35327000.0,-128742000.0,-93415000.0,9403639000.0,94000000.0,93797183.0,93797183.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q2YTD,2014-01-01,2014-06-30,,1461000.0,-0.1,-0.1,0.14,-0.1,,-17450000.0,-9601000.0,-10755000.0,1154000.0,-9601000.0,,3919646000.0,4734909000.0,273000.0,-4535000.0,-2521000.0,1705000.0,817387000.0,3919646000.0,815263000.0,30244000.0,,813497000.0,1766000.0,-29971000.0,-28205000.0,4734909000.0,64500000.0,93561305.0,93561305.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q2TTM,2013-07-01,2014-06-30,,3255000.0,3.88,3.88,0.14,3.79,5922000.0,-36536000.0,367842000.0,367401000.0,441000.0,367842000.0,,7528940000.0,9231258000.0,310000.0,-4250000.0,-2521000.0,18164000.0,1622558000.0,7528940000.0,1702318000.0,144418000.0,415783000.0,1643128000.0,59190000.0,271675000.0,330865000.0,9231258000.0,64500000.0,93561305.0,93561305.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q2,2014-04-01,2014-06-30,2015-08-10 13:50:11+00:00,717000.0,-0.01,-0.01,0.07,-0.01,0.0,-17837000.0,-645000.0,-963000.0,318000.0,-645000.0,,1994781000.0,2393869000.0,-48000.0,-4535000.0,0.0,728000.0,405709000.0,1994781000.0,399088000.0,15221000.0,,402619000.0,-3531000.0,-15269000.0,-18800000.0,2393869000.0,64500000.0,93561305.0,93561305.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q1TTM,2013-04-01,2014-03-31,,3463000.0,3.28,3.28,0.07,3.19,9526000.0,-32660000.0,314604000.0,336307000.0,-21703000.0,311617000.0,2987000.0,7289401000.0,9064931000.0,886000.0,2494000.0,-3540000.0,22375000.0,1634915000.0,7289401000.0,1775530000.0,219319000.0,415783000.0,1669233000.0,106297000.0,197350000.0,303647000.0,9064931000.0,99500000.0,94398665.0,94398665.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q1,2014-01-01,2014-03-31,2015-05-11 16:17:29+00:00,744000.0,-0.09,-0.09,0.07,-0.09,0.0,387000.0,-8956000.0,-9792000.0,836000.0,-8956000.0,,1924865000.0,2341040000.0,321000.0,,-2521000.0,977000.0,411678000.0,1924865000.0,416175000.0,15023000.0,,410878000.0,5297000.0,-14702000.0,-9405000.0,2341040000.0,99500000.0,94398665.0,94398665.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,FY,2015-01-01,2015-12-31,2018-02-26 17:10:42+00:00,21653000.0,-0.09,-0.09,0.28,-0.09,109910000.0,-5229000.0,-8508000.0,-8081000.0,-427000.0,-8508000.0,,6147252000.0,8121661000.0,3751000.0,,,19844000.0,1729641000.0,6147252000.0,1974409000.0,110422000.0,,1881048000.0,93361000.0,-106671000.0,-13310000.0,8121661000.0,94500000.0,93298467.0,93298467.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q4,2015-10-01,2015-12-31,,6340000.0,0.19,0.19,0.07,0.19,,12333000.0,18480000.0,18818000.0,-338000.0,18480000.0,,1514029000.0,2022500000.0,2047000.0,,,10482000.0,446237000.0,1514029000.0,508471000.0,16308000.0,,463059000.0,45412000.0,-14261000.0,31151000.0,2022500000.0,94500000.0,93298467.0,93298467.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q3,2015-07-01,2015-09-30,2016-11-07 16:16:13+00:00,6401000.0,0.22,0.22,0.07,0.22,0.0,14197000.0,20233000.0,20233000.0,0.0,20233000.0,,1541705000.0,2033693000.0,964000.0,,,2709000.0,432409000.0,1541705000.0,491988000.0,17003000.0,,441519000.0,50469000.0,-16039000.0,34430000.0,2033693000.0,92000000.0,93254547.0,93816178.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q3YTD,2015-01-01,2015-09-30,,15313000.0,-0.28,-0.28,0.21,-0.28,109910000.0,-17562000.0,-26988000.0,-26899000.0,-89000.0,-26988000.0,,4633223000.0,6099161000.0,1704000.0,,,9362000.0,1283404000.0,4633223000.0,1465938000.0,94114000.0,,1417989000.0,47949000.0,-92410000.0,-44461000.0,6099161000.0,92000000.0,93254547.0,93816178.0
