company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q2,,2012-06-30,2012-08-07 16:24:53+00:00,1169332000.0,876093000.0,-201094000.0,52676000.0,60370000.0,0.0,1096461000.0,103890000.0,,1151852000.0,753552000.0,3345218000.0,472549000.0,2043415000.0,,22526000.0,342385000.0,,20000000.0,,,,419767000.0,68844000.0,-898471000.0,206817000.0,,5553091000.0,-3104000.0,1581746000.0,1396149000.0,-3104000.0,-3104000.0,5556195000.0,5553091000.0,1927930000.0,4160046000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2012.0,Q1,,2012-03-31,2012-05-09 12:55:10+00:00,1173221000.0,932911000.0,-179772000.0,72525000.0,130309000.0,0.0,1081676000.0,110828000.0,,1160221000.0,766583000.0,3564079000.0,476252000.0,2083432000.0,,25507000.0,329752000.0,,,,,,418126000.0,72589000.0,-954636000.0,253661000.0,,5758632000.0,-52732000.0,1722889000.0,1426882000.0,-52732000.0,-52732000.0,5811364000.0,5758632000.0,1952311000.0,4384482000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,FY,,2013-12-31,2015-02-17 16:12:57+00:00,761288000.0,752234000.0,-57190000.0,36074000.0,16762000.0,0.0,792224000.0,76058000.0,,86841000.0,312836000.0,896564000.0,262858000.0,1216047000.0,,35623000.0,100691000.0,,19101000.0,,,,273314000.0,42786000.0,-20719000.0,698000.0,,2802045000.0,714315000.0,1150698000.0,781087000.0,714315000.0,714315000.0,2087730000.0,2802045000.0,435300000.0,1306643000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q3,,2013-09-30,2013-11-12 08:15:36+00:00,749423000.0,712371000.0,-97260000.0,35719000.0,360649000.0,0.0,786396000.0,57584000.0,107150000.0,86841000.0,319884000.0,1031643000.0,257788000.0,1173649000.0,,43274000.0,53164000.0,,19101000.0,,,,346344000.0,36598000.0,16958000.0,,,3048638000.0,706094000.0,1424990000.0,875674000.0,706094000.0,706094000.0,2342544000.0,3048638000.0,449999000.0,1466870000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q2,,2013-06-30,2013-08-08 16:33:15+00:00,727910000.0,733131000.0,285955000.0,35364000.0,25963000.0,0.0,773724000.0,56819000.0,234211000.0,86841000.0,317763000.0,1123100000.0,273035000.0,1181094000.0,,45031000.0,51120000.0,,19101000.0,,,,351994000.0,42640000.0,-398162000.0,117000000.0,559000000.0,3321317000.0,661517000.0,1690588000.0,1098222000.0,661517000.0,661517000.0,2659800000.0,3321317000.0,449635000.0,1561578000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2013.0,Q1,,2013-03-31,2013-05-09 16:45:14+00:00,1062823000.0,966880000.0,-176277000.0,54230000.0,76410000.0,0.0,1369963000.0,76703000.0,441960000.0,847487000.0,714246000.0,1782518000.0,433326000.0,1812908000.0,117442000.0,30723000.0,247492000.0,,20000000.0,,,,419275000.0,54451000.0,-341292000.0,15000000.0,,5013134000.0,852394000.0,1607770000.0,1539783000.0,852394000.0,969836000.0,4043298000.0,5013134000.0,1592456000.0,2503515000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,FY,,2014-12-31,2016-02-22 16:23:45+00:00,774900000.0,747630000.0,-84983000.0,17124000.0,16362000.0,0.0,753316000.0,114805000.0,,86841000.0,294724000.0,916481000.0,251831000.0,1172596000.0,,35415000.0,137944000.0,,18853000.0,,,,276318000.0,49432000.0,-41015000.0,698000.0,,2769636000.0,627318000.0,1180060000.0,794451000.0,627318000.0,627318000.0,2142318000.0,2769636000.0,416980000.0,1347867000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q3,,2014-09-30,2014-11-10 15:54:51+00:00,768063000.0,776741000.0,-54753000.0,16698000.0,30381000.0,0.0,756244000.0,89058000.0,,86841000.0,295780000.0,977516000.0,279691000.0,1180990000.0,,12721000.0,124831000.0,,18853000.0,,,,228032000.0,37687000.0,-46292000.0,698000.0,,2789890000.0,655199000.0,1213558000.0,787614000.0,655199000.0,655199000.0,2134691000.0,2789890000.0,395342000.0,1347077000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q2,,2014-06-30,2014-08-11 14:03:13+00:00,738173000.0,718921000.0,-55237000.0,16519000.0,59764000.0,0.0,760559000.0,123364000.0,,86841000.0,295965000.0,985641000.0,269803000.0,1183854000.0,,24660000.0,126615000.0,,18605000.0,,,,242069000.0,40150000.0,-30320000.0,698000.0,,2803322000.0,675002000.0,1212002000.0,757476000.0,675002000.0,675002000.0,2128320000.0,2803322000.0,407466000.0,1370844000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2014.0,Q1,,2014-03-31,2014-05-08 16:42:48+00:00,802391000.0,775268000.0,-56166000.0,34494000.0,57751000.0,0.0,762159000.0,88468000.0,,86841000.0,302789000.0,962657000.0,286091000.0,1202754000.0,,28353000.0,103551000.0,,18605000.0,,,,264728000.0,35127000.0,-29675000.0,698000.0,,2863442000.0,676318000.0,1242705000.0,821694000.0,676318000.0,676318000.0,2187124000.0,2863442000.0,417983000.0,1365430000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,FY,,2015-12-31,2017-02-22 16:17:55+00:00,741988000.0,653156000.0,-85803000.0,,60734000.0,0.0,680830000.0,62720000.0,,86841000.0,150236000.0,833080000.0,253326000.0,1174137000.0,,31386000.0,106820000.0,,18414000.0,,,,272864000.0,47627000.0,-49523000.0,1493000.0,,2520163000.0,545504000.0,1077563000.0,761895000.0,545504000.0,545504000.0,1974659000.0,2520163000.0,268463000.0,1212764000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q3,,2015-09-30,2015-11-09 16:20:55+00:00,738609000.0,656271000.0,-81830000.0,0.0,63767000.0,0.0,685886000.0,59273000.0,,86841000.0,167794000.0,839374000.0,252095000.0,1137991000.0,,35179000.0,97640000.0,,18195000.0,,,,265548000.0,37600000.0,-68003000.0,1392000.0,,2496811000.0,536053000.0,1069006000.0,758196000.0,536053000.0,536053000.0,1960758000.0,2496811000.0,289814000.0,1202562000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q2,,2015-06-30,2015-08-10 13:50:11+00:00,700531000.0,614075000.0,-82457000.0,0.0,105690000.0,0.0,744862000.0,61455000.0,,86841000.0,177477000.0,838066000.0,244585000.0,1140784000.0,,39009000.0,94781000.0,,17977000.0,,,,282195000.0,39003000.0,-88236000.0,1200000.0,,2508919000.0,574169000.0,1064808000.0,719708000.0,574169000.0,574169000.0,1934750000.0,2508919000.0,303327000.0,1215042000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2015.0,Q1,,2015-03-31,2015-05-11 16:17:29+00:00,693824000.0,655135000.0,-83776000.0,17551000.0,30056000.0,0.0,749138000.0,59930000.0,,86841000.0,189271000.0,852238000.0,254657000.0,1158550000.0,,38056000.0,99385000.0,,18853000.0,,,,279861000.0,41011000.0,-114755000.0,1188000.0,,2513507000.0,550607000.0,1040789000.0,713865000.0,550607000.0,550607000.0,1962900000.0,2513507000.0,314168000.0,1249035000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2016.0,FY,,2016-12-31,2018-02-26 17:10:42+00:00,706981000.0,669200000.0,-89633000.0,,17980000.0,0.0,654535000.0,43082000.0,,154112000.0,207897000.0,745245000.0,284484000.0,1163851000.0,,21737000.0,126009000.0,,,,,,276630000.0,43884000.0,45654000.0,140806000.0,,2606227000.0,610556000.0,1058630000.0,847787000.0,610556000.0,610556000.0,1995671000.0,2606227000.0,383746000.0,1147884000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2016.0,Q3,,2016-09-30,2016-11-07 16:16:13+00:00,681361000.0,643301000.0,-83150000.0,,28158000.0,0.0,651978000.0,47357000.0,,163843000.0,216899000.0,895015000.0,261644000.0,1144733000.0,,22435000.0,132857000.0,,0.0,,,,267463000.0,39282000.0,21061000.0,1067000.0,,2567652000.0,589889000.0,1019742000.0,682428000.0,589889000.0,589889000.0,1977763000.0,2567652000.0,403177000.0,1295335000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2016.0,Q2,,2016-06-30,2016-08-08 16:10:04+00:00,642208000.0,589442000.0,-83823000.0,,23810000.0,0.0,649764000.0,51828000.0,,163843000.0,220602000.0,907582000.0,265357000.0,1153061000.0,,25369000.0,135552000.0,,0.0,,,,270125000.0,44034000.0,14766000.0,1172000.0,,2537346000.0,580707000.0,974471000.0,643380000.0,580707000.0,580707000.0,1956639000.0,2537346000.0,409814000.0,1313259000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2016.0,Q1,,2016-03-31,2016-05-10 16:15:13+00:00,637203000.0,598264000.0,-84165000.0,,84595000.0,0.0,672435000.0,50137000.0,10832000.0,86841000.0,140691000.0,833704000.0,269385000.0,1149254000.0,,29279000.0,108196000.0,,18632000.0,,,,264501000.0,43908000.0,-10322000.0,1338000.0,,2452354000.0,577948000.0,1046289000.0,668005000.0,577948000.0,577948000.0,1874406000.0,2452354000.0,256811000.0,1206401000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2017.0,FY,,2017-12-31,2019-02-28 16:15:47+00:00,671070000.0,675826000.0,-78410000.0,,16512000.0,0.0,660138000.0,2140000.0,,167535000.0,211620000.0,912074000.0,278063000.0,1094064000.0,0.0,10731000.0,60018000.0,0.0,,,,,203595000.0,47338000.0,74219000.0,1125000.0,,2503829000.0,655947000.0,1019879000.0,672195000.0,655947000.0,655947000.0,1847882000.0,2503829000.0,389886000.0,1175687000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2017.0,Q3,,2017-09-30,2017-11-08 17:03:06+00:00,648298000.0,673468000.0,-84730000.0,,24348000.0,0.0,659019000.0,360000.0,,167535000.0,210205000.0,803598000.0,281073000.0,1091429000.0,,21119000.0,96485000.0,,,,,,211029000.0,37174000.0,30129000.0,142883000.0,,2506711000.0,604418000.0,1016423000.0,791181000.0,604418000.0,604418000.0,1902293000.0,2506711000.0,398859000.0,1111112000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2017.0,Q2,,2017-06-30,2017-08-08 16:31:50+00:00,655298000.0,601869000.0,-86357000.0,,31509000.0,0.0,657630000.0,7191000.0,,167535000.0,213231000.0,762125000.0,287222000.0,1124089000.0,,21310000.0,99942000.0,,,,,,226499000.0,40292000.0,36938000.0,142173000.0,,2494248000.0,608211000.0,968083000.0,797471000.0,608211000.0,608211000.0,1886037000.0,2494248000.0,402076000.0,1088566000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2017.0,Q1,,2017-03-31,2017-05-09 16:11:00+00:00,684471000.0,646648000.0,-87989000.0,,31582000.0,0.0,655422000.0,5147000.0,,154112000.0,201044000.0,750195000.0,290908000.0,1135724000.0,,23487000.0,86520000.0,,,,,,268045000.0,37088000.0,27594000.0,141482000.0,,2525740000.0,595027000.0,1011373000.0,825953000.0,595027000.0,595027000.0,1930713000.0,2525740000.0,378643000.0,1104760000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2018.0,FY,,2018-12-31,2020-03-20 12:18:26+00:00,699661000.0,589263000.0,-98607000.0,,24176000.0,0.0,662544000.0,4220000.0,,,197512000.0,905170000.0,255484000.0,1006182000.0,11772000.0,2518000.0,13707000.0,8472000.0,0.0,,,0.0,184048000.0,30665000.0,-260977000.0,1174000.0,,2118492000.0,302960000.0,912280000.0,700835000.0,302960000.0,314732000.0,1803760000.0,2118492000.0,200030000.0,1102925000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2018.0,Q3,,2018-09-30,2018-11-08 17:24:30+00:00,644383000.0,612254000.0,-90668000.0,,21785000.0,0.0,663945000.0,4146000.0,,190714000.0,210205000.0,886002000.0,262173000.0,999438000.0,11882000.0,15464000.0,42365000.0,4188000.0,,,,,196216000.0,34095000.0,-825000.0,1162000.0,,2354462000.0,572452000.0,938641000.0,645545000.0,572452000.0,584334000.0,1770128000.0,2354462000.0,416383000.0,1124583000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2018.0,Q2,,2018-06-30,2018-08-07 16:13:16+00:00,642514000.0,593207000.0,-92031000.0,,25434000.0,0.0,663797000.0,1461000.0,,190707000.0,207684000.0,855809000.0,276656000.0,1001808000.0,11752000.0,14083000.0,50450000.0,5127000.0,,,,,190179000.0,41396000.0,33943000.0,1150000.0,,2357563000.0,605709000.0,943281000.0,643664000.0,605709000.0,617461000.0,1740102000.0,2357563000.0,412474000.0,1096438000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2018.0,Q1,,2018-03-31,2018-05-08 16:04:59+00:00,625173000.0,637291000.0,-93633000.0,,28125000.0,0.0,661557000.0,1957000.0,,167387000.0,208625000.0,906063000.0,287234000.0,1056036000.0,,10543000.0,61009000.0,9687000.0,,,,,200972000.0,37829000.0,82436000.0,1137000.0,,2444714000.0,650360000.0,1002123000.0,626310000.0,650360000.0,650360000.0,1794354000.0,2444714000.0,386555000.0,1168044000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2019.0,FY,,2019-12-31,2020-03-20 12:18:26+00:00,565732000.0,574146000.0,-85163000.0,,80011000.0,0.0,664768000.0,1917000.0,,,165928000.0,4670000.0,250485000.0,820366000.0,10882000.0,0.0,5066000.0,0.0,86297000.0,,,275596000.0,1296647000.0,60108000.0,-760727000.0,440385000.0,,2228557000.0,-181122000.0,966667000.0,1092414000.0,-181122000.0,-170240000.0,2398797000.0,2228557000.0,441524000.0,1306383000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2019.0,Q3,,2019-09-30,2019-11-12 17:06:32+00:00,595590000.0,508586000.0,-91639000.0,,36756000.0,0.0,664603000.0,,,,189682000.0,1117854000.0,269036000.0,960599000.0,10960000.0,0.0,5927000.0,43089000.0,88871000.0,,,287084000.0,366877000.0,,-466099000.0,1888000.0,,2294832000.0,106865000.0,857467000.0,686349000.0,106865000.0,117825000.0,2177007000.0,2294832000.0,476766000.0,1490658000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2019.0,Q2,,2019-06-30,2019-08-07 17:46:58+00:00,654035000.0,509811000.0,-94059000.0,,20947000.0,0.0,665651000.0,,,,191833000.0,983875000.0,283092000.0,965334000.0,11099000.0,0.0,4008000.0,47352000.0,93090000.0,,,303928000.0,390470000.0,,-386932000.0,1060000.0,,2322297000.0,184660000.0,861202000.0,748185000.0,184660000.0,195759000.0,2126538000.0,2322297000.0,495761000.0,1378353000.0,0.0
Dean Foods Co,DF,5RGFDMYH829UYJH0KY29,931336,2019.0,Q1,,2019-03-31,2019-05-07 18:03:25+00:00,669962000.0,577239000.0,-96479000.0,,22573000.0,0.0,663624000.0,,,,198382000.0,1008628000.0,290376000.0,991825000.0,11491000.0,0.0,7619000.0,6587000.0,95774000.0,,,316831000.0,403118000.0,38487000.0,-322490000.0,1053000.0,,2442300000.0,244655000.0,935262000.0,766789000.0,244655000.0,256146000.0,2186154000.0,2442300000.0,515213000.0,1419365000.0,0.0
