company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 08:23:45+00:00,-1519000000.0,2215000000.0,301000000.0,748000000.0,87000000.0,346000000.0,-1537000000.0,0.0,6322000000.0,-3594000000.0,-2586000000.0,5550000000.0,-3594000000.0,-2586000000.0,5550000000.0,-284000000.0,6314000000.0,6314000000.0,25000000.0,370000000.0,-82000000.0,-6560000000.0,,-1072000000.0,-3726000000.0,0.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,Q4,2008-10-01,2008-12-31,,-9000000.0,2998000000.0,499000000.0,217000000.0,,-554000000.0,-885000000.0,27000000.0,1229000000.0,-1242000000.0,-309000000.0,833000000.0,-1242000000.0,-309000000.0,833000000.0,-1272000000.0,1515000000.0,1515000000.0,-14000000.0,-57000000.0,-25000000.0,-1104000000.0,,-275000000.0,-469000000.0,-868000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 12:11:25+00:00,-1663000000.0,2998000000.0,499000000.0,842000000.0,,-566000000.0,-166000000.0,118000000.0,11892000000.0,-4178000000.0,-3161000000.0,7935000000.0,-4178000000.0,-3161000000.0,7935000000.0,30000000.0,7150000000.0,7150000000.0,109000000.0,664000000.0,-399000000.0,-5079000000.0,,-1099000000.0,-6517000000.0,-5256000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,Q3,2008-07-01,2008-09-30,,-1625000000.0,,,221000000.0,,101000000.0,-363000000.0,23000000.0,2996000000.0,-450000000.0,-1879000000.0,2003000000.0,-450000000.0,-1879000000.0,2003000000.0,-225000000.0,2154000000.0,2154000000.0,-9000000.0,,-4000000.0,-956000000.0,,-250000000.0,-73000000.0,-2440000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 07:44:05+00:00,-1654000000.0,,,625000000.0,,-12000000.0,719000000.0,91000000.0,10663000000.0,-2936000000.0,-2852000000.0,7102000000.0,-2936000000.0,-2852000000.0,7102000000.0,1302000000.0,5635000000.0,5635000000.0,123000000.0,721000000.0,-374000000.0,-3975000000.0,,-824000000.0,-6048000000.0,-4388000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-14 09:14:36+00:00,-29000000.0,,,404000000.0,,-113000000.0,1082000000.0,68000000.0,7667000000.0,-2486000000.0,-973000000.0,5099000000.0,-2486000000.0,-973000000.0,5099000000.0,1527000000.0,3481000000.0,3481000000.0,132000000.0,721000000.0,-370000000.0,-3019000000.0,,-574000000.0,-5975000000.0,-1948000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 09:29:03+00:00,-429000000.0,2537000000.0,743000000.0,853000000.0,,134000000.0,371000000.0,177000000.0,3564000000.0,-6911000000.0,-1098000000.0,7884000000.0,-6911000000.0,-1098000000.0,7884000000.0,9000000.0,6552000000.0,6552000000.0,108000000.0,,46000000.0,-4327000000.0,,-715000000.0,-700000000.0,-5625000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,Q4,2009-10-01,2009-12-31,,6000000.0,2537000000.0,743000000.0,246000000.0,,4000000.0,-384000000.0,46000000.0,577000000.0,-1201000000.0,-330000000.0,1465000000.0,-1201000000.0,-330000000.0,1465000000.0,-62000000.0,1584000000.0,1584000000.0,19000000.0,,-104000000.0,-1115000000.0,,-232000000.0,658000000.0,-1367000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 08:23:57+00:00,-435000000.0,,,607000000.0,,130000000.0,755000000.0,131000000.0,2987000000.0,-5710000000.0,-768000000.0,6419000000.0,-5710000000.0,-768000000.0,6419000000.0,71000000.0,4968000000.0,4968000000.0,89000000.0,,150000000.0,-3212000000.0,,-483000000.0,-1358000000.0,-4258000000.0,
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,Q3TTM,2008-10-01,2009-09-30,,-444000000.0,2998000000.0,499000000.0,824000000.0,,-424000000.0,-130000000.0,158000000.0,4216000000.0,-6952000000.0,-1077000000.0,7252000000.0,-6952000000.0,-1077000000.0,7252000000.0,-1201000000.0,6483000000.0,6483000000.0,75000000.0,-57000000.0,125000000.0,-4316000000.0,,-758000000.0,-1827000000.0,-5126000000.0,
