company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,dividendspayable,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2008.0,FY,,2008-12-31,2010-02-26 08:23:45+00:00,1013000000.0,2848000000.0,1624000000.0,5352000000.0,-2281000000.0,1531000000.0,,1581000000.0,322000000.0,666000000.0,665000000.0,1090000000.0,8015000000.0,11700000000.0,3084000000.0,11377000000.0,,9664000000.0,6348000000.0,404000000.0,,1401000000.0,1682000000.0,574000000.0,586000000.0,464000000.0,4502000000.0,,13354000000.0,584000000.0,32972000000.0,7500000000.0,14939000000.0,10144000000.0,7500000000.0,7904000000.0,25068000000.0,32972000000.0,11685000000.0,14924000000.0,-5154000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,FY,,2009-12-31,2011-02-25 12:11:25+00:00,670000000.0,3098000000.0,1396000000.0,5868000000.0,-817000000.0,1540000000.0,,1403000000.0,305000000.0,691000000.0,752000000.0,1101000000.0,9112000000.0,12258000000.0,3546000000.0,13672000000.0,,9207000000.0,6390000000.0,429000000.0,,1688000000.0,1260000000.0,532000000.0,822000000.0,609000000.0,4824000000.0,,15358000000.0,1744000000.0,34552000000.0,5716000000.0,14682000000.0,11178000000.0,5716000000.0,6145000000.0,28407000000.0,34552000000.0,13480000000.0,17229000000.0,-10228000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,Q3,,2009-09-30,2009-11-06 07:44:05+00:00,1040000000.0,3048000000.0,1318000000.0,5793000000.0,-1019000000.0,1602000000.0,,1448000000.0,273000000.0,729000000.0,653000000.0,1116000000.0,8992000000.0,12151000000.0,3494000000.0,13741000000.0,,8877000000.0,6358000000.0,374000000.0,,1513000000.0,1301000000.0,477000000.0,584000000.0,598000000.0,4472000000.0,,14936000000.0,510000000.0,33705000000.0,6340000000.0,14277000000.0,9838000000.0,6340000000.0,6714000000.0,26991000000.0,33705000000.0,13070000000.0,17153000000.0,-9025000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2009.0,Q2,,2009-06-30,2009-08-14 09:14:36+00:00,774000000.0,3171000000.0,1304000000.0,5441000000.0,-1719000000.0,2602000000.0,0.0,1457000000.0,284000000.0,444000000.0,571000000.0,1054000000.0,8414000000.0,11562000000.0,3321000000.0,13480000000.0,,8229000000.0,6121000000.0,310000000.0,,1449000000.0,1273000000.0,445000000.0,540000000.0,572000000.0,4925000000.0,,14251000000.0,594000000.0,33127000000.0,6377000000.0,14731000000.0,9666000000.0,6377000000.0,6687000000.0,26440000000.0,33127000000.0,12275000000.0,16774000000.0,-7612000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2010.0,FY,,2010-12-31,2012-02-24 09:29:03+00:00,835000000.0,3009000000.0,1313000000.0,6260000000.0,-1140000000.0,1703000000.0,0.0,1225000000.0,371000000.0,739000000.0,739000000.0,1162000000.0,10161000000.0,12759000000.0,3873000000.0,13370000000.0,,8317000000.0,6499000000.0,427000000.0,,2027000000.0,1261000000.0,356000000.0,761000000.0,467000000.0,4884000000.0,1188000000.0,18133000000.0,3132000000.0,35050000000.0,3506000000.0,13756000000.0,12804000000.0,3506000000.0,3933000000.0,29929000000.0,35050000000.0,14795000000.0,17125000000.0,-14712000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2010.0,Q3,,2010-09-30,2010-11-05 08:23:57+00:00,1064000000.0,3022000000.0,1209000000.0,6179000000.0,-520000000.0,3507000000.0,,1236000000.0,282000000.0,848000000.0,755000000.0,1173000000.0,10195000000.0,12766000000.0,3868000000.0,13595000000.0,,8248000000.0,6587000000.0,391000000.0,,1892000000.0,1060000000.0,423000000.0,747000000.0,497000000.0,4812000000.0,1199000000.0,17539000000.0,3852000000.0,36879000000.0,4532000000.0,15482000000.0,13713000000.0,4532000000.0,4923000000.0,30757000000.0,36879000000.0,14810000000.0,17044000000.0,-13723000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2010.0,Q2,,2010-06-30,2010-08-27 10:09:42+00:00,871000000.0,3232000000.0,1354000000.0,5535000000.0,-1301000000.0,1584000000.0,,1267000000.0,296000000.0,691000000.0,627000000.0,1073000000.0,9790000000.0,11697000000.0,3779000000.0,14296000000.0,,7502000000.0,6162000000.0,312000000.0,,1953000000.0,1046000000.0,310000000.0,669000000.0,490000000.0,4438000000.0,1173000000.0,16888000000.0,935000000.0,33324000000.0,4065000000.0,12924000000.0,9989000000.0,4065000000.0,4377000000.0,27774000000.0,33324000000.0,14238000000.0,17785000000.0,-12789000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2010.0,Q1,,2010-03-31,2010-05-07 11:35:43+00:00,956000000.0,3186000000.0,1192000000.0,5731000000.0,-553000000.0,850000000.0,,1240000000.0,280000000.0,662000000.0,599000000.0,1087000000.0,9974000000.0,12261000000.0,3877000000.0,14809000000.0,,8279000000.0,6530000000.0,318000000.0,,1701000000.0,1101000000.0,483000000.0,714000000.0,617000000.0,3883000000.0,1171000000.0,15977000000.0,1201000000.0,34173000000.0,4876000000.0,13078000000.0,9580000000.0,4876000000.0,5194000000.0,27808000000.0,34173000000.0,14565000000.0,18228000000.0,-11788000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2011.0,FY,,2011-12-31,2013-02-22 12:13:08+00:00,1031000000.0,3201000000.0,1392000000.0,6663000000.0,-2863000000.0,2550000000.0,0.0,1235000000.0,397000000.0,1073000000.0,894000000.0,1341000000.0,9928000000.0,12913000000.0,3697000000.0,14828000000.0,,8120000000.0,6250000000.0,322000000.0,,1976000000.0,1665000000.0,591000000.0,754000000.0,462000000.0,5346000000.0,1212000000.0,21757000000.0,3717000000.0,35488000000.0,229000000.0,14859000000.0,14794000000.0,229000000.0,551000000.0,33725000000.0,35488000000.0,14379000000.0,18931000000.0,-19900000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2011.0,Q3,,2011-09-30,2011-11-03 09:45:51+00:00,1121000000.0,3242000000.0,1352000000.0,6802000000.0,-1425000000.0,3391000000.0,0.0,1200000000.0,373000000.0,1302000000.0,805000000.0,1351000000.0,10087000000.0,13213000000.0,3774000000.0,12870000000.0,,7453000000.0,6411000000.0,308000000.0,,1983000000.0,1184000000.0,631000000.0,858000000.0,479000000.0,5230000000.0,1216000000.0,21208000000.0,4889000000.0,36220000000.0,2130000000.0,15090000000.0,16050000000.0,2130000000.0,2438000000.0,32566000000.0,36220000000.0,14719000000.0,16516000000.0,-18853000000.0
Philip Morris International Inc,PM,HL3H1H2BGXWVG3BSWR90,1413329,2011.0,Q2,,2011-06-30,2011-08-05 08:22:09+00:00,1027000000.0,3443000000.0,1334000000.0,7119000000.0,-262000000.0,2178000000.0,0.0,1159000000.0,363000000.0,1020000000.0,719000000.0,1137000000.0,10652000000.0,13912000000.0,4020000000.0,13037000000.0,,7904000000.0,6793000000.0,307000000.0,,2067000000.0,1255000000.0,445000000.0,996000000.0,492000000.0,5642000000.0,1204000000.0,20178000000.0,3884000000.0,36794000000.0,3669000000.0,14333000000.0,14763000000.0,3669000000.0,3976000000.0,31614000000.0,36794000000.0,15668000000.0,16851000000.0,-17406000000.0
