company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 15:02:39+00:00,-20137000.0,39225000.0,-61052000.0,-19467000.0,55900000.0,,3663000.0,-7904000.0,6532000.0,-78939000.0,-120570000.0,219172000.0,-78939000.0,-120570000.0,219240000.0,23394000.0,124702000.0,122354000.0,2348000.0,9597000.0,16563000.0,,,,-309055000.0,-127931000.0,-101159000.0,-875000.0,309055000.0,27498000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 16:43:17+00:00,-34547000.0,53088000.0,-81522000.0,-18248000.0,77654000.0,,-570000.0,-73366000.0,1791000.0,8237000.0,-219347000.0,242500000.0,8237000.0,-219347000.0,242500000.0,30820000.0,157565000.0,157565000.0,,27559000.0,8253000.0,,,,,-200207000.0,-1807000.0,,,15407000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q4,2008-10-01,2008-12-31,,-6819000.0,8149000.0,-20589000.0,-8963000.0,19668000.0,,-570000.0,106754000.0,1156000.0,658000.0,-23243000.0,192386000.0,658000.0,-23243000.0,192382000.0,169227000.0,46489000.0,46489000.0,,11326000.0,-335000.0,,,,,-20709000.0,-163000.0,,,4285000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q3,2008-07-01,2008-09-30,,-4819000.0,14267000.0,-25478000.0,-148000.0,19806000.0,,,-73408000.0,,587000.0,-54537000.0,16812000.0,587000.0,-54537000.0,16816000.0,-37134000.0,51937000.0,51937000.0,,4210000.0,633000.0,,,,,-51776000.0,-46000.0,,,2058000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-09 17:08:22+00:00,-27728000.0,44939000.0,-60933000.0,-9285000.0,57986000.0,,,-180120000.0,635000.0,7579000.0,-196104000.0,50114000.0,7579000.0,-196104000.0,50118000.0,-138407000.0,111076000.0,111076000.0,,16233000.0,8588000.0,,,,,-179498000.0,-1644000.0,,,11122000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-10 15:41:10+00:00,-22909000.0,30672000.0,-35455000.0,-9137000.0,38180000.0,,,-106712000.0,635000.0,6992000.0,-141567000.0,33302000.0,6992000.0,-141567000.0,33302000.0,-101273000.0,59139000.0,59139000.0,,12023000.0,7955000.0,,,,,-127722000.0,-1598000.0,,,9064000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:25:36+00:00,,44206000.0,56565000.0,5864000.0,86862000.0,36234000.0,3031000.0,49730000.0,5316000.0,1481000.0,-119682000.0,376898000.0,1481000.0,-119682000.0,376898000.0,261728000.0,163535000.0,163535000.0,,32565000.0,-534000.0,,,,,-164980000.0,-3301000.0,,,9064000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q4,2009-10-01,2009-12-31,,14148000.0,25037000.0,94970000.0,11795000.0,26325000.0,36234000.0,3157000.0,-10863000.0,3098000.0,3586000.0,10539000.0,98309000.0,3586000.0,10539000.0,98309000.0,115591000.0,44445000.0,44445000.0,,13365000.0,413000.0,,,,,-44128000.0,75000.0,,,4285000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3TTM,2008-10-01,2009-09-30,,-20967000.0,27318000.0,-58994000.0,-14894000.0,80205000.0,,-696000.0,167347000.0,3374000.0,-1447000.0,-153464000.0,470975000.0,-1447000.0,-153464000.0,470971000.0,315364000.0,165579000.0,165579000.0,,30526000.0,-1282000.0,,,,,-141561000.0,-3539000.0,,,9064000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3,2009-07-01,2009-09-30,,-14148000.0,6771000.0,-6264000.0,-3037000.0,20574000.0,,-805000.0,11399000.0,123000.0,613000.0,-48085000.0,107959000.0,613000.0,-48085000.0,107959000.0,59682000.0,63956000.0,63956000.0,,5259000.0,619000.0,,,,,-36012000.0,-129000.0,,,2075000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-09 14:16:10+00:00,-14148000.0,19169000.0,-38405000.0,-5931000.0,60537000.0,,-126000.0,60593000.0,2218000.0,-2105000.0,-130221000.0,278589000.0,-2105000.0,-130221000.0,278589000.0,146137000.0,119090000.0,119090000.0,,19200000.0,-947000.0,,,,,-120852000.0,-3376000.0,,,4779000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2TTM,2008-07-01,2009-06-30,,-11638000.0,34814000.0,-78208000.0,-12005000.0,79437000.0,,109000.0,82540000.0,3251000.0,-1473000.0,-159916000.0,379828000.0,-1473000.0,-159916000.0,379828000.0,218548000.0,153560000.0,153560000.0,,29477000.0,-1268000.0,,,,,-157325000.0,-3456000.0,,,9047000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2,2009-04-01,2009-06-30,,,6210000.0,-24223000.0,-2734000.0,20195000.0,,822000.0,-7344000.0,157000.0,-2006000.0,-42697000.0,59428000.0,-2006000.0,-42697000.0,59428000.0,15547000.0,33644000.0,33644000.0,,6723000.0,-53000.0,,,,,-43575000.0,-2110000.0,,,878000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 14:40:27+00:00,,12398000.0,-32141000.0,-2894000.0,39963000.0,,679000.0,49194000.0,2095000.0,-2718000.0,-82136000.0,170630000.0,-2718000.0,-82136000.0,170630000.0,86455000.0,55134000.0,55134000.0,,13941000.0,-1566000.0,,,,,-84840000.0,-3247000.0,,,2704000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q1,2009-01-01,2009-03-31,2010-05-10 16:21:31+00:00,,6188000.0,-7918000.0,-160000.0,19768000.0,,-143000.0,56538000.0,1938000.0,-712000.0,-39439000.0,111202000.0,-712000.0,-39439000.0,111202000.0,70908000.0,21490000.0,21490000.0,,7218000.0,-1513000.0,,,,,-41265000.0,-1137000.0,,,1826000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,Q4,2010-10-01,2010-12-31,,-130251000.0,9440000.0,18407000.0,133000.0,20822000.0,,-1169000.0,180962000.0,1183000.0,-984000.0,-157130000.0,238890000.0,-984000.0,-157130000.0,238890000.0,97974000.0,34434000.0,23951000.0,10483000.0,3715000.0,269000.0,,18367000.0,-2395000.0,,-29998000.0,-41000.0,,,3119000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,FY,2010-01-01,2010-12-31,2013-03-01 14:13:12+00:00,-130251000.0,40001000.0,108700000.0,3479000.0,101199000.0,,-708000.0,-96099000.0,1183000.0,-145705000.0,-249920000.0,217558000.0,-145705000.0,-249920000.0,217558000.0,-160408000.0,155557000.0,145074000.0,10483000.0,27383000.0,2695000.0,,18367000.0,-2395000.0,,-144042000.0,-147188000.0,,,24373000.0
