company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,FY,,2008-12-31,2010-03-01 15:02:39+00:00,400253000.0,849630000.0,-2956000.0,437901000.0,,2803838000.0,50390000.0,1363100000.0,140717000.0,122275000.0,25813000.0,635456000.0,0.0,83861000.0,72063000.0,,,,,33479000.0,217851000.0,,,,-86326000.0,1155000.0,3558159000.0,2682374000.0,1385407000.0,451798000.0,2682374000.0,2682374000.0,875785000.0,3558159000.0,1537296000.0,423987000.0,,-32182000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,FY,,2009-12-31,2011-03-01 16:43:17+00:00,422034000.0,749499000.0,3502000.0,699629000.0,,3065583000.0,70228000.0,1449558000.0,184822000.0,126608000.0,33451000.0,854437000.0,1378000.0,167575000.0,100213000.0,,,,0.0,45345000.0,216522000.0,,,,75836000.0,3426000.0,4116954000.0,3109183000.0,1582792000.0,495688000.0,3109183000.0,3110561000.0,1006393000.0,4116954000.0,1679725000.0,510705000.0,0.0,-35738000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3,,2009-09-30,2009-11-09 17:08:22+00:00,338586000.0,725630000.0,1793000.0,584038000.0,,2836053000.0,51465000.0,1375902000.0,131053000.0,125493000.0,31920000.0,692543000.0,873000.0,100836000.0,61372000.0,,,,,31647000.0,193946000.0,,,,20731000.0,37000.0,3634105000.0,2822869000.0,1402960000.0,390088000.0,2822869000.0,2823742000.0,810363000.0,3634105000.0,1538602000.0,420275000.0,,-35708000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2,,2009-06-30,2009-08-10 15:41:10+00:00,364514000.0,772718000.0,-450000.0,524356000.0,,2811848000.0,66206000.0,1363200000.0,130905000.0,124400000.0,27967000.0,677346000.0,353000.0,92001000.0,60851000.0,,,,,42159000.0,218901000.0,,,,-42704000.0,2000.0,3599502000.0,2733125000.0,1385892000.0,430722000.0,2733125000.0,2733478000.0,866024000.0,3599502000.0,1536264000.0,435302000.0,,-35569000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,FY,,2010-12-31,2012-02-29 15:25:36+00:00,415947000.0,901862000.0,14122000.0,539221000.0,0.0,3162781000.0,83121000.0,1561155000.0,194067000.0,,51754000.0,900768000.0,1364000.0,212200000.0,103527000.0,,,,,88858000.0,261698000.0,,,,229012000.0,1327000.0,4341212000.0,3365555000.0,1596364000.0,500395000.0,3365555000.0,3366919000.0,974293000.0,4341212000.0,1844080000.0,473898000.0,,-40360000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,Q3,,2010-09-30,2010-11-09 14:16:10+00:00,440877000.0,1053612000.0,5775000.0,441247000.0,,3073957000.0,63258000.0,1449603000.0,156501000.0,0.0,46445000.0,864279000.0,2991000.0,176879000.0,79958000.0,,,,,39317000.0,211611000.0,,,,195346000.0,262000.0,4130962000.0,3235084000.0,1621262000.0,504397000.0,3235084000.0,3238075000.0,892887000.0,4130962000.0,1645421000.0,388490000.0,,-39994000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,Q2,,2010-06-30,2010-08-09 14:40:27+00:00,377118000.0,799776000.0,3812000.0,519818000.0,,3068170000.0,42936000.0,1449531000.0,169885000.0,0.0,40690000.0,875981000.0,2071000.0,156256000.0,65089000.0,,,,,39532000.0,216973000.0,,,,132566000.0,301000.0,3960302000.0,3164647000.0,1425373000.0,420355000.0,3164647000.0,3166718000.0,793584000.0,3960302000.0,1658948000.0,373229000.0,,-39901000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2010.0,Q1,,2010-03-31,2010-05-10 16:21:31+00:00,335725000.0,729260000.0,6624000.0,659824000.0,,3069791000.0,66368000.0,1449658000.0,178994000.0,127745000.0,33176000.0,870260000.0,1734000.0,163172000.0,83224000.0,,,,,44756000.0,217744000.0,,,,99580000.0,364000.0,4049152000.0,3136300000.0,1505484000.0,402457000.0,3136300000.0,3138034000.0,911118000.0,4049152000.0,1673408000.0,508661000.0,,-39695000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2011.0,FY,,2011-12-31,2013-03-01 14:13:12+00:00,570572000.0,1149054000.0,710000.0,315349000.0,0.0,3216208000.0,144599000.0,1470811000.0,200876000.0,,62519000.0,938902000.0,7311000.0,233644000.0,105001000.0,,133231000.0,65849000.0,,150079000.0,292552000.0,173292000.0,2579000.0,,361527000.0,56000.0,4699114000.0,3381952000.0,1765154000.0,781076000.0,3381952000.0,3389263000.0,1309851000.0,4699114000.0,1995058000.0,528775000.0,,-196493000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2011.0,Q3,,2011-09-30,2011-11-08 15:51:40+00:00,527940000.0,1142284000.0,-5528000.0,257838000.0,0.0,3201123000.0,123668000.0,1586253000.0,199583000.0,,74024000.0,956604000.0,8300000.0,231662000.0,102731000.0,,,,,144638000.0,277588000.0,,,,295213000.0,100000.0,4463955000.0,3294697000.0,1576877000.0,651708000.0,3294697000.0,3302997000.0,1160958000.0,4463955000.0,1930474000.0,509250000.0,,-196111000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2011.0,Q2,,2011-06-30,2011-08-05 17:29:13+00:00,410262000.0,922361000.0,23117000.0,380382000.0,,3173252000.0,92483000.0,1563871000.0,186477000.0,,62216000.0,938567000.0,4694000.0,211070000.0,111621000.0,,,,,127360000.0,274544000.0,,,,243219000.0,1215000.0,4292855000.0,3298587000.0,1476580000.0,503960000.0,3298587000.0,3303281000.0,989574000.0,4292855000.0,1877708000.0,485614000.0,,-141001000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2011.0,Q1,,2011-03-31,2011-05-06 15:49:41+00:00,394849000.0,878065000.0,25300000.0,503019000.0,,3166815000.0,86706000.0,1564393000.0,189086000.0,,53091000.0,910530000.0,2653000.0,214187000.0,128149000.0,,,,,98229000.0,267886000.0,,,,211418000.0,1156000.0,4324562000.0,3357125000.0,1562324000.0,482711000.0,3357125000.0,3359778000.0,964784000.0,4324562000.0,1851708000.0,482073000.0,,-46408000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2012.0,FY,,2012-12-31,2014-03-03 14:09:08+00:00,707285000.0,1670858000.0,14453000.0,394701000.0,0.0,3287088000.0,173885000.0,1537645000.0,183836000.0,,38261000.0,1045983000.0,5368000.0,225050000.0,97907000.0,,,,,171566000.0,262612000.0,,,,668156000.0,9000.0,5140757000.0,3766548000.0,2201727000.0,881179000.0,3766548000.0,3771916000.0,1368841000.0,5140757000.0,1893047000.0,487662000.0,,-203149000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2012.0,Q3,,2012-09-30,2012-11-07 16:33:04+00:00,771506000.0,1819979000.0,19771000.0,128210000.0,0.0,3276644000.0,153827000.0,1670816000.0,199085000.0,125000000.0,55916000.0,1057046000.0,7345000.0,250351000.0,132322000.0,,,,,191896000.0,284323000.0,,,,569170000.0,19000.0,5255270000.0,3662899000.0,2136427000.0,925352000.0,3662899000.0,3670244000.0,1585026000.0,5255270000.0,2061797000.0,659674000.0,,-202686000.0
