company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 15:02:39+00:00,18759000.0,0.91,0.91,,0.88,,27684000.0,124702000.0,121865000.0,2837000.0,124702000.0,0.0,2227289000.0,2656036000.0,-546000.0,,240508000.0,2227289000.0,428747000.0,39362000.0,19977000.0,259267000.0,169480000.0,-19931000.0,149549000.0,2656036000.0,137000000.0,136894000.0,161520000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,FY,2008-01-01,2008-12-31,2011-03-01 16:43:17+00:00,36300000.0,0.89,0.89,,0.87,,109705000.0,157565000.0,157565000.0,,157565000.0,,3145347000.0,3780213000.0,342000.0,,309399000.0,3145347000.0,634866000.0,32004000.0,9765000.0,345699000.0,289167000.0,-21897000.0,267270000.0,3780213000.0,177000000.0,178033000.0,196975000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q3,2008-07-01,2008-09-30,2009-11-09 17:08:22+00:00,8998000.0,0.3,0.3,,0.28,,36614000.0,51937000.0,51937000.0,,51937000.0,0.0,867789000.0,1053355000.0,-74000.0,,80126000.0,867789000.0,185566000.0,9839000.0,2022000.0,89124000.0,96442000.0,-7891000.0,88551000.0,1053355000.0,173100000.0,173007000.0,203930000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2008.0,Q2,2008-04-01,2008-06-30,2009-08-10 15:41:10+00:00,9876000.0,0.22,0.22,,0.21,,27498000.0,37668000.0,37668000.0,,37668000.0,0.0,802192000.0,960882000.0,278000.0,,76292000.0,802192000.0,158690000.0,9722000.0,2088000.0,86168000.0,72522000.0,-7356000.0,65166000.0,960882000.0,171200000.0,172393000.0,197021000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 15:25:36+00:00,38952000.0,0.81,0.81,,0.81,,70195000.0,163535000.0,163535000.0,,162162000.0,1373000.0,2724638000.0,3318126000.0,421000.0,,312414000.0,2724638000.0,593488000.0,11269000.0,2456000.0,351366000.0,242122000.0,-8392000.0,233730000.0,3318126000.0,200200000.0,200733000.0,201311000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q4,2009-10-01,2009-12-31,,23692000.0,0.21,0.21,,0.21,,25159000.0,44445000.0,44445000.0,,43945000.0,500000.0,794476000.0,985423000.0,-405000.0,,94823000.0,794476000.0,190947000.0,2832000.0,409000.0,118515000.0,72432000.0,-2828000.0,69604000.0,985423000.0,200200000.0,200733000.0,201311000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3YTD,2009-01-01,2009-09-30,,15260000.0,0.6,0.6,,0.6,,45036000.0,119090000.0,119090000.0,,118217000.0,873000.0,1930162000.0,2332703000.0,826000.0,,217591000.0,1930162000.0,402541000.0,8437000.0,2047000.0,232851000.0,169690000.0,-5564000.0,164126000.0,2332703000.0,198200000.0,198608000.0,205224000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q3,2009-07-01,2009-09-30,2010-11-09 14:16:10+00:00,5448000.0,0.32,0.32,,0.32,,5320000.0,63956000.0,63956000.0,,63436000.0,520000.0,633166000.0,780794000.0,592000.0,,71018000.0,633166000.0,147628000.0,2816000.0,338000.0,76466000.0,71162000.0,-1886000.0,69276000.0,780794000.0,198200000.0,198608000.0,205224000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2YTD,2009-01-01,2009-06-30,,9812000.0,0.28,0.28,,0.28,,39716000.0,55134000.0,55134000.0,,54781000.0,353000.0,1296996000.0,1551909000.0,234000.0,,146573000.0,1296996000.0,254913000.0,5621000.0,1709000.0,156385000.0,98528000.0,-3678000.0,94850000.0,1551909000.0,196600000.0,198300000.0,198379000.0
Quanta Services Inc,PWR,SHVRXXEACT60MMH07S24,1050915,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 14:40:27+00:00,4906000.0,0.17,0.17,,0.17,,24245000.0,33644000.0,33644000.0,,33427000.0,217000.0,675597000.0,813379000.0,158000.0,,72970000.0,675597000.0,137782000.0,2803000.0,628000.0,77876000.0,59906000.0,-2017000.0,57889000.0,813379000.0,196600000.0,198300000.0,198379000.0
