company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 14:41:09+00:00,,10900000.0,177500000.0,,-800000.0,22000000.0,,900000.0,,-671000000.0,-511800000.0,1211200000.0,,,-671000000.0,-511800000.0,1211200000.0,63700000.0,998900000.0,970100000.0,28800000.0,30700000.0,35800000.0,,36100000.0,-14800000.0,,-519400000.0,-165300000.0,-527600000.0,,,7600000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2008.0,Q4,2008-10-01,2008-12-31,,,5900000.0,33200000.0,,-7400000.0,-240300000.0,-259500000.0,-11100000.0,,-264200000.0,-759500000.0,280900000.0,,45100000.0,-12900000.0,-27200000.0,1014700000.0,342000000.0,301400000.0,199600000.0,101800000.0,73700000.0,,,108600000.0,-25000000.0,,-764200000.0,-19000000.0,-259700000.0,,-38400000.0,-654300000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 13:33:43+00:00,,30500000.0,172600000.0,,-15000000.0,-287300000.0,,1500000.0,,-264200000.0,-759500000.0,1014700000.0,,45100000.0,-264200000.0,-714400000.0,1014700000.0,160100000.0,1156700000.0,1029800000.0,126900000.0,69100000.0,27300000.0,,139000000.0,-14300000.0,,-764200000.0,-19000000.0,-259700000.0,,,4700000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-22 12:56:50+00:00,0.0,24600000.0,139400000.0,0.0,-7600000.0,-47000000.0,259500000.0,12600000.0,0.0,0.0,0.0,733800000.0,0.0,0.0,-251300000.0,-687200000.0,0.0,-181900000.0,855300000.0,830200000.0,25100000.0,-4600000.0,27300000.0,0.0,30400000.0,10700000.0,0.0,0.0,0.0,0.0,0.0,38400000.0,659000000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2008.0,Q3,2008-07-01,2008-09-30,,,7900000.0,47000000.0,,-5100000.0,-102500000.0,148300000.0,-700000.0,,,,337400000.0,,,-151800000.0,-276500000.0,,-84000000.0,283700000.0,273300000.0,10400000.0,-14100000.0,700000.0,,12000000.0,3500000.0,,,,,,38400000.0,240300000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-07-23 12:48:37+00:00,0.0,16700000.0,92400000.0,0.0,-2500000.0,55500000.0,111200000.0,13300000.0,0.0,0.0,0.0,396400000.0,0.0,0.0,-99500000.0,-410700000.0,0.0,-97900000.0,571600000.0,556900000.0,14700000.0,9500000.0,26600000.0,0.0,18400000.0,7200000.0,0.0,0.0,0.0,0.0,0.0,0.0,418700000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q4,2009-10-01,2009-12-31,,,7500000.0,39700000.0,,200000.0,62200000.0,-6300000.0,-8600000.0,,-34200000.0,-854600000.0,247400000.0,,9400000.0,-12500000.0,-162400000.0,1185600000.0,124200000.0,210200000.0,164500000.0,45700000.0,44100000.0,600000.0,,51500000.0,-24900000.0,,-857200000.0,-18000000.0,-6500000.0,,,-684000000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,FY,2009-01-01,2009-12-31,2011-02-24 13:33:43+00:00,,31000000.0,189500000.0,,500000.0,149600000.0,,,,-34200000.0,-854600000.0,1185600000.0,,14300000.0,-34200000.0,-840300000.0,1185600000.0,351800000.0,784500000.0,755200000.0,29300000.0,60300000.0,9600000.0,,40200000.0,-14200000.0,,-857200000.0,-23100000.0,-6500000.0,,,2600000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q3YTD,2009-01-01,2009-09-30,2009-10-22 12:56:50+00:00,0.0,23500000.0,149800000.0,0.0,300000.0,87400000.0,6300000.0,8600000.0,0.0,0.0,0.0,938200000.0,0.0,4900000.0,-21700000.0,-677900000.0,0.0,227600000.0,574300000.0,590700000.0,-16400000.0,16200000.0,9000000.0,0.0,-11300000.0,10700000.0,0.0,0.0,-5100000.0,0.0,0.0,0.0,686600000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q3TTM,2008-10-01,2009-09-30,,,29400000.0,183000000.0,,-7100000.0,-152900000.0,-253200000.0,-2500000.0,,-264200000.0,-759500000.0,1219100000.0,,50000000.0,-34600000.0,-705100000.0,1014700000.0,569600000.0,875700000.0,790300000.0,85400000.0,89900000.0,9000000.0,,97300000.0,-14300000.0,,-764200000.0,-24100000.0,-259700000.0,,-38400000.0,32300000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q3,2009-07-01,2009-09-30,,,7600000.0,53300000.0,,200000.0,82600000.0,2300000.0,,,,,352000000.0,,,-3300000.0,-213000000.0,,135200000.0,150800000.0,150400000.0,400000.0,9500000.0,3700000.0,,-700000.0,3600000.0,,,-1100000.0,,,,213400000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q2YTD,2009-01-01,2009-06-30,2009-07-23 12:48:37+00:00,0.0,15900000.0,96500000.0,0.0,100000.0,4800000.0,4000000.0,8600000.0,0.0,0.0,0.0,586200000.0,0.0,4900000.0,-18400000.0,-464900000.0,0.0,92400000.0,423500000.0,440300000.0,-16800000.0,6700000.0,5300000.0,0.0,-10600000.0,7100000.0,0.0,0.0,-4000000.0,0.0,0.0,0.0,473200000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q2TTM,2008-07-01,2009-06-30,,,29700000.0,176700000.0,,-12400000.0,-338000000.0,-107200000.0,-3200000.0,,-264200000.0,-759500000.0,1204500000.0,,50000000.0,-183100000.0,-768600000.0,1014700000.0,350400000.0,1008600000.0,913200000.0,95400000.0,66300000.0,6000000.0,,110000000.0,-14400000.0,,-764200000.0,-23000000.0,-259700000.0,,,59200000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q2,2009-04-01,2009-06-30,,,8000000.0,51400000.0,,400000.0,-30700000.0,4000000.0,8600000.0,,4600000.0,183100000.0,258500000.0,,,-13800000.0,-286700000.0,-327700000.0,-45300000.0,201400000.0,214100000.0,-12700000.0,-6300000.0,5300000.0,,-3700000.0,10600000.0,,183900000.0,-2900000.0,,,,472400000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2009.0,Q1,2009-01-01,2009-03-31,2010-04-22 14:51:30+00:00,,7900000.0,45100000.0,,-300000.0,35500000.0,,,,-4600000.0,-183100000.0,327700000.0,,4900000.0,-4600000.0,-178200000.0,327700000.0,137700000.0,222100000.0,226200000.0,-4100000.0,13000000.0,,,-6900000.0,-3500000.0,,-183900000.0,-1100000.0,,,,800000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2010.0,Q4,2010-10-01,2010-12-31,,,6400000.0,51200000.0,,,89200000.0,,,,-61200000.0,-137400000.0,285600000.0,,-132400000.0,-61200000.0,-269800000.0,285600000.0,145500000.0,134300000.0,104100000.0,30200000.0,34700000.0,1400000.0,1500000.0,190900000.0,-50100000.0,,-137800000.0,-12500000.0,,,,-1100000.0
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2010.0,FY,2010-01-01,2010-12-31,2013-02-21 18:32:46+00:00,0.0,31300000.0,210400000.0,,-500000.0,-42700000.0,0.0,0.0,,-192600000.0,-873800000.0,807000000.0,,,-192600000.0,-873800000.0,807000000.0,-90700000.0,585900000.0,556900000.0,29000000.0,51100000.0,1400000.0,1500000.0,169200000.0,-153700000.0,,-875300000.0,-40300000.0,,,,
Ensco PLC,ESV,7N0UJMJLXD0MDT5D5086,314808,2010.0,Q3TTM,2009-10-01,2010-09-30,,,32400000.0,198900000.0,,-300000.0,-69700000.0,-6300000.0,-8600000.0,,-165600000.0,-1591000000.0,768800000.0,,141800000.0,-143900000.0,-766400000.0,1707000000.0,-112000000.0,661800000.0,617300000.0,44500000.0,60500000.0,600000.0,,29800000.0,-128500000.0,,-1594700000.0,-45800000.0,-6500000.0,,,-682900000.0
