company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:18:30+00:00,,54000000.0,63000000.0,,2000000.0,-52000000.0,,,-371000000.0,-68000000.0,431000000.0,-371000000.0,-68000000.0,431000000.0,-6000000.0,227000000.0,227000000.0,139000000.0,,,,,,-68000000.0,-371000000.0,,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q4,2008-10-01,2008-12-31,,,-120000000.0,-144000000.0,-1137000000.0,30000000.0,159000000.0,-1750000000.0,,-1607000000.0,-1078000000.0,-125000000.0,-1607000000.0,-1078000000.0,-125000000.0,-2780000000.0,36000000.0,36000000.0,-56000000.0,62000000.0,35000000.0,,79000000.0,,24000000.0,,2000000.0,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q3,2008-07-01,2008-09-30,,5000000.0,76000000.0,112000000.0,1137000000.0,-28000000.0,-182000000.0,1750000000.0,,1779000000.0,1097000000.0,-65000000.0,1779000000.0,1097000000.0,-65000000.0,2783000000.0,-107000000.0,-107000000.0,36000000.0,110000000.0,-37000000.0,,-79000000.0,,-8000000.0,,-2000000.0,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-06 16:08:44+00:00,,120000000.0,144000000.0,1137000000.0,-30000000.0,-159000000.0,1750000000.0,,1607000000.0,1078000000.0,125000000.0,1607000000.0,1078000000.0,125000000.0,2780000000.0,-36000000.0,-36000000.0,56000000.0,-62000000.0,-35000000.0,,-79000000.0,,-24000000.0,,-2000000.0,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-07 16:12:35+00:00,-5000000.0,44000000.0,32000000.0,,-2000000.0,23000000.0,,,-172000000.0,-19000000.0,190000000.0,-172000000.0,-19000000.0,190000000.0,-3000000.0,71000000.0,71000000.0,20000000.0,-172000000.0,2000000.0,,,,-16000000.0,,,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q4,2009-10-01,2009-12-31,,,-192000000.0,-187000000.0,,-33000000.0,448000000.0,-63000000.0,,703000000.0,298000000.0,-370000000.0,703000000.0,298000000.0,-370000000.0,598000000.0,-399000000.0,-399000000.0,-40000000.0,-68000000.0,40000000.0,,,228000000.0,41000000.0,,834000000.0,-11000000.0,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3TTM,2008-10-01,2009-09-30,,,72000000.0,43000000.0,-1137000000.0,63000000.0,-289000000.0,-1687000000.0,,-2310000000.0,-1376000000.0,245000000.0,-2310000000.0,-1376000000.0,245000000.0,-3378000000.0,435000000.0,435000000.0,-16000000.0,130000000.0,-5000000.0,,79000000.0,-228000000.0,-17000000.0,,-832000000.0,11000000.0,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3,2009-07-01,2009-09-30,,,38000000.0,58000000.0,,7000000.0,27000000.0,18000000.0,,-262000000.0,-274000000.0,161000000.0,-262000000.0,-274000000.0,161000000.0,-368000000.0,15000000.0,15000000.0,23000000.0,12000000.0,-35000000.0,,,-228000000.0,-17000000.0,,-292000000.0,6000000.0,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-05 16:29:07+00:00,0.0,192000000.0,187000000.0,,33000000.0,-448000000.0,63000000.0,,-703000000.0,-298000000.0,370000000.0,-703000000.0,-298000000.0,370000000.0,-598000000.0,399000000.0,399000000.0,40000000.0,68000000.0,-40000000.0,,0.0,-228000000.0,-41000000.0,,-834000000.0,11000000.0,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q2TTM,2008-07-01,2009-06-30,,5000000.0,110000000.0,97000000.0,,28000000.0,-498000000.0,45000000.0,,-269000000.0,-5000000.0,19000000.0,-269000000.0,-5000000.0,19000000.0,-227000000.0,313000000.0,313000000.0,-3000000.0,228000000.0,-7000000.0,,,,-8000000.0,,-542000000.0,5000000.0,
