company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,FY,,2008-12-31,2010-03-01 16:18:30+00:00,319000000.0,974000000.0,842000000.0,-43000000.0,2958000000.0,,12170000000.0,923000000.0,536000000.0,7227000000.0,1722000000.0,,78000000.0,532000000.0,149000000.0,,615000000.0,215000000.0,30000000.0,239000000.0,,,-474000000.0,,44000000.0,14465000000.0,11527000000.0,5259000000.0,2084000000.0,11527000000.0,11527000000.0,2938000000.0,14465000000.0,9057000000.0,854000000.0,-126000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3,,2009-09-30,2009-11-06 16:08:44+00:00,282000000.0,228000000.0,532000000.0,-5000000.0,2360000000.0,,12332000000.0,471000000.0,727000000.0,7161000000.0,1616000000.0,,22000000.0,669000000.0,133000000.0,,685000000.0,163000000.0,12000000.0,190000000.0,,,-75000000.0,,361000000.0,13452000000.0,11292000000.0,4508000000.0,1285000000.0,11292000000.0,11292000000.0,2160000000.0,13452000000.0,8811000000.0,875000000.0,-960000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q2,,2009-06-30,2009-08-07 16:12:35+00:00,135000000.0,282000000.0,533000000.0,-14000000.0,2728000000.0,,12303000000.0,423000000.0,792000000.0,7176000000.0,1660000000.0,,23000000.0,480000000.0,134000000.0,,699000000.0,126000000.0,16000000.0,198000000.0,,,-90000000.0,,102000000.0,13519000000.0,11531000000.0,4510000000.0,1091000000.0,11531000000.0,11531000000.0,1988000000.0,13519000000.0,8875000000.0,897000000.0,-668000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2010.0,Q3,,2010-09-30,2010-11-05 16:29:07+00:00,238000000.0,246000000.0,533000000.0,-9000000.0,2123000000.0,,12313000000.0,622000000.0,419000000.0,7144000000.0,1072000000.0,,23000000.0,532000000.0,169000000.0,,231000000.0,102000000.0,14000000.0,200000000.0,,,290000000.0,,726000000.0,12570000000.0,10746000000.0,4148000000.0,1393000000.0,10746000000.0,10746000000.0,1824000000.0,12570000000.0,8253000000.0,431000000.0,-1848000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2010.0,Q2,,2010-06-30,2010-08-06 16:16:45+00:00,149000000.0,190000000.0,459000000.0,-57000000.0,2214000000.0,,12260000000.0,482000000.0,401000000.0,7147000000.0,1082000000.0,,23000000.0,403000000.0,160000000.0,,249000000.0,128000000.0,13000000.0,196000000.0,,,239000000.0,,632000000.0,12393000000.0,10858000000.0,3968000000.0,1090000000.0,10858000000.0,10858000000.0,1535000000.0,12393000000.0,8265000000.0,445000000.0,-1584000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2010.0,Q1,,2010-03-31,2010-05-07 16:24:36+00:00,147000000.0,134000000.0,623000000.0,-44000000.0,2695000000.0,,12234000000.0,772000000.0,395000000.0,7150000000.0,1065000000.0,,23000000.0,451000000.0,131000000.0,,254000000.0,164000000.0,11000000.0,202000000.0,,,20000000.0,,647000000.0,12866000000.0,10868000000.0,4486000000.0,1542000000.0,10868000000.0,10868000000.0,1998000000.0,12866000000.0,8249000000.0,456000000.0,-1342000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2011.0,Q3,,2011-09-30,2011-11-08 18:02:39+00:00,250000000.0,139000000.0,542000000.0,-29000000.0,2469000000.0,,9751000000.0,487000000.0,507000000.0,7126000000.0,698000000.0,,25000000.0,399000000.0,167000000.0,0.0,95000000.0,136000000.0,15000000.0,168000000.0,,,849000000.0,,432000000.0,12113000000.0,10571000000.0,4082000000.0,1279000000.0,10571000000.0,10571000000.0,1542000000.0,12113000000.0,7864000000.0,263000000.0,0.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2011.0,Q2,,2011-06-30,2011-08-05 16:20:59+00:00,156000000.0,140000000.0,489000000.0,29000000.0,2334000000.0,,9735000000.0,601000000.0,511000000.0,7130000000.0,683000000.0,,25000000.0,262000000.0,163000000.0,0.0,97000000.0,97000000.0,17000000.0,164000000.0,,,701000000.0,,610000000.0,11972000000.0,10465000000.0,3954000000.0,1246000000.0,10465000000.0,10465000000.0,1507000000.0,11972000000.0,7855000000.0,261000000.0,0.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2011.0,Q1,,2011-03-31,2011-05-09 16:26:34+00:00,172000000.0,95000000.0,676000000.0,26000000.0,2658000000.0,,12382000000.0,1043000000.0,464000000.0,7134000000.0,679000000.0,,25000000.0,264000000.0,165000000.0,0.0,83000000.0,167000000.0,25000000.0,166000000.0,,,366000000.0,,701000000.0,12377000000.0,10237000000.0,4349000000.0,1891000000.0,10237000000.0,10237000000.0,2140000000.0,12377000000.0,7863000000.0,249000000.0,-2537000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2012.0,FY,,2012-12-31,2014-03-03 16:34:13+00:00,343000000.0,707000000.0,652000000.0,-26000000.0,3959000000.0,0.0,9450000000.0,1657000000.0,487000000.0,7106000000.0,660000000.0,0.0,8000000.0,384000000.0,141000000.0,,25000000.0,321000000.0,11000000.0,206000000.0,,,1893000000.0,0.0,416000000.0,14200000000.0,11317000000.0,6274000000.0,2652000000.0,11317000000.0,11317000000.0,2883000000.0,14200000000.0,7785000000.0,231000000.0,0.0
