company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2007.0,FY,2007-01-01,2007-12-31,2010-03-01 16:18:30+00:00,0.38,0.38,,0.38,,-52000000.0,172000000.0,227000000.0,227000000.0,227000000.0,436000000.0,1349000000.0,,,397000000.0,-1000000.0,166000000.0,436000000.0,913000000.0,,-4000000.0,734000000.0,179000000.0,-4000000.0,175000000.0,1349000000.0,597400000.0,591000000.0,591000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q3,2008-07-01,2008-09-30,2009-11-06 16:08:44+00:00,-0.08,-0.08,,-0.08,,-62000000.0,142000000.0,-108000000.0,-108000000.0,-108000000.0,408000000.0,711000000.0,,,200000000.0,61000000.0,94000000.0,408000000.0,303000000.0,,24000000.0,497000000.0,-194000000.0,24000000.0,-170000000.0,711000000.0,1350000000.0,1271000000.0,1271000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2008.0,Q2,2008-04-01,2008-06-30,2009-08-07 16:12:35+00:00,0.05,0.05,,0.05,,20000000.0,51000000.0,28000000.0,28000000.0,28000000.0,106000000.0,352000000.0,,,99000000.0,,50000000.0,106000000.0,246000000.0,,2000000.0,200000000.0,46000000.0,2000000.0,48000000.0,352000000.0,560000000.0,591000000.0,591000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q4,2009-10-01,2009-12-31,,,,,,,-28000000.0,-329000000.0,-399000000.0,-399000000.0,-399000000.0,-1295000000.0,-2722000000.0,,,-362000000.0,-29000000.0,-301000000.0,-1295000000.0,-1427000000.0,,-21000000.0,-1021000000.0,-406000000.0,-21000000.0,-427000000.0,-2722000000.0,,,
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.31,0.31,,0.31,,28000000.0,329000000.0,399000000.0,399000000.0,399000000.0,1295000000.0,2722000000.0,,,362000000.0,29000000.0,301000000.0,1295000000.0,1427000000.0,,21000000.0,1021000000.0,406000000.0,21000000.0,427000000.0,2722000000.0,1500000000.0,1271000000.0,1297000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q3,2009-07-01,2009-09-30,2010-11-05 16:29:07+00:00,0.01,0.01,0.0,0.01,,5000000.0,128000000.0,15000000.0,15000000.0,15000000.0,339000000.0,703000000.0,,,122000000.0,-1000000.0,106000000.0,339000000.0,364000000.0,,11000000.0,355000000.0,9000000.0,11000000.0,20000000.0,703000000.0,1500000000.0,1271000000.0,1297000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.3,0.3,,0.3,,23000000.0,201000000.0,384000000.0,384000000.0,384000000.0,956000000.0,2019000000.0,,,240000000.0,30000000.0,195000000.0,956000000.0,1063000000.0,,10000000.0,666000000.0,397000000.0,10000000.0,407000000.0,2019000000.0,1300000000.0,1289000000.0,1332000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 16:16:45+00:00,0.15,0.15,0.0,0.15,,23000000.0,118000000.0,195000000.0,195000000.0,195000000.0,472000000.0,1038000000.0,,,123000000.0,15000000.0,92000000.0,472000000.0,566000000.0,,0.0,348000000.0,218000000.0,,218000000.0,1038000000.0,1300000000.0,1289000000.0,1332000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 16:24:36+00:00,0.14,0.14,,0.14,,,83000000.0,189000000.0,189000000.0,189000000.0,484000000.0,981000000.0,,,117000000.0,15000000.0,103000000.0,484000000.0,497000000.0,,10000000.0,318000000.0,179000000.0,10000000.0,189000000.0,981000000.0,1350000000.0,1308000000.0,1359000000.0
Activision Blizzard Inc,ATVI,549300TPQQDBP9GNOF40,718877,2010.0,Q4,2010-10-01,2010-12-31,,-0.52,-0.52,-0.15,-0.51,,-230000000.0,-291000000.0,-651000000.0,-651000000.0,-651000000.0,-1250000000.0,-3020000000.0,,,-361000000.0,,-252000000.0,-1250000000.0,-1770000000.0,,-15000000.0,-904000000.0,-866000000.0,-15000000.0,-881000000.0,-3020000000.0,,,
