company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherspecialcharges,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Ulta Beauty Inc,ULTA,,1403568,2009.0,FY,2009-02-01,2010-01-30,2012-03-28 12:14:23+00:00,0.68,0.68,,0.66,26595000.0,39356000.0,39356000.0,39356000.0,846202000.0,1222771000.0,6003000.0,302413000.0,846202000.0,376569000.0,2202000.0,,308416000.0,68153000.0,-2202000.0,65951000.0,1222771000.0,57900000.0,57915000.0,59237000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,FY,2010-01-31,2011-01-29,2012-03-28 12:14:23+00:00,1.2,1.2,,1.16,47099000.0,71030000.0,71030000.0,71030000.0,970753000.0,1454838000.0,7095000.0,358106000.0,970753000.0,484085000.0,755000.0,,365201000.0,118884000.0,-755000.0,118129000.0,1454838000.0,59200000.0,58959000.0,61288000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q4,2010-10-31,2011-01-29,,0.51,0.51,,0.48,18721000.0,30104000.0,30104000.0,30104000.0,316973000.0,473659000.0,523000.0,107159000.0,316973000.0,156686000.0,179000.0,,107682000.0,49004000.0,-179000.0,48825000.0,473659000.0,59200000.0,58959000.0,61288000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q3,2010-08-01,2010-10-30,2011-12-01 16:24:06+00:00,0.24,0.24,,0.23,9845000.0,14203000.0,14203000.0,14203000.0,220273000.0,339179000.0,4305000.0,90309000.0,220273000.0,118906000.0,244000.0,,94614000.0,24292000.0,-244000.0,24048000.0,339179000.0,59200000.0,59063000.0,61057000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q2YTD,2010-01-31,2010-07-31,,0.45,0.45,,0.45,18533000.0,26723000.0,26723000.0,26723000.0,433507000.0,642000000.0,2267000.0,160638000.0,433507000.0,208493000.0,332000.0,,162905000.0,45588000.0,-332000.0,45256000.0,642000000.0,59400000.0,58727000.0,60672000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q2,2010-05-02,2010-07-31,2011-09-08 16:27:18+00:00,0.22,0.22,,0.22,8980000.0,13062000.0,13062000.0,13062000.0,217846000.0,321804000.0,1793000.0,79909000.0,217846000.0,103958000.0,214000.0,,81702000.0,22256000.0,-214000.0,22042000.0,321804000.0,59400000.0,58727000.0,60672000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q1,2010-01-31,2010-05-01,2011-06-07 16:21:58+00:00,0.23,0.23,,0.23,9553000.0,13661000.0,13661000.0,13661000.0,215661000.0,320196000.0,474000.0,80729000.0,215661000.0,104535000.0,118000.0,,81203000.0,23332000.0,-118000.0,23214000.0,320196000.0,59400000.0,58306000.0,60276000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q4,2011-10-30,2012-01-28,,0.75,0.75,,0.73,26861000.0,46295000.0,46295000.0,46295000.0,384046000.0,582511000.0,983000.0,124235000.0,384046000.0,198465000.0,91000.0,,125218000.0,73247000.0,-91000.0,73156000.0,582511000.0,61400000.0,61259000.0,63334000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,FY,2011-01-30,2012-01-28,2014-04-02 14:20:56+00:00,1.96,1.96,0.0,1.9,75344000.0,120264000.0,120264000.0,120264000.0,1159311000.0,1776151000.0,9987000.0,410658000.0,1159311000.0,616840000.0,587000.0,,420645000.0,196195000.0,-587000.0,195608000.0,1776151000.0,61400000.0,61259000.0,63334000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q3,2011-07-31,2011-10-29,2011-12-01 16:24:06+00:00,0.44,0.44,,0.42,17284000.0,26768000.0,26768000.0,26768000.0,263884000.0,413067000.0,3958000.0,100997000.0,263884000.0,149183000.0,176000.0,,104955000.0,44228000.0,-176000.0,44052000.0,413067000.0,60800000.0,61451000.0,63419000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q3YTD,2011-01-30,2011-10-29,,1.21,1.21,,1.17,48483000.0,73969000.0,73969000.0,73969000.0,775265000.0,1193640000.0,9004000.0,286423000.0,775265000.0,418375000.0,496000.0,,295427000.0,122948000.0,-496000.0,122452000.0,1193640000.0,60800000.0,61451000.0,63419000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q3TTM,2010-10-31,2011-10-29,,1.72,1.72,,1.65,67204000.0,104073000.0,104073000.0,104073000.0,1092238000.0,1667299000.0,9527000.0,393582000.0,1092238000.0,575061000.0,675000.0,,403109000.0,171952000.0,-675000.0,171277000.0,1667299000.0,60800000.0,61451000.0,63419000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q2,2011-05-01,2011-07-30,2011-09-08 16:27:18+00:00,0.39,0.39,,0.38,15608000.0,23905000.0,23905000.0,23905000.0,260280000.0,394567000.0,3816000.0,90811000.0,260280000.0,134287000.0,147000.0,,94627000.0,39660000.0,-147000.0,39513000.0,394567000.0,61300000.0,61126000.0,63241000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q2YTD,2011-01-30,2011-07-30,,0.77,0.77,,0.75,31199000.0,47201000.0,47201000.0,47201000.0,511381000.0,780573000.0,5046000.0,185426000.0,511381000.0,269192000.0,320000.0,,190472000.0,78720000.0,-320000.0,78400000.0,780573000.0,61300000.0,61126000.0,63241000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q2TTM,2010-08-01,2011-07-30,,1.52,1.52,,1.46,59765000.0,91508000.0,91508000.0,91508000.0,1048627000.0,1593411000.0,9874000.0,382894000.0,1048627000.0,544784000.0,743000.0,,392768000.0,152016000.0,-743000.0,151273000.0,1593411000.0,61300000.0,61126000.0,63241000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q1,2011-01-30,2011-04-30,2011-06-07 16:21:58+00:00,0.38,0.38,,0.37,15591000.0,23296000.0,23296000.0,23296000.0,251101000.0,386006000.0,1230000.0,94615000.0,251101000.0,134905000.0,173000.0,,95845000.0,39060000.0,-173000.0,38887000.0,386006000.0,61300000.0,60554000.0,62758000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q1TTM,2010-05-02,2011-04-30,,1.35,1.35,,1.3,53137000.0,80665000.0,80665000.0,80665000.0,1006193000.0,1520648000.0,7851000.0,371992000.0,1006193000.0,514455000.0,810000.0,,379843000.0,134612000.0,-810000.0,133802000.0,1520648000.0,61300000.0,60554000.0,62758000.0
Ulta Beauty Inc,ULTA,,1403568,2012.0,Q4,2012-10-28,2013-02-02,,1.02,1.02,,1.01,39213000.0,64532000.0,64532000.0,64532000.0,499191000.0,758835000.0,1915000.0,153963000.0,499191000.0,259644000.0,21000.0,,155878000.0,103766000.0,-21000.0,103745000.0,758835000.0,63200000.0,63250000.0,64396000.0
