company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Ulta Beauty Inc,ULTA,,1403568,2009.0,FY,2009-02-01,2010-01-30,2012-03-28 12:14:23+00:00,,3706000.0,2440000.0,62166000.0,65883000.0,1161673000.0,-104343000.0,-68105000.0,172827000.0,-104343000.0,-68105000.0,172827000.0,379000.0,39356000.0,39356000.0,5422000.0,1704000.0,,,-68105000.0,-1267720000.0,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,FY,2010-01-31,2011-01-29,2012-03-28 12:14:23+00:00,,49871000.0,,64936000.0,40581000.0,,27740000.0,-97115000.0,176543000.0,27740000.0,-97115000.0,176543000.0,107168000.0,71030000.0,71030000.0,-4000.0,27740000.0,,,-97115000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q4,2010-10-31,2011-01-29,,,6711000.0,,17238000.0,63403000.0,,19134000.0,-22350000.0,106050000.0,19134000.0,-22350000.0,106050000.0,102834000.0,30104000.0,30104000.0,-4695000.0,19134000.0,,,-22350000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q3,2010-08-01,2010-10-30,,,7490000.0,,16105000.0,-1176000.0,,4248000.0,-42181000.0,30368000.0,4248000.0,-42181000.0,30368000.0,-7565000.0,14203000.0,14203000.0,1236000.0,4248000.0,,,-42181000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q3YTD,2010-01-31,2010-10-30,2011-12-01 16:24:06+00:00,,43160000.0,,47698000.0,-22822000.0,,8606000.0,-74765000.0,70493000.0,8606000.0,-74765000.0,70493000.0,4334000.0,40926000.0,40926000.0,4691000.0,8606000.0,,,-74765000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q2,2010-05-02,2010-07-31,,,22800000.0,,15675000.0,-676000.0,,1824000.0,-24886000.0,30308000.0,1824000.0,-24886000.0,30308000.0,7246000.0,13062000.0,13062000.0,2247000.0,1824000.0,,,-24886000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q2YTD,2010-01-31,2010-07-31,2011-09-08 16:27:18+00:00,,35670000.0,,31593000.0,-21646000.0,,4358000.0,-32584000.0,40125000.0,4358000.0,-32584000.0,40125000.0,11899000.0,26723000.0,26723000.0,3455000.0,4358000.0,,,-32584000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q1,2010-01-31,2010-05-01,2011-06-07 16:21:58+00:00,,12870000.0,,15918000.0,-20970000.0,,2534000.0,-7698000.0,9817000.0,2534000.0,-7698000.0,9817000.0,4653000.0,13661000.0,13661000.0,1208000.0,2534000.0,,,-7698000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q4,2011-10-30,2012-01-28,,,3417000.0,,20306000.0,79936000.0,,10595000.0,-30941000.0,143427000.0,10595000.0,-30941000.0,143427000.0,123081000.0,46295000.0,46295000.0,-3110000.0,10595000.0,,,-30941000.0,,,
Ulta Beauty Inc,ULTA,,1403568,2011.0,FY,2011-01-30,2012-01-28,2014-04-02 14:20:56+00:00,,24162000.0,,75931000.0,37662000.0,,50302000.0,-128636000.0,220887000.0,50302000.0,-128636000.0,220887000.0,142553000.0,120264000.0,120264000.0,-12970000.0,50302000.0,,,-128636000.0,,,
