company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,employeebenefitassets,goodwill,intangibleassets,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Ulta Beauty Inc,ULTA,,1403568,2010.0,FY,,2011-01-29,2012-03-28 12:14:23+00:00,87093000.0,22292000.0,76264000.0,111185000.0,0.0,340182000.0,,19606000.0,0.0,,,,218516000.0,326099000.0,134572000.0,30026000.0,,,,,32790000.0,66530000.0,,730488000.0,402533000.0,404389000.0,163357000.0,402533000.0,402533000.0,327955000.0,730488000.0,,164598000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q3,,2010-10-30,2011-12-01 16:24:06+00:00,120245000.0,20386000.0,83808000.0,8351000.0,0.0,317292000.0,,14370000.0,,,,,301559000.0,331390000.0,134878000.0,20952000.0,,,,,33366000.0,36426000.0,,709422000.0,349539000.0,378032000.0,204053000.0,349539000.0,349539000.0,359883000.0,709422000.0,,155830000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q2,,2010-07-31,2011-09-08 16:27:18+00:00,61316000.0,11418000.0,68833000.0,15916000.0,0.0,309867000.0,,15340000.0,0.0,,,,224329000.0,301333000.0,120313000.0,20952000.0,,,,,30989000.0,22223000.0,,599325000.0,327911000.0,297992000.0,130149000.0,327911000.0,327911000.0,271414000.0,599325000.0,,141265000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2010.0,Q1,,2010-05-01,2011-06-07 16:21:58+00:00,60693000.0,8051000.0,54789000.0,8670000.0,,305556000.0,,8060000.0,6740000.0,,,,228082000.0,285766000.0,114051000.0,20952000.0,,,,,29134000.0,9161000.0,,567763000.0,310538000.0,281997000.0,122222000.0,310538000.0,310538000.0,257225000.0,567763000.0,,135003000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,FY,,2012-01-28,2013-04-03 14:12:08+00:00,86442000.0,26153000.0,74411000.0,253738000.0,0.0,405325000.0,,12264000.0,4002000.0,,,,244647000.0,376985000.0,163463000.0,44195000.0,,,,,43430000.0,186794000.0,,957217000.0,584704000.0,580232000.0,164855000.0,584704000.0,584704000.0,372513000.0,957217000.0,,207658000.0,-7415000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q3,,2011-10-29,2011-12-01 16:24:06+00:00,134043000.0,21080000.0,81116000.0,130657000.0,0.0,388112000.0,,9427000.0,,,,,354891000.0,373794000.0,161023000.0,29458000.0,,,,,40223000.0,140499000.0,,930072000.0,524432000.0,556278000.0,215159000.0,524432000.0,524432000.0,405640000.0,930072000.0,,190481000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q2,,2011-07-30,2011-09-08 16:27:18+00:00,81380000.0,19939000.0,73745000.0,142545000.0,0.0,368480000.0,,8922000.0,483000.0,,,,258752000.0,351576000.0,153159000.0,29049000.0,,,,,34114000.0,113731000.0,,815848000.0,478032000.0,464272000.0,155608000.0,478032000.0,478032000.0,337816000.0,815848000.0,,182208000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2011.0,Q1,,2011-04-30,2011-06-07 16:21:58+00:00,81510000.0,15634000.0,66488000.0,116811000.0,,363719000.0,,13155000.0,0.0,,,,255547000.0,332147000.0,139359000.0,29084000.0,,,,,32513000.0,89826000.0,,765807000.0,449366000.0,433660000.0,147998000.0,449366000.0,449366000.0,316441000.0,765807000.0,,168443000.0,-4179000.0
Ulta Beauty Inc,ULTA,,1403568,2012.0,FY,,2013-02-02,2014-04-02 14:20:56+00:00,118886000.0,41515000.0,92127000.0,320475000.0,0.0,497575000.0,,15757000.0,10054000.0,2866000.0,,,361125000.0,483059000.0,208003000.0,56361000.0,,,,2876000.0,50452000.0,296861000.0,,1275249000.0,786942000.0,789324000.0,221067000.0,786942000.0,786942000.0,488307000.0,1275249000.0,2866000.0,267240000.0,-7494000.0
Ulta Beauty Inc,ULTA,,1403568,2012.0,Q3,,2012-10-27,2012-11-29 16:13:02+00:00,185177000.0,36649000.0,90354000.0,191724000.0,0.0,482165000.0,,24678000.0,,,,,462833000.0,467165000.0,202265000.0,48450000.0,,,,,50197000.0,232329000.0,,1233246000.0,707000000.0,766081000.0,275531000.0,707000000.0,707000000.0,526246000.0,1233246000.0,,250715000.0,-7494000.0
Ulta Beauty Inc,ULTA,,1403568,2012.0,Q2,,2012-07-28,2012-09-06 16:27:41+00:00,88881000.0,32279000.0,80507000.0,197401000.0,0.0,452973000.0,,12257000.0,,,,,316734000.0,421063000.0,186486000.0,43210000.0,12690000.0,,,,46345000.0,194178000.0,,1038769000.0,639685000.0,617706000.0,169388000.0,639685000.0,639685000.0,399084000.0,1038769000.0,,229696000.0,-7466000.0
